date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF,ARSCAD,ARSAUD,AUDUSD,AUDTRY,AUDILS,AUDCNY,AUDSGD,AUDHKD,AUDKRW,AUDBRL,AUDTWD,AUDZAR,AUDPLN,AUDHUF,AUDCZK,AUDRUB,AUDEUR,AUDGBP,AUDCHF,AUDCAD,AUDARS,AUDNOK,AUDDKK,AUDNZD,BRLUSD,BRLCNY,BRLKRW,BRLRUB,BRLGBP,BRLCHF,BRLCAD,BRLCLP,BRLEUR,BRLARS,CADMXN,CADUSD,CADTRY,CADILS,CADCNY,CADSGD,CADHKD,CADKRW,CADBRL,CADTWD,CADZAR,CADPLN,CADHUF,CADCZK,CADRUB,CADEUR,CADGBP,CADMAD,CADCHF,CADCOP,CADARS,CADNOK,CADDKK,CADNZD,CADAUD,CHFMXN,CHFUSD,CHFTRY,CHFILS,CHFCNY,CHFSGD,CHFHKD,CHFKRW,CHFBRL,CHFZAR,CHFPLN,CHFHUF,CHFCZK,CHFRUB,CHFEUR,CHFGBP,CHFCAD,CHFNOK,CHFDKK,CHFNZD,CHFAUD,CLPUSD,CNHUSD,CNHHKD,CNYUSD,CNYCNH,CNYSGD,CNYHKD,CNYKRW,CNYTWD,CNYRUB,CNYEUR,CNYGBP,CNYCHF,CNYCAD,CNYNZD,CNYAUD
2014-07-06,3,5,39,11,7,23,20,15,20,4,9,37,18,1,21,7,74,32,0,5,17,29,19,26,34,0,0,20,49,18,0,0,0,0,0,0,50,0,0,40,0,0,0,33,22,0,37,16,38,0,0,0,0,35,13,20,26,0,0,0,22,40,0,0,0,0,0,81,57,41,0,0,13,0,0,0,0,33,0,0,0,0,43,0,0,0,10,0,0,53,0,41,0,0,0,41,0,6,55,0,0,32,0,0,38,0,7,0,0,0,3,24,0,0,0,0,28,0,0,0,12,0,0,20,0,41,0,0,0,0,61,0,0
2014-07-13,1,7,20,8,5,29,13,9,19,6,26,22,18,2,30,10,0,37,0,8,21,29,0,0,20,15,36,15,37,21,0,0,0,0,0,0,44,0,0,32,27,0,23,38,23,46,37,0,0,0,0,0,0,34,7,0,20,45,0,0,56,27,0,0,0,0,0,24,0,0,0,0,18,0,0,30,0,0,0,0,0,0,43,0,0,0,10,0,0,39,0,52,0,0,0,40,0,9,0,48,0,0,0,0,38,0,9,0,0,0,6,33,30,0,0,0,0,0,0,23,24,0,0,32,0,0,0,41,0,0,0,0,99
2014-07-20,1,7,21,9,6,23,25,10,11,7,10,18,25,4,16,9,0,0,0,8,17,34,0,35,34,15,21,16,27,0,0,0,0,0,0,0,43,0,0,34,18,49,23,21,54,0,100,0,0,0,36,70,43,43,11,18,38,0,0,0,56,27,0,0,0,0,0,41,0,0,0,0,13,0,0,30,40,0,57,0,0,0,0,0,0,0,0,23,0,30,0,43,0,0,0,41,75,7,0,0,0,65,0,0,0,0,0,21,0,0,4,24,0,0,0,0,29,0,42,0,49,81,0,16,0,0,0,42,0,0,0,78,0
2014-07-27,2,12,23,11,7,24,12,16,8,9,18,42,19,4,17,8,0,0,0,9,21,23,19,57,25,20,24,8,34,27,44,0,0,0,0,0,44,0,0,31,0,0,0,38,29,0,0,17,0,0,0,0,0,34,7,31,31,91,0,0,47,54,0,0,0,0,0,53,0,0,0,0,13,0,50,60,0,23,0,0,41,58,0,0,0,0,10,0,0,49,0,35,0,0,0,0,0,13,37,0,0,66,0,0,0,0,9,0,0,0,4,25,41,26,0,0,0,0,0,0,18,0,0,52,27,31,0,42,0,0,0,0,0
2014-08-03,1,15,20,20,9,26,17,15,12,8,28,49,29,3,16,9,0,0,0,8,22,20,19,27,22,16,22,0,24,19,0,0,0,0,0,0,0,0,0,35,26,0,0,30,26,0,0,0,0,0,0,0,0,27,16,37,19,0,0,0,42,56,0,0,0,0,0,25,0,0,0,0,11,0,0,57,36,24,0,0,0,0,0,0,0,31,18,32,0,27,0,36,0,0,0,0,0,11,0,0,0,34,37,0,0,0,7,17,0,0,0,25,0,0,0,0,0,0,37,0,29,0,59,37,0,0,43,49,0,0,0,0,59
2014-08-10,3,11,42,17,5,37,12,8,9,6,22,37,20,2,29,8,0,0,0,7,13,31,0,0,21,0,24,24,36,36,0,0,0,0,0,0,0,0,0,32,0,0,0,42,38,0,43,0,0,0,0,0,0,35,15,0,9,45,0,0,37,27,74,0,0,0,0,52,0,41,0,30,16,0,0,30,0,34,0,0,0,49,0,0,0,0,11,0,0,26,54,32,0,0,54,0,0,6,0,0,0,43,71,0,38,0,7,12,0,0,3,28,0,100,0,0,0,0,31,0,12,0,57,21,0,31,0,0,0,0,0,0,49
2014-08-17,2,13,38,14,4,24,9,14,14,6,22,32,33,2,22,7,73,0,0,10,19,28,0,0,37,17,21,14,13,18,0,0,0,0,0,0,49,0,0,30,20,0,23,37,17,0,36,16,0,0,0,0,0,33,12,53,16,0,0,0,40,40,0,0,0,0,0,43,0,0,0,0,18,0,0,54,0,22,0,0,40,0,0,0,0,0,15,22,0,26,0,31,0,0,0,40,0,6,0,61,0,0,0,0,37,0,7,12,0,0,7,24,0,25,0,0,56,0,31,0,36,59,0,30,0,0,0,40,0,0,0,76,0
2014-08-24,2,9,61,8,7,18,17,8,7,3,30,28,17,3,29,8,0,27,0,10,21,24,18,0,15,14,22,8,19,52,0,0,0,0,0,0,0,0,0,34,24,0,32,16,0,0,36,0,0,0,0,0,0,41,6,29,15,0,0,0,36,34,0,0,0,0,0,39,0,0,0,0,15,0,0,0,28,0,0,0,0,0,56,39,0,0,10,25,0,25,0,30,0,0,0,0,0,9,35,68,0,31,0,0,0,0,0,12,0,0,0,25,0,0,0,0,27,41,0,0,0,0,55,20,0,0,0,0,0,0,0,0,95
2014-08-31,2,8,53,10,6,30,11,14,18,3,31,26,20,5,38,10,0,0,0,12,19,27,18,0,35,14,43,23,25,17,0,0,0,0,0,0,41,0,0,33,15,62,0,25,16,0,0,21,85,0,0,0,0,52,11,17,26,42,0,0,29,0,0,78,0,0,0,0,0,0,0,0,10,56,0,0,56,32,0,0,0,0,41,0,0,28,24,21,45,49,0,49,0,0,68,38,0,7,0,0,0,30,45,0,0,0,12,12,0,0,3,31,0,41,0,0,27,0,39,0,0,0,54,23,0,0,0,0,0,0,0,0,0
2014-09-07,2,13,60,10,10,30,16,17,14,9,17,38,0,3,35,15,0,26,0,14,22,21,18,32,31,32,20,14,40,37,0,0,0,0,67,0,54,0,0,57,25,0,85,35,39,0,0,0,0,0,33,0,0,55,15,19,28,0,0,0,17,29,0,0,0,0,0,29,0,0,0,0,11,0,26,0,28,32,0,0,0,0,41,100,0,37,17,0,0,24,0,32,0,0,0,50,0,10,0,33,53,30,34,0,0,0,8,0,75,0,4,23,29,24,0,0,0,0,29,0,21,0,54,17,0,0,0,39,0,0,76,0,0
2014-09-14,2,11,26,10,9,52,14,17,25,9,27,30,34,4,34,15,0,0,0,11,20,27,50,24,35,14,36,15,22,51,53,0,0,0,0,0,41,0,0,72,13,0,21,46,54,0,0,23,0,29,0,0,0,47,29,38,32,56,0,60,32,28,0,0,0,0,0,25,0,0,0,0,11,0,23,28,0,36,0,0,38,40,54,0,0,0,9,0,44,36,0,56,0,0,50,0,93,8,0,33,39,0,0,0,36,90,0,15,0,0,4,26,0,35,69,0,27,0,29,0,16,0,0,26,0,0,0,0,0,0,0,0,0
2014-09-21,3,11,46,7,9,36,11,20,10,7,15,16,0,5,35,9,0,0,0,15,23,78,0,32,27,14,19,27,15,25,0,0,0,0,0,0,0,0,85,60,21,0,42,46,72,0,46,18,31,0,100,0,0,35,18,17,21,42,39,45,26,54,0,0,0,0,0,55,52,66,0,0,13,0,23,0,0,42,0,0,0,0,0,38,0,0,25,0,0,36,50,64,0,0,0,0,0,12,34,0,0,0,33,0,0,0,0,15,74,0,4,23,0,27,0,0,0,0,29,0,24,0,0,18,0,0,0,38,0,0,0,72,0
2014-09-28,2,20,26,14,7,55,31,24,19,8,19,30,23,5,39,4,0,0,0,13,17,32,0,42,39,32,45,19,22,31,47,0,0,0,0,0,0,0,0,65,0,0,39,43,66,58,35,21,32,0,0,0,0,44,6,29,19,0,0,0,44,29,0,0,0,0,0,22,0,39,0,0,17,75,23,0,38,21,0,43,0,0,41,0,0,38,21,42,0,0,0,67,0,0,0,0,0,10,0,0,0,41,33,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,53,20,0,0,52,0,0,0,0,0,46
2014-10-05,3,22,53,10,8,43,24,17,8,9,21,44,19,5,49,11,0,26,0,12,24,31,17,0,31,21,34,26,22,31,40,0,0,0,90,0,0,79,86,55,0,0,36,39,33,0,0,0,0,0,0,0,40,39,11,17,25,71,0,0,32,36,0,0,0,0,0,22,0,38,0,0,22,0,0,28,29,42,0,0,37,40,0,75,0,0,11,21,0,25,68,48,0,0,100,0,69,9,46,0,53,34,0,0,35,0,6,0,0,0,0,30,28,46,0,0,26,54,29,0,19,0,0,33,0,0,0,0,0,0,0,0,0
2014-10-12,3,12,65,7,7,28,21,17,12,10,21,30,17,6,35,9,0,0,0,15,24,21,0,0,31,16,19,30,29,19,0,0,0,0,0,0,0,0,0,51,0,0,28,46,41,0,34,0,36,0,0,0,39,54,17,44,10,0,0,0,40,42,0,0,0,0,0,40,0,38,0,0,26,0,0,54,39,36,0,0,0,0,0,37,0,0,19,21,43,0,0,52,0,0,0,37,0,15,0,0,38,59,0,0,35,0,8,0,0,0,6,44,0,23,0,0,0,0,0,0,11,74,0,22,0,28,0,0,34,0,0,0,0
2014-10-19,3,19,39,6,4,28,9,17,14,6,15,15,19,6,29,10,0,44,0,9,15,34,17,24,15,18,29,26,27,25,40,0,0,0,0,0,0,0,0,36,12,0,0,23,45,0,0,15,0,0,0,0,0,35,0,16,17,0,0,0,37,28,0,0,0,42,0,32,0,0,0,0,18,0,30,0,31,21,0,37,0,0,0,0,0,0,14,21,50,0,0,58,0,29,0,49,0,7,38,0,0,0,0,57,0,59,13,15,0,42,3,44,0,69,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-26,3,11,71,7,7,31,15,41,18,7,20,22,18,14,19,7,0,29,0,8,18,23,0,24,24,27,33,13,15,16,0,0,0,0,66,0,40,0,0,37,0,49,31,38,64,0,0,0,31,28,0,0,52,27,6,0,13,0,39,0,17,44,0,0,0,0,0,48,52,51,0,28,21,0,22,0,27,0,0,49,0,0,53,0,100,27,21,0,0,26,0,24,88,0,0,0,0,8,45,0,0,34,0,0,35,44,8,15,0,0,5,0,0,35,0,0,0,0,0,28,11,0,57,26,33,0,0,0,0,0,57,0,0
2014-11-02,3,8,50,12,10,43,11,15,22,7,15,43,65,18,37,7,0,33,0,11,34,33,0,23,41,19,22,11,33,32,0,0,0,0,0,0,0,0,0,44,12,0,59,48,74,0,34,15,40,0,0,0,0,23,13,24,36,54,0,0,42,32,0,0,0,0,0,39,0,0,0,0,22,0,0,46,29,20,0,0,96,38,0,37,0,0,18,20,43,24,0,21,43,0,0,0,0,16,0,0,0,0,0,0,0,0,11,15,0,55,4,32,0,30,0,0,26,52,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0
2014-11-09,3,9,44,8,9,25,13,25,14,4,27,16,16,15,32,9,0,0,0,10,24,28,17,39,33,15,19,25,32,37,0,0,0,0,0,0,39,0,82,38,0,0,44,44,29,41,0,0,0,0,32,0,100,31,16,0,19,0,100,0,19,48,0,0,0,41,0,53,0,0,0,0,22,0,44,27,26,36,0,0,47,0,0,47,0,0,10,23,0,23,0,31,43,29,0,0,0,10,32,0,0,0,0,0,34,0,7,0,0,54,6,25,27,51,0,56,0,0,28,22,16,0,0,18,0,0,0,0,0,0,62,0,57
2014-11-16,2,8,30,16,11,43,15,15,22,5,23,16,16,9,30,10,0,100,0,10,24,39,22,0,24,20,19,19,27,19,52,0,0,0,0,0,0,0,0,39,12,0,0,30,40,0,0,0,0,0,0,0,0,42,15,23,18,40,0,0,50,35,0,0,0,0,0,43,0,37,0,28,12,0,0,29,36,27,44,0,0,0,0,0,0,0,18,0,0,0,0,37,0,0,0,0,0,12,0,0,0,0,32,0,0,0,6,0,0,0,3,25,0,0,0,0,0,0,0,0,25,0,51,42,0,32,0,0,34,0,0,0,0
2014-11-23,2,7,57,17,10,29,12,15,12,6,26,29,16,10,26,7,0,0,0,8,22,44,22,0,26,18,19,8,24,24,0,0,0,0,0,0,39,0,0,42,16,44,30,30,45,0,38,0,0,0,0,0,0,26,15,35,21,40,0,0,41,27,0,0,0,0,0,43,50,37,0,0,20,0,0,40,26,22,0,0,0,0,0,0,0,0,10,27,0,23,0,36,0,0,0,41,88,8,32,0,0,76,0,0,0,0,12,0,0,0,4,22,0,0,0,0,29,0,0,21,19,0,100,21,0,47,0,37,34,0,73,0,0
2014-11-30,4,6,87,9,7,34,26,16,19,6,28,25,28,23,19,9,0,0,0,15,29,40,16,41,48,0,20,34,20,16,51,0,0,0,0,0,0,0,0,64,13,0,23,29,41,0,33,17,40,0,0,0,37,37,8,24,21,0,0,0,41,35,0,0,63,0,0,31,0,36,0,27,16,0,0,0,26,20,0,0,0,0,0,48,0,0,16,20,42,25,0,30,0,0,0,36,0,9,0,0,0,28,31,0,0,0,7,16,96,0,6,21,0,30,0,0,0,0,0,0,12,0,0,50,0,31,36,0,0,0,0,0,0
2014-12-07,7,15,89,12,18,41,26,16,14,11,20,29,28,17,38,9,0,0,0,10,21,44,0,0,41,34,22,25,24,16,0,0,0,0,0,0,0,0,0,51,12,50,37,56,55,0,0,22,40,0,0,0,76,42,23,18,25,0,0,0,39,26,0,0,0,0,38,24,0,0,0,0,29,0,0,49,31,52,59,36,0,39,39,37,98,0,31,20,0,23,66,39,0,0,0,36,0,10,0,32,51,57,32,0,0,43,11,0,0,41,3,25,27,39,0,0,0,0,55,0,28,0,69,23,33,40,37,49,0,100,0,0,0
2014-12-14,5,28,53,4,14,46,11,31,10,11,24,71,25,100,30,9,0,0,0,16,34,99,0,27,100,50,22,45,27,28,0,100,0,0,0,0,100,0,0,57,21,45,54,54,61,0,0,23,31,0,0,0,78,47,10,33,25,0,39,0,46,53,91,0,100,43,0,0,0,0,0,0,19,0,23,0,0,53,0,0,0,0,0,0,0,36,0,31,0,44,0,23,0,0,0,37,0,10,0,0,45,43,33,0,0,0,9,11,0,92,3,22,0,50,91,0,35,0,29,0,11,0,70,0,0,29,100,38,0,0,0,0,0
2014-12-21,3,11,20,8,7,22,11,9,14,4,19,89,18,26,22,6,100,0,0,11,24,54,22,0,33,34,21,15,17,20,58,0,0,0,0,0,44,0,0,46,36,0,42,63,21,0,50,33,39,31,36,0,64,51,9,36,14,60,0,0,50,54,0,0,0,0,49,48,0,41,0,0,21,0,33,30,0,39,0,0,0,0,0,0,0,30,10,39,0,53,54,26,0,0,0,0,0,9,0,0,0,0,0,0,39,0,20,12,0,0,5,24,0,51,74,0,0,43,0,0,16,0,0,19,0,31,0,55,0,0,0,0,0
2014-12-28,2,9,38,9,8,30,11,11,7,5,32,64,0,21,35,7,0,0,0,10,24,30,19,43,57,16,28,26,9,18,0,0,0,0,0,0,43,0,0,28,0,0,38,28,28,0,0,0,0,0,0,0,0,54,12,54,23,45,0,0,49,0,0,0,0,0,0,25,0,0,0,0,20,57,0,30,29,25,0,38,0,0,42,0,0,0,18,0,0,39,0,50,0,31,0,39,0,5,36,0,42,0,0,0,0,0,7,0,0,60,3,23,0,25,97,0,0,0,41,0,0,0,0,25,0,0,44,0,37,0,0,77,0
2015-01-04,5,9,50,10,10,37,12,22,14,6,46,67,47,21,61,11,0,41,0,20,29,53,16,0,58,26,31,23,20,46,37,0,0,0,0,0,0,0,0,50,20,0,29,29,50,0,32,38,77,0,31,60,0,44,8,46,20,38,0,41,72,50,0,0,0,0,0,0,48,0,0,0,25,0,24,77,25,50,42,0,38,0,0,0,0,39,30,20,0,45,0,49,61,0,0,35,0,7,0,45,0,28,0,0,0,0,15,0,0,45,7,31,0,58,0,0,0,37,0,0,18,0,50,14,0,71,35,0,37,0,0,0,0
2015-01-11,5,10,60,11,11,42,22,17,14,5,47,76,40,22,70,10,0,24,0,100,38,47,24,22,28,15,36,23,23,16,0,0,0,0,0,0,0,0,0,48,12,0,19,39,44,0,0,16,86,0,0,0,0,90,14,100,20,38,0,55,56,46,0,0,0,0,72,35,65,35,0,0,29,0,21,28,25,33,84,0,0,40,0,0,0,52,17,0,41,66,0,67,0,27,0,35,64,100,62,30,42,100,56,0,33,41,100,100,100,100,100,100,52,54,63,0,44,0,29,20,19,0,0,31,0,26,0,0,0,0,0,0,0
2015-01-18,4,10,72,18,16,41,24,23,26,5,79,100,35,12,91,10,0,23,0,48,62,34,0,29,32,46,24,25,14,45,49,0,0,0,61,0,0,0,0,52,15,71,33,53,30,0,31,28,38,45,0,0,0,54,16,44,11,38,49,40,34,23,0,0,0,0,0,27,0,0,0,26,49,0,28,55,50,62,41,0,0,42,36,34,0,0,34,21,0,22,0,37,41,0,0,58,0,40,53,60,82,78,0,0,48,41,38,30,0,56,76,60,51,85,62,0,35,36,26,0,11,0,0,43,0,26,59,35,0,0,0,0,0
2015-01-25,5,17,53,15,17,58,22,17,9,7,49,65,33,20,72,12,0,0,0,29,57,38,54,22,35,23,45,44,25,17,0,0,0,0,0,0,0,0,0,66,17,41,49,94,55,0,0,21,28,0,0,0,0,32,18,30,25,0,48,0,29,32,0,0,0,0,0,36,0,50,0,35,51,66,21,91,100,48,41,0,34,0,0,34,68,0,21,47,0,44,0,64,0,0,0,49,0,25,0,30,0,46,30,0,43,40,61,15,0,77,43,41,0,54,0,0,24,36,26,0,29,0,0,34,0,30,0,46,42,0,0,0,71
2015-02-01,4,16,36,26,18,44,13,17,9,9,32,79,28,14,53,12,0,0,0,21,66,53,18,37,38,23,0,47,25,40,0,0,0,0,0,0,0,0,0,79,11,41,42,80,48,0,36,31,28,0,0,0,0,74,28,38,22,0,0,0,34,51,0,0,0,0,0,50,0,35,0,34,41,50,0,73,25,34,41,0,0,0,0,0,0,0,15,19,0,25,0,100,41,0,0,34,63,13,31,40,36,36,0,0,0,40,40,11,0,0,23,59,34,24,0,0,0,0,35,22,0,0,0,22,0,30,0,35,42,0,52,0,0
2015-02-08,5,19,30,7,11,31,9,26,10,12,22,80,21,11,44,9,0,23,0,12,33,46,0,22,35,23,47,12,26,0,0,0,0,0,0,0,0,0,0,54,0,41,29,49,45,51,31,16,28,26,0,0,0,46,12,27,23,38,0,0,37,67,0,0,0,0,0,46,0,0,0,0,32,100,0,72,25,22,41,33,39,0,0,0,68,33,15,19,0,33,0,65,0,0,0,0,0,14,41,30,0,40,90,52,43,0,13,15,0,44,13,41,44,21,63,0,36,0,0,0,22,0,0,26,0,26,0,46,0,0,0,0,0
2015-02-15,3,8,36,7,8,15,10,15,8,6,14,46,27,7,34,11,0,0,0,16,39,42,22,22,43,28,0,23,14,23,37,0,0,0,0,0,75,0,0,38,16,0,22,36,53,39,43,21,0,0,0,0,0,29,16,47,9,0,36,0,40,66,0,0,0,40,0,47,0,0,0,0,22,0,29,30,26,26,0,0,0,0,0,0,0,26,26,0,0,0,0,41,0,0,0,40,0,14,32,0,0,37,0,0,0,41,26,16,69,40,12,38,0,24,0,0,25,0,0,20,16,52,49,12,0,0,0,35,0,71,0,68,0
2015-02-22,4,14,41,11,18,41,11,26,7,6,24,78,23,8,39,9,0,0,0,16,38,64,16,58,14,23,26,32,44,17,36,0,0,0,0,0,0,0,0,51,11,0,28,21,34,0,47,0,28,0,0,0,0,35,12,15,34,0,0,0,26,63,0,0,0,0,0,30,0,46,53,0,27,0,21,37,43,28,0,45,0,0,0,39,0,100,25,0,40,22,0,32,0,0,0,38,0,16,61,0,0,72,40,0,32,0,10,10,68,0,13,27,25,42,62,52,24,62,0,19,17,0,0,41,0,0,0,0,31,0,0,0,0
2015-03-01,3,27,47,13,19,45,18,43,14,7,35,74,17,6,46,11,68,35,0,15,31,26,27,64,63,25,19,35,28,30,0,0,0,0,60,0,0,0,0,50,13,55,42,31,42,0,31,24,0,0,0,0,0,24,12,26,23,0,0,0,36,40,0,0,0,0,0,34,0,69,0,0,38,50,31,43,0,22,41,0,34,0,36,34,0,25,12,0,0,22,0,43,0,0,0,0,62,10,70,60,0,36,0,0,0,0,21,0,0,0,13,67,0,41,61,0,32,0,0,19,15,0,0,43,0,0,0,34,0,69,51,0,0
2015-03-08,6,21,47,16,14,63,24,51,23,9,73,54,50,7,95,16,0,0,0,21,41,71,21,21,49,36,19,34,36,23,0,0,77,0,0,0,0,0,0,51,26,82,47,42,79,0,46,24,37,0,30,0,0,46,20,33,23,0,0,0,34,45,0,51,0,39,0,51,0,34,0,0,37,57,21,37,25,22,41,33,0,0,0,34,0,33,19,22,0,50,0,33,40,0,0,34,62,16,0,0,47,0,0,0,0,54,17,10,0,0,4,27,0,32,0,0,36,0,0,0,26,0,94,27,0,0,0,0,42,0,69,0,0
2015-03-15,3,23,83,13,13,69,25,42,16,12,46,64,35,7,81,11,0,46,0,22,47,60,15,21,76,43,40,27,33,27,0,0,0,0,0,0,0,0,0,47,26,0,33,35,41,38,83,0,28,0,0,58,0,74,19,22,20,75,0,0,54,33,0,0,0,0,0,58,0,0,0,26,46,50,30,45,25,38,0,0,0,41,0,0,0,25,13,22,0,22,0,51,0,0,0,34,0,15,0,30,0,26,59,0,32,0,19,10,0,0,12,35,0,21,0,0,0,0,0,0,10,0,0,17,0,0,0,34,36,0,0,0,41
2015-03-22,3,16,32,19,9,57,14,46,12,11,44,59,30,5,58,10,0,25,0,11,30,28,25,0,68,15,22,29,15,42,0,0,0,0,0,0,0,0,0,47,33,44,21,26,25,0,89,20,0,0,0,0,44,49,13,29,34,0,0,0,50,48,0,0,0,0,0,55,0,50,0,28,34,54,0,54,44,67,0,0,0,0,39,0,0,0,20,27,0,27,49,22,0,0,0,36,0,11,0,0,51,50,59,0,0,0,7,15,0,0,12,23,27,0,90,0,0,52,0,0,16,0,52,38,0,37,0,49,51,0,55,0,0
2015-03-29,3,17,59,5,11,37,9,33,19,8,36,57,32,4,47,10,0,24,0,11,26,21,19,0,47,24,37,32,32,17,0,0,0,0,0,0,0,0,0,40,20,0,20,40,32,0,32,16,29,0,31,0,0,37,12,45,35,39,0,0,49,66,0,0,0,0,100,41,0,36,0,0,31,51,0,0,30,49,0,0,0,0,37,35,0,0,15,39,0,23,0,31,0,0,0,70,0,8,43,0,0,0,0,0,100,0,14,0,0,0,7,28,0,38,0,0,0,50,0,0,27,0,49,13,0,36,0,35,0,0,0,0,0
2015-04-05,4,19,38,10,10,70,21,32,9,6,25,41,36,7,33,9,0,35,0,10,31,50,0,0,36,13,18,20,22,23,0,0,0,0,0,0,38,74,0,50,0,0,39,75,31,0,32,21,0,27,31,0,73,76,12,23,12,0,0,41,40,23,0,0,0,0,0,27,65,0,0,0,22,56,0,30,25,19,0,0,0,0,100,0,0,0,13,19,0,22,0,70,42,0,0,0,0,11,0,0,0,37,0,0,0,0,10,16,0,39,7,33,26,29,0,0,0,0,26,0,18,0,0,12,0,0,47,36,0,0,0,0,0
2015-04-12,3,21,41,7,11,62,25,31,25,7,35,50,15,10,52,11,0,31,0,11,49,62,31,22,35,35,35,27,19,23,0,0,0,0,0,0,0,0,0,55,30,0,48,35,48,51,0,0,37,0,0,0,36,60,6,30,31,0,0,0,55,24,0,0,0,0,0,20,0,69,0,0,32,50,0,37,0,28,41,0,0,0,36,0,0,0,17,21,0,44,0,43,0,0,0,0,0,8,35,52,36,27,60,0,0,0,10,11,0,51,14,41,0,0,0,0,0,0,0,0,12,0,0,47,0,0,0,0,42,0,0,87,41
2015-04-19,5,16,36,9,8,44,19,27,16,8,25,14,46,4,34,6,62,31,0,12,40,36,0,0,45,14,26,49,22,15,36,0,0,0,0,0,37,0,0,45,19,0,33,31,22,0,0,14,0,0,30,0,0,46,12,22,13,0,0,0,44,56,0,0,0,0,0,29,0,52,0,0,29,49,21,50,50,22,0,0,34,0,0,0,0,0,19,48,0,29,0,43,0,0,0,0,0,7,0,30,0,41,30,0,0,41,17,36,0,0,7,35,26,24,0,0,0,48,0,0,10,0,0,30,0,0,34,35,0,0,0,0,0
2015-04-26,3,19,42,11,8,73,15,32,19,8,33,35,21,4,46,10,0,24,0,14,28,22,16,59,46,18,24,28,20,28,37,0,0,0,0,0,37,0,0,54,11,0,0,32,56,0,32,19,0,0,0,0,0,54,9,22,37,38,0,0,42,49,0,0,0,39,0,35,0,35,0,0,42,50,21,29,0,35,0,0,0,37,98,0,0,0,17,42,0,22,0,29,0,0,0,0,0,13,0,30,0,36,69,0,0,0,7,11,0,0,7,31,0,31,0,0,24,0,26,26,15,0,48,24,0,27,0,0,0,0,0,0,56
2015-05-03,3,20,24,6,10,52,27,28,9,5,25,45,15,5,30,15,0,27,0,18,29,33,16,0,42,22,20,17,22,44,0,0,0,0,0,0,0,0,0,66,11,0,28,46,52,0,31,0,0,27,61,0,0,43,16,17,17,0,0,0,39,45,0,0,61,0,36,0,0,46,0,0,34,50,21,28,27,44,0,0,0,0,0,35,69,29,28,29,46,32,0,38,0,0,0,34,0,9,0,61,0,0,30,0,32,54,10,21,0,44,10,21,0,49,0,0,0,0,30,0,20,0,0,22,0,26,0,46,0,0,0,0,0
2015-05-10,3,16,0,5,7,50,24,23,14,8,38,55,38,4,34,8,0,23,0,15,34,30,16,22,31,36,35,20,31,44,0,0,0,0,60,0,0,0,0,49,19,41,49,35,52,0,42,14,28,0,0,0,0,46,5,15,23,0,0,0,44,64,0,0,0,39,0,34,0,35,0,0,29,57,21,25,62,21,0,0,0,36,36,39,0,0,22,22,54,33,0,29,0,0,0,0,0,17,31,30,0,40,40,0,32,40,13,14,0,38,6,0,25,48,0,0,24,48,26,0,22,0,0,20,0,26,0,35,0,0,52,0,0
2015-05-17,2,17,28,6,7,40,15,27,9,12,24,64,28,5,43,11,0,23,0,14,31,38,21,21,17,23,38,45,14,35,0,0,0,0,0,0,0,0,0,47,23,0,48,17,52,0,31,0,0,0,0,0,0,25,12,26,20,0,0,0,29,0,0,0,0,0,48,40,0,34,0,0,21,50,0,43,43,22,55,0,34,0,36,0,0,0,8,19,60,22,0,29,0,0,0,34,0,7,0,0,0,0,60,52,32,0,10,0,0,0,8,23,0,0,0,0,0,0,0,0,15,0,64,26,0,26,0,0,0,0,0,0,47
2015-05-24,3,13,16,6,7,53,15,24,21,6,43,68,31,4,37,10,0,47,0,11,40,42,0,0,56,19,18,32,25,26,36,0,0,0,0,0,0,0,0,47,0,41,77,49,76,0,0,14,0,26,0,100,0,42,12,30,17,0,35,0,18,39,0,0,0,0,0,23,0,34,0,0,38,50,20,43,33,38,0,45,0,0,90,45,0,28,25,38,41,44,0,43,0,0,61,34,0,7,30,0,0,36,0,0,32,0,21,10,0,44,6,20,0,21,0,0,24,49,35,26,20,0,0,27,0,26,34,34,31,0,0,0,0
2015-05-31,4,19,56,6,8,35,21,25,16,8,25,16,18,5,62,13,0,31,0,14,36,41,24,0,49,23,36,27,19,38,0,0,0,0,0,0,37,0,0,52,23,0,22,14,35,0,0,0,38,0,0,0,0,54,10,39,29,0,0,0,21,49,0,0,0,0,0,29,0,35,0,30,32,0,0,55,38,35,0,0,0,0,42,34,0,0,16,19,0,22,0,34,0,0,0,34,0,8,93,90,0,0,0,0,0,0,11,31,0,52,8,21,0,21,0,0,0,36,0,0,14,0,48,14,0,26,0,0,0,0,52,0,0
