date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF,ARSCAD,ARSAUD,AUDUSD,AUDTRY,AUDILS,AUDCNY,AUDSGD,AUDHKD,AUDKRW,AUDBRL,AUDTWD,AUDZAR,AUDPLN,AUDHUF,AUDCZK,AUDRUB,AUDEUR,AUDGBP,AUDCHF,AUDCAD,AUDARS,AUDNOK,AUDDKK,AUDNZD,BRLUSD,BRLCNY,BRLKRW,BRLRUB,BRLGBP,BRLCHF,BRLCAD,BRLCLP,BRLEUR,BRLARS,CADMXN,CADUSD,CADTRY,CADILS,CADCNY,CADSGD,CADHKD,CADKRW,CADBRL,CADTWD,CADZAR,CADPLN,CADHUF,CADCZK,CADRUB,CADEUR,CADGBP,CADMAD,CADCHF,CADCOP,CADARS,CADNOK,CADDKK,CADNZD,CADAUD,CHFMXN,CHFUSD,CHFTRY,CHFILS,CHFCNY,CHFSGD,CHFHKD,CHFKRW,CHFBRL,CHFZAR,CHFPLN,CHFHUF,CHFCZK,CHFRUB,CHFEUR,CHFGBP,CHFCAD,CHFNOK,CHFDKK,CHFNZD,CHFAUD,CLPUSD,CNHUSD,CNHHKD,CNYUSD,CNYCNH,CNYSGD,CNYHKD,CNYKRW,CNYTWD,CNYRUB,CNYEUR,CNYGBP,CNYCHF,CNYCAD,CNYNZD,CNYAUD,COPUSD,COPILS,COPEUR,COPPEN,COPARS,CZKUSD,CZKPLN,CZKHUF,CZKRUB,CZKEUR,CZKGBP,CZKCHF,DKKUSD,DKKCNY,DKKRUB,DKKEUR,DKKGBP,DKKCHF,DKKNOK,EURMXN,EURUSD,EURTRY,EURILS,EURCNH,EURCNY,EURSGD,EURHKD,EURKRW,EURBRL,EURTWD,EURZAR,EURPLN,EURHUF,EURCZK,EURRUB,EURGBP,EURTRL,EURMAD,EURSOS,EURCHF,EURCAD,EURCOP,EURPEN,EURARS,EURNOK,EURDKK,EURNZD,EURAUD,EURCLP,GBPMXN,GBPUSD,GBPTRY,GBPILS,GBPCNY,GBPSGD,GBPHKD,GBPKRW,GBPBRL,GBPTWD,GBPZAR,GBPPLN,GBPHUF,GBPCZK,GBPRUB,GBPEUR,GBPMAD,GBPCHF,GBPCAD,GBPCOP,GBPCLP,GBPARS,GBPNOK,GBPDKK,GBPNZD,GBPAUD,HKDUSD,HKDCNH,HKDCNY,HKDSGD,HKDKRW,HKDTWD,HKDZAR,HKDEUR,HKDGBP,HKDCZK,HKDRUB,HKDCHF,HKDCAD,HKDNZD,HKDAUD,HUFUSD,HUFEUR,HUFGBP,HUFCHF,ILSUSD,ILSRUB,ILSEUR,KRWUSD,KRWCNY,KRWHKD,KRWBRL,KRWTWD,KRWRUB,KRWEUR,KRWGBP,KRWCAD,KRWAUD,MADUSD,MADILS,MADZAR,MADRUB
2013-11-24,1,5,33,5,5,23,13,15,7,7,14,61,19,1,24,9,0,0,0,10,18,16,23,0,51,24,53,17,29,17,0,0,0,0,0,0,0,0,0,60,34,0,0,39,35,0,0,0,0,39,0,0,0,36,18,49,9,0,0,0,61,0,0,0,0,43,0,32,0,0,0,0,14,0,0,32,32,28,0,0,0,40,81,38,0,0,10,28,0,24,0,33,61,30,0,0,0,6,46,33,46,30,0,0,0,45,6,0,0,0,7,0,0,23,0,0,0,0,0,0,11,0,0,38,0,29,0,0,0,0,0,0,46,0,42,24,19,0,28,0,0,0,0,0,0,0,0,0,37,0,0,0,0,28,27,0,36,33,22,26,70,39,27,30,38,38,16,2,10,0,0,0,4,24,24,45,40,30,0,15,64,0,0,7,15,74,18,12,8,0,0,0,7,18,16,34,10,6,38,5,17,0,0,43,38,23,23,45,0,0,14,28,0,0,0,45,32,0,0,68,0,0,29,43,0,0,0,40,0,0,29,0,0,0,0,0,0,0,0,0,0,18,29,0
2013-12-01,2,3,18,4,8,18,14,11,13,11,24,27,0,1,24,7,0,0,0,10,25,21,17,24,27,13,19,13,17,22,39,0,0,0,0,0,0,0,84,53,14,0,42,19,30,56,0,0,0,0,0,0,39,31,9,28,25,55,0,43,40,24,0,0,0,0,0,47,0,0,0,0,18,0,0,0,27,21,0,0,0,0,0,0,0,0,13,41,0,44,0,35,44,0,0,37,0,5,0,0,39,29,33,0,0,0,7,0,0,0,4,0,28,0,67,0,0,0,0,0,33,0,52,28,0,0,42,0,34,0,0,0,0,38,0,71,21,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,16,33,30,36,0,23,26,14,0,46,52,33,27,54,8,1,9,0,0,40,4,33,23,48,36,30,16,29,43,0,0,6,17,28,23,8,4,40,27,0,15,9,31,29,0,5,0,7,15,48,64,41,24,22,16,36,45,0,14,21,0,22,0,0,31,0,0,0,0,0,0,0,42,0,0,39,0,0,21,0,0,0,0,0,0,0,0,0,0,0,16,0
2013-12-08,2,6,54,14,7,27,11,10,10,10,12,45,0,1,19,8,0,0,0,15,18,31,17,24,19,0,20,25,37,17,0,0,0,0,0,0,0,0,0,48,13,46,0,27,27,42,0,17,31,0,0,0,40,27,17,25,34,0,0,0,63,0,0,0,0,0,0,72,0,44,59,38,9,0,23,37,0,48,0,49,0,0,40,0,0,0,14,0,0,35,0,22,45,0,0,50,0,6,0,44,0,0,0,0,36,90,0,0,0,0,5,23,38,0,0,0,27,0,0,0,12,0,53,33,0,33,0,51,0,0,0,0,0,29,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,28,29,0,0,32,34,28,0,21,0,29,27,17,15,3,7,0,0,41,4,36,0,25,0,36,17,21,53,0,31,6,20,31,35,8,9,31,27,0,7,9,48,30,0,5,0,15,26,0,0,0,13,39,21,33,23,0,21,0,0,39,0,40,0,0,0,0,30,0,33,43,0,0,0,0,0,0,24,0,45,0,0,0,0,0,0,0,0,18,29,0
2013-12-15,2,9,41,8,8,22,5,26,11,7,22,68,0,1,24,10,71,26,0,13,17,16,24,25,38,38,0,8,28,50,0,0,0,0,0,74,41,0,0,59,13,47,55,32,43,44,48,21,32,0,0,0,0,32,20,25,32,43,41,0,74,0,96,0,0,0,0,34,54,39,0,29,11,0,23,57,0,21,0,0,0,41,0,45,0,0,0,0,0,40,0,39,0,0,0,0,96,7,35,39,40,61,59,0,0,0,11,16,0,0,4,23,0,28,0,0,37,0,40,0,25,57,0,13,0,30,0,39,0,0,0,74,0,30,29,25,18,48,0,0,64,0,0,0,0,0,0,0,75,0,0,44,0,29,24,66,0,16,34,29,0,30,55,35,18,35,13,1,12,41,0,84,4,37,0,33,37,27,29,43,37,43,0,7,0,30,18,16,12,36,28,0,13,8,44,0,11,5,0,14,13,0,0,0,23,0,24,33,35,0,0,0,0,47,0,0,32,0,0,0,0,48,0,0,0,0,0,0,0,0,25,0,47,0,0,0,0,59,0,0,0,18,23,0
2013-12-22,3,16,37,6,6,19,8,9,14,8,0,29,0,2,21,5,0,0,0,10,13,0,0,54,18,0,0,21,49,0,0,0,0,0,0,0,0,0,0,28,14,0,24,36,47,0,0,0,0,33,0,0,0,36,7,0,11,47,0,0,33,28,0,0,0,0,0,75,0,0,0,0,8,0,26,0,0,32,0,0,0,0,0,0,0,0,16,48,68,0,0,0,0,0,0,0,78,9,44,0,0,58,0,0,0,50,0,0,0,0,4,35,0,36,0,0,0,45,0,32,13,0,0,40,0,0,0,0,0,0,0,0,0,0,33,0,18,52,0,65,0,0,21,0,0,0,0,0,0,0,0,0,0,28,37,36,0,27,13,17,0,24,0,14,8,12,0,1,4,0,0,0,5,26,27,25,0,13,28,17,44,36,0,5,26,0,20,5,10,0,31,0,6,12,0,0,0,4,58,11,17,56,0,0,15,30,15,22,0,0,16,0,0,45,0,0,0,0,63,0,0,0,33,0,0,0,0,45,0,59,25,0,0,0,0,0,0,0,0,0,0,0,27,0
2013-12-29,2,12,39,4,9,15,11,7,9,10,26,48,0,1,14,5,0,28,0,8,15,23,0,26,23,22,21,16,30,36,0,0,0,0,0,0,0,0,0,45,14,56,26,29,57,0,0,17,0,0,0,0,0,47,19,39,19,0,0,0,22,27,0,0,0,0,0,24,0,42,0,42,11,60,0,60,0,46,0,0,0,0,0,0,0,52,14,0,0,0,0,41,0,0,0,54,75,9,64,49,42,0,0,0,39,0,7,0,0,0,12,0,41,0,0,0,33,43,0,0,0,0,58,41,0,0,0,0,0,0,63,0,0,0,0,0,15,50,0,0,0,0,0,0,0,76,0,0,0,0,0,0,42,28,20,80,0,25,28,16,38,18,29,14,24,35,15,3,9,43,0,0,2,27,34,24,40,45,18,27,33,0,45,6,38,32,43,7,14,0,34,0,18,0,30,0,11,5,0,20,25,0,0,0,14,24,22,32,16,0,15,23,0,25,0,0,39,0,0,74,100,0,0,0,46,0,0,49,0,0,31,0,0,0,0,0,0,0,0,0,0,0,28,0
2014-01-05,2,7,35,5,8,25,10,16,15,11,16,30,0,1,21,9,0,0,0,10,32,21,23,41,31,27,35,24,42,16,45,0,83,0,0,0,40,0,0,45,0,88,21,23,19,0,0,20,31,0,33,0,0,27,11,36,15,40,0,0,48,28,0,0,0,0,0,55,0,43,57,0,16,0,22,54,0,23,0,0,0,39,39,37,0,0,16,20,0,24,0,43,0,0,0,0,0,7,33,33,0,29,32,0,35,0,6,0,74,0,7,60,0,0,0,0,0,0,28,21,12,0,0,26,0,28,0,0,0,0,0,0,45,0,28,23,17,34,0,0,0,0,19,0,0,35,0,0,35,60,0,0,14,28,23,31,0,23,32,25,0,21,0,13,15,30,14,1,11,39,42,0,5,20,23,22,0,29,16,42,47,0,0,7,22,0,31,9,3,0,27,0,26,9,17,0,17,6,0,12,33,0,0,0,26,22,9,30,15,0,21,21,0,45,54,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,47,56,0,0,0,20,81,39
2014-01-12,3,11,17,7,11,28,12,16,20,15,12,21,33,2,24,5,67,25,0,11,32,15,17,0,26,31,25,26,33,28,0,0,0,0,65,0,39,0,0,57,0,0,47,22,55,0,50,15,0,0,0,0,0,49,17,56,15,0,51,0,69,24,0,0,0,0,52,21,0,99,0,0,18,0,22,58,0,60,44,0,0,0,39,0,0,0,27,40,0,35,0,46,0,0,0,0,0,12,44,0,51,29,0,0,46,0,7,0,0,0,7,22,0,0,66,0,0,38,0,0,22,0,69,51,0,28,0,40,0,0,0,0,44,37,37,46,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,55,14,30,31,0,0,18,26,21,0,30,26,32,22,20,13,1,13,0,0,0,3,24,0,57,0,30,16,21,51,0,0,6,21,32,15,6,10,30,0,33,19,15,28,29,20,6,0,10,31,62,0,0,13,22,25,26,25,0,0,0,0,33,0,51,35,0,0,0,29,0,55,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,0
2014-01-19,4,18,31,13,7,23,9,17,15,15,20,21,16,3,20,6,0,0,0,15,39,34,25,83,10,14,27,21,26,18,65,0,0,0,0,0,0,0,0,66,12,0,0,22,36,0,33,17,40,0,0,0,0,26,15,54,44,39,0,0,41,94,0,0,0,0,0,42,0,0,0,0,30,0,22,57,26,59,0,0,36,38,38,36,0,0,9,29,0,25,48,28,0,0,0,0,0,18,56,0,0,0,0,0,37,0,8,11,0,40,8,39,27,25,0,0,0,75,0,0,19,0,0,23,0,27,36,0,0,0,0,0,0,74,27,23,24,32,0,41,0,0,0,0,0,33,0,0,0,58,0,0,18,33,61,27,0,26,36,24,33,37,51,32,24,58,14,3,10,0,0,44,5,32,22,38,60,32,21,16,62,39,0,7,32,27,30,11,6,29,45,0,22,11,44,0,11,6,0,12,27,61,0,53,51,25,22,38,31,0,26,23,33,0,0,38,30,0,0,0,29,0,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0
2014-01-26,4,47,25,12,9,25,18,26,7,18,17,58,28,4,21,7,65,0,0,13,38,30,0,100,33,29,54,18,53,28,0,0,0,0,0,0,44,0,0,47,20,50,23,29,40,0,0,0,0,0,43,0,0,23,21,27,18,39,37,0,41,34,0,0,0,0,38,46,0,0,0,0,28,0,29,0,0,0,0,0,0,38,38,36,0,0,18,0,0,31,0,72,0,0,0,36,0,11,32,0,0,0,32,0,34,49,7,12,0,0,8,24,0,25,0,0,25,38,0,0,24,0,50,14,0,0,0,36,0,0,73,0,0,37,37,0,21,0,0,0,0,0,18,0,0,34,0,0,0,0,0,40,19,27,94,0,0,26,16,24,44,32,25,44,24,88,7,4,11,100,53,0,6,36,25,46,40,34,0,14,51,40,0,7,37,37,22,7,4,32,52,0,28,10,33,32,14,7,36,14,23,0,0,0,19,22,31,24,31,0,0,23,33,22,0,0,30,0,0,85,0,0,27,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
2014-02-02,4,19,33,6,7,34,18,18,8,9,21,60,19,3,15,4,0,0,0,17,32,37,17,35,18,41,19,19,18,17,80,0,0,0,0,0,0,0,0,56,16,0,21,34,53,42,34,20,31,0,33,0,0,16,20,33,34,42,0,0,74,70,0,0,0,0,0,100,52,38,59,28,15,55,23,0,0,36,0,37,38,0,40,38,0,0,19,27,44,24,0,0,44,0,0,75,0,11,34,0,0,30,0,0,35,0,10,0,0,0,6,26,0,23,0,0,34,0,0,0,25,0,0,33,0,0,0,38,0,0,57,0,46,0,0,24,18,51,0,0,62,0,0,0,0,0,0,0,0,0,0,0,15,30,48,0,0,18,26,26,0,35,0,33,20,84,30,3,12,0,0,0,5,28,0,88,48,30,16,29,41,0,0,6,26,29,16,6,6,0,36,0,18,8,32,0,0,6,0,16,30,0,48,0,15,23,26,28,22,31,14,0,34,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,19,39
2014-02-09,3,10,18,3,9,30,11,15,0,10,14,46,0,2,19,9,0,0,0,14,20,25,16,24,10,22,21,26,14,21,0,0,0,0,0,0,0,0,0,51,13,0,22,22,32,0,64,14,0,0,0,0,0,22,21,83,20,0,0,42,27,31,0,0,0,0,0,41,0,0,0,27,19,51,0,26,0,0,0,0,0,0,0,0,0,0,24,26,0,39,0,62,42,0,0,35,0,11,32,0,0,0,41,0,67,0,9,11,0,40,9,23,0,22,0,0,0,75,36,0,18,0,0,36,0,31,0,0,0,0,0,0,0,27,0,90,23,64,0,0,0,0,0,67,0,0,0,0,39,0,0,0,16,29,28,34,0,20,12,20,0,25,0,28,19,45,31,3,12,0,39,78,4,32,29,53,0,25,15,40,73,29,38,8,44,35,29,7,9,29,44,0,17,8,26,36,10,4,0,16,24,0,45,0,25,21,17,37,29,0,0,20,0,21,0,0,39,0,0,0,28,0,0,0,0,46,0,0,0,0,29,0,57,0,87,0,0,0,0,0,49,0,41,0
2014-02-16,3,12,30,15,13,29,22,18,10,8,20,47,56,3,23,7,0,0,0,13,30,37,22,39,15,18,37,21,16,24,0,0,0,0,0,0,0,0,0,40,0,0,52,33,55,0,36,20,30,0,32,0,0,15,11,16,21,53,0,0,14,47,0,0,0,0,0,38,0,37,0,0,18,0,22,72,0,20,0,0,0,0,0,0,0,27,12,20,42,39,0,46,0,0,0,0,0,5,33,0,37,0,0,0,0,49,0,22,0,0,6,22,0,0,0,0,0,0,32,0,27,0,51,27,0,37,0,40,0,0,55,0,88,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,30,38,35,30,17,34,24,100,41,0,44,14,84,9,4,13,0,0,39,4,16,0,39,0,29,16,19,56,40,0,10,0,28,20,7,8,29,0,33,10,13,17,0,11,6,0,11,18,0,0,0,25,0,19,17,25,0,20,0,32,0,0,0,30,0,0,0,0,0,27,0,41,53,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,34,30,50
2014-02-23,2,14,43,37,42,32,15,16,0,9,15,31,18,4,26,6,64,0,100,16,21,17,0,0,29,15,36,39,23,16,0,0,0,0,0,0,38,75,0,41,0,0,27,25,40,0,0,0,0,37,0,0,0,22,8,23,24,0,0,0,27,27,0,0,0,0,37,38,0,0,0,0,18,0,0,60,0,36,0,0,0,75,37,0,95,26,9,0,0,26,0,44,0,0,0,0,0,9,43,0,0,75,0,0,0,56,8,0,70,0,4,21,26,0,0,0,33,37,36,20,42,0,0,49,0,0,0,0,0,0,0,0,0,0,0,34,15,33,26,0,0,0,0,0,0,0,0,0,46,0,0,0,0,30,32,26,0,44,20,17,0,20,0,36,19,45,14,7,12,0,0,0,6,23,0,60,0,28,0,39,25,39,0,8,14,31,21,10,7,0,26,0,15,0,17,37,17,6,0,11,18,0,46,0,0,0,31,25,14,29,39,0,0,0,0,0,0,0,52,0,38,0,0,80,0,0,0,37,0,0,23,0,43,0,0,0,0,0,0,0,0,17,26,0
2014-03-02,2,14,38,25,21,29,35,15,17,11,23,31,16,10,33,8,0,0,0,13,25,24,22,0,33,20,19,16,18,32,38,0,0,0,0,0,0,0,0,52,0,0,66,26,55,0,33,15,0,0,0,0,0,49,13,45,8,0,0,57,30,27,0,0,0,0,0,48,0,37,0,0,11,53,29,26,29,20,0,0,0,0,0,0,0,35,9,0,42,80,0,34,0,0,48,0,0,10,0,0,0,33,32,0,0,0,7,0,0,0,5,0,0,22,0,0,100,51,28,27,31,0,0,36,0,27,0,73,0,0,0,0,0,0,55,30,16,0,0,0,0,0,0,0,0,44,0,0,0,0,0,41,16,38,29,29,0,20,34,28,33,30,33,36,19,45,15,20,10,0,0,0,8,29,25,31,0,39,16,40,41,30,0,7,0,36,22,9,7,29,27,0,17,17,15,0,28,6,48,10,20,0,0,0,36,25,17,33,14,0,20,0,0,48,0,0,0,0,0,64,0,0,0,41,40,0,66,0,0,0,20,0,58,0,0,0,0,0,0,0,0,19,27,0
2014-03-09,1,8,20,18,19,25,12,9,10,9,16,31,19,5,24,11,0,0,0,17,19,15,16,23,44,35,28,16,15,28,0,0,0,0,0,0,38,0,82,53,12,0,22,20,40,0,0,14,30,0,0,0,0,33,26,36,33,39,38,0,22,0,0,0,0,0,0,38,0,0,0,0,12,0,0,26,0,23,0,0,0,0,0,41,0,0,9,23,0,38,0,42,42,0,0,0,0,10,0,0,100,32,0,0,0,0,13,11,0,0,5,25,36,0,0,0,0,51,28,0,14,0,51,100,0,27,0,0,0,0,0,0,0,0,27,0,23,33,35,0,59,0,18,0,0,88,0,0,0,59,0,40,28,33,34,53,40,15,19,37,33,50,0,11,21,55,18,8,12,0,53,0,5,41,45,24,35,25,16,21,46,30,0,6,33,0,30,13,6,30,26,0,10,14,33,37,15,5,0,20,11,0,0,0,14,22,19,19,0,29,54,0,0,32,0,38,0,0,0,0,29,0,27,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,28,30,0
2014-03-16,3,10,39,22,41,29,21,16,8,9,23,52,0,5,24,6,0,25,0,12,31,15,0,68,35,0,47,23,15,35,0,0,0,0,0,0,77,0,0,47,12,0,44,26,51,0,0,29,0,0,31,0,0,48,13,42,49,53,51,0,52,0,0,0,0,0,0,69,0,0,0,27,27,0,22,0,0,20,0,0,0,0,0,0,0,0,10,40,57,37,0,62,0,0,0,0,0,10,32,0,43,49,0,0,0,0,13,11,0,0,5,21,27,22,0,0,0,0,27,20,24,0,0,59,0,47,0,0,0,0,0,0,0,55,0,23,17,0,26,40,0,0,0,0,0,0,0,0,35,0,0,0,28,34,35,35,0,39,22,35,33,26,34,20,26,26,10,9,10,0,40,39,5,47,22,24,35,14,28,19,58,30,29,7,22,0,25,13,6,39,35,33,14,15,0,0,0,4,36,13,25,0,0,0,14,22,46,13,43,0,60,0,0,22,40,37,34,0,0,0,29,0,27,41,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,39,39,0
2014-03-23,1,12,37,23,26,25,16,16,11,5,8,33,16,3,31,8,0,0,0,9,31,39,0,23,25,15,32,18,14,46,37,0,0,0,0,0,57,100,0,66,12,0,27,15,43,0,32,0,29,0,31,0,0,48,11,36,50,52,0,0,27,40,0,0,0,0,37,60,0,36,0,0,24,0,0,52,26,20,0,0,35,0,38,0,0,26,13,0,0,49,47,77,0,0,47,0,0,13,0,0,0,42,0,0,33,0,6,11,0,0,3,37,46,0,0,0,0,0,27,27,50,0,66,53,0,26,0,48,33,0,53,0,0,0,27,34,23,32,0,39,0,0,0,100,0,0,0,0,0,0,0,39,18,33,37,26,60,30,20,13,33,29,0,31,37,41,8,6,9,0,0,0,5,14,22,30,0,14,18,25,61,29,0,7,14,36,32,6,3,0,34,0,9,8,43,32,9,6,0,13,21,0,61,0,14,0,16,29,28,29,26,0,32,43,0,36,29,0,0,0,0,0,0,40,58,45,0,98,0,0,29,0,0,0,0,0,0,0,0,0,37,0,27,37
2014-03-30,2,14,25,20,20,27,15,27,15,6,26,16,22,2,30,12,0,0,0,12,23,15,0,23,15,20,21,23,20,27,0,0,0,0,0,0,0,0,0,56,16,47,37,41,44,0,0,15,0,0,0,0,75,41,6,34,42,0,0,0,44,35,0,0,0,41,0,48,0,41,0,0,29,52,25,26,0,0,0,0,0,0,38,0,0,0,13,30,0,25,0,21,0,0,0,36,0,4,0,0,38,38,42,0,0,0,8,0,0,0,5,43,36,22,0,0,33,51,0,0,32,0,50,37,0,47,0,0,33,0,0,68,58,28,27,52,18,37,0,0,58,0,0,0,0,0,0,0,0,58,57,40,28,28,47,0,39,17,16,24,33,28,25,19,23,54,8,5,10,0,0,51,4,32,22,24,0,25,18,21,55,0,0,6,29,0,31,9,6,29,26,66,7,11,40,0,0,5,0,10,14,46,0,0,17,43,17,18,21,0,33,20,0,0,39,0,34,0,0,63,29,0,27,0,46,0,0,38,0,0,0,0,0,0,89,0,0,0,0,0,0,34,27,0
2014-04-06,2,8,39,11,16,34,18,17,20,7,20,74,0,2,20,3,0,0,0,10,22,33,0,61,23,39,19,18,44,18,0,0,0,0,0,0,39,0,0,57,16,0,52,41,32,0,0,29,30,0,0,0,0,37,17,0,38,39,0,0,33,54,88,0,0,0,0,32,0,37,0,0,20,53,25,30,29,0,0,35,36,0,0,48,0,26,0,27,0,23,0,31,0,0,0,36,0,4,32,0,0,29,0,0,34,57,6,11,0,0,3,25,0,22,0,0,0,0,0,0,18,0,50,46,0,27,0,37,0,73,0,0,48,28,27,26,13,0,52,0,0,0,18,0,0,0,100,0,47,0,0,0,0,31,39,31,0,31,22,40,0,42,0,31,7,52,13,3,10,0,0,0,4,38,22,0,47,25,34,31,49,0,0,7,0,0,30,10,8,29,40,0,21,8,17,38,13,6,0,10,25,0,0,0,13,22,13,15,29,0,40,20,0,22,0,64,40,0,0,0,0,45,0,0,0,46,67,0,0,0,23,0,0,0,0,0,0,0,0,0,0,17,30,43
2014-04-13,1,5,21,14,10,20,11,8,11,5,16,30,45,3,14,10,0,0,0,9,17,31,0,0,21,16,22,19,21,19,44,0,0,0,0,0,0,0,0,39,0,45,21,23,28,0,34,15,0,0,0,0,0,31,9,38,19,0,0,0,29,73,0,0,0,0,0,66,0,0,0,28,15,0,0,28,27,24,0,0,0,39,0,0,0,0,11,21,0,24,0,64,0,0,50,0,0,9,0,0,0,0,33,0,0,45,17,0,0,0,3,22,0,23,92,0,26,0,39,0,22,0,0,28,0,28,0,38,0,0,0,0,0,0,28,27,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,56,14,27,35,32,0,16,17,13,39,23,0,29,11,44,29,4,8,0,0,0,4,17,0,22,0,33,0,44,48,0,0,7,30,57,23,6,8,0,0,0,14,27,45,39,0,4,51,14,25,48,0,0,13,66,45,16,17,0,21,0,58,25,0,0,36,0,0,0,0,63,0,0,42,0,0,77,0,0,21,0,45,0,0,0,0,0,0,0,39,18,16,0
2014-04-20,2,10,18,14,17,28,15,12,15,8,16,34,0,2,20,6,0,0,0,11,18,22,0,31,19,27,0,25,24,24,0,0,0,0,0,0,0,0,0,38,14,45,21,34,34,0,0,20,31,0,0,0,0,31,9,16,15,0,0,0,39,24,0,0,0,42,0,37,0,64,0,0,15,0,0,0,0,0,0,0,0,39,0,0,0,0,9,31,0,0,0,49,0,0,0,49,0,4,0,0,52,32,0,0,0,0,8,0,0,42,3,44,28,0,0,0,35,0,0,21,16,0,52,47,0,0,0,0,0,0,0,0,0,0,28,27,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,42,14,25,23,28,0,41,52,23,0,21,30,15,17,40,16,6,6,0,0,53,4,20,46,39,48,12,46,33,40,30,0,7,15,32,22,10,6,30,0,0,5,9,17,0,10,5,0,12,20,0,0,0,13,0,22,19,0,30,27,0,0,0,0,44,46,0,0,0,0,0,31,0,0,0,0,0,0,0,21,0,60,0,0,0,47,0,0,0,0,18,31,51
2014-04-27,1,5,51,8,19,21,18,13,18,4,24,26,33,3,27,6,0,25,0,10,18,25,25,23,10,23,19,13,39,24,0,0,0,0,0,0,0,0,0,40,0,43,23,22,41,0,0,0,0,0,0,0,0,57,6,23,27,40,37,0,30,41,0,0,0,0,0,31,0,0,0,0,20,0,30,26,26,27,0,0,0,0,0,0,0,0,16,20,0,0,0,54,0,0,0,0,0,8,0,0,0,0,43,75,0,0,7,0,0,0,4,40,27,31,0,0,0,0,0,28,20,0,0,27,0,0,0,0,0,73,0,0,0,0,27,25,20,57,26,0,59,0,0,0,0,0,0,0,35,0,0,0,14,29,36,0,0,17,24,12,90,46,0,0,23,59,16,4,7,38,54,0,4,43,0,21,0,25,16,26,30,30,0,8,15,56,16,9,3,0,26,0,7,15,23,0,26,6,0,22,14,0,0,0,26,22,32,16,25,0,14,45,33,44,40,37,30,0,0,87,0,0,55,0,0,0,0,0,0,0,21,0,44,0,0,0,0,0,0,0,0,23,42,0
2014-05-04,4,7,51,18,18,27,11,14,7,5,28,26,0,1,32,9,0,0,0,9,20,32,22,0,22,13,18,23,29,18,0,0,0,0,0,0,0,0,0,40,24,0,20,50,30,0,0,19,0,0,36,0,0,48,10,16,18,39,0,57,41,24,0,0,0,0,0,53,66,0,0,0,20,0,0,30,0,20,50,0,0,0,0,36,0,0,9,60,42,46,0,36,0,0,0,0,0,7,43,0,0,38,31,0,45,0,9,0,0,0,5,29,0,22,0,0,0,38,47,0,11,0,0,23,0,27,0,0,0,0,0,0,0,0,27,46,18,33,0,0,0,0,18,0,0,33,0,0,35,0,0,0,0,36,24,35,0,17,20,21,0,26,0,25,12,32,8,5,8,0,45,0,5,27,29,63,70,15,27,15,53,30,0,8,19,0,59,6,8,0,0,0,14,8,17,0,10,7,0,17,25,0,0,0,13,22,13,19,31,0,33,0,43,22,0,0,60,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,38,45,36,0
2014-05-11,1,8,25,9,13,16,19,14,0,5,20,43,16,2,27,8,0,0,0,12,19,15,16,0,10,15,32,21,41,18,0,0,0,0,0,0,0,0,0,31,12,0,40,20,36,40,44,0,40,0,0,0,51,37,15,36,12,0,0,0,34,23,0,0,0,0,0,30,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,23,0,50,0,0,64,0,0,5,0,0,0,0,0,0,33,0,10,0,0,54,5,21,27,22,0,0,25,0,0,20,21,0,0,18,0,27,0,0,33,0,0,0,0,27,30,0,21,0,26,0,0,0,0,0,0,0,0,0,34,0,57,0,21,33,34,53,0,28,20,18,0,40,0,20,12,22,8,2,10,0,0,0,5,30,0,30,0,18,16,15,34,30,0,7,14,27,20,9,5,29,26,33,14,13,30,0,19,4,0,18,19,0,0,0,37,21,39,19,24,0,20,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,30,0,43,0,0,0,0,0,0,0,0,31,22,0
