model,description,metric,metric_code,value,rating,link
SSE-AD-5105522,318ti - 2003 BMW 318ti E46/5 Manual,price,price,3500,-0.29,https://www.carsales.com.au/private/details/BMW-318ti-2003/SSE-AD-5105522/?Cr=702
SSE-AD-5105522,318ti - 2003 BMW 318ti E46/5 Manual,milage,milage,174357,-0.29,https://www.carsales.com.au/private/details/BMW-318ti-2003/SSE-AD-5105522/?Cr=702
SSE-AD-5105522,318ti - 2003 BMW 318ti E46/5 Manual,age,age,15,-0.29,https://www.carsales.com.au/private/details/BMW-318ti-2003/SSE-AD-5105522/?Cr=702
SSE-AD-5095669,318ti - 2000 BMW 318ti Sport E36 Auto,price,price,3900,0.74,https://www.carsales.com.au/private/details/BMW-318ti-2000/SSE-AD-5095669/?Cr=1135
SSE-AD-5095669,318ti - 2000 BMW 318ti Sport E36 Auto,milage,milage,119000,0.74,https://www.carsales.com.au/private/details/BMW-318ti-2000/SSE-AD-5095669/?Cr=1135
SSE-AD-5095669,318ti - 2000 BMW 318ti Sport E36 Auto,age,age,18,0.74,https://www.carsales.com.au/private/details/BMW-318ti-2000/SSE-AD-5095669/?Cr=1135
SSE-AD-5309441,318ti - 2001 BMW 318ti E46/5 Auto,price,price,4500,0.61,https://www.carsales.com.au/private/details/BMW-318ti-2001/SSE-AD-5309441/?Cr=946
SSE-AD-5309441,318ti - 2001 BMW 318ti E46/5 Auto,milage,milage,127000,0.61,https://www.carsales.com.au/private/details/BMW-318ti-2001/SSE-AD-5309441/?Cr=946
SSE-AD-5309441,318ti - 2001 BMW 318ti E46/5 Auto,age,age,17,0.61,https://www.carsales.com.au/private/details/BMW-318ti-2001/SSE-AD-5309441/?Cr=946
SSE-AD-5186029,318ti - 2002 BMW 318ti E46/5 Manual,price,price,3250,0.48,https://www.carsales.com.au/private/details/BMW-318ti-2002/SSE-AD-5186029/?Cr=1240
SSE-AD-5186029,318ti - 2002 BMW 318ti E46/5 Manual,milage,milage,142000,0.48,https://www.carsales.com.au/private/details/BMW-318ti-2002/SSE-AD-5186029/?Cr=1240
SSE-AD-5186029,318ti - 2002 BMW 318ti E46/5 Manual,age,age,16,0.48,https://www.carsales.com.au/private/details/BMW-318ti-2002/SSE-AD-5186029/?Cr=1240
