model,description,metric,metric_code,value,link
SSE-AD-4668376,350Z - 2003 Nissan 350Z Touring Z33 Auto,price,price,14000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4668376/?Cr=255
SSE-AD-4668376,350Z - 2003 Nissan 350Z Touring Z33 Auto,milage,milage,136000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4668376/?Cr=255
SSE-AD-4668376,350Z - 2003 Nissan 350Z Touring Z33 Auto,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4668376/?Cr=255
SSE-AD-5252041,350Z - 2003 Nissan 350Z Touring Z33 Manual,price,price,12500,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5252041/?Cr=393
SSE-AD-5252041,350Z - 2003 Nissan 350Z Touring Z33 Manual,milage,milage,144205,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5252041/?Cr=393
SSE-AD-5252041,350Z - 2003 Nissan 350Z Touring Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5252041/?Cr=393
SSE-AD-5238236,350Z - 2003 Nissan 350Z Touring Z33 Auto,price,price,14998,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5238236/?Cr=376
SSE-AD-5238236,350Z - 2003 Nissan 350Z Touring Z33 Auto,milage,milage,132000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5238236/?Cr=376
SSE-AD-5238236,350Z - 2003 Nissan 350Z Touring Z33 Auto,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5238236/?Cr=376
SSE-AD-4373498,370Z - 2009 Nissan 370Z Z34 Auto,price,price,19995,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4373498/?Cr=172
SSE-AD-4373498,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,144000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4373498/?Cr=172
SSE-AD-4373498,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4373498/?Cr=172
SHRM-AD-5721183,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721183/?Cr=329
SHRM-AD-5721183,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721183/?Cr=329
SHRM-AD-5721183,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721183/?Cr=329
SHRM-AD-5721186,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721186/?Cr=358
SHRM-AD-5721186,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721186/?Cr=358
SHRM-AD-5721186,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721186/?Cr=358
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721188,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721188/?Cr=236
SHRM-AD-5721179,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721179/?Cr=343
SHRM-AD-5721179,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721179/?Cr=343
SHRM-AD-5721179,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721179/?Cr=343
SHRM-AD-5721185,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721185/?Cr=342
SHRM-AD-5721185,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721185/?Cr=342
SHRM-AD-5721185,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721185/?Cr=342
SHRM-AD-5721189,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721189/?Cr=210
SHRM-AD-5721189,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721189/?Cr=210
SHRM-AD-5721189,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721189/?Cr=210
SHRM-AD-5721191,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721191/?Cr=328
SHRM-AD-5721191,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721191/?Cr=328
SHRM-AD-5721191,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721191/?Cr=328
SHRM-AD-5764444,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764444/?Cr=351
SHRM-AD-5764444,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764444/?Cr=351
SHRM-AD-5764444,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764444/?Cr=351
SHRM-AD-5764245,370Z - 2017 Nissan 370Z Z34 Auto,price,price,58688,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764245/?Cr=335
SHRM-AD-5764245,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764245/?Cr=335
SHRM-AD-5764245,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5764245/?Cr=335
SSE-AD-5102838,350Z - 2002 Nissan 350Z Track Z33 Manual,price,price,12850,https://www.carsales.com.au/private/details/Nissan-350Z-2002/SSE-AD-5102838/?Cr=345
SSE-AD-5102838,350Z - 2002 Nissan 350Z Track Z33 Manual,milage,milage,139600,https://www.carsales.com.au/private/details/Nissan-350Z-2002/SSE-AD-5102838/?Cr=345
SSE-AD-5102838,350Z - 2002 Nissan 350Z Track Z33 Manual,age,age,16,https://www.carsales.com.au/private/details/Nissan-350Z-2002/SSE-AD-5102838/?Cr=345
SSE-AD-5162320,350Z - 2004 Nissan 350Z Track Z33 Manual,price,price,18000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5162320/?Cr=416
SSE-AD-5162320,350Z - 2004 Nissan 350Z Track Z33 Manual,milage,milage,126000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5162320/?Cr=416
SSE-AD-5162320,350Z - 2004 Nissan 350Z Track Z33 Manual,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5162320/?Cr=416
OAG-AD-15152081,350Z - 2003 Nissan 350Z Z33 Auto,price,price,11000,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15152081/?Cr=134
OAG-AD-15152081,350Z - 2003 Nissan 350Z Z33 Auto,milage,milage,155204,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15152081/?Cr=134
OAG-AD-15152081,350Z - 2003 Nissan 350Z Z33 Auto,age,age,15,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15152081/?Cr=134
OAG-AD-15216226,370Z - 2017 Nissan 370Z NISMO Z34 Auto,price,price,58488,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15216226/?Cr=7
OAG-AD-15216226,370Z - 2017 Nissan 370Z NISMO Z34 Auto,milage,milage,2150,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15216226/?Cr=7
OAG-AD-15216226,370Z - 2017 Nissan 370Z NISMO Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15216226/?Cr=7
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,103139,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,103139,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
OAG-AD-15263387,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15263387/?Cr=4
SSE-AD-5212921,350Z - 2004 Nissan 350Z Track Z33 Manual,price,price,15500,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5212921/?Cr=305
SSE-AD-5212921,350Z - 2004 Nissan 350Z Track Z33 Manual,milage,milage,140000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5212921/?Cr=305
SSE-AD-5212921,350Z - 2004 Nissan 350Z Track Z33 Manual,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5212921/?Cr=305
SHRM-AD-5782778,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5782778/?Cr=324
SHRM-AD-5782778,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5782778/?Cr=324
SHRM-AD-5782778,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5782778/?Cr=324
SHRM-AD-5742730,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742730/?Cr=332
SHRM-AD-5742730,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742730/?Cr=332
SHRM-AD-5742730,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742730/?Cr=332
SHRM-AD-5775554,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5775554/?Cr=321
SHRM-AD-5775554,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5775554/?Cr=321
SHRM-AD-5775554,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5775554/?Cr=321
SHRM-AD-5721176,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721176/?Cr=190
SHRM-AD-5721176,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721176/?Cr=190
SHRM-AD-5721176,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721176/?Cr=190
SHRM-AD-5721178,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721178/?Cr=209
SHRM-AD-5721178,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721178/?Cr=209
SHRM-AD-5721178,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721178/?Cr=209
SHRM-AD-5721182,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721182/?Cr=232
SHRM-AD-5721182,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721182/?Cr=232
SHRM-AD-5721182,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721182/?Cr=232
SHRM-AD-5742208,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742208/?Cr=310
SHRM-AD-5742208,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742208/?Cr=310
SHRM-AD-5742208,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5742208/?Cr=310
SHRM-AD-5772791,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5772791/?Cr=331
SHRM-AD-5772791,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5772791/?Cr=331
SHRM-AD-5772791,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5772791/?Cr=331
SHRM-AD-5721177,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721177/?Cr=338
SHRM-AD-5721177,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721177/?Cr=338
SHRM-AD-5721177,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721177/?Cr=338
SHRM-AD-5788027,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5788027/?Cr=334
SHRM-AD-5788027,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5788027/?Cr=334
SHRM-AD-5788027,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5788027/?Cr=334
SHRM-AD-5721184,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721184/?Cr=225
SHRM-AD-5721184,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721184/?Cr=225
SHRM-AD-5721184,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721184/?Cr=225
SHRM-AD-5721187,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59183,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721187/?Cr=174
SHRM-AD-5721187,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,0,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721187/?Cr=174
SHRM-AD-5721187,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bnc/details/Nissan-370Z-2017/SHRM-AD-5721187/?Cr=174
OAG-AD-15503652,350Z - 2004 Nissan 350Z Touring Z33 Auto,price,price,14990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2004/OAG-AD-15503652/?Cr=142
OAG-AD-15503652,350Z - 2004 Nissan 350Z Touring Z33 Auto,milage,milage,143746,https://www.carsales.com.au/dealer/details/Nissan-350Z-2004/OAG-AD-15503652/?Cr=142
OAG-AD-15503652,350Z - 2004 Nissan 350Z Touring Z33 Auto,age,age,14,https://www.carsales.com.au/dealer/details/Nissan-350Z-2004/OAG-AD-15503652/?Cr=142
SSE-AD-5194627,370Z - 2010 Nissan 370Z Z34 Manual,price,price,35000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5194627/?Cr=136
SSE-AD-5194627,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,80000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5194627/?Cr=136
SSE-AD-5194627,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5194627/?Cr=136
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,price,price,57500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,milage,milage,4500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,price,price,57500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,milage,milage,4500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-4925443,370Z - 2016 Nissan 370Z Z34 Manual,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-4925443/?Cr=413
SSE-AD-5089205,350Z - 2003 Nissan 350Z Touring Z33 Auto,price,price,11000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5089205/?Cr=69
SSE-AD-5089205,350Z - 2003 Nissan 350Z Touring Z33 Auto,milage,milage,159001,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5089205/?Cr=69
SSE-AD-5089205,350Z - 2003 Nissan 350Z Touring Z33 Auto,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5089205/?Cr=69
SSE-AD-4651292,370Z - 2010 Nissan 370Z Z34 Manual,price,price,32000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4651292/?Cr=300
SSE-AD-4651292,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,96000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4651292/?Cr=300
SSE-AD-4651292,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4651292/?Cr=300
SSE-AD-5122987,350Z - 2003 Nissan 350Z Track Z33 Manual,price,price,11800,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5122987/?Cr=264
SSE-AD-5122987,350Z - 2003 Nissan 350Z Track Z33 Manual,milage,milage,157000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5122987/?Cr=264
SSE-AD-5122987,350Z - 2003 Nissan 350Z Track Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5122987/?Cr=264
OAG-AD-15129692,370Z - 2016 Nissan 370Z Z34 Auto,price,price,58888,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15129692/?Cr=357
OAG-AD-15129692,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,37,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15129692/?Cr=357
OAG-AD-15129692,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15129692/?Cr=357
SSE-AD-4830980,350Z - 2005 Nissan 350Z Touring Z33 Auto,price,price,9990,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4830980/?Cr=320
SSE-AD-4830980,350Z - 2005 Nissan 350Z Touring Z33 Auto,milage,milage,179005,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4830980/?Cr=320
SSE-AD-4830980,350Z - 2005 Nissan 350Z Touring Z33 Auto,age,age,13,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4830980/?Cr=320
OAG-AD-15341968,350Z - 2005 Nissan 350Z Track Z33 Manual,price,price,11990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2005/OAG-AD-15341968/?Cr=36
OAG-AD-15341968,350Z - 2005 Nissan 350Z Track Z33 Manual,milage,milage,169601,https://www.carsales.com.au/dealer/details/Nissan-350Z-2005/OAG-AD-15341968/?Cr=36
OAG-AD-15341968,350Z - 2005 Nissan 350Z Track Z33 Manual,age,age,13,https://www.carsales.com.au/dealer/details/Nissan-350Z-2005/OAG-AD-15341968/?Cr=36
SSE-AD-5087636,350Z - 2007 Nissan 350Z Track Z33 Manual,price,price,15500,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5087636/?Cr=198
SSE-AD-5087636,350Z - 2007 Nissan 350Z Track Z33 Manual,milage,milage,164000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5087636/?Cr=198
SSE-AD-5087636,350Z - 2007 Nissan 350Z Track Z33 Manual,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5087636/?Cr=198
AGC-AD-10233309,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/AGC-AD-10233309/?Cr=49
AGC-AD-10233309,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,2523,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/AGC-AD-10233309/?Cr=49
AGC-AD-10233309,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/AGC-AD-10233309/?Cr=49
SSE-AD-4692326,350Z - 2004 Nissan 350Z Z33 Manual,price,price,14250,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4692326/?Cr=163
SSE-AD-4692326,350Z - 2004 Nissan 350Z Z33 Manual,milage,milage,153000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4692326/?Cr=163
SSE-AD-4692326,350Z - 2004 Nissan 350Z Z33 Manual,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4692326/?Cr=163
OAG-AD-15293462,370Z - 2017 Nissan 370Z Z34 Auto,price,price,59990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15293462/?Cr=434
OAG-AD-15293462,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,4250,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15293462/?Cr=434
OAG-AD-15293462,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15293462/?Cr=434
OAG-AD-15195736,370Z - 2017 Nissan 370Z Z34 Auto,price,price,60990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15195736/?Cr=227
OAG-AD-15195736,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,21,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15195736/?Cr=227
OAG-AD-15195736,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15195736/?Cr=227
OAG-AD-14183777,370Z - 2016 Nissan 370Z Z34 Auto,price,price,59888,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-14183777/?Cr=186
OAG-AD-14183777,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,37,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-14183777/?Cr=186
OAG-AD-14183777,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-14183777/?Cr=186
OAG-AD-15260035,370Z - 2017 Nissan 370Z NISMO Z34 Auto,price,price,61490,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15260035/?Cr=158
OAG-AD-15260035,370Z - 2017 Nissan 370Z NISMO Z34 Auto,milage,milage,20,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15260035/?Cr=158
OAG-AD-15260035,370Z - 2017 Nissan 370Z NISMO Z34 Auto,age,age,1,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15260035/?Cr=158
OAG-AD-15482651,370Z - 2017 Nissan 370Z NISMO Z34 Manual,price,price,60990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15482651/?Cr=193
OAG-AD-15482651,370Z - 2017 Nissan 370Z NISMO Z34 Manual,milage,milage,3098,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15482651/?Cr=193
OAG-AD-15482651,370Z - 2017 Nissan 370Z NISMO Z34 Manual,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15482651/?Cr=193
