This file was downloaded on February 16 2018 4:59:02 PM UTC-08:00
Keywords,milk
Date Range,2017-02-14 - 2018-02-14
Buyer Country: ,AU
Category: ,Alcohol & Food
Product Condition: ,New
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2017-02-14,27,12.39 USD,334.57 USD
2017-02-15,23,10.36 USD,238.23 USD
2017-02-16,47,12.09 USD,568.02 USD
2017-02-17,34,13.43 USD,456.74 USD
2017-02-18,30,19.06 USD,571.69 USD
2017-02-19,32,12.75 USD,408.01 USD
2017-02-20,50,13.51 USD,675.31 USD
2017-02-21,23,12.97 USD,298.39 USD
2017-02-22,20,15.30 USD,305.96 USD
2017-02-23,17,14.86 USD,252.56 USD
2017-02-24,40,7.11 USD,284.51 USD
2017-02-25,27,23.43 USD,632.64 USD
2017-02-26,38,11.33 USD,430.58 USD
2017-02-27,40,9.73 USD,389.26 USD
2017-02-28,45,13.07 USD,588.15 USD
2017-03-01,29,13.87 USD,402.15 USD
2017-03-02,47,12.93 USD,607.70 USD
2017-03-03,40,9.70 USD,388.14 USD
2017-03-04,14,22.92 USD,320.93 USD
2017-03-05,38,12.26 USD,465.93 USD
2017-03-06,37,8.86 USD,327.67 USD
2017-03-07,30,24.07 USD,722.10 USD
2017-03-08,43,20.48 USD,880.48 USD
2017-03-09,13,16.24 USD,211.17 USD
2017-03-10,35,14.24 USD,498.28 USD
2017-03-11,50,16.57 USD,828.35 USD
2017-03-12,47,15.08 USD,708.95 USD
2017-03-13,30,15.26 USD,457.93 USD
2017-03-14,27,16.12 USD,435.28 USD
2017-03-15,30,16.38 USD,491.41 USD
2017-03-16,29,13.94 USD,404.30 USD
2017-03-17,16,16.09 USD,257.48 USD
2017-03-18,42,9.60 USD,403.08 USD
2017-03-19,6,14.49 USD,86.95 USD
2017-03-20,66,14.29 USD,942.90 USD
2017-03-21,26,15.88 USD,412.95 USD
2017-03-22,28,12.39 USD,346.96 USD
2017-03-23,41,12.29 USD,503.93 USD
2017-03-24,23,12.27 USD,282.14 USD
2017-03-25,37,9.73 USD,359.87 USD
2017-03-26,27,18.13 USD,489.40 USD
2017-03-27,40,15.50 USD,619.84 USD
2017-03-28,52,12.14 USD,631.27 USD
2017-03-29,67,13.43 USD,900.13 USD
2017-03-30,27,13.58 USD,366.58 USD
2017-03-31,30,11.73 USD,352.01 USD
2017-04-01,27,11.86 USD,320.31 USD
2017-04-02,74,12.22 USD,904.00 USD
2017-04-03,28,20.33 USD,569.28 USD
2017-04-04,54,12.09 USD,653.00 USD
2017-04-05,49,14.62 USD,716.44 USD
2017-04-06,34,11.90 USD,404.50 USD
2017-04-07,32,14.14 USD,452.38 USD
2017-04-08,47,10.94 USD,514.36 USD
2017-04-09,80,10.44 USD,835.45 USD
2017-04-10,26,16.16 USD,420.03 USD
2017-04-11,61,11.07 USD,675.41 USD
2017-04-12,33,12.51 USD,412.96 USD
2017-04-13,26,9.86 USD,256.24 USD
2017-04-14,17,19.99 USD,339.77 USD
2017-04-15,21,22.57 USD,474.07 USD
2017-04-16,44,13.74 USD,604.35 USD
2017-04-17,45,14.90 USD,670.51 USD
2017-04-18,43,30.93 USD,1329.90 USD
2017-04-19,33,16.33 USD,538.88 USD
2017-04-20,30,18.28 USD,548.46 USD
2017-04-21,21,16.48 USD,346.04 USD
2017-04-22,29,11.67 USD,338.45 USD
2017-04-23,31,12.66 USD,392.58 USD
2017-04-24,43,9.19 USD,395.13 USD
2017-04-25,25,16.39 USD,409.69 USD
2017-04-26,27,13.60 USD,367.08 USD
2017-04-27,30,14.34 USD,430.21 USD
2017-04-28,23,15.05 USD,346.17 USD
2017-04-29,25,13.22 USD,330.62 USD
2017-04-30,34,14.05 USD,477.60 USD
2017-05-01,32,12.00 USD,383.96 USD
2017-05-02,58,12.60 USD,730.64 USD
2017-05-03,30,18.63 USD,558.90 USD
2017-05-04,26,17.01 USD,442.14 USD
2017-05-05,50,9.48 USD,474.12 USD
2017-05-06,35,14.08 USD,492.70 USD
2017-05-07,51,15.66 USD,798.81 USD
2017-05-08,26,13.97 USD,363.34 USD
2017-05-09,33,11.92 USD,393.30 USD
2017-05-10,43,13.38 USD,575.49 USD
2017-05-11,49,12.43 USD,608.99 USD
2017-05-12,48,9.68 USD,464.71 USD
2017-05-13,16,20.00 USD,319.98 USD
2017-05-14,67,10.06 USD,673.71 USD
2017-05-15,39,15.85 USD,618.23 USD
2017-05-16,49,10.16 USD,498.02 USD
2017-05-17,29,12.33 USD,357.44 USD
2017-05-18,28,13.21 USD,369.77 USD
2017-05-19,18,16.77 USD,301.94 USD
2017-05-20,24,14.08 USD,337.81 USD
2017-05-21,33,15.91 USD,525.15 USD
2017-05-22,40,11.88 USD,475.09 USD
2017-05-23,43,11.30 USD,485.95 USD
2017-05-24,30,16.43 USD,492.75 USD
2017-05-25,15,15.36 USD,230.41 USD
2017-05-26,25,19.33 USD,483.32 USD
2017-05-27,19,17.92 USD,340.42 USD
2017-05-28,28,16.29 USD,456.17 USD
2017-05-29,26,18.52 USD,481.53 USD
2017-05-30,37,11.79 USD,436.24 USD
2017-05-31,23,12.92 USD,297.21 USD
2017-06-01,48,13.09 USD,628.48 USD
2017-06-02,42,11.10 USD,466.21 USD
2017-06-03,27,15.95 USD,430.67 USD
2017-06-04,37,15.41 USD,570.02 USD
2017-06-05,26,16.70 USD,434.28 USD
2017-06-06,30,12.00 USD,359.92 USD
2017-06-07,55,11.26 USD,619.38 USD
2017-06-08,36,12.76 USD,459.41 USD
2017-06-09,31,10.33 USD,320.36 USD
2017-06-10,18,14.29 USD,257.30 USD
2017-06-11,20,16.51 USD,330.14 USD
2017-06-12,35,14.49 USD,507.02 USD
2017-06-13,37,13.80 USD,510.48 USD
2017-06-14,49,10.42 USD,510.66 USD
2017-06-15,59,11.22 USD,661.93 USD
2017-06-16,19,9.34 USD,177.54 USD
2017-06-17,13,19.12 USD,248.60 USD
2017-06-18,43,17.67 USD,759.79 USD
2017-06-19,32,16.09 USD,514.81 USD
2017-06-20,33,12.58 USD,415.29 USD
2017-06-21,30,14.34 USD,430.28 USD
2017-06-22,37,18.19 USD,672.85 USD
2017-06-23,14,22.28 USD,311.98 USD
2017-06-24,28,25.55 USD,715.43 USD
2017-06-25,37,11.89 USD,439.83 USD
2017-06-26,27,25.10 USD,677.74 USD
2017-06-27,23,21.81 USD,501.55 USD
2017-06-28,45,12.70 USD,571.30 USD
2017-06-29,54,9.52 USD,513.83 USD
2017-06-30,18,11.64 USD,209.59 USD
2017-07-01,17,20.48 USD,348.16 USD
2017-07-02,26,18.43 USD,479.12 USD
