model,description,metric,metric_code,value,rating,link
SSE-AD-5557391,i40 - 2015 Hyundai i40 Active Auto,price,price,18500,2.90,https://www.carsales.com.au/private/details/Hyundai-i40-2015/SSE-AD-5557391/?Cr=43
SSE-AD-5557391,i40 - 2015 Hyundai i40 Active Auto,milage,milage,19306,2.90,https://www.carsales.com.au/private/details/Hyundai-i40-2015/SSE-AD-5557391/?Cr=43
SSE-AD-5557391,i40 - 2015 Hyundai i40 Active Auto,age,age,3,2.90,https://www.carsales.com.au/private/details/Hyundai-i40-2015/SSE-AD-5557391/?Cr=43
SSE-AD-5563373,i40 - 2014 Hyundai i40 Active Auto,price,price,16000,2.65,https://www.carsales.com.au/private/details/Hyundai-i40-2014/SSE-AD-5563373/?Cr=138
SSE-AD-5563373,i40 - 2014 Hyundai i40 Active Auto,milage,milage,30500,2.65,https://www.carsales.com.au/private/details/Hyundai-i40-2014/SSE-AD-5563373/?Cr=138
SSE-AD-5563373,i40 - 2014 Hyundai i40 Active Auto,age,age,4,2.65,https://www.carsales.com.au/private/details/Hyundai-i40-2014/SSE-AD-5563373/?Cr=138
OAG-AD-16192136,i40 - 2014 Hyundai i40 Active Auto,price,price,16990,2.60,https://www.carsales.com.au/dealer/details/Hyundai-i40-2014/OAG-AD-16192136/?Cr=125
OAG-AD-16192136,i40 - 2014 Hyundai i40 Active Auto,milage,milage,25292,2.60,https://www.carsales.com.au/dealer/details/Hyundai-i40-2014/OAG-AD-16192136/?Cr=125
OAG-AD-16192136,i40 - 2014 Hyundai i40 Active Auto,age,age,4,2.60,https://www.carsales.com.au/dealer/details/Hyundai-i40-2014/OAG-AD-16192136/?Cr=125
OAG-AD-16186765,i40 - 2015 Hyundai i40 Active Auto,price,price,18900,2.57,https://www.carsales.com.au/dealer/details/Hyundai-i40-2015/OAG-AD-16186765/?Cr=73
OAG-AD-16186765,i40 - 2015 Hyundai i40 Active Auto,milage,milage,25116,2.57,https://www.carsales.com.au/dealer/details/Hyundai-i40-2015/OAG-AD-16186765/?Cr=73
OAG-AD-16186765,i40 - 2015 Hyundai i40 Active Auto,age,age,3,2.57,https://www.carsales.com.au/dealer/details/Hyundai-i40-2015/OAG-AD-16186765/?Cr=73
OAG-AD-16286089,i40 - 2014 Hyundai i40 Elite Auto,price,price,18990,2.39,https://www.carsales.com.au/dealer/details/Hyundai-i40-2014/OAG-AD-16286089/?Cr=44
OAG-AD-16286089,i40 - 2014 Hyundai i40 Elite Auto,milage,milage,17468,2.39,https://www.carsales.com.au/dealer/details/Hyundai-i40-2014/OAG-AD-16286089/?Cr=44
