This file was downloaded on March 13 2018 9:10:32 PM UTC-07:00
Keywords,sofa
Date Range,2015-03-13 - 2018-03-11
Buyer Country: ,AU
Category: ,Furniture
Product Condition: ,New
Listing Format: ,Auction
Seller Country: ,AU
Site: ,ebay.com.au
Transaction Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-03-13,8,202.87 USD,1622.93 USD
2015-03-14,5,263.25 USD,1316.24 USD
2015-03-15,10,333.28 USD,3332.80 USD
2015-03-16,8,356.09 USD,2848.74 USD
2015-03-17,5,171.63 USD,858.14 USD
2015-03-18,7,386.33 USD,2704.32 USD
2015-03-19,5,198.29 USD,991.47 USD
2015-03-20,5,410.94 USD,2054.70 USD
2015-03-21,11,399.90 USD,4398.87 USD
2015-03-22,14,248.56 USD,3479.78 USD
2015-03-23,9,333.00 USD,2996.96 USD
2015-03-24,6,196.50 USD,1178.97 USD
2015-03-25,4,263.82 USD,1055.28 USD
2015-03-26,3,141.96 USD,425.87 USD
2015-03-27,3,67.37 USD,202.10 USD
2015-03-28,7,249.70 USD,1747.87 USD
2015-03-29,12,311.76 USD,3741.15 USD
2015-03-30,3,324.54 USD,973.61 USD
2015-03-31,8,337.51 USD,2700.11 USD
2015-04-01,6,252.49 USD,1514.91 USD
2015-04-02,6,105.20 USD,631.17 USD
2015-04-03,5,269.58 USD,1347.90 USD
2015-04-04,5,235.03 USD,1175.17 USD
2015-04-05,8,286.70 USD,2293.56 USD
2015-04-06,8,261.07 USD,2088.54 USD
2015-04-07,5,231.21 USD,1156.06 USD
2015-04-08,6,233.90 USD,1403.42 USD
2015-04-09,10,241.43 USD,2414.32 USD
2015-04-10,2,334.48 USD,668.96 USD
2015-04-11,3,246.58 USD,739.74 USD
2015-04-12,8,194.89 USD,1559.09 USD
2015-04-13,6,282.19 USD,1693.14 USD
2015-04-14,2,156.26 USD,312.52 USD
2015-04-15,8,274.96 USD,2199.71 USD
2015-04-16,6,125.54 USD,753.24 USD
2015-04-17,7,97.90 USD,685.31 USD
2015-04-18,2,475.85 USD,951.70 USD
2015-04-19,11,148.66 USD,1635.25 USD
2015-04-20,8,167.82 USD,1342.52 USD
2015-04-21,4,220.85 USD,883.40 USD
2015-04-22,6,157.63 USD,945.78 USD
2015-04-23,4,115.93 USD,463.71 USD
2015-04-24,5,421.69 USD,2108.46 USD
2015-04-25,3,231.84 USD,695.52 USD
2015-04-26,11,308.01 USD,3388.11 USD
