model,description,metric,metric_code,value,rating,link
OAG-AD-15625152,Rapide - 2015 Aston Martin Rapide S Auto,price,price,255811,1.49,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2015/OAG-AD-15625152/?Cr=76
OAG-AD-15625152,Rapide - 2015 Aston Martin Rapide S Auto,milage,milage,9897,1.49,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2015/OAG-AD-15625152/?Cr=76
OAG-AD-15625152,Rapide - 2015 Aston Martin Rapide S Auto,age,age,3,1.49,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2015/OAG-AD-15625152/?Cr=76
OAG-AD-14878168,Rapide - 2014 Aston Martin Rapide S Auto,price,price,229990,1.10,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2014/OAG-AD-14878168/?Cr=7
OAG-AD-14878168,Rapide - 2014 Aston Martin Rapide S Auto,milage,milage,21300,1.10,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2014/OAG-AD-14878168/?Cr=7
OAG-AD-14878168,Rapide - 2014 Aston Martin Rapide S Auto,age,age,4,1.10,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2014/OAG-AD-14878168/?Cr=7
SSE-AD-4955550,Rapide - 2011 Aston Martin Rapide Luxe Auto,price,price,148888,1.09,https://www.carsales.com.au/private/details/Aston-Martin-Rapide-2011/SSE-AD-4955550/?Cr=26
SSE-AD-4955550,Rapide - 2011 Aston Martin Rapide Luxe Auto,milage,milage,41000,1.09,https://www.carsales.com.au/private/details/Aston-Martin-Rapide-2011/SSE-AD-4955550/?Cr=26
SSE-AD-4955550,Rapide - 2011 Aston Martin Rapide Luxe Auto,age,age,7,1.09,https://www.carsales.com.au/private/details/Aston-Martin-Rapide-2011/SSE-AD-4955550/?Cr=26
OAG-AD-15542311,Rapide - 2010 Aston Martin Rapide Auto,price,price,159990,0.65,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2010/OAG-AD-15542311/?Cr=45
OAG-AD-15542311,Rapide - 2010 Aston Martin Rapide Auto,milage,milage,42366,0.65,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2010/OAG-AD-15542311/?Cr=45
OAG-AD-15542311,Rapide - 2010 Aston Martin Rapide Auto,age,age,8,0.65,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2010/OAG-AD-15542311/?Cr=45
OAG-AD-15418821,Rapide - 2016 Aston Martin Rapide S Auto,price,price,329990,0.55,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2016/OAG-AD-15418821/?Cr=54
OAG-AD-15418821,Rapide - 2016 Aston Martin Rapide S Auto,milage,milage,2378,0.55,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2016/OAG-AD-15418821/?Cr=54
OAG-AD-15418821,Rapide - 2016 Aston Martin Rapide S Auto,age,age,2,0.55,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2016/OAG-AD-15418821/?Cr=54
OAG-AD-15349938,Rapide - 2014 Aston Martin Rapide S Auto,price,price,269900,0.32,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2014/OAG-AD-15349938/?Cr=55
OAG-AD-15349938,Rapide - 2014 Aston Martin Rapide S Auto,milage,milage,20210,0.32,https://www.carsales.com.au/dealer/details/Aston-Martin-Rapide-2014/OAG-AD-15349938/?Cr=55
