model,description,metric,metric_code,value,rating,link
SSE-AD-4815210,330d - 2009 BMW 330d E90 Auto,price,price,30000,-0.28,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4815210/?Cr=735
SSE-AD-4815210,330d - 2009 BMW 330d E90 Auto,milage,milage,108000,-0.28,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4815210/?Cr=735
SSE-AD-4815210,330d - 2009 BMW 330d E90 Auto,age,age,9,-0.28,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4815210/?Cr=735
OAG-AD-15776258,330d - 2009 BMW 330d E90 Auto,price,price,23800,1.46,https://www.carsales.com.au/dealer/details/BMW-330d-2009/OAG-AD-15776258/?Cr=126
OAG-AD-15776258,330d - 2009 BMW 330d E90 Auto,milage,milage,68397,1.46,https://www.carsales.com.au/dealer/details/BMW-330d-2009/OAG-AD-15776258/?Cr=126
OAG-AD-15776258,330d - 2009 BMW 330d E90 Auto,age,age,9,1.46,https://www.carsales.com.au/dealer/details/BMW-330d-2009/OAG-AD-15776258/?Cr=126
SSE-AD-4815652,330d - 2013 BMW 330d E92 Auto,price,price,39999,1.36,https://www.carsales.com.au/private/details/BMW-330d-2013/SSE-AD-4815652/?Cr=635
SSE-AD-4815652,330d - 2013 BMW 330d E92 Auto,milage,milage,33706,1.36,https://www.carsales.com.au/private/details/BMW-330d-2013/SSE-AD-4815652/?Cr=635
SSE-AD-4815652,330d - 2013 BMW 330d E92 Auto,age,age,5,1.36,https://www.carsales.com.au/private/details/BMW-330d-2013/SSE-AD-4815652/?Cr=635
SSE-AD-5235248,330d - 2010 BMW 330d E90 Auto,price,price,21888,0.80,https://www.carsales.com.au/private/details/BMW-330d-2010/SSE-AD-5235248/?Cr=293
SSE-AD-5235248,330d - 2010 BMW 330d E90 Auto,milage,milage,105000,0.80,https://www.carsales.com.au/private/details/BMW-330d-2010/SSE-AD-5235248/?Cr=293
SSE-AD-5235248,330d - 2010 BMW 330d E90 Auto,age,age,8,0.80,https://www.carsales.com.au/private/details/BMW-330d-2010/SSE-AD-5235248/?Cr=293
SSE-AD-4883575,330d - 2009 BMW 330d E90 Auto,price,price,23750,0.78,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4883575/?Cr=255
SSE-AD-4883575,330d - 2009 BMW 330d E90 Auto,milage,milage,93239,0.78,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4883575/?Cr=255
SSE-AD-4883575,330d - 2009 BMW 330d E90 Auto,age,age,9,0.78,https://www.carsales.com.au/private/details/BMW-330d-2009/SSE-AD-4883575/?Cr=255
SSE-AD-4953500,330d - 2011 BMW 330d E93 Auto,price,price,33000,0.54,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4953500/?Cr=1344
SSE-AD-4953500,330d - 2011 BMW 330d E93 Auto,milage,milage,78323,0.54,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4953500/?Cr=1344
SSE-AD-4953500,330d - 2011 BMW 330d E93 Auto,age,age,7,0.54,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4953500/?Cr=1344
OAG-AD-15376153,330d - 2011 BMW 330d Exclusive E90 Auto,price,price,20990,0.47,https://www.carsales.com.au/dealer/details/BMW-330d-2011/OAG-AD-15376153/?Cr=64
OAG-AD-15376153,330d - 2011 BMW 330d Exclusive E90 Auto,milage,milage,125879,0.47,https://www.carsales.com.au/dealer/details/BMW-330d-2011/OAG-AD-15376153/?Cr=64
OAG-AD-15376153,330d - 2011 BMW 330d Exclusive E90 Auto,age,age,7,0.47,https://www.carsales.com.au/dealer/details/BMW-330d-2011/OAG-AD-15376153/?Cr=64
SSE-AD-4906958,330d - 2011 BMW 330d E92 Auto,price,price,26990,0.43,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4906958/?Cr=276
SSE-AD-4906958,330d - 2011 BMW 330d E92 Auto,milage,milage,105000,0.43,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4906958/?Cr=276
SSE-AD-4906958,330d - 2011 BMW 330d E92 Auto,age,age,7,0.43,https://www.carsales.com.au/private/details/BMW-330d-2011/SSE-AD-4906958/?Cr=276
