model,description,metric,metric_code,value,rating,link
SSE-AD-5159078,Prius - 2015 Toyota Prius C Auto,price,price,17900,2.88,https://www.carsales.com.au/private/details/Toyota-Prius-C-2015/SSE-AD-5159078/?Cr=47
SSE-AD-5159078,Prius - 2015 Toyota Prius C Auto,milage,milage,28000,2.88,https://www.carsales.com.au/private/details/Toyota-Prius-C-2015/SSE-AD-5159078/?Cr=47
SSE-AD-5159078,Prius - 2015 Toyota Prius C Auto,age,age,3,2.88,https://www.carsales.com.au/private/details/Toyota-Prius-C-2015/SSE-AD-5159078/?Cr=47
SSE-AD-5129704,Prius - 2013 Toyota Prius C i-Tech Auto,price,price,16900,2.63,https://www.carsales.com.au/private/details/Toyota-Prius-C-2013/SSE-AD-5129704/?Cr=40
SSE-AD-5129704,Prius - 2013 Toyota Prius C i-Tech Auto,milage,milage,23500,2.63,https://www.carsales.com.au/private/details/Toyota-Prius-C-2013/SSE-AD-5129704/?Cr=40
SSE-AD-5129704,Prius - 2013 Toyota Prius C i-Tech Auto,age,age,5,2.63,https://www.carsales.com.au/private/details/Toyota-Prius-C-2013/SSE-AD-5129704/?Cr=40
SSE-AD-5248426,Prius - 2014 Toyota Prius C i-Tech Auto,price,price,13490,2.44,https://www.carsales.com.au/private/details/Toyota-Prius-C-2014/SSE-AD-5248426/?Cr=33
SSE-AD-5248426,Prius - 2014 Toyota Prius C i-Tech Auto,milage,milage,71105,2.44,https://www.carsales.com.au/private/details/Toyota-Prius-C-2014/SSE-AD-5248426/?Cr=33
SSE-AD-5248426,Prius - 2014 Toyota Prius C i-Tech Auto,age,age,4,2.44,https://www.carsales.com.au/private/details/Toyota-Prius-C-2014/SSE-AD-5248426/?Cr=33
OAG-AD-15580689,Prius - 2012 Toyota Prius C Auto,price,price,16990,2.39,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15580689/?Cr=2
OAG-AD-15580689,Prius - 2012 Toyota Prius C Auto,milage,milage,20230,2.39,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15580689/?Cr=2
OAG-AD-15580689,Prius - 2012 Toyota Prius C Auto,age,age,6,2.39,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15580689/?Cr=2
OAG-AD-15579905,Prius - 2015 Toyota Prius C i-Tech Auto,price,price,21888,2.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15579905/?Cr=10
OAG-AD-15579905,Prius - 2015 Toyota Prius C i-Tech Auto,milage,milage,12621,2.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15579905/?Cr=10
OAG-AD-15579905,Prius - 2015 Toyota Prius C i-Tech Auto,age,age,3,2.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15579905/?Cr=10
OAG-AD-15563594,Prius - 2013 Toyota Prius C Auto,price,price,17880,2.22,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15563594/?Cr=7
OAG-AD-15563594,Prius - 2013 Toyota Prius C Auto,milage,milage,29633,2.22,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15563594/?Cr=7
OAG-AD-15563594,Prius - 2013 Toyota Prius C Auto,age,age,5,2.22,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15563594/?Cr=7
OAG-AD-15521681,Prius - 2015 Toyota Prius C i-Tech Auto,price,price,22300,2.15,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15521681/?Cr=4
OAG-AD-15521681,Prius - 2015 Toyota Prius C i-Tech Auto,milage,milage,15908,2.15,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15521681/?Cr=4
OAG-AD-15521681,Prius - 2015 Toyota Prius C i-Tech Auto,age,age,3,2.15,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2015/OAG-AD-15521681/?Cr=4
OAG-AD-15332817,Prius - 2012 Toyota Prius C i-Tech Auto,price,price,14990,2.04,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15332817/?Cr=23
OAG-AD-15332817,Prius - 2012 Toyota Prius C i-Tech Auto,milage,milage,50121,2.04,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15332817/?Cr=23
OAG-AD-15332817,Prius - 2012 Toyota Prius C i-Tech Auto,age,age,6,2.04,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2012/OAG-AD-15332817/?Cr=23
SHRM-AD-5769917,Prius - 2017 Toyota Prius C Auto,price,price,27992,1.82,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5769917/?Cr=29
SHRM-AD-5769917,Prius - 2017 Toyota Prius C Auto,milage,milage,0,1.82,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5769917/?Cr=29
SHRM-AD-5769917,Prius - 2017 Toyota Prius C Auto,age,age,1,1.82,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5769917/?Cr=29
SHRM-AD-5763063,Prius - 2017 Toyota Prius C Auto,price,price,28442,1.71,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763063/?Cr=52
SHRM-AD-5763063,Prius - 2017 Toyota Prius C Auto,milage,milage,0,1.71,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763063/?Cr=52
SHRM-AD-5763063,Prius - 2017 Toyota Prius C Auto,age,age,1,1.71,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763063/?Cr=52
OAG-AD-15607957,Prius - 2013 Toyota Prius C Auto,price,price,12500,1.58,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15607957/?Cr=26
OAG-AD-15607957,Prius - 2013 Toyota Prius C Auto,milage,milage,99000,1.58,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15607957/?Cr=26
OAG-AD-15607957,Prius - 2013 Toyota Prius C Auto,age,age,5,1.58,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15607957/?Cr=26
OAG-AD-15354367,Prius - 2014 Toyota Prius Auto,price,price,21990,1.12,https://www.carsales.com.au/dealer/details/Toyota-Prius-2014/OAG-AD-15354367/?Cr=12
OAG-AD-15354367,Prius - 2014 Toyota Prius Auto,milage,milage,44282,1.12,https://www.carsales.com.au/dealer/details/Toyota-Prius-2014/OAG-AD-15354367/?Cr=12
OAG-AD-15354367,Prius - 2014 Toyota Prius Auto,age,age,4,1.12,https://www.carsales.com.au/dealer/details/Toyota-Prius-2014/OAG-AD-15354367/?Cr=12
SHRM-AD-5763062,Prius - 2017 Toyota Prius C i-Tech Auto,price,price,31017,1.08,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763062/?Cr=50
SHRM-AD-5763062,Prius - 2017 Toyota Prius C i-Tech Auto,milage,milage,0,1.08,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763062/?Cr=50
SHRM-AD-5763062,Prius - 2017 Toyota Prius C i-Tech Auto,age,age,1,1.08,https://www.carsales.com.au/bnc/details/Toyota-Prius-C-2017/SHRM-AD-5763062/?Cr=50
OAG-AD-15626708,Prius - 2013 Toyota Prius C Auto,price,price,12500,1.07,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15626708/?Cr=11
OAG-AD-15626708,Prius - 2013 Toyota Prius C Auto,milage,milage,117142,1.07,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15626708/?Cr=11
OAG-AD-15626708,Prius - 2013 Toyota Prius C Auto,age,age,5,1.07,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15626708/?Cr=11
OAG-AD-15405062,Prius - 2010 Toyota Prius Auto,price,price,13950,0.47,https://www.carsales.com.au/dealer/details/Toyota-Prius-2010/OAG-AD-15405062/?Cr=24
OAG-AD-15405062,Prius - 2010 Toyota Prius Auto,milage,milage,93239,0.47,https://www.carsales.com.au/dealer/details/Toyota-Prius-2010/OAG-AD-15405062/?Cr=24
OAG-AD-15405062,Prius - 2010 Toyota Prius Auto,age,age,8,0.47,https://www.carsales.com.au/dealer/details/Toyota-Prius-2010/OAG-AD-15405062/?Cr=24
OAG-AD-15595677,Prius - 2013 Toyota Prius C Auto,price,price,18185,0.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15595677/?Cr=15
OAG-AD-15595677,Prius - 2013 Toyota Prius C Auto,milage,milage,93752,0.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15595677/?Cr=15
OAG-AD-15595677,Prius - 2013 Toyota Prius C Auto,age,age,5,0.34,https://www.carsales.com.au/dealer/details/Toyota-Prius-C-2013/OAG-AD-15595677/?Cr=15
SSE-AD-5243316,Prius - 2015 Toyota Prius i-Tech Auto,price,price,28000,0.30,https://www.carsales.com.au/private/details/Toyota-Prius-2015/SSE-AD-5243316/?Cr=19
SSE-AD-5243316,Prius - 2015 Toyota Prius i-Tech Auto,milage,milage,31937,0.30,https://www.carsales.com.au/private/details/Toyota-Prius-2015/SSE-AD-5243316/?Cr=19
SSE-AD-5243316,Prius - 2015 Toyota Prius i-Tech Auto,age,age,3,0.30,https://www.carsales.com.au/private/details/Toyota-Prius-2015/SSE-AD-5243316/?Cr=19
SSE-AD-5247781,Prius - 2008 Toyota Prius Auto,price,price,7500,0.01,https://www.carsales.com.au/private/details/Toyota-Prius-2008/SSE-AD-5247781/?Cr=46
SSE-AD-5247781,Prius - 2008 Toyota Prius Auto,milage,milage,143360,0.01,https://www.carsales.com.au/private/details/Toyota-Prius-2008/SSE-AD-5247781/?Cr=46
SSE-AD-5247781,Prius - 2008 Toyota Prius Auto,age,age,10,0.01,https://www.carsales.com.au/private/details/Toyota-Prius-2008/SSE-AD-5247781/?Cr=46
OAG-AD-15347940,Prius - 2009 Toyota Prius Auto,price,price,13990,-0.01,https://www.carsales.com.au/dealer/details/Toyota-Prius-2009/OAG-AD-15347940/?Cr=16
OAG-AD-15347940,Prius - 2009 Toyota Prius Auto,milage,milage,98670,-0.01,https://www.carsales.com.au/dealer/details/Toyota-Prius-2009/OAG-AD-15347940/?Cr=16
OAG-AD-15347940,Prius - 2009 Toyota Prius Auto,age,age,9,-0.01,https://www.carsales.com.au/dealer/details/Toyota-Prius-2009/OAG-AD-15347940/?Cr=16
OAG-AD-15610289,Prius - 2012 Toyota Prius i-Tech Auto,price,price,23888,-0.05,https://www.carsales.com.au/dealer/details/Toyota-Prius-2012/OAG-AD-15610289/?Cr=1
OAG-AD-15610289,Prius - 2012 Toyota Prius i-Tech Auto,milage,milage,47101,-0.05,https://www.carsales.com.au/dealer/details/Toyota-Prius-2012/OAG-AD-15610289/?Cr=1
OAG-AD-15610289,Prius - 2012 Toyota Prius i-Tech Auto,age,age,6,-0.05,https://www.carsales.com.au/dealer/details/Toyota-Prius-2012/OAG-AD-15610289/?Cr=1
SSE-AD-4695147,Prius - 2012 Toyota Prius V Auto,price,price,23500,-0.12,https://www.carsales.com.au/private/details/Toyota-Prius-V-2012/SSE-AD-4695147/?Cr=27
