date,USDTRY,isPartial
2015-12-13,28,False
2015-12-20,23,False
2015-12-27,18,False
2016-01-03,33,False
2016-01-10,27,False
2016-01-17,19,False
2016-01-24,28,False
2016-01-31,25,False
2016-02-07,28,False
2016-02-14,29,False
2016-02-21,21,False
2016-02-28,29,False
2016-03-06,24,False
2016-03-13,30,False
2016-03-20,32,False
2016-03-27,23,False
2016-04-03,27,False
2016-04-10,18,False
2016-04-17,17,False
2016-04-24,21,False
2016-05-01,33,False
2016-05-08,24,False
2016-05-15,24,False
2016-05-22,26,False
2016-05-29,21,False
2016-06-05,23,False
2016-06-12,21,False
2016-06-19,26,False
2016-06-26,24,False
2016-07-03,14,False
2016-07-10,49,False
2016-07-17,100,False
2016-07-24,25,False
2016-07-31,27,False
2016-08-07,25,False
2016-08-14,20,False
2016-08-21,19,False
2016-08-28,18,False
2016-09-04,17,False
2016-09-11,12,False
2016-09-18,17,False
2016-09-25,28,False
2016-10-02,22,False
2016-10-09,25,False
2016-10-16,26,False
2016-10-23,16,False
2016-10-30,29,False
2016-11-06,44,False
2016-11-13,54,False
2016-11-20,45,False
2016-11-27,57,False
2016-12-04,75,False
2016-12-11,55,False
2016-12-18,35,False
2016-12-25,27,False
2017-01-01,39,False
2017-01-08,98,False
2017-01-15,57,False
2017-01-22,63,False
2017-01-29,58,False
2017-02-05,48,False
2017-02-12,33,False
2017-02-19,31,False
2017-02-26,42,False
2017-03-05,32,False
2017-03-12,36,False
2017-03-19,30,False
2017-03-26,31,False
2017-04-02,32,False
2017-04-09,38,False
2017-04-16,56,False
2017-04-23,41,False
2017-04-30,34,False
2017-05-07,31,False
2017-05-14,37,False
2017-05-21,37,False
2017-05-28,30,False
2017-06-04,34,False
2017-06-11,32,False
2017-06-18,28,False
2017-06-25,17,False
2017-07-02,35,False
2017-07-09,23,False
2017-07-16,25,False
2017-07-23,27,False
2017-07-30,19,False
2017-08-06,23,False
2017-08-13,16,False
2017-08-20,22,False
2017-08-27,16,False
2017-09-03,23,False
2017-09-10,28,False
2017-09-17,28,False
2017-09-24,33,False
2017-10-01,25,False
2017-10-08,65,False
2017-10-15,25,False
2017-10-22,50,False
2017-10-29,40,False
2017-11-05,37,False
2017-11-12,37,False
2017-11-19,54,False
2017-11-26,49,False
2017-12-03,43,False
2017-12-10,44,False
2017-12-17,36,False
2017-12-24,36,False
2017-12-31,8,True
