date,USDHUF,isPartial
2013-01-06,17,False
2013-01-13,0,False
2013-01-20,17,False
2013-01-27,49,False
2013-02-03,42,False
2013-02-10,34,False
2013-02-17,24,False
2013-02-24,30,False
2013-03-03,60,False
2013-03-10,29,False
2013-03-17,47,False
2013-03-24,48,False
2013-03-31,74,False
2013-04-07,47,False
2013-04-14,28,False
2013-04-21,28,False
2013-04-28,42,False
2013-05-05,36,False
2013-05-12,29,False
2013-05-19,21,False
2013-05-26,49,False
2013-06-02,64,False
2013-06-09,41,False
2013-06-16,33,False
2013-06-23,47,False
2013-06-30,29,False
2013-07-07,38,False
2013-07-14,19,False
2013-07-21,42,False
2013-07-28,28,False
2013-08-04,17,False
2013-08-11,25,False
2013-08-18,37,False
2013-08-25,24,False
2013-09-01,27,False
2013-09-08,31,False
2013-09-15,39,False
2013-09-22,28,False
2013-09-29,20,False
2013-10-06,34,False
2013-10-13,67,False
2013-10-20,55,False
2013-10-27,94,False
2013-11-03,38,False
2013-11-10,60,False
2013-11-17,17,False
2013-11-24,55,False
2013-12-01,37,False
2013-12-08,22,False
2013-12-15,61,False
2013-12-22,23,False
2013-12-29,35,False
2014-01-05,22,False
2014-01-12,21,False
2014-01-19,31,False
2014-01-26,57,False
2014-02-02,54,False
2014-02-09,35,False
2014-02-16,36,False
2014-02-23,41,False
2014-03-02,26,False
2014-03-09,40,False
2014-03-16,51,False
2014-03-23,16,False
2014-03-30,19,False
2014-04-06,73,False
2014-04-13,44,False
2014-04-20,33,False
2014-04-27,25,False
2014-05-04,31,False
2014-05-11,35,False
2014-05-18,38,False
2014-05-25,42,False
2014-06-01,36,False
2014-06-08,17,False
2014-06-15,86,False
2014-06-22,18,False
2014-06-29,19,False
2014-07-06,35,False
2014-07-13,46,False
2014-07-20,17,False
2014-07-27,53,False
2014-08-03,29,False
2014-08-10,21,False
2014-08-17,31,False
2014-08-24,33,False
2014-08-31,35,False
2014-09-07,30,False
2014-09-14,30,False
2014-09-21,16,False
2014-09-28,45,False
2014-10-05,43,False
2014-10-12,29,False
2014-10-19,15,False
2014-10-26,36,False
2014-11-02,26,False
2014-11-09,32,False
2014-11-16,16,False
2014-11-23,21,False
2014-11-30,21,False
2014-12-07,50,False
2014-12-14,53,False
2014-12-21,76,False
2014-12-28,63,False
2015-01-04,71,False
2015-01-11,80,False
2015-01-18,59,False
2015-01-25,73,False
2015-02-01,63,False
2015-02-08,77,False
2015-02-15,40,False
2015-02-22,53,False
2015-03-01,47,False
2015-03-08,53,False
2015-03-15,48,False
2015-03-22,63,False
2015-03-29,40,False
2015-04-05,40,False
2015-04-12,54,False
2015-04-19,27,False
2015-04-26,41,False
2015-05-03,54,False
2015-05-10,68,False
2015-05-17,54,False
2015-05-24,61,False
2015-05-31,15,False
2015-06-07,59,False
2015-06-14,39,False
2015-06-21,69,False
2015-06-28,40,False
2015-07-05,54,False
2015-07-12,65,False
2015-07-19,47,False
2015-07-26,49,False
2015-08-02,99,False
2015-08-09,78,False
2015-08-16,53,False
2015-08-23,67,False
2015-08-30,89,False
2015-09-06,38,False
2015-09-13,55,False
2015-09-20,65,False
2015-09-27,36,False
2015-10-04,27,False
2015-10-11,55,False
2015-10-18,23,False
2015-10-25,41,False
2015-11-01,54,False
2015-11-08,50,False
2015-11-15,49,False
2015-11-22,50,False
2015-11-29,67,False
2015-12-06,28,False
2015-12-13,55,False
2015-12-20,35,False
2015-12-27,36,False
2016-01-03,53,False
2016-01-10,28,False
2016-01-17,45,False
2016-01-24,52,False
2016-01-31,45,False
2016-02-07,52,False
2016-02-14,57,False
2016-02-21,23,False
2016-02-28,46,False
2016-03-06,23,False
2016-03-13,42,False
2016-03-20,24,False
2016-03-27,37,False
2016-04-03,81,False
2016-04-10,42,False
2016-04-17,28,False
2016-04-24,51,False
2016-05-01,66,False
2016-05-08,44,False
2016-05-15,32,False
2016-05-22,43,False
2016-05-29,58,False
2016-06-05,67,False
2016-06-12,43,False
2016-06-19,58,False
2016-06-26,53,False
2016-07-03,36,False
2016-07-10,73,False
2016-07-17,64,False
2016-07-24,32,False
2016-07-31,41,False
2016-08-07,36,False
2016-08-14,29,False
2016-08-21,41,False
2016-08-28,34,False
2016-09-04,39,False
2016-09-11,49,False
2016-09-18,58,False
2016-09-25,34,False
2016-10-02,24,False
2016-10-09,58,False
2016-10-16,30,False
2016-10-23,24,False
2016-10-30,15,False
2016-11-06,65,False
2016-11-13,57,False
2016-11-20,47,False
2016-11-27,73,False
2016-12-04,45,False
2016-12-11,41,False
2016-12-18,24,False
2016-12-25,44,False
2017-01-01,33,False
2017-01-08,36,False
2017-01-15,22,False
2017-01-22,40,False
2017-01-29,26,False
2017-02-05,31,False
2017-02-12,43,False
2017-02-19,26,False
2017-02-26,30,False
2017-03-05,38,False
2017-03-12,23,False
2017-03-19,39,False
2017-03-26,48,False
2017-04-02,26,False
2017-04-09,22,False
2017-04-16,31,False
2017-04-23,27,False
2017-04-30,27,False
2017-05-07,43,False
2017-05-14,56,False
2017-05-21,61,False
2017-05-28,32,False
2017-06-04,32,False
2017-06-11,51,False
2017-06-18,36,False
2017-06-25,43,False
2017-07-02,24,False
2017-07-09,42,False
2017-07-16,100,False
2017-07-23,79,False
2017-07-30,87,False
2017-08-06,49,False
2017-08-13,43,False
2017-08-20,37,False
2017-08-27,59,False
2017-09-03,59,False
2017-09-10,62,False
2017-09-17,71,False
2017-09-24,53,False
2017-10-01,35,False
2017-10-08,30,False
2017-10-15,31,False
2017-10-22,54,False
2017-10-29,30,False
2017-11-05,55,False
2017-11-12,21,False
2017-11-19,47,False
2017-11-26,80,False
2017-12-03,90,False
2017-12-10,77,False
2017-12-17,89,False
2017-12-24,76,False
2017-12-31,100,True
