date,EURUSD,isPartial
2013-01-06,40,False
2013-01-13,36,False
2013-01-20,32,False
2013-01-27,39,False
2013-02-03,37,False
2013-02-10,31,False
2013-02-17,31,False
2013-02-24,37,False
2013-03-03,38,False
2013-03-10,34,False
2013-03-17,45,False
2013-03-24,45,False
2013-03-31,37,False
2013-04-07,35,False
2013-04-14,33,False
2013-04-21,27,False
2013-04-28,35,False
2013-05-05,33,False
2013-05-12,31,False
2013-05-19,34,False
2013-05-26,29,False
2013-06-02,30,False
2013-06-09,33,False
2013-06-16,36,False
2013-06-23,32,False
2013-06-30,37,False
2013-07-07,40,False
2013-07-14,27,False
2013-07-21,26,False
2013-07-28,32,False
2013-08-04,31,False
2013-08-11,28,False
2013-08-18,30,False
2013-08-25,25,False
2013-09-01,33,False
2013-09-08,29,False
2013-09-15,35,False
2013-09-22,31,False
2013-09-29,32,False
2013-10-06,28,False
2013-10-13,30,False
2013-10-20,37,False
2013-10-27,33,False
2013-11-03,36,False
2013-11-10,32,False
2013-11-17,32,False
2013-11-24,28,False
2013-12-01,33,False
2013-12-08,28,False
2013-12-15,29,False
2013-12-22,28,False
2013-12-29,28,False
2014-01-05,28,False
2014-01-12,30,False
2014-01-19,33,False
2014-01-26,27,False
2014-02-02,30,False
2014-02-09,29,False
2014-02-16,30,False
2014-02-23,30,False
2014-03-02,38,False
2014-03-09,33,False
2014-03-16,34,False
2014-03-23,33,False
2014-03-30,28,False
2014-04-06,31,False
2014-04-13,27,False
2014-04-20,25,False
2014-04-27,29,False
2014-05-04,36,False
2014-05-11,33,False
2014-05-18,31,False
2014-05-25,30,False
2014-06-01,39,False
2014-06-08,31,False
2014-06-15,30,False
2014-06-22,31,False
2014-06-29,27,False
2014-07-06,25,False
2014-07-13,32,False
2014-07-20,29,False
2014-07-27,32,False
2014-08-03,29,False
2014-08-10,30,False
2014-08-17,32,False
2014-08-24,34,False
2014-08-31,39,False
2014-09-07,36,False
2014-09-14,34,False
2014-09-21,34,False
2014-09-28,43,False
2014-10-05,41,False
2014-10-12,41,False
2014-10-19,31,False
2014-10-26,40,False
2014-11-02,38,False
2014-11-09,40,False
2014-11-16,34,False
2014-11-23,32,False
2014-11-30,42,False
2014-12-07,37,False
2014-12-14,43,False
2014-12-21,27,False
2014-12-28,43,False
2015-01-04,60,False
2015-01-11,66,False
2015-01-18,83,False
2015-01-25,75,False
2015-02-01,56,False
2015-02-08,49,False
2015-02-15,53,False
2015-02-22,45,False
2015-03-01,61,False
2015-03-08,90,False
2015-03-15,79,False
2015-03-22,67,False
2015-03-29,62,False
2015-04-05,56,False
2015-04-12,55,False
2015-04-19,49,False
2015-04-26,55,False
2015-05-03,59,False
2015-05-10,57,False
2015-05-17,60,False
2015-05-24,54,False
2015-05-31,59,False
2015-06-07,53,False
2015-06-14,55,False
2015-06-21,58,False
2015-06-28,100,False
2015-07-05,88,False
2015-07-12,67,False
2015-07-19,53,False
2015-07-26,48,False
2015-08-02,44,False
2015-08-09,49,False
2015-08-16,48,False
2015-08-23,73,False
2015-08-30,48,False
2015-09-06,39,False
2015-09-13,46,False
2015-09-20,43,False
2015-09-27,38,False
2015-10-04,39,False
2015-10-11,44,False
2015-10-18,45,False
2015-10-25,50,False
2015-11-01,48,False
2015-11-08,47,False
2015-11-15,53,False
2015-11-22,47,False
2015-11-29,66,False
2015-12-06,50,False
2015-12-13,60,False
2015-12-20,43,False
2015-12-27,30,False
2016-01-03,46,False
2016-01-10,38,False
2016-01-17,41,False
2016-01-24,41,False
2016-01-31,47,False
2016-02-07,44,False
2016-02-14,43,False
2016-02-21,42,False
2016-02-28,43,False
2016-03-06,51,False
2016-03-13,44,False
2016-03-20,38,False
2016-03-27,42,False
2016-04-03,43,False
2016-04-10,39,False
2016-04-17,38,False
2016-04-24,41,False
2016-05-01,49,False
2016-05-08,37,False
2016-05-15,38,False
2016-05-22,39,False
2016-05-29,43,False
2016-06-05,42,False
2016-06-12,40,False
2016-06-19,76,False
2016-06-26,53,False
2016-07-03,40,False
2016-07-10,36,False
2016-07-17,35,False
2016-07-24,34,False
2016-07-31,34,False
2016-08-07,26,False
2016-08-14,32,False
2016-08-21,32,False
2016-08-28,36,False
2016-09-04,34,False
2016-09-11,28,False
2016-09-18,33,False
2016-09-25,30,False
2016-10-02,31,False
2016-10-09,38,False
2016-10-16,35,False
2016-10-23,32,False
2016-10-30,35,False
2016-11-06,65,False
2016-11-13,55,False
2016-11-20,46,False
2016-11-27,39,False
2016-12-04,61,False
2016-12-11,56,False
2016-12-18,48,False
2016-12-25,38,False
2017-01-01,44,False
2017-01-08,40,False
2017-01-15,46,False
2017-01-22,43,False
2017-01-29,47,False
2017-02-05,36,False
2017-02-12,37,False
2017-02-19,38,False
2017-02-26,39,False
2017-03-05,39,False
2017-03-12,45,False
2017-03-19,39,False
2017-03-26,45,False
2017-04-02,42,False
2017-04-09,41,False
2017-04-16,36,False
2017-04-23,60,False
2017-04-30,42,False
2017-05-07,53,False
2017-05-14,58,False
2017-05-21,46,False
2017-05-28,44,False
2017-06-04,44,False
2017-06-11,43,False
2017-06-18,30,False
2017-06-25,47,False
2017-07-02,41,False
2017-07-09,40,False
2017-07-16,55,False
2017-07-23,48,False
2017-07-30,54,False
2017-08-06,53,False
2017-08-13,44,False
2017-08-20,40,False
2017-08-27,55,False
2017-09-03,44,False
2017-09-10,47,False
2017-09-17,39,False
2017-09-24,50,False
2017-10-01,43,False
2017-10-08,39,False
2017-10-15,39,False
2017-10-22,50,False
2017-10-29,42,False
2017-11-05,39,False
2017-11-12,46,False
2017-11-19,43,False
2017-11-26,53,False
2017-12-03,50,False
2017-12-10,50,False
2017-12-17,42,False
2017-12-24,46,False
2017-12-31,37,True
