date,USDTRY,isPartial
2015-12-13,28,False
2015-12-20,22,False
2015-12-27,16,False
2016-01-03,34,False
2016-01-10,28,False
2016-01-17,17,False
2016-01-24,27,False
2016-01-31,24,False
2016-02-07,26,False
2016-02-14,30,False
2016-02-21,19,False
2016-02-28,27,False
2016-03-06,23,False
2016-03-13,30,False
2016-03-20,30,False
2016-03-27,23,False
2016-04-03,25,False
2016-04-10,19,False
2016-04-17,14,False
2016-04-24,21,False
2016-05-01,30,False
2016-05-08,25,False
2016-05-15,24,False
2016-05-22,26,False
2016-05-29,20,False
2016-06-05,24,False
2016-06-12,20,False
2016-06-19,25,False
2016-06-26,26,False
2016-07-03,14,False
2016-07-10,49,False
2016-07-17,98,False
2016-07-24,22,False
2016-07-31,27,False
2016-08-07,28,False
2016-08-14,20,False
2016-08-21,17,False
2016-08-28,19,False
2016-09-04,17,False
2016-09-11,13,False
2016-09-18,19,False
2016-09-25,26,False
2016-10-02,22,False
2016-10-09,25,False
2016-10-16,24,False
2016-10-23,16,False
2016-10-30,26,False
2016-11-06,46,False
2016-11-13,52,False
2016-11-20,43,False
2016-11-27,58,False
2016-12-04,74,False
2016-12-11,57,False
2016-12-18,35,False
2016-12-25,23,False
2017-01-01,37,False
2017-01-08,100,False
2017-01-15,55,False
2017-01-22,61,False
2017-01-29,58,False
2017-02-05,44,False
2017-02-12,30,False
2017-02-19,35,False
2017-02-26,42,False
2017-03-05,32,False
2017-03-12,37,False
2017-03-19,27,False
2017-03-26,28,False
2017-04-02,32,False
2017-04-09,39,False
2017-04-16,58,False
2017-04-23,36,False
2017-04-30,37,False
2017-05-07,28,False
2017-05-14,35,False
2017-05-21,36,False
2017-05-28,30,False
2017-06-04,35,False
2017-06-11,33,False
2017-06-18,28,False
2017-06-25,17,False
2017-07-02,34,False
2017-07-09,21,False
2017-07-16,26,False
2017-07-23,28,False
2017-07-30,22,False
2017-08-06,24,False
2017-08-13,14,False
2017-08-20,22,False
2017-08-27,15,False
2017-09-03,23,False
2017-09-10,28,False
2017-09-17,29,False
2017-09-24,32,False
2017-10-01,24,False
2017-10-08,64,False
2017-10-15,26,False
2017-10-22,49,False
2017-10-29,40,False
2017-11-05,38,False
2017-11-12,33,False
2017-11-19,53,False
2017-11-26,49,False
2017-12-03,42,False
2017-12-10,45,False
2017-12-17,33,False
2017-12-24,33,False
2017-12-31,12,True
