date,USDPLN,isPartial
2013-01-06,33,False
2013-01-13,21,False
2013-01-20,23,False
2013-01-27,10,False
2013-02-03,24,False
2013-02-10,16,False
2013-02-17,26,False
2013-02-24,23,False
2013-03-03,16,False
2013-03-10,19,False
2013-03-17,21,False
2013-03-24,22,False
2013-03-31,14,False
2013-04-07,21,False
2013-04-14,26,False
2013-04-21,14,False
2013-04-28,16,False
2013-05-05,18,False
2013-05-12,26,False
2013-05-19,13,False
2013-05-26,26,False
2013-06-02,21,False
2013-06-09,28,False
2013-06-16,31,False
2013-06-23,33,False
2013-06-30,18,False
2013-07-07,13,False
2013-07-14,19,False
2013-07-21,23,False
2013-07-28,18,False
2013-08-04,30,False
2013-08-11,20,False
2013-08-18,44,False
2013-08-25,24,False
2013-09-01,20,False
2013-09-08,20,False
2013-09-15,17,False
2013-09-22,17,False
2013-09-29,24,False
2013-10-06,34,False
2013-10-13,30,False
2013-10-20,17,False
2013-10-27,17,False
2013-11-03,24,False
2013-11-10,10,False
2013-11-17,19,False
2013-11-24,15,False
2013-12-01,26,False
2013-12-08,13,False
2013-12-15,20,False
2013-12-22,20,False
2013-12-29,23,False
2014-01-05,17,False
2014-01-12,11,False
2014-01-19,18,False
2014-01-26,20,False
2014-02-02,19,False
2014-02-09,16,False
2014-02-16,18,False
2014-02-23,17,False
2014-03-02,23,False
2014-03-09,25,False
2014-03-16,20,False
2014-03-23,9,False
2014-03-30,36,False
2014-04-06,23,False
2014-04-13,18,False
2014-04-20,14,False
2014-04-27,31,False
2014-05-04,32,False
2014-05-11,18,False
2014-05-18,13,False
2014-05-25,9,False
2014-06-01,27,False
2014-06-08,22,False
2014-06-15,19,False
2014-06-22,28,False
2014-06-29,10,False
2014-07-06,10,False
2014-07-13,25,False
2014-07-20,11,False
2014-07-27,19,False
2014-08-03,27,False
2014-08-10,22,False
2014-08-17,23,False
2014-08-24,27,False
2014-08-31,33,False
2014-09-07,18,False
2014-09-14,29,False
2014-09-21,16,False
2014-09-28,29,False
2014-10-05,26,False
2014-10-12,19,False
2014-10-19,19,False
2014-10-26,22,False
2014-11-02,14,False
2014-11-09,28,False
2014-11-16,25,False
2014-11-23,28,False
2014-11-30,29,False
2014-12-07,25,False
2014-12-14,26,False
2014-12-21,18,False
2014-12-28,35,False
2015-01-04,50,False
2015-01-11,55,False
2015-01-18,80,False
2015-01-25,49,False
2015-02-01,36,False
2015-02-08,26,False
2015-02-15,22,False
2015-02-22,24,False
2015-03-01,34,False
2015-03-08,75,False
2015-03-15,58,False
2015-03-22,44,False
2015-03-29,47,False
2015-04-05,31,False
2015-04-12,37,False
2015-04-19,44,False
2015-04-26,37,False
2015-05-03,24,False
2015-05-10,34,False
2015-05-17,24,False
2015-05-24,51,False
2015-05-31,24,False
2015-06-07,22,False
2015-06-14,28,False
2015-06-21,35,False
2015-06-28,53,False
2015-07-05,63,False
2015-07-12,51,False
2015-07-19,22,False
2015-07-26,22,False
2015-08-02,27,False
2015-08-09,24,False
2015-08-16,30,False
2015-08-23,53,False
2015-08-30,19,False
2015-09-06,23,False
2015-09-13,35,False
2015-09-20,39,False
2015-09-27,18,False
2015-10-04,28,False
2015-10-11,20,False
2015-10-18,44,False
2015-10-25,46,False
2015-11-01,44,False
2015-11-08,48,False
2015-11-15,53,False
2015-11-22,42,False
2015-11-29,29,False
2015-12-06,40,False
2015-12-13,36,False
2015-12-20,25,False
2015-12-27,31,False
2016-01-03,45,False
2016-01-10,50,False
2016-01-17,58,False
2016-01-24,41,False
2016-01-31,33,False
2016-02-07,40,False
2016-02-14,33,False
2016-02-21,26,False
2016-02-28,28,False
2016-03-06,41,False
2016-03-13,33,False
2016-03-20,32,False
2016-03-27,42,False
2016-04-03,35,False
2016-04-10,33,False
2016-04-17,46,False
2016-04-24,47,False
2016-05-01,27,False
2016-05-08,31,False
2016-05-15,48,False
2016-05-22,32,False
2016-05-29,38,False
2016-06-05,27,False
2016-06-12,24,False
2016-06-19,62,False
2016-06-26,56,False
2016-07-03,36,False
2016-07-10,40,False
2016-07-17,45,False
2016-07-24,29,False
2016-07-31,18,False
2016-08-07,25,False
2016-08-14,36,False
2016-08-21,25,False
2016-08-28,48,False
2016-09-04,30,False
2016-09-11,34,False
2016-09-18,34,False
2016-09-25,44,False
2016-10-02,31,False
2016-10-09,38,False
2016-10-16,50,False
2016-10-23,34,False
2016-10-30,37,False
2016-11-06,61,False
2016-11-13,100,False
2016-11-20,68,False
2016-11-27,52,False
2016-12-04,63,False
2016-12-11,80,False
2016-12-18,56,False
2016-12-25,28,False
2017-01-01,41,False
2017-01-08,53,False
2017-01-15,35,False
2017-01-22,33,False
2017-01-29,52,False
2017-02-05,56,False
2017-02-12,53,False
2017-02-19,31,False
2017-02-26,26,False
2017-03-05,41,False
2017-03-12,45,False
2017-03-19,40,False
2017-03-26,46,False
2017-04-02,42,False
2017-04-09,24,False
2017-04-16,19,False
2017-04-23,53,False
2017-04-30,21,False
2017-05-07,40,False
2017-05-14,51,False
2017-05-21,52,False
2017-05-28,33,False
2017-06-04,36,False
2017-06-11,29,False
2017-06-18,26,False
2017-06-25,31,False
2017-07-02,44,False
2017-07-09,37,False
2017-07-16,61,False
2017-07-23,53,False
2017-07-30,52,False
2017-08-06,40,False
2017-08-13,41,False
2017-08-20,32,False
2017-08-27,40,False
2017-09-03,30,False
2017-09-10,51,False
2017-09-17,33,False
2017-09-24,56,False
2017-10-01,47,False
2017-10-08,31,False
2017-10-15,27,False
2017-10-22,34,False
2017-10-29,31,False
2017-11-05,64,False
2017-11-12,45,False
2017-11-19,34,False
2017-11-26,72,False
2017-12-03,49,False
2017-12-10,60,False
2017-12-17,65,False
2017-12-24,52,False
2017-12-31,40,True
