date,USDTRY,isPartial
2017-10-08,61,False
2017-10-15,26,False
2017-10-22,50,False
2017-10-29,43,False
2017-11-05,40,False
2017-11-12,37,False
2017-11-19,59,False
2017-11-26,46,False
2017-12-03,44,False
2017-12-10,38,False
2017-12-17,38,False
2017-12-24,38,False
2017-12-31,17,True
