date,EURGBP,isPartial
2016-05-22,19,False
2016-05-29,21,False
2016-06-05,20,False
2016-06-12,23,False
2016-06-19,100,False
2016-06-26,59,False
2016-07-03,38,False
2016-07-10,28,False
2016-07-17,24,False
2016-07-24,18,False
2016-07-31,20,False
2016-08-07,17,False
2016-08-14,19,False
2016-08-21,17,False
2016-08-28,15,False
2016-09-04,16,False
2016-09-11,14,False
2016-09-18,13,False
2016-09-25,15,False
2016-10-02,42,False
2016-10-09,30,False
2016-10-16,22,False
2016-10-23,15,False
2016-10-30,20,False
2016-11-06,23,False
2016-11-13,17,False
2016-11-20,20,False
2016-11-27,16,False
2016-12-04,18,False
2016-12-11,17,False
2016-12-18,11,False
2016-12-25,13,False
2017-01-01,10,False
2017-01-08,20,False
2017-01-15,27,False
2017-01-22,17,False
2017-01-29,14,False
2017-02-05,15,False
2017-02-12,12,False
2017-02-19,12,False
2017-02-26,15,False
2017-03-05,19,False
2017-03-12,17,False
2017-03-19,18,False
2017-03-26,20,False
2017-04-02,12,False
2017-04-09,12,False
2017-04-16,18,False
2017-04-23,18,False
2017-04-30,13,False
2017-05-07,12,False
2017-05-14,17,False
2017-05-21,13,False
2017-05-28,15,False
2017-06-04,34,False
2017-06-11,17,False
2017-06-18,14,False
2017-06-25,15,False
2017-07-02,14,False
2017-07-09,14,False
2017-07-16,17,False
2017-07-23,15,False
2017-07-30,18,False
2017-08-06,18,False
2017-08-13,18,False
2017-08-20,21,False
2017-08-27,32,False
2017-09-03,24,False
2017-09-10,23,False
2017-09-17,21,False
2017-09-24,18,False
2017-10-01,18,False
2017-10-08,16,False
2017-10-15,14,False
2017-10-22,19,False
2017-10-29,24,False
2017-11-05,15,False
2017-11-12,18,False
2017-11-19,15,False
2017-11-26,25,False
2017-12-03,29,False
2017-12-10,21,False
2017-12-17,18,False
2017-12-24,16,False
2017-12-31,17,True
