date,USDDKK,isPartial
2015-08-09,24,False
2015-08-16,26,False
2015-08-23,35,False
2015-08-30,14,False
2015-09-06,19,False
2015-09-13,18,False
2015-09-20,34,False
2015-09-27,30,False
2015-10-04,21,False
2015-10-11,13,False
2015-10-18,21,False
2015-10-25,22,False
2015-11-01,36,False
2015-11-08,43,False
2015-11-15,21,False
2015-11-22,19,False
2015-11-29,20,False
2015-12-06,25,False
2015-12-13,25,False
2015-12-20,14,False
2015-12-27,0,False
2016-01-03,39,False
2016-01-10,28,False
2016-01-17,28,False
2016-01-24,26,False
2016-01-31,26,False
2016-02-07,24,False
2016-02-14,25,False
2016-02-21,37,False
2016-02-28,43,False
2016-03-06,32,False
2016-03-13,27,False
2016-03-20,32,False
2016-03-27,72,False
2016-04-03,41,False
2016-04-10,41,False
2016-04-17,42,False
2016-04-24,41,False
2016-05-01,26,False
2016-05-08,31,False
2016-05-15,55,False
2016-05-22,31,False
2016-05-29,35,False
2016-06-05,35,False
2016-06-12,38,False
2016-06-19,18,False
2016-06-26,43,False
2016-07-03,21,False
2016-07-10,31,False
2016-07-17,32,False
2016-07-24,22,False
2016-07-31,51,False
2016-08-07,34,False
2016-08-14,20,False
2016-08-21,28,False
2016-08-28,23,False
2016-09-04,14,False
2016-09-11,13,False
2016-09-18,14,False
2016-09-25,13,False
2016-10-02,13,False
2016-10-09,26,False
2016-10-16,17,False
2016-10-23,22,False
2016-10-30,13,False
2016-11-06,24,False
2016-11-13,33,False
2016-11-20,20,False
2016-11-27,17,False
2016-12-04,36,False
2016-12-11,53,False
2016-12-18,19,False
2016-12-25,32,False
2017-01-01,41,False
2017-01-08,44,False
2017-01-15,17,False
2017-01-22,29,False
2017-01-29,26,False
2017-02-05,25,False
2017-02-12,43,False
2017-02-19,32,False
2017-02-26,34,False
2017-03-05,12,False
2017-03-12,25,False
2017-03-19,22,False
2017-03-26,19,False
2017-04-02,17,False
2017-04-09,16,False
2017-04-16,17,False
2017-04-23,22,False
2017-04-30,26,False
2017-05-07,22,False
2017-05-14,27,False
2017-05-21,22,False
2017-05-28,23,False
2017-06-04,38,False
2017-06-11,25,False
2017-06-18,23,False
2017-06-25,42,False
2017-07-02,31,False
2017-07-09,19,False
2017-07-16,26,False
2017-07-23,23,False
2017-07-30,36,False
2017-08-06,13,False
2017-08-13,30,False
2017-08-20,33,False
2017-08-27,33,False
2017-09-03,22,False
2017-09-10,22,False
2017-09-17,35,False
2017-09-24,22,False
2017-10-01,24,False
2017-10-08,22,False
2017-10-15,26,False
2017-10-22,26,False
2017-10-29,51,False
2017-11-05,40,False
2017-11-12,12,False
2017-11-19,17,False
2017-11-26,61,False
2017-12-03,100,False
2017-12-10,43,False
2017-12-17,42,False
2017-12-24,31,False
2017-12-31,30,True
