date,USDCOP,isPartial
2013-01-06,36,False
2013-01-13,20,False
2013-01-20,18,False
2013-01-27,30,False
2013-02-03,30,False
2013-02-10,18,False
2013-02-17,35,False
2013-02-24,23,False
2013-03-03,17,False
2013-03-10,39,False
2013-03-17,26,False
2013-03-24,0,False
2013-03-31,34,False
2013-04-07,26,False
2013-04-14,20,False
2013-04-21,17,False
2013-04-28,17,False
2013-05-05,0,False
2013-05-12,17,False
2013-05-19,17,False
2013-05-26,23,False
2013-06-02,29,False
2013-06-09,17,False
2013-06-16,23,False
2013-06-23,19,False
2013-06-30,20,False
2013-07-07,20,False
2013-07-14,18,False
2013-07-21,26,False
2013-07-28,52,False
2013-08-04,20,False
2013-08-11,18,False
2013-08-18,31,False
2013-08-25,18,False
2013-09-01,36,False
2013-09-08,28,False
2013-09-15,16,False
2013-09-22,57,False
2013-09-29,21,False
2013-10-06,18,False
2013-10-13,0,False
2013-10-20,18,False
2013-10-27,48,False
2013-11-03,32,False
2013-11-10,40,False
2013-11-17,21,False
2013-11-24,16,False
2013-12-01,21,False
2013-12-08,31,False
2013-12-15,16,False
2013-12-22,0,False
2013-12-29,23,False
2014-01-05,21,False
2014-01-12,15,False
2014-01-19,34,False
2014-01-26,30,False
2014-02-02,37,False
2014-02-09,25,False
2014-02-16,37,False
2014-02-23,17,False
2014-03-02,24,False
2014-03-09,15,False
2014-03-16,15,False
2014-03-23,39,False
2014-03-30,15,False
2014-04-06,33,False
2014-04-13,31,False
2014-04-20,22,False
2014-04-27,25,False
2014-05-04,32,False
2014-05-11,15,False
2014-05-18,21,False
2014-05-25,19,False
2014-06-01,0,False
2014-06-08,19,False
2014-06-15,18,False
2014-06-22,17,False
2014-06-29,17,False
2014-07-06,29,False
2014-07-13,29,False
2014-07-20,34,False
2014-07-27,23,False
2014-08-03,20,False
2014-08-10,31,False
2014-08-17,28,False
2014-08-24,24,False
2014-08-31,27,False
2014-09-07,21,False
2014-09-14,27,False
2014-09-21,78,False
2014-09-28,32,False
2014-10-05,31,False
2014-10-12,21,False
2014-10-19,34,False
2014-10-26,23,False
2014-11-02,33,False
2014-11-09,28,False
2014-11-16,39,False
2014-11-23,44,False
2014-11-30,40,False
2014-12-07,44,False
2014-12-14,99,False
2014-12-21,54,False
2014-12-28,30,False
2015-01-04,53,False
2015-01-11,47,False
2015-01-18,34,False
2015-01-25,38,False
2015-02-01,53,False
2015-02-08,46,False
2015-02-15,42,False
2015-02-22,64,False
2015-03-01,26,False
2015-03-08,71,False
2015-03-15,60,False
2015-03-22,28,False
2015-03-29,21,False
2015-04-05,50,False
2015-04-12,62,False
2015-04-19,36,False
2015-04-26,22,False
2015-05-03,33,False
2015-05-10,30,False
2015-05-17,38,False
2015-05-24,42,False
2015-05-31,41,False
2015-06-07,24,False
2015-06-14,38,False
2015-06-21,21,False
2015-06-28,32,False
2015-07-05,38,False
2015-07-12,39,False
2015-07-19,58,False
2015-07-26,52,False
2015-08-02,42,False
2015-08-09,49,False
2015-08-16,61,False
2015-08-23,100,False
2015-08-30,81,False
2015-09-06,76,False
2015-09-13,68,False
2015-09-20,94,False
2015-09-27,63,False
2015-10-04,49,False
2015-10-11,78,False
2015-10-18,72,False
2015-10-25,48,False
2015-11-01,53,False
2015-11-08,62,False
2015-11-15,21,False
2015-11-22,49,False
2015-11-29,45,False
2015-12-06,84,False
2015-12-13,89,False
2015-12-20,55,False
2015-12-27,67,False
2016-01-03,61,False
2016-01-10,69,False
2016-01-17,62,False
2016-01-24,51,False
2016-01-31,25,False
2016-02-07,59,False
2016-02-14,59,False
2016-02-21,64,False
2016-02-28,54,False
2016-03-06,65,False
2016-03-13,41,False
2016-03-20,63,False
2016-03-27,29,False
2016-04-03,36,False
2016-04-10,51,False
2016-04-17,40,False
2016-04-24,47,False
2016-05-01,55,False
2016-05-08,30,False
2016-05-15,25,False
2016-05-22,40,False
2016-05-29,34,False
2016-06-05,37,False
2016-06-12,55,False
2016-06-19,64,False
2016-06-26,60,False
2016-07-03,27,False
2016-07-10,73,False
2016-07-17,43,False
2016-07-24,58,False
2016-07-31,39,False
2016-08-07,44,False
2016-08-14,46,False
2016-08-21,48,False
2016-08-28,61,False
2016-09-04,61,False
2016-09-11,76,False
2016-09-18,64,False
2016-09-25,67,False
2016-10-02,88,False
2016-10-09,30,False
2016-10-16,33,False
2016-10-23,37,False
2016-10-30,48,False
2016-11-06,86,False
2016-11-13,55,False
2016-11-20,40,False
2016-11-27,92,False
2016-12-04,52,False
2016-12-11,46,False
2016-12-18,28,False
2016-12-25,46,False
2017-01-01,41,False
2017-01-08,52,False
2017-01-15,48,False
2017-01-22,38,False
2017-01-29,25,False
2017-02-05,67,False
2017-02-12,33,False
2017-02-19,32,False
2017-02-26,33,False
2017-03-05,59,False
2017-03-12,30,False
2017-03-19,46,False
2017-03-26,44,False
2017-04-02,34,False
2017-04-09,31,False
2017-04-16,44,False
2017-04-23,50,False
2017-04-30,33,False
2017-05-07,42,False
2017-05-14,36,False
2017-05-21,47,False
2017-05-28,32,False
2017-06-04,39,False
2017-06-11,40,False
2017-06-18,49,False
2017-06-25,48,False
2017-07-02,30,False
2017-07-09,40,False
2017-07-16,44,False
2017-07-23,40,False
2017-07-30,48,False
2017-08-06,35,False
2017-08-13,19,False
2017-08-20,32,False
2017-08-27,31,False
2017-09-03,38,False
2017-09-10,24,False
2017-09-17,47,False
2017-09-24,38,False
2017-10-01,28,False
2017-10-08,48,False
2017-10-15,34,False
2017-10-22,64,False
2017-10-29,40,False
2017-11-05,33,False
2017-11-12,29,False
2017-11-19,36,False
2017-11-26,26,False
2017-12-03,43,False
2017-12-10,43,False
2017-12-17,41,False
2017-12-24,14,False
2017-12-31,51,True
