date,GBPILS,isPartial
2017-07-16,33,False
2017-07-23,29,False
2017-07-30,25,False
2017-08-06,0,False
2017-08-13,29,False
2017-08-20,22,False
2017-08-27,0,False
2017-09-03,0,False
2017-09-10,59,False
2017-09-17,21,False
2017-09-24,21,False
2017-10-01,36,False
2017-10-08,24,False
2017-10-15,30,False
2017-10-22,23,False
2017-10-29,20,False
2017-11-05,20,False
2017-11-12,23,False
2017-11-19,27,False
2017-11-26,34,False
2017-12-03,20,False
2017-12-10,40,False
2017-12-17,28,False
2017-12-24,45,False
2017-12-31,53,True
