date,GBPTRY,isPartial
2017-09-24,50,False
2017-10-01,19,False
2017-10-08,42,False
2017-10-15,18,False
2017-10-22,31,False
2017-10-29,22,False
2017-11-05,35,False
2017-11-12,35,False
2017-11-19,42,False
2017-11-26,39,False
2017-12-03,44,False
2017-12-10,27,False
2017-12-17,25,False
2017-12-24,46,False
2017-12-31,32,True
