date,USDILS,isPartial
2013-01-06,48,False
2013-01-13,37,False
2013-01-20,20,False
2013-01-27,20,False
2013-02-03,58,False
2013-02-10,20,False
2013-02-17,36,False
2013-02-24,34,False
2013-03-03,58,False
2013-03-10,28,False
2013-03-17,29,False
2013-03-24,61,False
2013-03-31,34,False
2013-04-07,100,False
2013-04-14,53,False
2013-04-21,40,False
2013-04-28,66,False
2013-05-05,51,False
2013-05-12,43,False
2013-05-19,79,False
2013-05-26,79,False
2013-06-02,57,False
2013-06-09,56,False
2013-06-16,50,False
2013-06-23,79,False
2013-06-30,52,False
2013-07-07,35,False
2013-07-14,74,False
2013-07-21,29,False
2013-07-28,23,False
2013-08-04,35,False
2013-08-11,37,False
2013-08-18,21,False
2013-08-25,56,False
2013-09-01,49,False
2013-09-08,41,False
2013-09-15,88,False
2013-09-22,75,False
2013-09-29,40,False
2013-10-06,61,False
2013-10-13,41,False
2013-10-20,47,False
2013-10-27,27,False
2013-11-03,31,False
2013-11-10,47,False
2013-11-17,45,False
2013-11-24,33,False
2013-12-01,18,False
2013-12-08,54,False
2013-12-15,41,False
2013-12-22,37,False
2013-12-29,39,False
2014-01-05,35,False
2014-01-12,17,False
2014-01-19,31,False
2014-01-26,25,False
2014-02-02,33,False
2014-02-09,18,False
2014-02-16,30,False
2014-02-23,43,False
2014-03-02,38,False
2014-03-09,20,False
2014-03-16,39,False
2014-03-23,37,False
2014-03-30,25,False
2014-04-06,39,False
2014-04-13,21,False
2014-04-20,18,False
2014-04-27,51,False
2014-05-04,51,False
2014-05-11,25,False
2014-05-18,33,False
2014-05-25,19,False
2014-06-01,49,False
2014-06-08,35,False
2014-06-15,26,False
2014-06-22,58,False
2014-06-29,36,False
2014-07-06,39,False
2014-07-13,20,False
2014-07-20,21,False
2014-07-27,23,False
2014-08-03,20,False
2014-08-10,42,False
2014-08-17,38,False
2014-08-24,61,False
2014-08-31,53,False
2014-09-07,60,False
2014-09-14,26,False
2014-09-21,46,False
2014-09-28,26,False
2014-10-05,53,False
2014-10-12,65,False
2014-10-19,39,False
2014-10-26,71,False
2014-11-02,50,False
2014-11-09,44,False
2014-11-16,30,False
2014-11-23,57,False
2014-11-30,87,False
2014-12-07,89,False
2014-12-14,53,False
2014-12-21,20,False
2014-12-28,38,False
2015-01-04,50,False
2015-01-11,60,False
2015-01-18,72,False
2015-01-25,53,False
2015-02-01,36,False
2015-02-08,30,False
2015-02-15,36,False
2015-02-22,41,False
2015-03-01,47,False
2015-03-08,47,False
2015-03-15,83,False
2015-03-22,32,False
2015-03-29,59,False
2015-04-05,38,False
2015-04-12,41,False
2015-04-19,36,False
2015-04-26,42,False
2015-05-03,24,False
2015-05-10,0,False
2015-05-17,28,False
2015-05-24,16,False
2015-05-31,56,False
2015-06-07,24,False
2015-06-14,47,False
2015-06-21,59,False
2015-06-28,42,False
2015-07-05,54,False
2015-07-12,49,False
2015-07-19,57,False
2015-07-26,47,False
2015-08-02,60,False
2015-08-09,57,False
2015-08-16,53,False
2015-08-23,58,False
2015-08-30,29,False
2015-09-06,40,False
2015-09-13,28,False
2015-09-20,34,False
2015-09-27,44,False
2015-10-04,44,False
2015-10-11,35,False
2015-10-18,27,False
2015-10-25,39,False
2015-11-01,60,False
2015-11-08,26,False
2015-11-15,60,False
2015-11-22,33,False
2015-11-29,59,False
2015-12-06,26,False
2015-12-13,45,False
2015-12-20,43,False
2015-12-27,68,False
2016-01-03,65,False
2016-01-10,34,False
2016-01-17,29,False
2016-01-24,52,False
2016-01-31,40,False
2016-02-07,23,False
2016-02-14,31,False
2016-02-21,45,False
2016-02-28,61,False
2016-03-06,45,False
2016-03-13,57,False
2016-03-20,18,False
2016-03-27,75,False
2016-04-03,40,False
2016-04-10,63,False
2016-04-17,57,False
2016-04-24,51,False
2016-05-01,52,False
2016-05-08,69,False
2016-05-15,45,False
2016-05-22,37,False
2016-05-29,18,False
2016-06-05,35,False
2016-06-12,48,False
2016-06-19,59,False
2016-06-26,53,False
2016-07-03,56,False
2016-07-10,36,False
2016-07-17,56,False
2016-07-24,49,False
2016-07-31,43,False
2016-08-07,35,False
2016-08-14,20,False
2016-08-21,25,False
2016-08-28,66,False
2016-09-04,67,False
2016-09-11,48,False
2016-09-18,71,False
2016-09-25,35,False
2016-10-02,52,False
2016-10-09,27,False
2016-10-16,23,False
2016-10-23,32,False
2016-10-30,48,False
2016-11-06,45,False
2016-11-13,46,False
2016-11-20,51,False
2016-11-27,39,False
2016-12-04,76,False
2016-12-11,44,False
2016-12-18,41,False
2016-12-25,24,False
2017-01-01,46,False
2017-01-08,42,False
2017-01-15,38,False
2017-01-22,27,False
2017-01-29,58,False
2017-02-05,44,False
2017-02-12,47,False
2017-02-19,42,False
2017-02-26,73,False
2017-03-05,63,False
2017-03-12,52,False
2017-03-19,26,False
2017-03-26,53,False
2017-04-02,37,False
2017-04-09,44,False
2017-04-16,44,False
2017-04-23,42,False
2017-04-30,27,False
2017-05-07,48,False
2017-05-14,34,False
2017-05-21,68,False
2017-05-28,34,False
2017-06-04,39,False
2017-06-11,39,False
2017-06-18,77,False
2017-06-25,57,False
2017-07-02,52,False
2017-07-09,46,False
2017-07-16,40,False
2017-07-23,68,False
2017-07-30,89,False
2017-08-06,71,False
2017-08-13,56,False
2017-08-20,69,False
2017-08-27,50,False
2017-09-03,60,False
2017-09-10,38,False
2017-09-17,51,False
2017-09-24,54,False
2017-10-01,21,False
2017-10-08,43,False
2017-10-15,75,False
2017-10-22,69,False
2017-10-29,36,False
2017-11-05,35,False
2017-11-12,32,False
2017-11-19,50,False
2017-11-26,97,False
2017-12-03,78,False
2017-12-10,62,False
2017-12-17,86,False
2017-12-24,64,False
2017-12-31,79,True
