date,USDEUR,isPartial
2013-01-06,31,False
2013-01-13,26,False
2013-01-20,18,False
2013-01-27,21,False
2013-02-03,28,False
2013-02-10,21,False
2013-02-17,21,False
2013-02-24,22,False
2013-03-03,32,False
2013-03-10,20,False
2013-03-17,30,False
2013-03-24,43,False
2013-03-31,20,False
2013-04-07,28,False
2013-04-14,21,False
2013-04-21,31,False
2013-04-28,15,False
2013-05-05,29,False
2013-05-12,29,False
2013-05-19,26,False
2013-05-26,19,False
2013-06-02,18,False
2013-06-09,34,False
2013-06-16,25,False
2013-06-23,27,False
2013-06-30,16,False
2013-07-07,28,False
2013-07-14,15,False
2013-07-21,17,False
2013-07-28,22,False
2013-08-04,25,False
2013-08-11,30,False
2013-08-18,22,False
2013-08-25,21,False
2013-09-01,22,False
2013-09-08,21,False
2013-09-15,29,False
2013-09-22,16,False
2013-09-29,35,False
2013-10-06,25,False
2013-10-13,25,False
2013-10-20,16,False
2013-10-27,33,False
2013-11-03,42,False
2013-11-10,26,False
2013-11-17,17,False
2013-11-24,24,False
2013-12-01,24,False
2013-12-08,19,False
2013-12-15,24,False
2013-12-22,21,False
2013-12-29,14,False
2014-01-05,21,False
2014-01-12,24,False
2014-01-19,20,False
2014-01-26,21,False
2014-02-02,15,False
2014-02-09,19,False
2014-02-16,23,False
2014-02-23,26,False
2014-03-02,33,False
2014-03-09,24,False
2014-03-16,24,False
2014-03-23,31,False
2014-03-30,30,False
2014-04-06,20,False
2014-04-13,14,False
2014-04-20,20,False
2014-04-27,27,False
2014-05-04,32,False
2014-05-11,27,False
2014-05-18,16,False
2014-05-25,16,False
2014-06-01,22,False
2014-06-08,17,False
2014-06-15,28,False
2014-06-22,14,False
2014-06-29,28,False
2014-07-06,21,False
2014-07-13,30,False
2014-07-20,16,False
2014-07-27,17,False
2014-08-03,16,False
2014-08-10,29,False
2014-08-17,22,False
2014-08-24,29,False
2014-08-31,38,False
2014-09-07,35,False
2014-09-14,34,False
2014-09-21,35,False
2014-09-28,39,False
2014-10-05,49,False
2014-10-12,35,False
2014-10-19,29,False
2014-10-26,19,False
2014-11-02,37,False
2014-11-09,32,False
2014-11-16,30,False
2014-11-23,26,False
2014-11-30,19,False
2014-12-07,38,False
2014-12-14,30,False
2014-12-21,22,False
2014-12-28,35,False
2015-01-04,61,False
2015-01-11,70,False
2015-01-18,91,False
2015-01-25,72,False
2015-02-01,53,False
2015-02-08,44,False
2015-02-15,34,False
2015-02-22,39,False
2015-03-01,46,False
2015-03-08,95,False
2015-03-15,81,False
2015-03-22,58,False
2015-03-29,47,False
2015-04-05,33,False
2015-04-12,52,False
2015-04-19,34,False
2015-04-26,46,False
2015-05-03,30,False
2015-05-10,34,False
2015-05-17,43,False
2015-05-24,37,False
2015-05-31,62,False
2015-06-07,32,False
2015-06-14,48,False
2015-06-21,37,False
2015-06-28,82,False
2015-07-05,85,False
2015-07-12,49,False
2015-07-19,28,False
2015-07-26,34,False
2015-08-02,32,False
2015-08-09,37,False
2015-08-16,50,False
2015-08-23,62,False
2015-08-30,37,False
2015-09-06,31,False
2015-09-13,37,False
2015-09-20,33,False
2015-09-27,34,False
2015-10-04,31,False
2015-10-11,35,False
2015-10-18,34,False
2015-10-25,28,False
2015-11-01,32,False
2015-11-08,33,False
2015-11-15,27,False
2015-11-22,31,False
2015-11-29,50,False
2015-12-06,44,False
2015-12-13,42,False
2015-12-20,24,False
2015-12-27,25,False
2016-01-03,34,False
2016-01-10,34,False
2016-01-17,30,False
2016-01-24,31,False
2016-01-31,36,False
2016-02-07,27,False
2016-02-14,30,False
2016-02-21,27,False
2016-02-28,24,False
2016-03-06,31,False
2016-03-13,30,False
2016-03-20,31,False
2016-03-27,21,False
2016-04-03,28,False
2016-04-10,35,False
2016-04-17,30,False
2016-04-24,18,False
2016-05-01,24,False
2016-05-08,21,False
2016-05-15,29,False
2016-05-22,29,False
2016-05-29,28,False
2016-06-05,29,False
2016-06-12,29,False
2016-06-19,76,False
2016-06-26,58,False
2016-07-03,43,False
2016-07-10,32,False
2016-07-17,28,False
2016-07-24,17,False
2016-07-31,29,False
2016-08-07,19,False
2016-08-14,20,False
2016-08-21,29,False
2016-08-28,21,False
2016-09-04,22,False
2016-09-11,18,False
2016-09-18,23,False
2016-09-25,23,False
2016-10-02,31,False
2016-10-09,20,False
2016-10-16,30,False
2016-10-23,28,False
2016-10-30,24,False
2016-11-06,87,False
2016-11-13,49,False
2016-11-20,43,False
2016-11-27,35,False
2016-12-04,49,False
2016-12-11,56,False
2016-12-18,46,False
2016-12-25,28,False
2017-01-01,32,False
2017-01-08,34,False
2017-01-15,30,False
2017-01-22,26,False
2017-01-29,36,False
2017-02-05,29,False
2017-02-12,26,False
2017-02-19,22,False
2017-02-26,26,False
2017-03-05,27,False
2017-03-12,34,False
2017-03-19,21,False
2017-03-26,32,False
2017-04-02,24,False
2017-04-09,23,False
2017-04-16,28,False
2017-04-23,42,False
2017-04-30,36,False
2017-05-07,25,False
2017-05-14,37,False
2017-05-21,35,False
2017-05-28,34,False
2017-06-04,36,False
2017-06-11,25,False
2017-06-18,25,False
2017-06-25,43,False
2017-07-02,32,False
2017-07-09,21,False
2017-07-16,25,False
2017-07-23,43,False
2017-07-30,34,False
2017-08-06,40,False
2017-08-13,36,False
2017-08-20,18,False
2017-08-27,43,False
2017-09-03,40,False
2017-09-10,34,False
2017-09-17,27,False
2017-09-24,38,False
2017-10-01,32,False
2017-10-08,20,False
2017-10-15,32,False
2017-10-22,34,False
2017-10-29,31,False
2017-11-05,34,False
2017-11-12,32,False
2017-11-19,29,False
2017-11-26,70,False
2017-12-03,100,False
2017-12-10,92,False
2017-12-17,84,False
2017-12-24,44,False
2017-12-31,38,True
