date,USDPEN,isPartial
2017-07-16,56,False
2017-07-23,81,False
2017-07-30,75,False
2017-08-06,68,False
2017-08-13,54,False
2017-08-20,42,False
2017-08-27,33,False
2017-09-03,58,False
2017-09-10,57,False
2017-09-17,42,False
2017-09-24,41,False
2017-10-01,77,False
2017-10-08,41,False
2017-10-15,46,False
2017-10-22,61,False
2017-10-29,30,False
2017-11-05,60,False
2017-11-12,30,False
2017-11-19,45,False
2017-11-26,39,False
2017-12-03,32,False
2017-12-10,100,False
2017-12-17,88,False
2017-12-24,56,False
2017-12-31,76,True
