date,EURCAD,isPartial
2013-01-06,28,False
2013-01-13,26,False
2013-01-20,32,False
2013-01-27,20,False
2013-02-03,14,False
2013-02-10,18,False
2013-02-17,37,False
2013-02-24,29,False
2013-03-03,20,False
2013-03-10,22,False
2013-03-17,26,False
2013-03-24,20,False
2013-03-31,37,False
2013-04-07,31,False
2013-04-14,37,False
2013-04-21,37,False
2013-04-28,43,False
2013-05-05,46,False
2013-05-12,17,False
2013-05-19,28,False
2013-05-26,34,False
2013-06-02,20,False
2013-06-09,11,False
2013-06-16,37,False
2013-06-23,32,False
2013-06-30,26,False
2013-07-07,26,False
2013-07-14,44,False
2013-07-21,28,False
2013-07-28,20,False
2013-08-04,53,False
2013-08-11,23,False
2013-08-18,40,False
2013-08-25,34,False
2013-09-01,25,False
2013-09-08,21,False
2013-09-15,21,False
2013-09-22,19,False
2013-09-29,19,False
2013-10-06,24,False
2013-10-13,30,False
2013-10-20,25,False
2013-10-27,40,False
2013-11-03,37,False
2013-11-10,24,False
2013-11-17,23,False
2013-11-24,25,False
2013-12-01,41,False
2013-12-08,29,False
2013-12-15,46,False
2013-12-22,37,False
2013-12-29,23,False
2014-01-05,15,False
2014-01-12,18,False
2014-01-19,37,False
2014-01-26,32,False
2014-02-02,31,False
2014-02-09,34,False
2014-02-16,20,False
2014-02-23,17,False
2014-03-02,27,False
2014-03-09,45,False
2014-03-16,47,False
2014-03-23,12,False
2014-03-30,27,False
2014-04-06,32,False
2014-04-13,13,False
2014-04-20,20,False
2014-04-27,52,False
2014-05-04,22,False
2014-05-11,37,False
2014-05-18,26,False
2014-05-25,25,False
2014-06-01,33,False
2014-06-08,28,False
2014-06-15,22,False
2014-06-22,31,False
2014-06-29,23,False
2014-07-06,19,False
2014-07-13,31,False
2014-07-20,54,False
2014-07-27,26,False
2014-08-03,18,False
2014-08-10,33,False
2014-08-17,41,False
2014-08-24,27,False
2014-08-31,24,False
2014-09-07,37,False
2014-09-14,34,False
2014-09-21,39,False
2014-09-28,29,False
2014-10-05,34,False
2014-10-12,28,False
2014-10-19,21,False
2014-10-26,14,False
2014-11-02,32,False
2014-11-09,22,False
2014-11-16,30,False
2014-11-23,35,False
2014-11-30,35,False
2014-12-07,23,False
2014-12-14,39,False
2014-12-21,22,False
2014-12-28,22,False
2015-01-04,49,False
2015-01-11,36,False
2015-01-18,95,False
2015-01-25,61,False
2015-02-01,58,False
2015-02-08,35,False
2015-02-15,41,False
2015-02-22,30,False
2015-03-01,35,False
2015-03-08,51,False
2015-03-15,49,False
2015-03-22,30,False
2015-03-29,22,False
2015-04-05,51,False
2015-04-12,59,False
2015-04-19,42,False
2015-04-26,48,False
2015-05-03,33,False
2015-05-10,28,False
2015-05-17,35,False
2015-05-24,45,False
2015-05-31,66,False
2015-06-07,45,False
2015-06-14,38,False
2015-06-21,47,False
2015-06-28,50,False
2015-07-05,69,False
2015-07-12,96,False
2015-07-19,34,False
2015-07-26,33,False
2015-08-02,50,False
2015-08-09,42,False
2015-08-16,40,False
2015-08-23,53,False
2015-08-30,43,False
2015-09-06,61,False
2015-09-13,60,False
2015-09-20,49,False
2015-09-27,42,False
2015-10-04,48,False
2015-10-11,64,False
2015-10-18,41,False
2015-10-25,50,False
2015-11-01,28,False
2015-11-08,22,False
2015-11-15,39,False
2015-11-22,50,False
2015-11-29,47,False
2015-12-06,56,False
2015-12-13,33,False
2015-12-20,25,False
2015-12-27,34,False
2016-01-03,56,False
2016-01-10,95,False
2016-01-17,71,False
2016-01-24,36,False
2016-01-31,59,False
2016-02-07,50,False
2016-02-14,47,False
2016-02-21,42,False
2016-02-28,71,False
2016-03-06,76,False
2016-03-13,45,False
2016-03-20,28,False
2016-03-27,53,False
2016-04-03,40,False
2016-04-10,80,False
2016-04-17,34,False
2016-04-24,45,False
2016-05-01,57,False
2016-05-08,29,False
2016-05-15,48,False
2016-05-22,51,False
2016-05-29,42,False
2016-06-05,50,False
2016-06-12,41,False
2016-06-19,70,False
2016-06-26,33,False
2016-07-03,57,False
2016-07-10,31,False
2016-07-17,69,False
2016-07-24,46,False
2016-07-31,36,False
2016-08-07,40,False
2016-08-14,34,False
2016-08-21,27,False
2016-08-28,38,False
2016-09-04,55,False
2016-09-11,45,False
2016-09-18,33,False
2016-09-25,23,False
2016-10-02,28,False
2016-10-09,35,False
2016-10-16,43,False
2016-10-23,37,False
2016-10-30,41,False
2016-11-06,44,False
2016-11-13,36,False
2016-11-20,25,False
2016-11-27,59,False
2016-12-04,54,False
2016-12-11,54,False
2016-12-18,40,False
2016-12-25,41,False
2017-01-01,34,False
2017-01-08,36,False
2017-01-15,32,False
2017-01-22,34,False
2017-01-29,32,False
2017-02-05,57,False
2017-02-12,66,False
2017-02-19,49,False
2017-02-26,54,False
2017-03-05,55,False
2017-03-12,49,False
2017-03-19,70,False
2017-03-26,69,False
2017-04-02,42,False
2017-04-09,61,False
2017-04-16,55,False
2017-04-23,100,False
2017-04-30,91,False
2017-05-07,67,False
2017-05-14,58,False
2017-05-21,41,False
2017-05-28,32,False
2017-06-04,49,False
2017-06-11,56,False
2017-06-18,37,False
2017-06-25,47,False
2017-07-02,39,False
2017-07-09,48,False
2017-07-16,50,False
2017-07-23,40,False
2017-07-30,44,False
2017-08-06,50,False
2017-08-13,35,False
2017-08-20,61,False
