date,USDEUR,isPartial
2013-01-06,23,False
2013-01-13,20,False
2013-01-20,24,False
2013-01-27,25,False
2013-02-03,27,False
2013-02-10,20,False
2013-02-17,24,False
2013-02-24,27,False
2013-03-03,35,False
2013-03-10,26,False
2013-03-17,19,False
2013-03-24,34,False
2013-03-31,25,False
2013-04-07,30,False
2013-04-14,21,False
2013-04-21,29,False
2013-04-28,23,False
2013-05-05,24,False
2013-05-12,30,False
2013-05-19,18,False
2013-05-26,17,False
2013-06-02,21,False
2013-06-09,27,False
2013-06-16,21,False
2013-06-23,15,False
2013-06-30,19,False
2013-07-07,24,False
2013-07-14,16,False
2013-07-21,20,False
2013-07-28,31,False
2013-08-04,22,False
2013-08-11,30,False
2013-08-18,17,False
2013-08-25,22,False
2013-09-01,30,False
2013-09-08,18,False
2013-09-15,32,False
2013-09-22,13,False
2013-09-29,21,False
2013-10-06,22,False
2013-10-13,28,False
2013-10-20,10,False
2013-10-27,29,False
2013-11-03,41,False
2013-11-10,30,False
2013-11-17,16,False
2013-11-24,15,False
2013-12-01,30,False
2013-12-08,15,False
2013-12-15,14,False
2013-12-22,22,False
2013-12-29,12,False
2014-01-05,24,False
2014-01-12,22,False
2014-01-19,28,False
2014-01-26,15,False
2014-02-02,19,False
2014-02-09,17,False
2014-02-16,17,False
2014-02-23,28,False
2014-03-02,28,False
2014-03-09,23,False
2014-03-16,18,False
2014-03-23,26,False
2014-03-30,29,False
2014-04-06,12,False
2014-04-13,13,False
2014-04-20,17,False
2014-04-27,29,False
2014-05-04,31,False
2014-05-11,28,False
2014-05-18,17,False
2014-05-25,18,False
2014-06-01,18,False
2014-06-08,15,False
2014-06-15,29,False
2014-06-22,18,False
2014-06-29,24,False
2014-07-06,29,False
2014-07-13,32,False
2014-07-20,23,False
2014-07-27,18,False
2014-08-03,16,False
2014-08-10,22,False
2014-08-17,16,False
2014-08-24,26,False
2014-08-31,38,False
2014-09-07,32,False
2014-09-14,34,False
2014-09-21,32,False
2014-09-28,39,False
2014-10-05,41,False
2014-10-12,38,False
2014-10-19,29,False
2014-10-26,19,False
2014-11-02,40,False
2014-11-09,35,False
2014-11-16,30,False
2014-11-23,27,False
2014-11-30,23,False
2014-12-07,34,False
2014-12-14,25,False
2014-12-21,22,False
2014-12-28,33,False
2015-01-04,49,False
2015-01-11,80,False
2015-01-18,86,False
2015-01-25,67,False
2015-02-01,52,False
2015-02-08,50,False
2015-02-15,34,False
2015-02-22,39,False
2015-03-01,41,False
2015-03-08,99,False
2015-03-15,74,False
2015-03-22,53,False
2015-03-29,48,False
2015-04-05,36,False
2015-04-12,43,False
2015-04-19,31,False
2015-04-26,44,False
2015-05-03,32,False
2015-05-10,37,False
2015-05-17,37,False
2015-05-24,33,False
2015-05-31,60,False
2015-06-07,37,False
2015-06-14,45,False
2015-06-21,35,False
2015-06-28,81,False
2015-07-05,92,False
2015-07-12,50,False
2015-07-19,29,False
2015-07-26,35,False
