date,USDTWD,isPartial
2013-01-06,15,False
2013-01-13,12,False
2013-01-20,14,False
2013-01-27,23,False
2013-02-03,20,False
2013-02-10,12,False
2013-02-17,10,False
2013-02-24,0,False
2013-03-03,9,False
2013-03-10,15,False
2013-03-17,12,False
2013-03-24,12,False
2013-03-31,10,False
2013-04-07,12,False
2013-04-14,13,False
2013-04-21,8,False
2013-04-28,8,False
2013-05-05,13,False
2013-05-12,25,False
2013-05-19,8,False
2013-05-26,19,False
2013-06-02,15,False
2013-06-09,19,False
2013-06-16,17,False
2013-06-23,11,False
2013-06-30,11,False
2013-07-07,8,False
2013-07-14,14,False
2013-07-21,8,False
2013-07-28,16,False
2013-08-04,14,False
2013-08-11,16,False
2013-08-18,14,False
2013-08-25,8,False
2013-09-01,16,False
2013-09-08,11,False
2013-09-15,10,False
2013-09-22,15,False
2013-09-29,12,False
2013-10-06,17,False
2013-10-13,22,False
2013-10-20,13,False
2013-10-27,11,False
2013-11-03,25,False
2013-11-10,7,False
2013-11-17,14,False
2013-11-24,7,False
2013-12-01,13,False
2013-12-08,10,False
2013-12-15,11,False
2013-12-22,14,False
2013-12-29,9,False
2014-01-05,15,False
2014-01-12,20,False
2014-01-19,15,False
2014-01-26,7,False
2014-02-02,8,False
2014-02-09,0,False
2014-02-16,10,False
2014-02-23,0,False
2014-03-02,17,False
2014-03-09,10,False
2014-03-16,8,False
2014-03-23,11,False
2014-03-30,15,False
2014-04-06,20,False
2014-04-13,11,False
2014-04-20,15,False
2014-04-27,18,False
2014-05-04,7,False
2014-05-11,0,False
2014-05-18,12,False
2014-05-25,9,False
2014-06-01,0,False
2014-06-08,0,False
2014-06-15,15,False
2014-06-22,8,False
2014-06-29,8,False
2014-07-06,20,False
2014-07-13,19,False
2014-07-20,11,False
2014-07-27,8,False
2014-08-03,12,False
2014-08-10,9,False
2014-08-17,14,False
2014-08-24,7,False
2014-08-31,18,False
2014-09-07,14,False
2014-09-14,25,False
2014-09-21,10,False
2014-09-28,19,False
2014-10-05,8,False
2014-10-12,12,False
2014-10-19,14,False
2014-10-26,18,False
2014-11-02,22,False
2014-11-09,14,False
2014-11-16,22,False
2014-11-23,12,False
2014-11-30,19,False
2014-12-07,14,False
2014-12-14,10,False
2014-12-21,14,False
2014-12-28,7,False
2015-01-04,14,False
2015-01-11,14,False
2015-01-18,26,False
2015-01-25,9,False
2015-02-01,9,False
2015-02-08,10,False
2015-02-15,8,False
2015-02-22,7,False
2015-03-01,14,False
2015-03-08,23,False
2015-03-15,16,False
2015-03-22,12,False
2015-03-29,19,False
2015-04-05,9,False
2015-04-12,25,False
2015-04-19,16,False
2015-04-26,19,False
2015-05-03,9,False
2015-05-10,14,False
2015-05-17,9,False
2015-05-24,21,False
2015-05-31,16,False
2015-06-07,19,False
2015-06-14,17,False
2015-06-21,23,False
2015-06-28,16,False
2015-07-05,12,False
2015-07-12,9,False
2015-07-19,26,False
2015-07-26,16,False
2015-08-02,19,False
2015-08-09,23,False
2015-08-16,25,False
2015-08-23,34,False
2015-08-30,29,False
2015-09-06,22,False
2015-09-13,20,False
2015-09-20,20,False
2015-09-27,21,False
2015-10-04,17,False
2015-10-11,34,False
2015-10-18,9,False
2015-10-25,15,False
2015-11-01,22,False
2015-11-08,12,False
2015-11-15,6,False
2015-11-22,19,False
2015-11-29,15,False
2015-12-06,17,False
2015-12-13,31,False
2015-12-20,17,False
2015-12-27,13,False
2016-01-03,37,False
2016-01-10,42,False
