date,USDCAD,isPartial
2013-01-06,13,False
2013-01-13,10,False
2013-01-20,16,False
2013-01-27,17,False
2013-02-03,16,False
2013-02-10,13,False
2013-02-17,21,False
2013-02-24,16,False
2013-03-03,19,False
2013-03-10,17,False
2013-03-17,11,False
2013-03-24,13,False
2013-03-31,16,False
2013-04-07,14,False
2013-04-14,16,False
2013-04-21,11,False
2013-04-28,13,False
2013-05-05,12,False
2013-05-12,13,False
2013-05-19,14,False
2013-05-26,22,False
2013-06-02,13,False
2013-06-09,16,False
2013-06-16,20,False
2013-06-23,27,False
2013-06-30,23,False
2013-07-07,22,False
2013-07-14,22,False
2013-07-21,18,False
2013-07-28,15,False
2013-08-04,16,False
2013-08-11,19,False
2013-08-18,20,False
2013-08-25,23,False
2013-09-01,16,False
2013-09-08,21,False
2013-09-15,14,False
2013-09-22,14,False
2013-09-29,13,False
2013-10-06,16,False
2013-10-13,13,False
2013-10-20,13,False
2013-10-27,15,False
2013-11-03,22,False
2013-11-10,11,False
2013-11-17,13,False
2013-11-24,18,False
2013-12-01,25,False
2013-12-08,18,False
2013-12-15,17,False
2013-12-22,13,False
2013-12-29,15,False
2014-01-05,32,False
2014-01-12,32,False
2014-01-19,39,False
2014-01-26,38,False
2014-02-02,32,False
2014-02-09,20,False
2014-02-16,30,False
2014-02-23,21,False
2014-03-02,25,False
2014-03-09,19,False
2014-03-16,31,False
2014-03-23,31,False
2014-03-30,23,False
2014-04-06,22,False
2014-04-13,17,False
2014-04-20,18,False
2014-04-27,18,False
2014-05-04,20,False
2014-05-11,19,False
2014-05-18,12,False
2014-05-25,12,False
2014-06-01,19,False
2014-06-08,14,False
2014-06-15,17,False
2014-06-22,17,False
2014-06-29,21,False
2014-07-06,17,False
2014-07-13,21,False
2014-07-20,17,False
2014-07-27,21,False
2014-08-03,22,False
2014-08-10,13,False
2014-08-17,19,False
2014-08-24,21,False
2014-08-31,19,False
2014-09-07,22,False
2014-09-14,20,False
2014-09-21,23,False
2014-09-28,17,False
2014-10-05,24,False
2014-10-12,24,False
2014-10-19,15,False
2014-10-26,18,False
2014-11-02,34,False
2014-11-09,24,False
2014-11-16,24,False
2014-11-23,22,False
2014-11-30,29,False
2014-12-07,21,False
2014-12-14,34,False
2014-12-21,24,False
2014-12-28,24,False
2015-01-04,29,False
2015-01-11,38,False
2015-01-18,62,False
2015-01-25,57,False
2015-02-01,66,False
2015-02-08,33,False
2015-02-15,39,False
2015-02-22,38,False
2015-03-01,31,False
2015-03-08,41,False
2015-03-15,47,False
2015-03-22,30,False
2015-03-29,26,False
2015-04-05,31,False
2015-04-12,49,False
2015-04-19,40,False
2015-04-26,28,False
2015-05-03,29,False
2015-05-10,34,False
2015-05-17,31,False
2015-05-24,40,False
2015-05-31,36,False
2015-06-07,32,False
2015-06-14,30,False
2015-06-21,29,False
2015-06-28,41,False
2015-07-05,45,False
2015-07-12,64,False
2015-07-19,44,False
2015-07-26,50,False
2015-08-02,50,False
2015-08-09,51,False
2015-08-16,51,False
2015-08-23,46,False
2015-08-30,47,False
2015-09-06,36,False
2015-09-13,33,False
2015-09-20,37,False
2015-09-27,33,False
2015-10-04,43,False
2015-10-11,38,False
2015-10-18,46,False
2015-10-25,37,False
2015-11-01,31,False
2015-11-08,32,False
2015-11-15,33,False
2015-11-22,32,False
2015-11-29,43,False
2015-12-06,61,False
2015-12-13,77,False
2015-12-20,58,False
2015-12-27,44,False
2016-01-03,65,False
2016-01-10,88,False
2016-01-17,100,False
2016-01-24,72,False
2016-01-31,69,False
2016-02-07,53,False
2016-02-14,49,False
2016-02-21,59,False
2016-02-28,53,False
2016-03-06,59,False
2016-03-13,54,False
2016-03-20,50,False
2016-03-27,51,False
2016-04-03,45,False
2016-04-10,59,False
2016-04-17,60,False
2016-04-24,46,False
2016-05-01,62,False
2016-05-08,46,False
2016-05-15,43,False
