date,EURUSD,isPartial
2013-01-06,40,False
2013-01-13,40,False
2013-01-20,29,False
2013-01-27,42,False
2013-02-03,40,False
2013-02-10,32,False
2013-02-17,32,False
2013-02-24,38,False
2013-03-03,37,False
2013-03-10,36,False
2013-03-17,39,False
2013-03-24,46,False
2013-03-31,35,False
2013-04-07,36,False
2013-04-14,35,False
2013-04-21,29,False
2013-04-28,36,False
2013-05-05,32,False
2013-05-12,34,False
2013-05-19,31,False
2013-05-26,32,False
2013-06-02,30,False
2013-06-09,34,False
2013-06-16,38,False
2013-06-23,34,False
2013-06-30,39,False
2013-07-07,42,False
2013-07-14,29,False
2013-07-21,27,False
2013-07-28,33,False
2013-08-04,31,False
2013-08-11,31,False
2013-08-18,32,False
2013-08-25,26,False
2013-09-01,30,False
2013-09-08,26,False
2013-09-15,37,False
2013-09-22,32,False
2013-09-29,33,False
2013-10-06,29,False
2013-10-13,35,False
2013-10-20,36,False
2013-10-27,34,False
2013-11-03,38,False
2013-11-10,33,False
2013-11-17,33,False
2013-11-24,31,False
2013-12-01,32,False
2013-12-08,31,False
2013-12-15,31,False
2013-12-22,29,False
2013-12-29,29,False
2014-01-05,28,False
2014-01-12,31,False
2014-01-19,35,False
2014-01-26,31,False
2014-02-02,31,False
2014-02-09,31,False
2014-02-16,31,False
2014-02-23,32,False
2014-03-02,38,False
2014-03-09,38,False
2014-03-16,37,False
2014-03-23,33,False
2014-03-30,32,False
2014-04-06,32,False
2014-04-13,26,False
2014-04-20,28,False
2014-04-27,28,False
2014-05-04,40,False
2014-05-11,34,False
2014-05-18,29,False
2014-05-25,29,False
2014-06-01,40,False
2014-06-08,33,False
2014-06-15,28,False
2014-06-22,33,False
2014-06-29,29,False
2014-07-06,26,False
2014-07-13,31,False
2014-07-20,30,False
2014-07-27,30,False
2014-08-03,27,False
2014-08-10,30,False
2014-08-17,31,False
2014-08-24,37,False
2014-08-31,43,False
2014-09-07,37,False
2014-09-14,36,False
2014-09-21,34,False
2014-09-28,45,False
2014-10-05,40,False
2014-10-12,40,False
2014-10-19,32,False
2014-10-26,39,False
2014-11-02,40,False
2014-11-09,41,False
2014-11-16,34,False
2014-11-23,34,False
2014-11-30,41,False
2014-12-07,41,False
2014-12-14,43,False
2014-12-21,28,False
2014-12-28,41,False
2015-01-04,59,False
2015-01-11,65,False
2015-01-18,88,False
2015-01-25,76,False
2015-02-01,61,False
2015-02-08,49,False
