date,USDILS,isPartial
2013-01-06,24,False
2013-01-13,27,False
2013-01-20,20,False
2013-01-27,39,False
2013-02-03,73,False
2013-02-10,41,False
2013-02-17,44,False
2013-02-24,58,False
2013-03-03,72,False
2013-03-10,49,False
2013-03-17,21,False
2013-03-24,50,False
2013-03-31,34,False
2013-04-07,57,False
2013-04-14,36,False
2013-04-21,39,False
2013-04-28,44,False
2013-05-05,46,False
2013-05-12,42,False
2013-05-19,64,False
2013-05-26,78,False
2013-06-02,70,False
2013-06-09,56,False
2013-06-16,50,False
2013-06-23,65,False
2013-06-30,96,False
2013-07-07,51,False
2013-07-14,88,False
2013-07-21,44,False
2013-07-28,44,False
2013-08-04,46,False
2013-08-11,34,False
2013-08-18,21,False
2013-08-25,63,False
2013-09-01,48,False
2013-09-08,21,False
2013-09-15,54,False
2013-09-22,27,False
2013-09-29,40,False
2013-10-06,61,False
2013-10-13,34,False
2013-10-20,33,False
2013-10-27,42,False
2013-11-03,21,False
2013-11-10,31,False
2013-11-17,45,False
2013-11-24,40,False
2013-12-01,35,False
2013-12-08,27,False
2013-12-15,40,False
2013-12-22,82,False
2013-12-29,59,False
2014-01-05,18,False
2014-01-12,26,False
2014-01-19,56,False
2014-01-26,31,False
2014-02-02,41,False
2014-02-09,29,False
2014-02-16,23,False
2014-02-23,48,False
2014-03-02,44,False
2014-03-09,31,False
2014-03-16,31,False
2014-03-23,39,False
2014-03-30,25,False
2014-04-06,49,False
2014-04-13,20,False
2014-04-20,35,False
2014-04-27,38,False
2014-05-04,34,False
2014-05-11,19,False
2014-05-18,21,False
2014-05-25,19,False
2014-06-01,28,False
2014-06-08,28,False
2014-06-15,28,False
2014-06-22,29,False
2014-06-29,43,False
2014-07-06,29,False
2014-07-13,49,False
2014-07-20,22,False
2014-07-27,33,False
2014-08-03,20,False
2014-08-10,49,False
2014-08-17,38,False
2014-08-24,74,False
2014-08-31,31,False
2014-09-07,40,False
2014-09-14,39,False
2014-09-21,32,False
2014-09-28,33,False
2014-10-05,59,False
2014-10-12,65,False
2014-10-19,58,False
2014-10-26,61,False
2014-11-02,44,False
2014-11-09,25,False
2014-11-16,30,False
2014-11-23,69,False
2014-11-30,68,False
2014-12-07,88,False
2014-12-14,62,False
2014-12-21,39,False
2014-12-28,67,False
2015-01-04,17,False
2015-01-11,48,False
2015-01-18,60,False
2015-01-25,24,False
2015-02-01,29,False
2015-02-08,24,False
2015-02-15,43,False
2015-02-22,41,False
2015-03-01,53,False
2015-03-08,53,False
2015-03-15,92,False
2015-03-22,38,False
2015-03-29,76,False
2015-04-05,36,False
2015-04-12,73,False
2015-04-19,24,False
2015-04-26,47,False
2015-05-03,36,False
2015-05-10,33,False
2015-05-17,30,False
2015-05-24,16,False
2015-05-31,42,False
2015-06-07,28,False
2015-06-14,53,False
2015-06-21,77,False
2015-06-28,54,False
2015-07-05,30,False
2015-07-12,67,False
2015-07-19,30,False
2015-07-26,48,False
2015-08-02,66,False
2015-08-09,41,False
2015-08-16,100,False
2015-08-23,87,False
2015-08-30,40,False
2015-09-06,29,False
2015-09-13,61,False
2015-09-20,35,False
2015-09-27,50,False
2015-10-04,55,False
2015-10-11,35,False
2015-10-18,34,False
2015-10-25,66,False
2015-11-01,60,False
2015-11-08,33,False
2015-11-15,30,False
2015-11-22,34,False
2015-11-29,54,False
2015-12-06,20,False
2015-12-13,33,False
2015-12-20,68,False
2015-12-27,34,False
2016-01-03,64,False
2016-01-10,51,False
2016-01-17,40,False
2016-01-24,51,False
2016-01-31,45,False
2016-02-07,23,False
2016-02-14,46,False
2016-02-21,39,False
2016-02-28,31,False
2016-03-06,39,False
2016-03-13,51,False
2016-03-20,27,False
2016-03-27,52,False
2016-04-03,79,False
2016-04-10,54,False
2016-04-17,74,False
2016-04-24,39,False
2016-05-01,35,False
2016-05-08,34,False
2016-05-15,45,False
2016-05-22,52,False
2016-05-29,23,False
2016-06-05,46,False
2016-06-12,55,False
2016-06-19,46,False
2016-06-26,64,False
2016-07-03,56,False
2016-07-10,73,False
2016-07-17,37,False
2016-07-24,49,False
2016-07-31,43,False
2016-08-07,17,False
2016-08-14,32,False
2016-08-21,43,False
2016-08-28,36,False
2016-09-04,48,False
2016-09-11,19,False
2016-09-18,53,False
2016-09-25,35,False
2016-10-02,52,False
2016-10-09,23,False
2016-10-16,18,False
2016-10-23,40,False
2016-10-30,32,False
2016-11-06,51,False
2016-11-13,29,False
2016-11-20,62,False
2016-11-27,26,False
2016-12-04,65,False
2016-12-11,61,False
2016-12-18,53,False
2016-12-25,24,False
2017-01-01,34,False
2017-01-08,38,False
2017-01-15,53,False
2017-01-22,37,False
2017-01-29,26,False
2017-02-05,29,False
2017-02-12,36,False
2017-02-19,48,False
2017-02-26,82,False
2017-03-05,77,False
2017-03-12,62,False
2017-03-19,47,False
2017-03-26,53,False
2017-04-02,42,False
2017-04-09,49,False
2017-04-16,22,False
2017-04-23,26,False
2017-04-30,32,False
2017-05-07,63,False
2017-05-14,67,False
2017-05-21,62,False
2017-05-28,53,False
2017-06-04,33,False
2017-06-11,35,False
2017-06-18,66,False
2017-06-25,63,False
2017-07-02,46,False
2017-07-09,40,False
2017-07-16,57,False
2017-07-23,62,False
2017-07-30,88,False
2017-08-06,27,False
2017-08-13,61,False
2017-08-20,55,False
2017-08-27,66,False
2017-09-03,60,False
2017-09-10,69,False
2017-09-17,48,False
2017-09-24,37,False
2017-10-01,48,False
2017-10-08,50,False
2017-10-15,75,False
2017-10-22,73,False
2017-10-29,22,False
2017-11-05,35,False
2017-11-12,20,False
2017-11-19,50,False
2017-11-26,56,False
2017-12-03,73,False
2017-12-10,83,False
2017-12-17,70,False
2017-12-24,63,False
2017-12-31,85,True
