date,EURGBP,isPartial
2013-01-06,9,False
2013-01-13,8,False
2013-01-20,16,False
2013-01-27,9,False
2013-02-03,17,False
2013-02-10,8,False
2013-02-17,12,False
2013-02-24,12,False
2013-03-03,7,False
2013-03-10,14,False
2013-03-17,17,False
2013-03-24,15,False
2013-03-31,5,False
2013-04-07,7,False
2013-04-14,11,False
2013-04-21,7,False
2013-04-28,10,False
2013-05-05,9,False
2013-05-12,7,False
2013-05-19,7,False
2013-05-26,9,False
2013-06-02,12,False
2013-06-09,7,False
2013-06-16,7,False
2013-06-23,7,False
2013-06-30,5,False
2013-07-07,13,False
2013-07-14,7,False
2013-07-21,7,False
2013-07-28,9,False
2013-08-04,7,False
2013-08-11,10,False
2013-08-18,9,False
2013-08-25,9,False
2013-09-01,11,False
2013-09-08,11,False
2013-09-15,10,False
2013-09-22,11,False
2013-09-29,9,False
2013-10-06,8,False
2013-10-13,9,False
2013-10-20,8,False
2013-10-27,8,False
2013-11-03,11,False
2013-11-10,9,False
2013-11-17,7,False
2013-11-24,10,False
2013-12-01,9,False
2013-12-08,7,False
2013-12-15,12,False
2013-12-22,4,False
2013-12-29,9,False
2014-01-05,11,False
2014-01-12,13,False
2014-01-19,10,False
2014-01-26,11,False
2014-02-02,12,False
2014-02-09,12,False
2014-02-16,13,False
2014-02-23,12,False
2014-03-02,10,False
2014-03-09,12,False
2014-03-16,10,False
2014-03-23,9,False
2014-03-30,10,False
2014-04-06,10,False
2014-04-13,8,False
2014-04-20,6,False
2014-04-27,7,False
2014-05-04,8,False
2014-05-11,10,False
2014-05-18,9,False
2014-05-25,9,False
2014-06-01,12,False
2014-06-08,10,False
2014-06-15,10,False
2014-06-22,10,False
2014-06-29,11,False
2014-07-06,10,False
2014-07-13,12,False
2014-07-20,9,False
2014-07-27,8,False
2014-08-03,12,False
2014-08-10,9,False
2014-08-17,8,False
2014-08-24,13,False
2014-08-31,11,False
2014-09-07,14,False
2014-09-14,14,False
2014-09-21,13,False
2014-09-28,14,False
2014-10-05,11,False
2014-10-12,12,False
2014-10-19,8,False
2014-10-26,9,False
2014-11-02,10,False
2014-11-09,10,False
2014-11-16,12,False
2014-11-23,12,False
2014-11-30,9,False
2014-12-07,10,False
2014-12-14,9,False
2014-12-21,5,False
2014-12-28,13,False
2015-01-04,16,False
2015-01-11,19,False
2015-01-18,22,False
2015-01-25,23,False
2015-02-01,19,False
2015-02-08,17,False
2015-02-15,12,False
2015-02-22,14,False
2015-03-01,17,False
2015-03-08,24,False
2015-03-15,18,False
2015-03-22,12,False
2015-03-29,17,False
2015-04-05,15,False
2015-04-12,14,False
2015-04-19,11,False
2015-04-26,9,False
2015-05-03,19,False
2015-05-10,19,False
2015-05-17,16,False
2015-05-24,12,False
2015-05-31,12,False
2015-06-07,9,False
2015-06-14,12,False
2015-06-21,18,False
2015-06-28,24,False
2015-07-05,19,False
2015-07-12,19,False
2015-07-19,19,False
2015-07-26,16,False
2015-08-02,16,False
2015-08-09,16,False
2015-08-16,13,False
2015-08-23,21,False
2015-08-30,16,False
2015-09-06,12,False
2015-09-13,11,False
2015-09-20,13,False
2015-09-27,16,False
2015-10-04,13,False
2015-10-11,11,False
2015-10-18,15,False
2015-10-25,8,False
2015-11-01,16,False
2015-11-08,13,False
2015-11-15,17,False
2015-11-22,10,False
2015-11-29,18,False
2015-12-06,11,False
2015-12-13,13,False
2015-12-20,13,False
2015-12-27,13,False
2016-01-03,14,False
2016-01-10,18,False
2016-01-17,22,False
2016-01-24,16,False
2016-01-31,17,False
2016-02-07,16,False
2016-02-14,16,False
2016-02-21,21,False
2016-02-28,18,False
2016-03-06,16,False
2016-03-13,13,False
2016-03-20,21,False
2016-03-27,18,False
2016-04-03,18,False
2016-04-10,16,False
2016-04-17,16,False
2016-04-24,13,False
2016-05-01,15,False
2016-05-08,11,False
2016-05-15,18,False
2016-05-22,16,False
2016-05-29,19,False
2016-06-05,24,False
2016-06-12,22,False
2016-06-19,100,False
2016-06-26,60,False
2016-07-03,35,False
2016-07-10,28,False
2016-07-17,20,False
2016-07-24,21,False
2016-07-31,23,False
2016-08-07,24,False
2016-08-14,17,False
2016-08-21,14,False
2016-08-28,18,False
2016-09-04,16,False
2016-09-11,15,False
2016-09-18,15,False
2016-09-25,17,False
2016-10-02,43,False
2016-10-09,35,False
