date,EURAUD,isPartial
2013-01-06,41,False
2013-01-13,29,False
2013-01-20,18,False
2013-01-27,57,False
2013-02-03,39,False
2013-02-10,25,False
2013-02-17,42,False
2013-02-24,25,False
2013-03-03,63,False
2013-03-10,31,False
2013-03-17,35,False
2013-03-24,50,False
2013-03-31,49,False
2013-04-07,35,False
2013-04-14,45,False
2013-04-21,31,False
2013-04-28,28,False
2013-05-05,46,False
2013-05-12,59,False
2013-05-19,45,False
2013-05-26,59,False
2013-06-02,62,False
2013-06-09,92,False
2013-06-16,73,False
2013-06-23,70,False
2013-06-30,76,False
2013-07-07,100,False
2013-07-14,36,False
2013-07-21,46,False
2013-07-28,57,False
2013-08-04,58,False
2013-08-11,43,False
2013-08-18,35,False
2013-08-25,47,False
2013-09-01,51,False
2013-09-08,40,False
2013-09-15,43,False
2013-09-22,30,False
2013-09-29,30,False
2013-10-06,55,False
2013-10-13,43,False
2013-10-20,42,False
2013-10-27,42,False
2013-11-03,45,False
2013-11-10,29,False
2013-11-17,51,False
2013-11-24,68,False
2013-12-01,47,False
2013-12-08,48,False
2013-12-15,43,False
2013-12-22,40,False
2013-12-29,24,False
2014-01-05,47,False
2014-01-12,49,False
2014-01-19,58,False
2014-01-26,46,False
2014-02-02,41,False
2014-02-09,66,False
2014-02-16,55,False
2014-02-23,27,False
2014-03-02,45,False
2014-03-09,58,False
2014-03-16,58,False
2014-03-23,57,False
2014-03-30,42,False
2014-04-06,58,False
2014-04-13,52,False
2014-04-20,40,False
2014-04-27,34,False
2014-05-04,55,False
2014-05-11,27,False
2014-05-18,60,False
2014-05-25,17,False
2014-06-01,51,False
2014-06-08,41,False
2014-06-15,54,False
2014-06-22,41,False
2014-06-29,49,False
2014-07-06,20,False
2014-07-13,34,False
2014-07-20,35,False
2014-07-27,45,False
2014-08-03,29,False
2014-08-10,42,False
2014-08-17,20,False
2014-08-24,40,False
2014-08-31,32,False
2014-09-07,71,False
2014-09-14,48,False
2014-09-21,48,False
2014-09-28,48,False
2014-10-05,38,False
2014-10-12,19,False
2014-10-19,25,False
2014-10-26,38,False
2014-11-02,43,False
2014-11-09,40,False
2014-11-16,34,False
2014-11-23,31,False
2014-11-30,45,False
2014-12-07,46,False
2014-12-14,63,False
2014-12-21,48,False
2014-12-28,46,False
2015-01-04,63,False
2015-01-11,74,False
2015-01-18,46,False
2015-01-25,57,False
2015-02-01,72,False
2015-02-08,61,False
2015-02-15,36,False
2015-02-22,46,False
2015-03-01,35,False
2015-03-08,72,False
2015-03-15,66,False
2015-03-22,71,False
2015-03-29,57,False
2015-04-05,62,False
2015-04-12,69,False
2015-04-19,35,False
2015-04-26,73,False
2015-05-03,38,False
2015-05-10,40,False
2015-05-17,46,False
2015-05-24,32,False
2015-05-31,20,False
2015-06-07,35,False
2015-06-14,29,False
2015-06-21,43,False
2015-06-28,47,False
2015-07-05,49,False
2015-07-12,47,False
2015-07-19,59,False
2015-07-26,46,False
2015-08-02,44,False
2015-08-09,37,False
2015-08-16,63,False
2015-08-23,70,False
2015-08-30,64,False
2015-09-06,61,False
2015-09-13,79,False
2015-09-20,52,False
2015-09-27,46,False
2015-10-04,59,False
2015-10-11,43,False
2015-10-18,61,False
2015-10-25,45,False
2015-11-01,48,False
2015-11-08,51,False
2015-11-15,61,False
2015-11-22,61,False
2015-11-29,69,False
2015-12-06,58,False
2015-12-13,57,False
2015-12-20,39,False
2015-12-27,45,False
2016-01-03,51,False
2016-01-10,44,False
2016-01-17,50,False
2016-01-24,56,False
2016-01-31,56,False
2016-02-07,67,False
2016-02-14,55,False
2016-02-21,49,False
2016-02-28,68,False
2016-03-06,82,False
2016-03-13,71,False
2016-03-20,46,False
2016-03-27,62,False
2016-04-03,36,False
2016-04-10,61,False
2016-04-17,44,False
2016-04-24,47,False
2016-05-01,51,False
2016-05-08,61,False
2016-05-15,69,False
2016-05-22,45,False
2016-05-29,51,False
2016-06-05,48,False
2016-06-12,39,False
2016-06-19,77,False
2016-06-26,66,False
2016-07-03,57,False
2016-07-10,77,False
2016-07-17,57,False
2016-07-24,30,False
2016-07-31,48,False
2016-08-07,77,False
2016-08-14,54,False
2016-08-21,54,False
2016-08-28,82,False
2016-09-04,50,False
2016-09-11,70,False
2016-09-18,43,False
2016-09-25,40,False
2016-10-02,37,False
2016-10-09,31,False
2016-10-16,76,False
2016-10-23,56,False
2016-10-30,42,False
2016-11-06,54,False
2016-11-13,33,False
2016-11-20,41,False
2016-11-27,70,False
2016-12-04,26,False
2016-12-11,32,False
2016-12-18,32,False
2016-12-25,53,False
2017-01-01,36,False
2017-01-08,57,False
2017-01-15,71,False
2017-01-22,52,False
2017-01-29,33,False
2017-02-05,85,False
2017-02-12,51,False
2017-02-19,80,False
2017-02-26,43,False
2017-03-05,84,False
2017-03-12,70,False
2017-03-19,79,False
2017-03-26,74,False
2017-04-02,62,False
2017-04-09,35,False
2017-04-16,65,False
2017-04-23,74,False
2017-04-30,55,False
2017-05-07,54,False
2017-05-14,65,False
2017-05-21,39,False
2017-05-28,66,False
2017-06-04,51,False
2017-06-11,46,False
2017-06-18,48,False
2017-06-25,47,False
2017-07-02,71,False
2017-07-09,53,False
2017-07-16,56,False
2017-07-23,58,False
2017-07-30,78,False
2017-08-06,56,False
2017-08-13,78,False
2017-08-20,67,False
2017-08-27,65,False
2017-09-03,34,False
2017-09-10,36,False
2017-09-17,60,False
2017-09-24,62,False
2017-10-01,44,False
2017-10-08,39,False
2017-10-15,39,False
2017-10-22,43,False
2017-10-29,41,False
2017-11-05,38,False
2017-11-12,90,False
2017-11-19,80,False
2017-11-26,50,False
2017-12-03,91,False
2017-12-10,78,False
2017-12-17,79,False
2017-12-24,59,False
2017-12-31,36,True
