date,USDAUD,isPartial
2013-01-06,13,False
2013-01-13,15,False
2013-01-20,8,False
2013-01-27,17,False
2013-02-03,10,False
2013-02-10,10,False
2013-02-17,29,False
2013-02-24,18,False
2013-03-03,9,False
2013-03-10,8,False
2013-03-17,18,False
2013-03-24,21,False
2013-03-31,18,False
2013-04-07,12,False
2013-04-14,15,False
2013-04-21,14,False
2013-04-28,0,False
2013-05-05,24,False
2013-05-12,41,False
2013-05-19,41,False
2013-05-26,33,False
2013-06-02,47,False
2013-06-09,50,False
2013-06-16,24,False
2013-06-23,30,False
2013-06-30,46,False
2013-07-07,31,False
2013-07-14,30,False
2013-07-21,21,False
2013-07-28,39,False
2013-08-04,18,False
2013-08-11,37,False
2013-08-18,33,False
2013-08-25,26,False
2013-09-01,20,False
2013-09-08,34,False
2013-09-15,40,False
2013-09-22,23,False
2013-09-29,20,False
2013-10-06,28,False
2013-10-13,15,False
2013-10-20,28,False
2013-10-27,20,False
2013-11-03,17,False
2013-11-10,25,False
2013-11-17,27,False
2013-11-24,17,False
2013-12-01,13,False
2013-12-08,25,False
2013-12-15,8,False
2013-12-22,21,False
2013-12-29,16,False
2014-01-05,24,False
2014-01-12,26,False
2014-01-19,21,False
2014-01-26,18,False
2014-02-02,19,False
2014-02-09,26,False
2014-02-16,21,False
2014-02-23,39,False
2014-03-02,16,False
2014-03-09,16,False
2014-03-16,23,False
2014-03-23,18,False
2014-03-30,23,False
2014-04-06,18,False
2014-04-13,19,False
2014-04-20,25,False
2014-04-27,13,False
2014-05-04,23,False
2014-05-11,21,False
2014-05-18,15,False
2014-05-25,17,False
2014-06-01,14,False
2014-06-08,18,False
2014-06-15,14,False
2014-06-22,21,False
2014-06-29,24,False
2014-07-06,20,False
2014-07-13,15,False
2014-07-20,16,False
2014-07-27,8,False
2014-08-03,0,False
2014-08-10,24,False
2014-08-17,14,False
2014-08-24,8,False
2014-08-31,23,False
2014-09-07,14,False
2014-09-14,15,False
2014-09-21,27,False
2014-09-28,19,False
2014-10-05,26,False
2014-10-12,30,False
2014-10-19,26,False
2014-10-26,13,False
2014-11-02,11,False
2014-11-09,25,False
2014-11-16,19,False
2014-11-23,8,False
2014-11-30,34,False
2014-12-07,25,False
2014-12-14,45,False
2014-12-21,15,False
2014-12-28,26,False
2015-01-04,23,False
2015-01-11,23,False
2015-01-18,25,False
2015-01-25,44,False
2015-02-01,47,False
2015-02-08,12,False
2015-02-15,23,False
2015-02-22,32,False
2015-03-01,35,False
2015-03-08,34,False
2015-03-15,27,False
2015-03-22,29,False
2015-03-29,32,False
2015-04-05,20,False
2015-04-12,27,False
2015-04-19,49,False
2015-04-26,28,False
2015-05-03,17,False
2015-05-10,20,False
2015-05-17,45,False
2015-05-24,32,False
2015-05-31,27,False
2015-06-07,20,False
2015-06-14,27,False
2015-06-21,15,False
2015-06-28,23,False
2015-07-05,30,False
2015-07-12,28,False
2015-07-19,33,False
2015-07-26,40,False
2015-08-02,35,False
2015-08-09,32,False
2015-08-16,37,False
2015-08-23,51,False
2015-08-30,34,False
2015-09-06,52,False
2015-09-13,37,False
2015-09-20,21,False
2015-09-27,30,False
2015-10-04,19,False
2015-10-11,36,False
2015-10-18,23,False
2015-10-25,16,False
2015-11-01,25,False
2015-11-08,23,False
2015-11-15,27,False
2015-11-22,18,False
2015-11-29,23,False
2015-12-06,27,False
2015-12-13,37,False
2015-12-20,23,False
2015-12-27,23,False
2016-01-03,32,False
2016-01-10,38,False
2016-01-17,17,False
2016-01-24,29,False
2016-01-31,36,False
2016-02-07,24,False
2016-02-14,42,False
2016-02-21,23,False
2016-02-28,22,False
2016-03-06,26,False
2016-03-13,35,False
2016-03-20,17,False
2016-03-27,34,False
2016-04-03,31,False
2016-04-10,26,False
2016-04-17,17,False
2016-04-24,32,False
2016-05-01,36,False
2016-05-08,29,False
2016-05-15,26,False
2016-05-22,23,False
2016-05-29,27,False
2016-06-05,17,False
2016-06-12,31,False
2016-06-19,34,False
2016-06-26,39,False
2016-07-03,18,False
2016-07-10,30,False
2016-07-17,21,False
2016-07-24,15,False
2016-07-31,23,False
2016-08-07,32,False
2016-08-14,14,False
2016-08-21,21,False
2016-08-28,12,False
2016-09-04,18,False
2016-09-11,37,False
2016-09-18,20,False
2016-09-25,12,False
2016-10-02,17,False
2016-10-09,22,False
2016-10-16,19,False
2016-10-23,19,False
2016-10-30,15,False
2016-11-06,56,False
2016-11-13,31,False
2016-11-20,28,False
2016-11-27,16,False
2016-12-04,32,False
2016-12-11,26,False
2016-12-18,30,False
2016-12-25,13,False
2017-01-01,10,False
2017-01-08,25,False
2017-01-15,18,False
2017-01-22,20,False
2017-01-29,33,False
2017-02-05,17,False
2017-02-12,24,False
2017-02-19,35,False
2017-02-26,26,False
2017-03-05,15,False
2017-03-12,15,False
2017-03-19,24,False
2017-03-26,26,False
2017-04-02,24,False
2017-04-09,20,False
2017-04-16,12,False
2017-04-23,24,False
2017-04-30,18,False
2017-05-07,29,False
2017-05-14,19,False
2017-05-21,24,False
2017-05-28,31,False
2017-06-04,28,False
2017-06-11,12,False
2017-06-18,12,False
2017-06-25,17,False
2017-07-02,27,False
2017-07-09,17,False
2017-07-16,24,False
2017-07-23,26,False
2017-07-30,32,False
2017-08-06,18,False
2017-08-13,21,False
2017-08-20,39,False
2017-08-27,34,False
2017-09-03,21,False
2017-09-10,11,False
2017-09-17,20,False
2017-09-24,25,False
2017-10-01,11,False
2017-10-08,20,False
2017-10-15,21,False
2017-10-22,22,False
2017-10-29,22,False
2017-11-05,37,False
2017-11-12,36,False
2017-11-19,22,False
2017-11-26,30,False
2017-12-03,48,False
2017-12-10,50,False
2017-12-17,38,False
2017-12-24,22,False
2017-12-31,100,True
