date,USDPLN,isPartial
2013-01-06,33,False
2013-01-13,14,False
2013-01-20,23,False
2013-01-27,10,False
2013-02-03,25,False
2013-02-10,18,False
2013-02-17,28,False
2013-02-24,29,False
2013-03-03,17,False
2013-03-10,23,False
2013-03-17,22,False
2013-03-24,17,False
2013-03-31,11,False
2013-04-07,21,False
2013-04-14,31,False
2013-04-21,11,False
2013-04-28,18,False
2013-05-05,14,False
2013-05-12,31,False
2013-05-19,14,False
2013-05-26,24,False
2013-06-02,22,False
2013-06-09,27,False
2013-06-16,35,False
2013-06-23,34,False
2013-06-30,18,False
2013-07-07,15,False
2013-07-14,18,False
2013-07-21,19,False
2013-07-28,11,False
2013-08-04,36,False
2013-08-11,10,False
2013-08-18,43,False
2013-08-25,21,False
2013-09-01,20,False
2013-09-08,15,False
2013-09-15,16,False
2013-09-22,13,False
2013-09-29,26,False
2013-10-06,36,False
2013-10-13,29,False
2013-10-20,19,False
2013-10-27,20,False
2013-11-03,13,False
2013-11-10,10,False
2013-11-17,16,False
2013-11-24,12,False
2013-12-01,34,False
2013-12-08,15,False
2013-12-15,16,False
2013-12-22,20,False
2013-12-29,17,False
2014-01-05,21,False
2014-01-12,12,False
2014-01-19,21,False
2014-01-26,24,False
2014-02-02,16,False
2014-02-09,18,False
2014-02-16,18,False
2014-02-23,20,False
2014-03-02,24,False
2014-03-09,25,False
2014-03-16,18,False
2014-03-23,9,False
2014-03-30,39,False
2014-04-06,21,False
2014-04-13,17,False
2014-04-20,13,False
2014-04-27,33,False
2014-05-04,27,False
2014-05-11,18,False
2014-05-18,13,False
2014-05-25,9,False
2014-06-01,12,False
2014-06-08,19,False
2014-06-15,18,False
2014-06-22,24,False
2014-06-29,10,False
2014-07-06,0,False
2014-07-13,32,False
2014-07-20,11,False
2014-07-27,19,False
2014-08-03,25,False
2014-08-10,14,False
2014-08-17,23,False
2014-08-24,18,False
2014-08-31,41,False
2014-09-07,22,False
2014-09-14,25,False
2014-09-21,15,False
2014-09-28,40,False
2014-10-05,22,False
2014-10-12,16,False
2014-10-19,22,False
2014-10-26,26,False
2014-11-02,15,False
2014-11-09,28,False
2014-11-16,34,False
2014-11-23,33,False
2014-11-30,21,False
2014-12-07,28,False
2014-12-14,25,False
2014-12-21,17,False
2014-12-28,40,False
2015-01-04,49,False
2015-01-11,56,False
2015-01-18,75,False
2015-01-25,43,False
2015-02-01,34,False
2015-02-08,26,False
2015-02-15,24,False
2015-02-22,26,False
2015-03-01,31,False
2015-03-08,74,False
2015-03-15,62,False
2015-03-22,31,False
2015-03-29,41,False
2015-04-05,29,False
2015-04-12,37,False
2015-04-19,54,False
2015-04-26,35,False
2015-05-03,26,False
2015-05-10,34,False
2015-05-17,23,False
2015-05-24,52,False
2015-05-31,26,False
2015-06-07,26,False
2015-06-14,23,False
2015-06-21,34,False
2015-06-28,50,False
2015-07-05,66,False
2015-07-12,47,False
2015-07-19,21,False
2015-07-26,20,False
2015-08-02,27,False
2015-08-09,20,False
2015-08-16,29,False
2015-08-23,51,False
2015-08-30,19,False
2015-09-06,26,False
2015-09-13,35,False
2015-09-20,38,False
2015-09-27,16,False
2015-10-04,27,False
2015-10-11,18,False
2015-10-18,45,False
2015-10-25,48,False
2015-11-01,51,False
2015-11-08,48,False
2015-11-15,42,False
2015-11-22,45,False
2015-11-29,29,False
2015-12-06,40,False
2015-12-13,38,False
2015-12-20,21,False
2015-12-27,27,False
2016-01-03,48,False
2016-01-10,55,False
2016-01-17,50,False
2016-01-24,44,False
2016-01-31,28,False
2016-02-07,45,False
2016-02-14,30,False
2016-02-21,27,False
2016-02-28,35,False
2016-03-06,33,False
2016-03-13,33,False
2016-03-20,35,False
2016-03-27,36,False
2016-04-03,30,False
2016-04-10,41,False
2016-04-17,44,False
2016-04-24,41,False
2016-05-01,31,False
2016-05-08,27,False
2016-05-15,52,False
2016-05-22,23,False
2016-05-29,28,False
2016-06-05,31,False
2016-06-12,19,False
2016-06-19,65,False
2016-06-26,65,False
2016-07-03,39,False
2016-07-10,47,False
2016-07-17,48,False
2016-07-24,27,False
2016-07-31,18,False
2016-08-07,22,False
2016-08-14,28,False
2016-08-21,24,False
2016-08-28,46,False
2016-09-04,32,False
2016-09-11,29,False
2016-09-18,31,False
2016-09-25,45,False
2016-10-02,28,False
2016-10-09,37,False
2016-10-16,50,False
2016-10-23,28,False
2016-10-30,13,False
2016-11-06,65,False
2016-11-13,100,False
2016-11-20,69,False
2016-11-27,37,False
2016-12-04,68,False
2016-12-11,64,False
2016-12-18,63,False
2016-12-25,26,False
2017-01-01,44,False
2017-01-08,44,False
2017-01-15,34,False
2017-01-22,36,False
2017-01-29,56,False
2017-02-05,51,False
2017-02-12,48,False
2017-02-19,36,False
2017-02-26,27,False
2017-03-05,37,False
2017-03-12,40,False
2017-03-19,33,False
2017-03-26,48,False
2017-04-02,44,False
2017-04-09,26,False
2017-04-16,21,False
2017-04-23,46,False
2017-04-30,26,False
2017-05-07,38,False
2017-05-14,38,False
2017-05-21,39,False
2017-05-28,36,False
2017-06-04,38,False
2017-06-11,30,False
2017-06-18,24,False
2017-06-25,31,False
2017-07-02,28,False
2017-07-09,33,False
2017-07-16,61,False
2017-07-23,49,False
2017-07-30,54,False
2017-08-06,37,False
2017-08-13,40,False
2017-08-20,32,False
