date,EURUSD,isPartial
2013-01-06,40,False
2013-01-13,38,False
2013-01-20,31,False
2013-01-27,40,False
2013-02-03,39,False
2013-02-10,31,False
2013-02-17,31,False
2013-02-24,38,False
2013-03-03,36,False
2013-03-10,35,False
2013-03-17,42,False
2013-03-24,46,False
2013-03-31,37,False
2013-04-07,36,False
2013-04-14,34,False
2013-04-21,29,False
2013-04-28,35,False
2013-05-05,32,False
2013-05-12,33,False
2013-05-19,32,False
2013-05-26,31,False
2013-06-02,30,False
2013-06-09,33,False
2013-06-16,36,False
2013-06-23,32,False
2013-06-30,37,False
2013-07-07,42,False
2013-07-14,29,False
2013-07-21,27,False
2013-07-28,33,False
2013-08-04,31,False
2013-08-11,31,False
2013-08-18,31,False
2013-08-25,26,False
2013-09-01,31,False
2013-09-08,28,False
2013-09-15,36,False
2013-09-22,31,False
2013-09-29,33,False
2013-10-06,29,False
2013-10-13,33,False
2013-10-20,37,False
2013-10-27,34,False
2013-11-03,38,False
2013-11-10,34,False
2013-11-17,32,False
2013-11-24,30,False
2013-12-01,32,False
2013-12-08,30,False
2013-12-15,31,False
2013-12-22,28,False
2013-12-29,29,False
2014-01-05,28,False
2014-01-12,30,False
2014-01-19,33,False
2014-01-26,30,False
2014-02-02,29,False
2014-02-09,30,False
2014-02-16,30,False
2014-02-23,31,False
2014-03-02,40,False
2014-03-09,36,False
2014-03-16,35,False
2014-03-23,32,False
2014-03-30,30,False
2014-04-06,31,False
2014-04-13,27,False
2014-04-20,27,False
2014-04-27,30,False
2014-05-04,37,False
2014-05-11,34,False
2014-05-18,30,False
2014-05-25,29,False
2014-06-01,40,False
2014-06-08,31,False
2014-06-15,29,False
2014-06-22,32,False
2014-06-29,27,False
2014-07-06,26,False
2014-07-13,31,False
2014-07-20,29,False
2014-07-27,31,False
2014-08-03,27,False
2014-08-10,29,False
2014-08-17,32,False
2014-08-24,36,False
2014-08-31,41,False
2014-09-07,36,False
2014-09-14,35,False
2014-09-21,35,False
2014-09-28,44,False
2014-10-05,42,False
2014-10-12,41,False
2014-10-19,33,False
2014-10-26,39,False
2014-11-02,39,False
2014-11-09,40,False
2014-11-16,35,False
2014-11-23,34,False
2014-11-30,42,False
2014-12-07,38,False
2014-12-14,42,False
2014-12-21,29,False
2014-12-28,41,False
2015-01-04,59,False
2015-01-11,66,False
2015-01-18,87,False
2015-01-25,75,False
2015-02-01,57,False
2015-02-08,48,False
2015-02-15,54,False
2015-02-22,46,False
2015-03-01,61,False
2015-03-08,91,False
2015-03-15,80,False
2015-03-22,69,False
2015-03-29,60,False
2015-04-05,55,False
2015-04-12,55,False
2015-04-19,50,False
2015-04-26,54,False
2015-05-03,59,False
2015-05-10,56,False
2015-05-17,60,False
2015-05-24,55,False
2015-05-31,59,False
2015-06-07,53,False
2015-06-14,55,False
2015-06-21,59,False
2015-06-28,100,False
2015-07-05,91,False
2015-07-12,71,False
2015-07-19,53,False
2015-07-26,47,False
2015-08-02,44,False
2015-08-09,49,False
2015-08-16,47,False
2015-08-23,74,False
2015-08-30,50,False
2015-09-06,40,False
2015-09-13,49,False
2015-09-20,44,False
2015-09-27,38,False
2015-10-04,41,False
2015-10-11,45,False
2015-10-18,46,False
2015-10-25,52,False
2015-11-01,48,False
2015-11-08,48,False
2015-11-15,55,False
2015-11-22,46,False
2015-11-29,66,False
2015-12-06,52,False
2015-12-13,62,False
2015-12-20,43,False
2015-12-27,31,False
2016-01-03,48,False
2016-01-10,39,False
2016-01-17,43,False
2016-01-24,41,False
2016-01-31,48,False
2016-02-07,46,False
2016-02-14,42,False
2016-02-21,44,False
2016-02-28,45,False
2016-03-06,51,False
2016-03-13,45,False
2016-03-20,39,False
2016-03-27,43,False
2016-04-03,45,False
2016-04-10,39,False
2016-04-17,40,False
2016-04-24,42,False
2016-05-01,48,False
2016-05-08,36,False
2016-05-15,39,False
2016-05-22,40,False
2016-05-29,42,False
2016-06-05,43,False
2016-06-12,40,False
2016-06-19,75,False
2016-06-26,55,False
2016-07-03,39,False
2016-07-10,37,False
2016-07-17,37,False
2016-07-24,35,False
2016-07-31,35,False
2016-08-07,29,False
2016-08-14,32,False
2016-08-21,34,False
2016-08-28,36,False
2016-09-04,35,False
2016-09-11,28,False
2016-09-18,33,False
2016-09-25,30,False
2016-10-02,32,False
2016-10-09,37,False
2016-10-16,37,False
2016-10-23,32,False
2016-10-30,36,False
2016-11-06,67,False
2016-11-13,56,False
2016-11-20,48,False
2016-11-27,39,False
2016-12-04,62,False
2016-12-11,57,False
2016-12-18,49,False
2016-12-25,40,False
2017-01-01,44,False
2017-01-08,42,False
2017-01-15,47,False
2017-01-22,43,False
2017-01-29,46,False
2017-02-05,38,False
2017-02-12,36,False
2017-02-19,39,False
2017-02-26,40,False
2017-03-05,41,False
2017-03-12,46,False
2017-03-19,40,False
2017-03-26,46,False
2017-04-02,42,False
2017-04-09,39,False
2017-04-16,38,False
2017-04-23,62,False
2017-04-30,44,False
2017-05-07,54,False
2017-05-14,57,False
2017-05-21,47,False
2017-05-28,45,False
2017-06-04,43,False
2017-06-11,43,False
2017-06-18,32,False
2017-06-25,46,False
2017-07-02,41,False
2017-07-09,41,False
2017-07-16,54,False
2017-07-23,50,False
2017-07-30,55,False
2017-08-06,52,False
2017-08-13,45,False
2017-08-20,41,False
2017-08-27,56,False
2017-09-03,46,False
2017-09-10,47,False
2017-09-17,42,False
2017-09-24,51,False
2017-10-01,45,False
2017-10-08,41,False
2017-10-15,41,False
2017-10-22,49,False
2017-10-29,41,False
2017-11-05,41,False
2017-11-12,46,False
2017-11-19,42,False
2017-11-26,51,False
2017-12-03,50,False
2017-12-10,49,False
2017-12-17,43,False
2017-12-24,48,False
2017-12-31,40,True
