date,USDCAD,isPartial
2013-01-06,13,False
2013-01-13,10,False
2013-01-20,17,False
2013-01-27,18,False
2013-02-03,14,False
2013-02-10,12,False
2013-02-17,20,False
2013-02-24,17,False
2013-03-03,19,False
2013-03-10,19,False
2013-03-17,10,False
2013-03-24,14,False
2013-03-31,16,False
2013-04-07,14,False
2013-04-14,16,False
2013-04-21,10,False
2013-04-28,14,False
2013-05-05,10,False
2013-05-12,11,False
2013-05-19,15,False
2013-05-26,20,False
2013-06-02,13,False
2013-06-09,16,False
2013-06-16,17,False
2013-06-23,26,False
2013-06-30,21,False
2013-07-07,21,False
2013-07-14,21,False
2013-07-21,14,False
2013-07-28,13,False
2013-08-04,16,False
2013-08-11,16,False
2013-08-18,20,False
2013-08-25,23,False
2013-09-01,15,False
2013-09-08,19,False
2013-09-15,13,False
2013-09-22,15,False
2013-09-29,10,False
2013-10-06,14,False
2013-10-13,13,False
2013-10-20,12,False
2013-10-27,14,False
2013-11-03,22,False
2013-11-10,11,False
2013-11-17,14,False
2013-11-24,17,False
2013-12-01,22,False
2013-12-08,19,False
2013-12-15,15,False
2013-12-22,12,False
2013-12-29,13,False
2014-01-05,31,False
2014-01-12,36,False
2014-01-19,36,False
2014-01-26,33,False
2014-02-02,31,False
2014-02-09,19,False
2014-02-16,28,False
2014-02-23,21,False
2014-03-02,24,False
2014-03-09,22,False
2014-03-16,29,False
2014-03-23,32,False
2014-03-30,21,False
2014-04-06,22,False
2014-04-13,17,False
2014-04-20,18,False
2014-04-27,16,False
2014-05-04,20,False
2014-05-11,17,False
2014-05-18,14,False
2014-05-25,12,False
2014-06-01,18,False
2014-06-08,13,False
2014-06-15,14,False
2014-06-22,16,False
2014-06-29,22,False
2014-07-06,14,False
2014-07-13,21,False
2014-07-20,19,False
2014-07-27,21,False
2014-08-03,20,False
2014-08-10,12,False
2014-08-17,19,False
2014-08-24,22,False
2014-08-31,16,False
2014-09-07,20,False
2014-09-14,23,False
2014-09-21,20,False
2014-09-28,18,False
2014-10-05,22,False
2014-10-12,23,False
2014-10-19,12,False
2014-10-26,20,False
2014-11-02,33,False
2014-11-09,23,False
2014-11-16,25,False
2014-11-23,19,False
2014-11-30,27,False
2014-12-07,20,False
2014-12-14,32,False
2014-12-21,23,False
2014-12-28,26,False
2015-01-04,27,False
2015-01-11,36,False
2015-01-18,59,False
2015-01-25,55,False
2015-02-01,63,False
2015-02-08,34,False
2015-02-15,38,False
2015-02-22,36,False
2015-03-01,33,False
2015-03-08,43,False
2015-03-15,47,False
2015-03-22,31,False
2015-03-29,28,False
2015-04-05,33,False
2015-04-12,53,False
2015-04-19,35,False
2015-04-26,28,False
2015-05-03,28,False
2015-05-10,34,False
2015-05-17,30,False
2015-05-24,37,False
2015-05-31,33,False
2015-06-07,31,False
2015-06-14,27,False
2015-06-21,30,False
2015-06-28,39,False
2015-07-05,41,False
2015-07-12,62,False
2015-07-19,45,False
2015-07-26,51,False
2015-08-02,46,False
2015-08-09,51,False
2015-08-16,50,False
2015-08-23,41,False
2015-08-30,46,False
2015-09-06,36,False
2015-09-13,34,False
2015-09-20,38,False
2015-09-27,32,False
2015-10-04,43,False
2015-10-11,39,False
2015-10-18,47,False
2015-10-25,32,False
2015-11-01,29,False
2015-11-08,32,False
2015-11-15,32,False
2015-11-22,29,False
2015-11-29,43,False
2015-12-06,58,False
2015-12-13,77,False
2015-12-20,54,False
2015-12-27,45,False
2016-01-03,63,False
2016-01-10,85,False
2016-01-17,100,False
2016-01-24,71,False
2016-01-31,67,False
2016-02-07,51,False
2016-02-14,47,False
2016-02-21,59,False
2016-02-28,51,False
2016-03-06,59,False
2016-03-13,57,False
2016-03-20,45,False
2016-03-27,48,False
2016-04-03,44,False
2016-04-10,59,False
2016-04-17,57,False
2016-04-24,43,False
2016-05-01,58,False
2016-05-08,46,False
2016-05-15,37,False
