date,USDAUD,isPartial
2013-01-06,20,False
2013-01-13,30,False
2013-01-20,14,False
2013-01-27,67,False
2013-02-03,16,False
2013-02-10,24,False
2013-02-17,34,False
2013-02-24,38,False
2013-03-03,19,False
2013-03-10,13,False
2013-03-17,29,False
2013-03-24,46,False
2013-03-31,38,False
2013-04-07,24,False
2013-04-14,29,False
2013-04-21,23,False
2013-04-28,14,False
2013-05-05,72,False
2013-05-12,67,False
2013-05-19,66,False
2013-05-26,58,False
2013-06-02,81,False
2013-06-09,95,False
2013-06-16,48,False
2013-06-23,49,False
2013-06-30,75,False
2013-07-07,49,False
2013-07-14,34,False
2013-07-21,29,False
2013-07-28,69,False
2013-08-04,30,False
2013-08-11,44,False
2013-08-18,58,False
2013-08-25,42,False
2013-09-01,42,False
2013-09-08,60,False
2013-09-15,69,False
2013-09-22,44,False
2013-09-29,32,False
2013-10-06,50,False
2013-10-13,38,False
2013-10-20,49,False
2013-10-27,36,False
2013-11-03,36,False
2013-11-10,27,False
2013-11-17,40,False
2013-11-24,22,False
2013-12-01,26,False
2013-12-08,40,False
2013-12-15,23,False
2013-12-22,55,False
2013-12-29,46,False
2014-01-05,30,False
2014-01-12,38,False
2014-01-19,51,False
2014-01-26,52,False
2014-02-02,36,False
2014-02-09,37,False
2014-02-16,30,False
2014-02-23,58,False
2014-03-02,26,False
2014-03-09,34,False
2014-03-16,33,False
2014-03-23,29,False
2014-03-30,25,False
2014-04-06,40,False
2014-04-13,24,False
2014-04-20,30,False
2014-04-27,21,False
2014-05-04,38,False
2014-05-11,33,False
2014-05-18,18,False
2014-05-25,28,False
2014-06-01,23,False
2014-06-08,28,False
2014-06-15,22,False
2014-06-22,33,False
2014-06-29,34,False
2014-07-06,26,False
2014-07-13,30,False
2014-07-20,26,False
2014-07-27,40,False
2014-08-03,27,False
2014-08-10,39,False
2014-08-17,23,False
2014-08-24,19,False
2014-08-31,31,False
2014-09-07,27,False
2014-09-14,30,False
2014-09-21,40,False
2014-09-28,31,False
2014-10-05,31,False
2014-10-12,35,False
2014-10-19,42,False
2014-10-26,17,False
2014-11-02,21,False
2014-11-09,35,False
2014-11-16,26,False
2014-11-23,17,False
2014-11-30,46,False
2014-12-07,38,False
2014-12-14,78,False
2014-12-21,29,False
2014-12-28,28,False
2015-01-04,54,False
2015-01-11,49,False
2015-01-18,32,False
2015-01-25,60,False
2015-02-01,64,False
2015-02-08,24,False
2015-02-15,33,False
2015-02-22,69,False
2015-03-01,48,False
2015-03-08,56,False
2015-03-15,51,False
2015-03-22,24,False
2015-03-29,45,False
2015-04-05,28,False
2015-04-12,48,False
2015-04-19,72,False
2015-04-26,44,False
2015-05-03,24,False
2015-05-10,24,False
2015-05-17,76,False
2015-05-24,48,False
2015-05-31,28,False
2015-06-07,52,False
2015-06-14,56,False
2015-06-21,28,False
2015-06-28,32,False
2015-07-05,60,False
2015-07-12,53,False
2015-07-19,49,False
2015-07-26,73,False
2015-08-02,53,False
2015-08-09,60,False
2015-08-16,48,False
2015-08-23,66,False
2015-08-30,46,False
2015-09-06,93,False
2015-09-13,64,False
2015-09-20,38,False
2015-09-27,38,False
2015-10-04,41,False
2015-10-11,45,False
2015-10-18,37,False
2015-10-25,44,False
2015-11-01,37,False
2015-11-08,44,False
2015-11-15,51,False
2015-11-22,30,False
2015-11-29,40,False
2015-12-06,52,False
2015-12-13,64,False
2015-12-20,38,False
2015-12-27,33,False
2016-01-03,59,False
2016-01-10,61,False
2016-01-17,50,False
2016-01-24,54,False
2016-01-31,46,False
2016-02-07,50,False
2016-02-14,80,False
2016-02-21,30,False
2016-02-28,47,False
2016-03-06,57,False
2016-03-13,68,False
2016-03-20,24,False
2016-03-27,54,False
2016-04-03,46,False
2016-04-10,27,False
2016-04-17,27,False
2016-04-24,42,False
2016-05-01,51,False
2016-05-08,50,False
2016-05-15,38,False
2016-05-22,43,False
2016-05-29,32,False
2016-06-05,39,False
2016-06-12,73,False
2016-06-19,63,False
2016-06-26,75,False
2016-07-03,34,False
2016-07-10,45,False
2016-07-17,42,False
2016-07-24,26,False
2016-07-31,37,False
2016-08-07,43,False
2016-08-14,22,False
2016-08-21,34,False
2016-08-28,28,False
2016-09-04,16,False
2016-09-11,56,False
2016-09-18,36,False
2016-09-25,12,False
2016-10-02,21,False
2016-10-09,32,False
2016-10-16,31,False
2016-10-23,31,False
2016-10-30,24,False
2016-11-06,99,False
2016-11-13,50,False
2016-11-20,54,False
2016-11-27,29,False
2016-12-04,44,False
2016-12-11,49,False
2016-12-18,40,False
2016-12-25,28,False
2017-01-01,23,False
2017-01-08,52,False
2017-01-15,36,False
2017-01-22,40,False
2017-01-29,53,False
2017-02-05,22,False
2017-02-12,38,False
2017-02-19,47,False
2017-02-26,38,False
2017-03-05,27,False
2017-03-12,24,False
2017-03-19,32,False
2017-03-26,39,False
2017-04-02,36,False
2017-04-09,33,False
2017-04-16,10,False
2017-04-23,35,False
2017-04-30,18,False
2017-05-07,50,False
2017-05-14,42,False
2017-05-21,31,False
2017-05-28,35,False
