date,EURDKK,isPartial
2016-07-31,29,False
2016-08-07,29,False
2016-08-14,30,False
2016-08-21,14,False
2016-08-28,16,False
2016-09-04,19,False
2016-09-11,16,False
2016-09-18,14,False
2016-09-25,0,False
2016-10-02,30,False
2016-10-09,37,False
2016-10-16,13,False
2016-10-23,27,False
2016-10-30,14,False
2016-11-06,22,False
2016-11-13,13,False
2016-11-20,19,False
2016-11-27,32,False
2016-12-04,18,False
2016-12-11,14,False
2016-12-18,28,False
2016-12-25,24,False
2017-01-01,35,False
2017-01-08,14,False
2017-01-15,29,False
2017-01-22,25,False
2017-01-29,21,False
2017-02-05,42,False
2017-02-12,24,False
2017-02-19,23,False
2017-02-26,24,False
2017-03-05,14,False
2017-03-12,12,False
2017-03-19,37,False
2017-03-26,16,False
2017-04-02,21,False
2017-04-09,25,False
2017-04-16,49,False
2017-04-23,27,False
2017-04-30,37,False
2017-05-07,24,False
2017-05-14,14,False
2017-05-21,15,False
2017-05-28,38,False
2017-06-04,26,False
2017-06-11,15,False
2017-06-18,26,False
2017-06-25,27,False
2017-07-02,14,False
2017-07-09,19,False
2017-07-16,19,False
2017-07-23,26,False
2017-07-30,23,False
2017-08-06,22,False
2017-08-13,19,False
2017-08-20,0,False
2017-08-27,30,False
2017-09-03,19,False
2017-09-10,14,False
2017-09-17,36,False
2017-09-24,27,False
2017-10-01,36,False
2017-10-08,12,False
2017-10-15,0,False
2017-10-22,37,False
2017-10-29,25,False
2017-11-05,22,False
2017-11-12,16,False
2017-11-19,18,False
2017-11-26,30,False
2017-12-03,12,False
2017-12-10,18,False
2017-12-17,18,False
2017-12-24,29,False
2017-12-31,0,True
