date,GBPILS,isPartial
2017-07-16,28,False
2017-07-23,28,False
2017-07-30,28,False
2017-08-06,0,False
2017-08-13,28,False
2017-08-20,24,False
2017-08-27,0,False
2017-09-03,0,False
2017-09-10,31,False
2017-09-17,0,False
2017-09-24,24,False
2017-10-01,31,False
2017-10-08,26,False
2017-10-15,41,False
2017-10-22,25,False
2017-10-29,23,False
2017-11-05,0,False
2017-11-12,26,False
2017-11-19,26,False
2017-11-26,64,False
2017-12-03,34,False
2017-12-10,34,False
2017-12-17,27,False
2017-12-24,38,False
2017-12-31,0,True
