date,USDNZD,isPartial
2013-01-06,23,False
2013-01-13,0,False
2013-01-20,22,False
2013-01-27,21,False
2013-02-03,58,False
2013-02-10,22,False
2013-02-17,29,False
2013-02-24,0,False
2013-03-03,28,False
2013-03-10,24,False
2013-03-17,24,False
2013-03-24,0,False
2013-03-31,0,False
2013-04-07,21,False
2013-04-14,29,False
2013-04-21,21,False
2013-04-28,44,False
2013-05-05,25,False
2013-05-12,36,False
2013-05-19,21,False
2013-05-26,32,False
2013-06-02,24,False
2013-06-09,36,False
2013-06-16,21,False
2013-06-23,29,False
2013-06-30,44,False
2013-07-07,29,False
2013-07-14,22,False
2013-07-21,22,False
2013-07-28,44,False
2013-08-04,25,False
2013-08-11,25,False
2013-08-18,49,False
2013-08-25,42,False
2013-09-01,21,False
2013-09-08,30,False
2013-09-15,100,False
2013-09-22,0,False
2013-09-29,29,False
2013-10-06,35,False
2013-10-13,29,False
2013-10-20,78,False
2013-10-27,20,False
2013-11-03,39,False
2013-11-10,20,False
2013-11-17,26,False
2013-11-24,53,False
2013-12-01,19,False
2013-12-08,20,False
2013-12-15,0,False
2013-12-22,0,False
2013-12-29,21,False
2014-01-05,35,False
2014-01-12,25,False
2014-01-19,27,False
2014-01-26,54,False
2014-02-02,19,False
2014-02-09,21,False
2014-02-16,37,False
2014-02-23,36,False
2014-03-02,19,False
2014-03-09,28,False
2014-03-16,47,False
2014-03-23,32,False
2014-03-30,21,False
2014-04-06,19,False
2014-04-13,22,False
2014-04-20,0,False
2014-04-27,19,False
2014-05-04,18,False
2014-05-11,32,False
2014-05-18,29,False
2014-05-25,24,False
2014-06-01,0,False
2014-06-08,21,False
2014-06-15,21,False
2014-06-22,42,False
2014-06-29,32,False
2014-07-06,0,False
2014-07-13,36,False
2014-07-20,21,False
2014-07-27,24,False
2014-08-03,22,False
2014-08-10,24,False
2014-08-17,21,False
2014-08-24,22,False
2014-08-31,43,False
2014-09-07,20,False
2014-09-14,36,False
2014-09-21,19,False
2014-09-28,45,False
2014-10-05,34,False
2014-10-12,19,False
2014-10-19,29,False
2014-10-26,33,False
2014-11-02,22,False
2014-11-09,19,False
2014-11-16,19,False
2014-11-23,19,False
2014-11-30,20,False
2014-12-07,22,False
2014-12-14,22,False
2014-12-21,21,False
2014-12-28,28,False
2015-01-04,31,False
2015-01-11,36,False
2015-01-18,24,False
2015-01-25,45,False
2015-02-01,0,False
2015-02-08,47,False
2015-02-15,0,False
2015-02-22,26,False
2015-03-01,19,False
2015-03-08,19,False
2015-03-15,40,False
2015-03-22,22,False
2015-03-29,37,False
2015-04-05,18,False
2015-04-12,35,False
2015-04-19,26,False
2015-04-26,24,False
2015-05-03,20,False
2015-05-10,35,False
2015-05-17,38,False
2015-05-24,18,False
2015-05-31,36,False
2015-06-07,35,False
2015-06-14,35,False
2015-06-21,30,False
2015-06-28,41,False
2015-07-05,19,False
2015-07-12,45,False
2015-07-19,18,False
2015-07-26,0,False
2015-08-02,24,False
2015-08-09,32,False
2015-08-16,17,False
2015-08-23,35,False
2015-08-30,37,False
2015-09-06,59,False
2015-09-13,48,False
2015-09-20,25,False
2015-09-27,25,False
2015-10-04,24,False
2015-10-11,33,False
2015-10-18,57,False
2015-10-25,30,False
2015-11-01,65,False
2015-11-08,0,False
2015-11-15,35,False
2015-11-22,16,False
2015-11-29,48,False
2015-12-06,24,False
2015-12-13,36,False
2015-12-20,27,False
2015-12-27,37,False
2016-01-03,40,False
2016-01-10,25,False
2016-01-17,26,False
2016-01-24,39,False
2016-01-31,51,False
2016-02-07,20,False
2016-02-14,19,False
2016-02-21,38,False
2016-02-28,33,False
2016-03-06,0,False
2016-03-13,38,False
2016-03-20,26,False
2016-03-27,25,False
2016-04-03,17,False
2016-04-10,31,False
2016-04-17,17,False
2016-04-24,37,False
2016-05-01,17,False
2016-05-08,34,False
2016-05-15,34,False
2016-05-22,30,False
2016-05-29,25,False
2016-06-05,38,False
2016-06-12,50,False
2016-06-19,30,False
2016-06-26,38,False
2016-07-03,53,False
2016-07-10,18,False
2016-07-17,37,False
2016-07-24,18,False
2016-07-31,42,False
2016-08-07,19,False
2016-08-14,19,False
2016-08-21,46,False
2016-08-28,41,False
2016-09-04,0,False
2016-09-11,19,False
2016-09-18,0,False
2016-09-25,26,False
2016-10-02,17,False
2016-10-09,20,False
2016-10-16,26,False
2016-10-23,17,False
2016-10-30,17,False
2016-11-06,0,False
2016-11-13,39,False
2016-11-20,24,False
2016-11-27,19,False
2016-12-04,28,False
2016-12-11,17,False
2016-12-18,45,False
2016-12-25,31,False
2017-01-01,37,False
2017-01-08,22,False
2017-01-15,48,False
2017-01-22,41,False
2017-01-29,16,False
2017-02-05,18,False
2017-02-12,18,False
2017-02-19,40,False
2017-02-26,35,False
2017-03-05,39,False
2017-03-12,15,False
2017-03-19,27,False
2017-03-26,42,False
2017-04-02,16,False
2017-04-09,32,False
2017-04-16,21,False
2017-04-23,34,False
2017-04-30,35,False
2017-05-07,23,False
2017-05-14,19,False
2017-05-21,26,False
2017-05-28,45,False
2017-06-04,30,False
2017-06-11,17,False
2017-06-18,50,False
2017-06-25,29,False
2017-07-02,23,False
2017-07-09,34,False
2017-07-16,37,False
2017-07-23,25,False
2017-07-30,25,False
2017-08-06,19,False
2017-08-13,58,False
2017-08-20,16,False
2017-08-27,19,False
2017-09-03,32,False
2017-09-10,16,False
2017-09-17,18,False
