date,USDPEN,isPartial
2017-07-16,64,False
2017-07-23,83,False
2017-07-30,58,False
2017-08-06,77,False
2017-08-13,66,False
2017-08-20,46,False
2017-08-27,23,False
2017-09-03,46,False
2017-09-10,60,False
2017-09-17,45,False
2017-09-24,45,False
2017-10-01,71,False
2017-10-08,45,False
2017-10-15,45,False
2017-10-22,40,False
2017-10-29,51,False
2017-11-05,58,False
2017-11-12,43,False
2017-11-19,36,False
2017-11-26,39,False
2017-12-03,30,False
2017-12-10,87,False
2017-12-17,75,False
2017-12-24,56,False
2017-12-31,75,True
