date	open	high	low	close	volume	oi
"Mar 03, 2014"	"5,404.80"	"5,404.80"	"5,340.30"	"5,384.33"	675.59M	0.60%
"Mar 02, 2014"	"5,404.80"	"5,404.80"	"5,350.90"	"5,352.10"	149.20M	-0.98%
"Feb 28, 2014"	"5,411.40"	"5,441.00"	"5,401.60"	"5,404.82"	1.01B	-0.12%
"Feb 27, 2014"	"5,437.00"	"5,437.00"	"5,406.20"	"5,411.45"	731.14M	-0.47%
"Feb 26, 2014"	"5,433.80"	"5,452.70"	"5,422.40"	"5,436.99"	723.60M	0.06%
"Feb 25, 2014"	"5,440.20"	"5,461.70"	"5,427.30"	"5,433.84"	667.76M	-0.12%
"Feb 24, 2014"	"5,438.70"	"5,455.50"	"5,425.10"	"5,440.22"	745.48M	0.03%
"Feb 21, 2014"	"5,412.30"	"5,452.40"	"5,412.30"	"5,438.70"	756.67M	0.49%
"Feb 20, 2014"	"5,408.20"	"5,441.50"	"5,400.00"	"5,412.34"	975.73M	0.08%
"Feb 19, 2014"	"5,395.50"	"5,421.00"	"5,394.20"	"5,408.24"	805.96M	0.29%
"Feb 18, 2014"	"5,382.90"	"5,396.60"	"5,379.70"	"5,392.82"	603.90M	0.18%
"Feb 17, 2014"	"5,359.90"	"5,382.90"	"5,355.40"	"5,382.89"	571.83M	0.50%
"Feb 14, 2014"	"5,308.10"	"5,356.30"	"5,308.10"	"5,356.26"	598.88M	0.91%
"Feb 13, 2014"	"5,309.70"	"5,332.50"	"5,303.40"	"5,308.10"	628.08M	-0.04%
"Feb 12, 2014"	"5,254.50"	"5,310.10"	"5,254.50"	"5,310.05"	722.02M	1.06%
"Feb 11, 2014"	"5,222.10"	"5,261.90"	"5,204.80"	"5,254.50"	496.46M	0.62%
"Feb 10, 2014"	"5,166.50"	"5,222.10"	"5,166.50"	"5,222.15"	522.48M	1.08%
"Feb 07, 2014"	"5,131.40"	"5,168.60"	"5,131.40"	"5,166.53"	662.85M	0.68%
"Feb 06, 2014"	"5,070.30"	"5,131.40"	"5,070.30"	"5,131.40"	563.19M	1.20%
"Feb 05, 2014"	"5,097.10"	"5,111.30"	"5,052.20"	"5,070.31"	671.93M	-0.52%
"Feb 04, 2014"	"5,187.90"	"5,187.90"	"5,092.00"	"5,097.06"	795.70M	-1.75%
"Feb 03, 2014"	"5,190.00"	"5,198.30"	"5,163.40"	"5,187.91"	438.43M	-0.04%
"Jan 31, 2014"	"5,188.10"	"5,196.70"	"5,169.90"	"5,190.00"	602.91M	0.04%
"Jan 30, 2014"	"5,229.10"	"5,229.10"	"5,161.50"	"5,188.06"	654.07M	-0.78%
"Jan 29, 2014"	"5,175.10"	"5,229.00"	"5,175.10"	"5,229.01"	606.92M	1.04%
"Jan 28, 2014"	"5,240.90"	"5,240.90"	"5,158.90"	"5,175.11"	715.21M	-1.26%
"Jan 24, 2014"	"5,263.00"	"5,278.60"	"5,240.90"	"5,240.93"	614.73M	-0.42%
"Jan 23, 2014"	"5,319.80"	"5,320.60"	"5,252.80"	"5,262.99"	603.62M	-1.07%
"Jan 22, 2014"	"5,331.50"	"5,331.50"	"5,285.40"	"5,319.77"	496.24M	-0.22%
"Jan 21, 2014"	"5,295.00"	"5,331.50"	"5,276.10"	"5,331.46"	450.26M	0.69%
"Jan 20, 2014"	"5,305.90"	"5,306.40"	"5,259.90"	"5,295.05"	501.96M	-0.20%
"Jan 17, 2014"	"5,309.10"	"5,319.30"	"5,283.90"	"5,305.87"	548.87M	-0.06%
"Jan 16, 2014"	"5,245.40"	"5,309.10"	"5,245.40"	"5,309.07"	612.86M	1.21%
"Jan 15, 2014"	"5,212.00"	"5,256.10"	"5,212.00"	"5,245.43"	536.09M	0.64%
"Jan 14, 2014"	"5,292.10"	"5,292.10"	"5,207.50"	"5,212.05"	604.66M	-1.51%
"Jan 13, 2014"	"5,312.40"	"5,318.00"	"5,288.10"	"5,292.07"	394.52M	-0.38%
"Jan 10, 2014"	"5,324.40"	"5,324.40"	"5,306.30"	"5,312.38"	470.88M	-0.23%
"Jan 09, 2014"	"5,316.00"	"5,324.41"	"5,295.40"	"5,324.41"	459.12M	0.16%
"Jan 08, 2014"	"5,317.00"	"5,353.00"	"5,303.70"	"5,316.05"	501.84M	-0.02%
"Jan 07, 2014"	"5,324.90"	"5,346.30"	"5,314.30"	"5,316.99"	499.19M	-0.15%
"Jan 06, 2014"	"5,350.10"	"5,362.00"	"5,317.40"	"5,324.88"	345.32M	-0.47%
"Jan 03, 2014"	"5,367.90"	"5,367.90"	"5,325.80"	"5,350.10"	314.72M	-0.33%
"Jan 02, 2014"	"5,352.20"	"5,383.40"	"5,352.20"	"5,367.91"	279.30M	0.29%
"Dec 31, 2013"	"5,356.80"	"5,367.40"	"5,338.90"	"5,352.21"	265.90M	-0.09%
"Dec 30, 2013"	"5,324.10"	"5,356.80"	"5,324.10"	"5,356.80"	311.51M	0.61%
"Dec 27, 2013"	"5,327.20"	"5,365.30"	"5,319.70"	"5,324.06"	228.75M	-0.06%
"Dec 24, 2013"	"5,291.90"	"5,329.70"	"5,291.90"	"5,327.25"	246.76M	0.67%
"Dec 23, 2013"	"5,265.20"	"5,293.50"	"5,257.40"	"5,291.95"	479.64M	0.51%
"Dec 20, 2013"	"5,202.20"	"5,265.22"	"5,202.20"	"5,265.22"	1.35B	1.21%
"Dec 19, 2013"	"5,096.10"	"5,202.20"	"5,096.10"	"5,202.23"	824.14M	2.08%
"Dec 18, 2013"	"5,103.20"	"5,115.60"	"5,093.30"	"5,096.10"	657.35M	-0.14%
"Dec 17, 2013"	"5,089.60"	"5,134.70"	"5,084.30"	"5,103.19"	626.69M	0.27%
"Dec 16, 2013"	"5,098.40"	"5,101.20"	"5,059.70"	"5,089.63"	498.76M	-0.17%
"Dec 13, 2013"	"5,062.50"	"5,098.43"	"5,047.50"	"5,098.43"	654.10M	0.71%
"Dec 12, 2013"	"5,104.30"	"5,115.70"	"5,028.20"	"5,062.52"	919.77M	-0.82%
"Dec 11, 2013"	"5,137.90"	"5,142.00"	"5,104.20"	"5,104.25"	612.01M	-0.76%
"Dec 10, 2013"	"5,144.40"	"5,185.40"	"5,140.70"	"5,143.55"	751.94M	-0.02%
"Dec 09, 2013"	"5,186.00"	"5,207.60"	"5,133.50"	"5,144.42"	603.80M	-0.80%
"Dec 06, 2013"	"5,198.00"	"5,198.60"	"5,154.60"	"5,186.02"	533.06M	-0.23%
"Dec 05, 2013"	"5,273.80"	"5,276.70"	"5,197.96"	"5,197.96"	895.80M	-1.44%
"Dec 04, 2013"	"5,256.10"	"5,278.30"	"5,227.60"	"5,273.75"	693.04M	0.34%
"Dec 03, 2013"	"5,279.50"	"5,283.80"	"5,253.20"	"5,256.07"	692.55M	-0.44%
"Dec 02, 2013"	"5,320.00"	"5,332.70"	"5,269.50"	"5,279.52"	579.71M	-0.76%
"Nov 29, 2013"	"5,334.30"	"5,339.20"	"5,308.10"	"5,320.05"	626.81M	-0.27%
"Nov 28, 2013"	"5,332.90"	"5,367.10"	"5,332.90"	"5,334.34"	628.91M	0.03%
"Nov 27, 2013"	"5,357.00"	"5,362.40"	"5,332.90"	"5,332.87"	500.31M	-0.45%
"Nov 26, 2013"	"5,352.80"	"5,375.10"	"5,345.00"	"5,357.01"	950.86M	0.08%
"Nov 25, 2013"	"5,335.90"	"5,374.10"	"5,335.90"	"5,352.83"	581.38M	0.32%
"Nov 22, 2013"	"5,288.30"	"5,352.60"	"5,288.30"	"5,335.91"	549.51M	0.90%
"Nov 21, 2013"	"5,307.70"	"5,307.70"	"5,284.90"	"5,288.32"	725.62M	-0.36%
"Nov 20, 2013"	"5,352.90"	"5,352.90"	"5,296.20"	"5,307.66"	569.29M	-0.85%
"Nov 19, 2013"	"5,384.70"	"5,384.70"	"5,345.00"	"5,352.90"	578.27M	-0.59%
"Nov 18, 2013"	"5,401.70"	"5,404.00"	"5,357.40"	"5,384.66"	452.29M	-0.31%
"Nov 15, 2013"	"5,355.40"	"5,406.10"	"5,340.60"	"5,401.67"	567.47M	0.86%
"Nov 14, 2013"	"5,319.20"	"5,377.80"	"5,319.20"	"5,355.43"	604.71M	0.68%
"Nov 13, 2013"	"5,393.10"	"5,393.10"	"5,308.50"	"5,319.18"	712.53M	-1.37%
"Nov 12, 2013"	"5,387.10"	"5,420.90"	"5,386.10"	"5,393.09"	593.55M	0.11%
"Nov 11, 2013"	"5,400.70"	"5,439.20"	"5,372.60"	"5,387.14"	618.96M	-0.25%
"Nov 08, 2013"	"5,422.00"	"5,422.00"	"5,379.90"	"5,400.66"	596.86M	-0.39%
"Nov 07, 2013"	"5,420.60"	"5,427.20"	"5,409.10"	"5,422.04"	649.14M	-0.22%
"Nov 06, 2013"	"5,432.00"	"5,433.80"	"5,406.00"	"5,433.81"	596.99M	0.03%
"Nov 05, 2013"	"5,390.50"	"5,438.40"	"5,390.50"	"5,431.96"	410.16M	0.77%
"Nov 04, 2013"	"5,411.10"	"5,430.50"	"5,388.80"	"5,390.53"	480.77M	-0.38%
"Nov 01, 2013"	"5,425.50"	"5,425.90"	"5,405.40"	"5,411.12"	461.72M	-0.27%
"Oct 31, 2013"	"5,430.90"	"5,446.10"	"5,398.60"	"5,425.50"	678.07M	-0.10%
"Oct 30, 2013"	"5,415.50"	"5,444.10"	"5,415.50"	"5,430.85"	590.43M	0.28%
"Oct 29, 2013"	"5,441.40"	"5,444.30"	"5,408.40"	"5,415.53"	588.20M	-0.48%
"Oct 28, 2013"	"5,386.30"	"5,457.30"	"5,386.30"	"5,441.41"	839.39M	1.02%
"Oct 25, 2013"	"5,372.90"	"5,397.10"	"5,372.90"	"5,386.35"	708.91M	0.25%
"Oct 24, 2013"	"5,356.10"	"5,384.50"	"5,353.60"	"5,372.89"	525.11M	0.31%
"Oct 23, 2013"	"5,373.10"	"5,402.40"	"5,355.00"	"5,356.10"	682.84M	-0.32%
"Oct 22, 2013"	"5,351.80"	"5,380.40"	"5,351.80"	"5,373.15"	675.37M	0.40%
"Oct 21, 2013"	"5,321.50"	"5,366.10"	"5,321.50"	"5,351.77"	536.17M	0.57%
"Oct 18, 2013"	"5,283.20"	"5,326.50"	"5,283.20"	"5,321.47"	629.82M	0.73%
"Oct 17, 2013"	"5,262.90"	"5,294.10"	"5,262.90"	"5,283.10"	709.87M	0.38%
"Oct 16, 2013"	"5,259.10"	"5,269.90"	"5,230.50"	"5,262.91"	566.35M	0.07%
"Oct 15, 2013"	"5,207.90"	"5,266.90"	"5,207.90"	"5,259.15"	569.76M	0.98%
"Oct 14, 2013"	"5,230.90"	"5,230.90"	"5,186.80"	"5,207.86"	399.31M	-0.44%
"Oct 11, 2013"	"5,147.10"	"5,239.60"	"5,147.10"	"5,230.87"	571.84M	1.63%
"Oct 10, 2013"	"5,153.00"	"5,153.00"	"5,126.80"	"5,147.14"	529.17M	-0.11%
"Oct 09, 2013"	"5,144.80"	"5,157.90"	"5,118.90"	"5,152.99"	479.79M	0.07%
"Oct 08, 2013"	"5,161.10"	"5,165.60"	"5,126.70"	"5,149.44"	587.78M	-0.23%
"Oct 07, 2013"	"5,208.00"	"5,214.20"	"5,146.10"	"5,161.11"	-	-0.90%
"Oct 04, 2013"	"5,234.90"	"5,234.90"	"5,197.70"	"5,208.02"	412.51M	-0.51%
"Oct 03, 2013"	"5,215.60"	"5,260.30"	"5,213.80"	"5,234.89"	453.70M	0.37%
"Oct 02, 2013"	"5,206.80"	"5,231.10"	"5,206.80"	"5,215.56"	510.56M	0.17%
"Oct 01, 2013"	"5,218.90"	"5,243.10"	"5,201.80"	"5,206.80"	504.45M	-0.23%
"Sep 30, 2013"	"5,307.10"	"5,307.10"	"5,218.90"	"5,218.88"	561.52M	-1.66%
"Sep 27, 2013"	"5,294.50"	"5,314.30"	"5,294.50"	"5,307.06"	567.08M	0.24%
"Sep 26, 2013"	"5,275.90"	"5,294.50"	"5,249.30"	"5,294.45"	471.28M	0.35%
"Sep 25, 2013"	"5,234.20"	"5,283.80"	"5,230.50"	"5,275.94"	558.60M	0.80%
"Sep 24, 2013"	"5,252.50"	"5,252.50"	"5,217.90"	"5,234.16"	491.86M	-0.35%
"Sep 23, 2013"	"5,276.70"	"5,276.70"	"5,227.40"	"5,252.46"	509.90M	-0.46%
"Sep 20, 2013"	"5,295.50"	"5,295.50"	"5,268.80"	"5,276.69"	1.20B	-0.36%
"Sep 19, 2013"	"5,238.20"	"5,300.10"	"5,238.20"	"5,295.55"	1.12B	1.10%
"Sep 18, 2013"	"5,251.20"	"5,254.50"	"5,227.70"	"5,238.14"	655.82M	-0.25%
"Sep 17, 2013"	"5,248.00"	"5,263.40"	"5,227.60"	"5,251.24"	585.16M	0.06%
"Sep 16, 2013"	"5,219.60"	"5,266.10"	"5,219.60"	"5,247.99"	499.43M	0.54%
"Sep 13, 2013"	"5,242.50"	"5,242.50"	"5,208.20"	"5,219.63"	655.17M	-0.44%
"Sep 12, 2013"	"5,234.40"	"5,252.10"	"5,228.90"	"5,242.54"	745.32M	0.16%
"Sep 11, 2013"	"5,201.20"	"5,234.40"	"5,201.20"	"5,234.39"	693.86M	0.64%
"Sep 10, 2013"	"5,181.50"	"5,212.40"	"5,181.50"	"5,201.17"	549.10M	0.38%
"Sep 09, 2013"	"5,145.00"	"5,181.50"	"5,145.00"	"5,181.47"	543.70M	0.71%
"Sep 06, 2013"	"5,142.50"	"5,156.90"	"5,115.10"	"5,144.99"	628.79M	0.05%
"Sep 05, 2013"	"5,161.60"	"5,172.10"	"5,116.40"	"5,142.51"	650.10M	-0.37%
"Sep 04, 2013"	"5,196.60"	"5,196.60"	"5,152.70"	"5,161.64"	702.48M	-0.67%
"Sep 03, 2013"	"5,188.30"	"5,207.70"	"5,187.70"	"5,196.57"	724.79M	0.16%
"Sep 02, 2013"	"5,135.00"	"5,191.10"	"5,126.60"	"5,188.28"	634.13M	1.04%
"Aug 30, 2013"	"5,092.40"	"5,135.00"	"5,075.90"	"5,134.96"	871.89M	0.84%
"Aug 29, 2013"	"5,087.20"	"5,098.80"	"5,064.10"	"5,092.41"	781.01M	0.10%
"Aug 28, 2013"	"5,141.20"	"5,141.20"	"5,076.40"	"5,087.16"	730.86M	-1.05%
"Aug 27, 2013"	"5,135.00"	"5,143.80"	"5,108.90"	"5,141.22"	577.51M	0.11%
"Aug 26, 2013"	"5,123.40"	"5,157.10"	"5,123.40"	"5,135.40"	619.82M	0.24%
"Aug 23, 2013"	"5,078.10"	"5,142.10"	"5,078.10"	"5,123.36"	867.51M	0.94%
"Aug 22, 2013"	"5,100.00"	"5,100.00"	"5,028.00"	"5,075.75"	843.95M	-0.48%
"Aug 21, 2013"	"5,078.20"	"5,106.70"	"5,069.50"	"5,099.99"	621.74M	0.43%
"Aug 20, 2013"	"5,112.50"	"5,112.50"	"5,057.40"	"5,078.18"	635.17M	-0.67%
"Aug 19, 2013"	"5,113.90"	"5,127.40"	"5,098.80"	"5,112.53"	650.72M	-0.03%
"Aug 16, 2013"	"5,152.40"	"5,152.40"	"5,101.30"	"5,113.86"	699.26M	-0.75%
"Aug 15, 2013"	"5,157.40"	"5,165.10"	"5,141.60"	"5,152.37"	770.52M	-0.10%
"Aug 14, 2013"	"5,157.70"	"5,168.20"	"5,143.00"	"5,157.42"	636.86M	-0.01%
"Aug 13, 2013"	"5,108.70"	"5,160.90"	"5,108.70"	"5,157.70"	688.77M	0.96%
"Aug 12, 2013"	"5,055.20"	"5,109.80"	"5,048.10"	"5,108.65"	600.35M	1.06%
"Aug 09, 2013"	"5,064.80"	"5,076.70"	"5,023.10"	"5,055.21"	574.09M	-0.19%
"Aug 08, 2013"	"5,011.30"	"5,082.90"	"5,011.30"	"5,064.80"	735.13M	1.07%
"Aug 07, 2013"	"5,105.60"	"5,105.60"	"5,007.90"	"5,011.30"	707.46M	-1.85%
"Aug 06, 2013"	"5,111.30"	"5,117.70"	"5,087.10"	"5,105.63"	581.27M	-0.11%
"Aug 05, 2013"	"5,116.80"	"5,116.80"	"5,100.40"	"5,111.25"	408.37M	-0.11%
"Aug 02, 2013"	"5,061.50"	"5,116.80"	"5,061.50"	"5,116.76"	627.32M	1.09%
"Aug 01, 2013"	"5,052.00"	"5,092.30"	"5,030.10"	"5,061.49"	679.43M	0.19%
"Jul 31, 2013"	"5,047.20"	"5,098.50"	"5,047.20"	"5,051.98"	632.58M	0.09%
"Jul 30, 2013"	"5,046.30"	"5,055.20"	"5,025.60"	"5,047.24"	668.40M	0.02%
"Jul 29, 2013"	"5,042.00"	"5,059.50"	"5,035.00"	"5,046.33"	447.75M	0.09%
"Jul 26, 2013"	"5,035.60"	"5,062.60"	"5,026.50"	"5,042.03"	861.23M	0.13%
"Jul 25, 2013"	"5,035.10"	"5,038.00"	"5,007.40"	"5,035.61"	757.20M	0.01%
"Jul 24, 2013"	"5,017.10"	"5,053.80"	"5,017.10"	"5,035.07"	671.24M	0.36%
"Jul 23, 2013"	"5,001.90"	"5,027.60"	"5,001.90"	"5,017.11"	593.68M	0.30%
"Jul 22, 2013"	"4,974.90"	"5,026.70"	"4,974.90"	"5,001.86"	514.67M	0.60%
"Jul 19, 2013"	"4,993.40"	"5,010.10"	"4,962.10"	"4,972.09"	669.18M	-0.43%
"Jul 18, 2013"	"4,981.70"	"5,008.80"	"4,981.70"	"4,993.42"	622.80M	0.24%
"Jul 17, 2013"	"4,986.00"	"4,996.10"	"4,978.90"	"4,981.68"	686.70M	-0.09%
"Jul 16, 2013"	"4,981.10"	"4,999.30"	"4,973.70"	"4,986.02"	543.13M	0.10%
"Jul 15, 2013"	"4,973.90"	"4,995.80"	"4,960.10"	"4,981.11"	510.79M	0.15%
"Jul 12, 2013"	"4,965.70"	"5,012.50"	"4,965.70"	"4,973.89"	665.00M	0.16%
"Jul 11, 2013"	"4,901.40"	"4,965.70"	"4,901.40"	"4,965.70"	656.55M	1.31%
"Jul 10, 2013"	"4,881.70"	"4,950.80"	"4,881.70"	"4,901.36"	680.65M	0.40%
"Jul 09, 2013"	"4,809.50"	"4,894.90"	"4,809.50"	"4,881.65"	592.21M	1.50%
"Jul 08, 2013"	"4,841.70"	"4,853.50"	"4,786.10"	"4,809.53"	517.76M	-0.67%
"Jul 05, 2013"	"4,794.70"	"4,853.40"	"4,794.70"	"4,841.75"	564.26M	0.98%
"Jul 04, 2013"	"4,744.10"	"4,801.10"	"4,744.10"	"4,794.74"	491.33M	1.07%
"Jul 03, 2013"	"4,834.00"	"4,834.00"	"4,720.20"	"4,744.12"	681.18M	-1.86%
"Jul 02, 2013"	"4,710.30"	"4,834.00"	"4,710.30"	"4,834.00"	728.68M	2.63%
"Jul 01, 2013"	"4,802.60"	"4,802.60"	"4,702.70"	"4,710.29"	569.26M	-1.92%
"Jun 28, 2013"	"4,811.30"	"4,833.40"	"4,795.60"	"4,802.59"	887.24M	-0.18%
"Jun 27, 2013"	"4,731.70"	"4,830.50"	"4,731.70"	"4,811.28"	787.52M	1.68%
"Jun 26, 2013"	"4,656.00"	"4,749.70"	"4,656.00"	"4,731.72"	757.75M	1.63%
"Jun 25, 2013"	"4,669.10"	"4,688.20"	"4,632.30"	"4,655.96"	950.48M	-0.28%
"Jun 24, 2013"	"4,738.80"	"4,738.80"	"4,662.30"	"4,669.14"	731.46M	-1.47%
"Jun 21, 2013"	"4,758.10"	"4,758.10"	"4,683.30"	"4,738.80"	1.26B	-0.41%
"Jun 20, 2013"	"4,861.40"	"4,861.40"	"4,729.00"	"4,758.39"	979.70M	-2.12%
"Jun 19, 2013"	"4,814.40"	"4,861.40"	"4,814.40"	"4,861.38"	716.25M	0.98%
"Jun 18, 2013"	"4,825.90"	"4,825.90"	"4,767.50"	"4,814.35"	763.31M	-0.24%
"Jun 17, 2013"	"4,773.20"	"4,825.90"	"4,743.30"	"4,825.88"	715.09M	0.71%
"Jun 14, 2013"	"4,695.80"	"4,792.60"	"4,695.80"	"4,791.76"	678.55M	2.04%
"Jun 13, 2013"	"4,724.50"	"4,724.50"	"4,658.60"	"4,695.76"	834.92M	-0.61%
"Jun 12, 2013"	"4,757.10"	"4,757.10"	"4,710.00"	"4,724.45"	770.02M	-0.69%
"Jun 11, 2013"	"4,737.70"	"4,758.40"	"4,735.40"	"4,757.06"	689.68M	0.41%
"Jun 07, 2013"	"4,781.20"	"4,783.30"	"4,732.30"	"4,737.70"	715.10M	-0.91%
"Jun 06, 2013"	"4,832.00"	"4,832.00"	"4,778.10"	"4,781.17"	750.68M	-1.12%
"Jun 05, 2013"	"4,900.80"	"4,900.80"	"4,831.10"	"4,835.21"	797.02M	-1.34%
"Jun 04, 2013"	"4,888.30"	"4,907.20"	"4,864.70"	"4,900.81"	724.40M	0.26%
"Jun 03, 2013"	"4,926.60"	"4,933.30"	"4,888.30"	"4,888.31"	638.43M	-0.78%
"May 31, 2013"	"4,942.20"	"4,962.90"	"4,922.80"	"4,926.57"	1.19B	-0.08%
"May 30, 2013"	"4,974.70"	"4,974.70"	"4,897.90"	"4,930.68"	753.59M	-0.89%
"May 29, 2013"	"4,970.70"	"4,993.20"	"4,960.30"	"4,974.73"	762.33M	0.08%
"May 28, 2013"	"4,959.10"	"4,981.30"	"4,950.10"	"4,970.65"	672.73M	0.22%
"May 27, 2013"	"4,983.80"	"4,983.90"	"4,931.20"	"4,959.86"	704.69M	-0.47%
"May 24, 2013"	"5,062.40"	"5,083.50"	"4,954.90"	"4,983.50"	997.64M	-1.56%
"May 23, 2013"	"5,160.20"	"5,160.20"	"5,058.60"	"5,062.45"	1.23B	-1.99%
"May 22, 2013"	"5,187.50"	"5,203.40"	"5,154.00"	"5,165.36"	986.49M	-0.28%
"May 21, 2013"	"5,207.80"	"5,207.80"	"5,160.60"	"5,180.06"	762.08M	-0.56%
"May 20, 2013"	"5,187.20"	"5,246.90"	"5,187.20"	"5,209.03"	619.42M	0.55%
"May 17, 2013"	"5,175.60"	"5,194.90"	"5,168.60"	"5,180.77"	718.92M	0.29%
"May 16, 2013"	"5,191.70"	"5,211.60"	"5,156.80"	"5,165.66"	797.78M	-0.50%
"May 15, 2013"	"5,222.30"	"5,249.60"	"5,168.50"	"5,191.66"	712.80M	-0.56%
"May 14, 2013"	"5,210.30"	"5,227.10"	"5,207.10"	"5,220.99"	643.53M	0.20%
"May 13, 2013"	"5,203.50"	"5,219.20"	"5,190.20"	"5,210.34"	589.38M	0.08%
"May 10, 2013"	"5,200.00"	"5,242.50"	"5,198.20"	"5,206.09"	602.43M	0.15%
"May 09, 2013"	"5,194.20"	"5,211.50"	"5,182.30"	"5,198.38"	766.80M	-0.03%
"May 08, 2013"	"5,152.40"	"5,201.90"	"5,150.40"	"5,199.75"	804.06M	1.09%
"May 07, 2013"	"5,162.70"	"5,166.70"	"5,118.90"	"5,143.73"	665.34M	-0.24%
"May 06, 2013"	"5,146.70"	"5,201.30"	"5,145.50"	"5,156.20"	550.93M	0.52%
"May 03, 2013"	"5,130.00"	"5,183.20"	"5,126.50"	"5,129.50"	548.60M	-0.01%
"May 02, 2013"	"5,166.20"	"5,166.20"	"5,117.40"	"5,129.97"	605.80M	-0.70%
"May 01, 2013"	"5,187.30"	"5,188.10"	"5,159.60"	"5,166.18"	450.43M	-0.48%
"Apr 30, 2013"	"5,125.80"	"5,195.10"	"5,125.80"	"5,191.22"	690.05M	1.28%
"Apr 29, 2013"	"5,097.50"	"5,130.30"	"5,097.50"	"5,125.81"	410.86M	0.56%
"Apr 26, 2013"	"5,113.90"	"5,135.00"	"5,097.40"	"5,097.51"	615.84M	-0.10%
"Apr 24, 2013"	"5,022.90"	"5,103.60"	"5,022.90"	"5,102.43"	932.39M	1.72%
"Apr 23, 2013"	"4,966.60"	"5,036.50"	"4,966.60"	"5,016.23"	700.27M	1.00%
"Apr 22, 2013"	"4,931.90"	"4,966.60"	"4,931.90"	"4,966.55"	489.09M	0.70%
"Apr 19, 2013"	"4,924.40"	"4,960.40"	"4,918.40"	"4,931.91"	754.29M	0.15%
"Apr 18, 2013"	"4,988.50"	"4,992.60"	"4,924.40"	"4,924.42"	1.05B	-1.60%
"Apr 17, 2013"	"4,950.80"	"5,006.10"	"4,950.80"	"5,004.56"	743.16M	1.08%
"Apr 16, 2013"	"4,967.90"	"4,967.90"	"4,914.00"	"4,950.85"	793.89M	-0.34%
"Apr 15, 2013"	"5,005.30"	"5,005.30"	"4,933.30"	"4,967.91"	655.03M	-0.91%
"Apr 12, 2013"	"5,006.50"	"5,023.00"	"5,006.10"	"5,013.53"	732.73M	0.13%
"Apr 11, 2013"	"4,968.00"	"5,013.20"	"4,968.00"	"5,007.07"	769.13M	0.79%
"Apr 10, 2013"	"4,987.20"	"4,991.90"	"4,956.30"	"4,967.99"	820.44M	-0.18%
"Apr 09, 2013"	"4,905.50"	"4,976.90"	"4,905.50"	"4,976.84"	1.01B	1.45%
"Apr 08, 2013"	"4,891.40"	"4,914.00"	"4,889.60"	"4,905.49"	593.78M	0.29%
"Apr 05, 2013"	"4,919.90"	"4,924.00"	"4,883.70"	"4,891.43"	715.79M	-0.45%
"Apr 04, 2013"	"4,949.90"	"4,949.90"	"4,902.20"	"4,913.48"	683.92M	-0.89%
"Apr 03, 2013"	"4,989.80"	"5,011.90"	"4,934.60"	"4,957.68"	800.74M	-0.56%
"Apr 02, 2013"	"4,966.50"	"5,005.60"	"4,964.80"	"4,985.51"	608.68M	0.38%
"Mar 28, 2013"	"4,995.00"	"4,995.00"	"4,966.50"	"4,966.50"	841.07M	-0.57%
"Mar 27, 2013"	"4,959.20"	"4,995.00"	"4,956.80"	"4,994.99"	555.75M	0.90%
"Mar 26, 2013"	"4,981.00"	"4,981.00"	"4,942.50"	"4,950.25"	628.57M	-0.80%
"Mar 25, 2013"	"4,968.80"	"5,023.20"	"4,968.80"	"4,990.20"	514.56M	0.46%
"Mar 22, 2013"	"4,956.30"	"4,983.60"	"4,927.90"	"4,967.26"	536.81M	0.16%
"Mar 21, 2013"	"4,967.30"	"4,998.90"	"4,947.80"	"4,959.41"	1.01B	-0.16%
"Mar 20, 2013"	"4,987.40"	"4,988.10"	"4,937.50"	"4,967.35"	728.69M	-0.40%
"Mar 19, 2013"	"5,023.10"	"5,057.40"	"4,987.40"	"4,987.40"	771.14M	-0.56%
"Mar 18, 2013"	"5,101.70"	"5,101.70"	"5,014.70"	"5,015.40"	844.34M	-2.05%
"Mar 15, 2013"	"5,032.20"	"5,120.20"	"5,032.20"	"5,120.24"	1.26B	1.75%
"Mar 14, 2013"	"5,089.70"	"5,103.40"	"5,032.20"	"5,032.22"	864.62M	-1.18%
"Mar 13, 2013"	"5,120.80"	"5,121.80"	"5,079.90"	"5,092.40"	738.06M	-0.50%
"Mar 12, 2013"	"5,150.50"	"5,163.50"	"5,117.87"	"5,117.87"	686.79M	-0.56%
"Mar 11, 2013"	"5,120.80"	"5,148.40"	"5,115.00"	"5,146.90"	592.22M	0.46%
"Mar 08, 2013"	"5,109.20"	"5,131.20"	"5,102.00"	"5,123.44"	752.50M	0.28%
"Mar 07, 2013"	"5,120.00"	"5,135.70"	"5,086.50"	"5,109.20"	730.15M	-0.15%
"Mar 06, 2013"	"5,075.40"	"5,131.60"	"5,075.40"	"5,116.79"	823.76M	0.82%
"Mar 05, 2013"	"5,010.50"	"5,095.00"	"5,010.50"	"5,075.36"	756.68M	1.29%
"Mar 04, 2013"	"5,086.10"	"5,086.10"	"5,009.60"	"5,010.52"	701.47M	-1.49%
"Mar 01, 2013"	"5,104.10"	"5,104.10"	"5,062.10"	"5,086.13"	968.57M	-0.35%
"Feb 28, 2013"	"5,036.60"	"5,112.50"	"5,036.60"	"5,104.08"	1.19B	1.34%
"Feb 27, 2013"	"5,011.60"	"5,043.20"	"5,011.60"	"5,036.59"	665.05M	0.66%
