model,description,metric,metric_code,value,rating,link
OAG-AD-15620602,RS7 - 2017 Audi RS7 performance Auto quattro,price,price,189990,1.91,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15620602/?Cr=5
OAG-AD-15620602,RS7 - 2017 Audi RS7 performance Auto quattro,milage,milage,2506,1.91,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15620602/?Cr=5
OAG-AD-15620602,RS7 - 2017 Audi RS7 performance Auto quattro,age,age,1,1.91,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15620602/?Cr=5
OAG-AD-15605437,RS7 - 2013 Audi RS7 Auto quattro,price,price,129878,1.83,https://www.carsales.com.au/dealer/details/Audi-RS7-2013/OAG-AD-15605437/?Cr=2
OAG-AD-15605437,RS7 - 2013 Audi RS7 Auto quattro,milage,milage,12266,1.83,https://www.carsales.com.au/dealer/details/Audi-RS7-2013/OAG-AD-15605437/?Cr=2
OAG-AD-15605437,RS7 - 2013 Audi RS7 Auto quattro,age,age,5,1.83,https://www.carsales.com.au/dealer/details/Audi-RS7-2013/OAG-AD-15605437/?Cr=2
OAG-AD-15347220,RS7 - 2016 Audi RS7 performance Auto quattro,price,price,175900,1.63,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15347220/?Cr=1
OAG-AD-15347220,RS7 - 2016 Audi RS7 performance Auto quattro,milage,milage,6691,1.63,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15347220/?Cr=1
OAG-AD-15347220,RS7 - 2016 Audi RS7 performance Auto quattro,age,age,2,1.63,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15347220/?Cr=1
OAG-AD-15705889,RS7 - 2017 Audi RS7 performance Auto quattro,price,price,198878,0.84,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15705889/?Cr=3
OAG-AD-15705889,RS7 - 2017 Audi RS7 performance Auto quattro,milage,milage,6951,0.84,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15705889/?Cr=3
OAG-AD-15705889,RS7 - 2017 Audi RS7 performance Auto quattro,age,age,1,0.84,https://www.carsales.com.au/dealer/details/Audi-RS7-2017/OAG-AD-15705889/?Cr=3
OAG-AD-15806454,RS7 - 2016 Audi RS7 performance Auto quattro,price,price,199888,0.60,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15806454/?gts=OAG-AD-15806454&gtssaleid=OAG-AD-15806454&rankingType=TopSpot
OAG-AD-15806454,RS7 - 2016 Audi RS7 performance Auto quattro,milage,milage,2200,0.60,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15806454/?gts=OAG-AD-15806454&gtssaleid=OAG-AD-15806454&rankingType=TopSpot
OAG-AD-15806454,RS7 - 2016 Audi RS7 performance Auto quattro,age,age,2,0.60,https://www.carsales.com.au/dealer/details/Audi-RS7-2016/OAG-AD-15806454/?gts=OAG-AD-15806454&gtssaleid=OAG-AD-15806454&rankingType=TopSpot
OAG-AD-15668786,RS7 - 2015 Audi RS7 Auto quattro,price,price,152990,0.36,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15668786/?Cr=6
OAG-AD-15668786,RS7 - 2015 Audi RS7 Auto quattro,milage,milage,24841,0.36,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15668786/?Cr=6
OAG-AD-15668786,RS7 - 2015 Audi RS7 Auto quattro,age,age,3,0.36,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15668786/?Cr=6
OAG-AD-15806457,RS7 - 2015 Audi RS7 performance Auto quattro,price,price,199888,-0.15,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15806457/?gts=OAG-AD-15806457&gtssaleid=OAG-AD-15806457&rankingType=Showcase
OAG-AD-15806457,RS7 - 2015 Audi RS7 performance Auto quattro,milage,milage,2614,-0.15,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15806457/?gts=OAG-AD-15806457&gtssaleid=OAG-AD-15806457&rankingType=Showcase
OAG-AD-15806457,RS7 - 2015 Audi RS7 performance Auto quattro,age,age,3,-0.15,https://www.carsales.com.au/dealer/details/Audi-RS7-2015/OAG-AD-15806457/?gts=OAG-AD-15806457&gtssaleid=OAG-AD-15806457&rankingType=Showcase
OAG-AD-15468487,RS7 - 2014 Audi RS7 Auto quattro,price,price,128888,-0.17,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15468487/?Cr=7
OAG-AD-15468487,RS7 - 2014 Audi RS7 Auto quattro,milage,milage,37090,-0.17,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15468487/?Cr=7
OAG-AD-15468487,RS7 - 2014 Audi RS7 Auto quattro,age,age,4,-0.17,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15468487/?Cr=7
OAG-AD-15812554,RS7 - 2014 Audi RS7 Auto quattro,price,price,134800,-1.07,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15812554/?Cr=4
OAG-AD-15812554,RS7 - 2014 Audi RS7 Auto quattro,milage,milage,41732,-1.07,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15812554/?Cr=4
OAG-AD-15812554,RS7 - 2014 Audi RS7 Auto quattro,age,age,4,-1.07,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15812554/?Cr=4
OAG-AD-15669084,RS7 - 2014 Audi RS7 Auto quattro,price,price,135878,-1.86,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15669084/?Cr=0
OAG-AD-15669084,RS7 - 2014 Audi RS7 Auto quattro,milage,milage,48217,-1.86,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15669084/?Cr=0
OAG-AD-15669084,RS7 - 2014 Audi RS7 Auto quattro,age,age,4,-1.86,https://www.carsales.com.au/dealer/details/Audi-RS7-2014/OAG-AD-15669084/?Cr=0
SHRM-AD-5768095,RS7 - 2017 Audi RS7 performance Auto quattro,price,price,285962,-3.93,https://www.carsales.com.au/bnc/details/Audi-RS7-2017/SHRM-AD-5768095/?Cr=8
SHRM-AD-5768095,RS7 - 2017 Audi RS7 performance Auto quattro,milage,milage,0,-3.93,https://www.carsales.com.au/bnc/details/Audi-RS7-2017/SHRM-AD-5768095/?Cr=8
SHRM-AD-5768095,RS7 - 2017 Audi RS7 performance Auto quattro,age,age,1,-3.93,https://www.carsales.com.au/bnc/details/Audi-RS7-2017/SHRM-AD-5768095/?Cr=8
