This file was downloaded on February 22 2018 5:40:21 AM UTC-08:00
Keywords,light bulbs
Date Range,2015-02-20 - 2018-02-20
Buyer Country: ,AU
Category: ,Home & Garden
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,15,8.28 USD,124.20 USD
2015-02-21,149,13.68 USD,2038.82 USD
2015-02-22,153,14.09 USD,2155.62 USD
2015-02-23,136,23.01 USD,3129.62 USD
2015-02-24,104,21.35 USD,2220.07 USD
2015-02-25,106,20.28 USD,2149.17 USD
2015-02-26,153,17.52 USD,2680.36 USD
2015-02-27,84,16.01 USD,1345.20 USD
2015-02-28,116,16.17 USD,1875.77 USD
2015-03-01,119,14.61 USD,1738.91 USD
2015-03-02,137,16.96 USD,2323.85 USD
2015-03-03,147,18.96 USD,2787.28 USD
2015-03-04,117,13.21 USD,1546.08 USD
2015-03-05,102,14.90 USD,1519.34 USD
2015-03-06,74,15.93 USD,1178.83 USD
2015-03-07,104,19.18 USD,1994.23 USD
2015-03-08,114,11.26 USD,1283.29 USD
2015-03-09,134,18.12 USD,2427.49 USD
2015-03-10,153,20.72 USD,3169.40 USD
2015-03-11,119,21.19 USD,2521.13 USD
2015-03-12,86,15.72 USD,1352.03 USD
2015-03-13,111,13.17 USD,1461.76 USD
2015-03-14,115,18.87 USD,2169.94 USD
2015-03-15,106,28.20 USD,2988.84 USD
2015-03-16,128,17.90 USD,2290.59 USD
2015-03-17,117,21.08 USD,2466.77 USD
2015-03-18,110,16.33 USD,1796.27 USD
2015-03-19,108,19.11 USD,2064.30 USD
2015-03-20,75,13.48 USD,1010.64 USD
2015-03-21,89,19.31 USD,1718.43 USD
2015-03-22,124,18.25 USD,2263.28 USD
2015-03-23,173,16.79 USD,2904.32 USD
2015-03-24,126,21.39 USD,2695.75 USD
2015-03-25,165,16.63 USD,2743.47 USD
2015-03-26,121,14.57 USD,1763.26 USD
2015-03-27,79,14.60 USD,1153.45 USD
2015-03-28,117,14.61 USD,1709.79 USD
2015-03-29,103,20.76 USD,2138.25 USD
2015-03-30,128,14.85 USD,1900.89 USD
2015-03-31,150,15.82 USD,2372.35 USD
2015-04-01,126,14.91 USD,1878.49 USD
2015-04-02,102,16.98 USD,1731.82 USD
2015-04-03,96,12.79 USD,1227.88 USD
2015-04-04,99,14.61 USD,1446.38 USD
2015-04-05,131,13.93 USD,1824.83 USD
2015-04-06,133,21.82 USD,2902.51 USD
2015-04-07,171,14.08 USD,2407.44 USD
2015-04-08,185,13.66 USD,2527.28 USD
2015-04-09,187,15.32 USD,2865.52 USD
2015-04-10,121,26.53 USD,3210.56 USD
2015-04-11,116,15.71 USD,1822.08 USD
2015-04-12,161,15.87 USD,2554.39 USD
2015-04-13,162,15.75 USD,2552.03 USD
2015-04-14,131,13.98 USD,1830.93 USD
2015-04-15,178,12.70 USD,2259.89 USD
2015-04-16,90,21.20 USD,1907.97 USD
2015-04-17,129,13.71 USD,1768.05 USD
