This file was downloaded on February 22 2018 5:25:24 AM UTC-08:00
Keywords,microwave
Date Range,2015-02-20 - 2018-02-20
Buyer Country: ,AU
Category: ,Microwave Ovens
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-20,1,101.02 USD,101.02 USD
2015-02-21,12,85.26 USD,1023.15 USD
2015-02-22,16,76.80 USD,1228.76 USD
2015-02-23,8,74.67 USD,597.33 USD
2015-02-24,12,78.02 USD,936.27 USD
2015-02-25,8,135.01 USD,1080.05 USD
2015-02-26,5,58.46 USD,292.32 USD
2015-02-27,14,142.76 USD,1998.64 USD
2015-02-28,9,183.03 USD,1647.24 USD
2015-03-01,19,65.99 USD,1253.82 USD
2015-03-02,10,60.79 USD,607.87 USD
2015-03-03,8,75.48 USD,603.81 USD
2015-03-04,9,80.42 USD,723.79 USD
2015-03-05,17,108.88 USD,1850.89 USD
2015-03-06,15,134.81 USD,2022.20 USD
2015-03-07,16,154.91 USD,2478.63 USD
2015-03-08,19,168.84 USD,3207.93 USD
2015-03-09,15,271.03 USD,4065.50 USD
2015-03-10,8,70.19 USD,561.50 USD
2015-03-11,16,82.61 USD,1321.81 USD
2015-03-12,8,67.44 USD,539.50 USD
2015-03-13,6,30.41 USD,182.47 USD
2015-03-14,10,52.12 USD,521.18 USD
2015-03-15,27,39.82 USD,1075.04 USD
2015-03-16,17,83.08 USD,1412.40 USD
2015-03-17,10,120.80 USD,1208.00 USD
2015-03-18,14,77.27 USD,1081.84 USD
2015-03-19,13,81.86 USD,1064.14 USD
2015-03-20,2,115.80 USD,231.60 USD
2015-03-21,7,49.70 USD,347.91 USD
2015-03-22,11,39.47 USD,434.19 USD
2015-03-23,11,86.58 USD,952.34 USD
2015-03-24,18,131.80 USD,2372.37 USD
2015-03-25,15,100.41 USD,1506.20 USD
2015-03-26,7,90.45 USD,633.14 USD
2015-03-27,10,91.48 USD,914.80 USD
2015-03-28,63,149.65 USD,9428.07 USD
2015-03-29,46,162.57 USD,7478.12 USD
2015-03-30,53,171.17 USD,9072.22 USD
2015-03-31,46,158.05 USD,7270.38 USD
2015-04-01,80,160.38 USD,12830.36 USD
2015-04-02,44,161.73 USD,7116.22 USD
2015-04-03,12,102.06 USD,1224.66 USD
2015-04-04,16,79.85 USD,1277.53 USD
2015-04-05,20,87.78 USD,1755.55 USD
2015-04-06,17,66.83 USD,1136.18 USD
2015-04-07,9,98.89 USD,890.05 USD
