model,description,metric,metric_code,value,rating,link
SHRM-AD-5870283,DB11 - 2018 Aston Martin DB11 Auto,price,price,403325,-0.66,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870283/?Cr=129
SHRM-AD-5870283,DB11 - 2018 Aston Martin DB11 Auto,milage,milage,0,-0.66,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870283/?Cr=129
SHRM-AD-5870283,DB11 - 2018 Aston Martin DB11 Auto,age,age,0,-0.66,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870283/?Cr=129
SHRM-AD-5870282,DB11 - 2018 Aston Martin DB11 Auto,price,price,406531,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870282/?Cr=123
SHRM-AD-5870282,DB11 - 2018 Aston Martin DB11 Auto,milage,milage,0,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870282/?Cr=123
SHRM-AD-5870282,DB11 - 2018 Aston Martin DB11 Auto,age,age,0,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870282/?Cr=123
SHRM-AD-5870285,DB11 - 2018 Aston Martin DB11 Auto,price,price,406531,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870285/?Cr=111
SHRM-AD-5870285,DB11 - 2018 Aston Martin DB11 Auto,milage,milage,0,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870285/?Cr=111
SHRM-AD-5870285,DB11 - 2018 Aston Martin DB11 Auto,age,age,0,-0.73,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870285/?Cr=111
SHRM-AD-5870284,DB11 - 2018 Aston Martin DB11 Auto,price,price,412593,-0.86,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870284/?Cr=115
SHRM-AD-5870284,DB11 - 2018 Aston Martin DB11 Auto,milage,milage,0,-0.86,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870284/?Cr=115
SHRM-AD-5870284,DB11 - 2018 Aston Martin DB11 Auto,age,age,0,-0.86,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2018/SHRM-AD-5870284/?Cr=115
SHRM-AD-5732953,DB11 - 2017 Aston Martin DB11 Auto,price,price,435308,-1.44,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2017/SHRM-AD-5732953/?Cr=119
SHRM-AD-5732953,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,0,-1.44,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2017/SHRM-AD-5732953/?Cr=119
SHRM-AD-5732953,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-1.44,https://www.carsales.com.au/bnc/details/Aston-Martin-DB11-2017/SHRM-AD-5732953/?Cr=119
OAG-AD-15498070,DB11 - 2016 Aston Martin DB11 Launch Edition Auto,price,price,429990,-1.52,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2016/OAG-AD-15498070/?Cr=84
OAG-AD-15498070,DB11 - 2016 Aston Martin DB11 Launch Edition Auto,milage,milage,1350,-1.52,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2016/OAG-AD-15498070/?Cr=84
OAG-AD-15498070,DB11 - 2016 Aston Martin DB11 Launch Edition Auto,age,age,2,-1.52,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2016/OAG-AD-15498070/?Cr=84
OAG-AD-15699711,DB11 - 2017 Aston Martin DB11 Auto,price,price,448700,-1.78,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15699711/?Cr=1
OAG-AD-15699711,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,678,-1.78,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15699711/?Cr=1
OAG-AD-15699711,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-1.78,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15699711/?Cr=1
OAG-AD-15479002,DB11 - 2018 Aston Martin DB11 Auto,price,price,460990,-1.92,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2018/OAG-AD-15479002/?Cr=46
OAG-AD-15479002,DB11 - 2018 Aston Martin DB11 Auto,milage,milage,247,-1.92,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2018/OAG-AD-15479002/?Cr=46
OAG-AD-15479002,DB11 - 2018 Aston Martin DB11 Auto,age,age,0,-1.92,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2018/OAG-AD-15479002/?Cr=46
OAG-AD-15044259,DB11 - 2017 Aston Martin DB11 Auto,price,price,439900,-1.98,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15044259/?Cr=87
OAG-AD-15044259,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,5850,-1.98,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15044259/?Cr=87
OAG-AD-15044259,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-1.98,https://www.carsales.com.au/demo/details/Aston-Martin-DB11-2017/OAG-AD-15044259/?Cr=87
OAG-AD-15587446,DB11 - 2017 Aston Martin DB11 Auto,price,price,437900,-2.13,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2017/OAG-AD-15587446/?Cr=80
OAG-AD-15587446,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,8500,-2.13,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2017/OAG-AD-15587446/?Cr=80
OAG-AD-15587446,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-2.13,https://www.carsales.com.au/dealer/details/Aston-Martin-DB11-2017/OAG-AD-15587446/?Cr=80
OAG-AD-15333279,DB11 - 2017 Aston Martin DB11 Auto,price,price,499600,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333279/?Cr=78
OAG-AD-15333279,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,15,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333279/?Cr=78
OAG-AD-15333279,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333279/?Cr=78
OAG-AD-15333278,DB11 - 2017 Aston Martin DB11 Auto,price,price,499900,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333278/?Cr=89
OAG-AD-15333278,DB11 - 2017 Aston Martin DB11 Auto,milage,milage,15,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333278/?Cr=89
OAG-AD-15333278,DB11 - 2017 Aston Martin DB11 Auto,age,age,1,-2.83,https://www.carsales.com.au/bncis/details/Aston-Martin-DB11-2017/OAG-AD-15333278/?Cr=89
