model,description,metric,metric_code,value,rating,link
SSE-AD-5301234,Supra - 2001 Toyota Supra SZ Auto,price,price,16500,6.26,https://www.carsales.com.au/private/details/Toyota-Supra-2001/SSE-AD-5301234/?Cr=22
SSE-AD-5301234,Supra - 2001 Toyota Supra SZ Auto,milage,milage,80000,6.26,https://www.carsales.com.au/private/details/Toyota-Supra-2001/SSE-AD-5301234/?Cr=22
SSE-AD-5301234,Supra - 2001 Toyota Supra SZ Auto,age,age,17,6.26,https://www.carsales.com.au/private/details/Toyota-Supra-2001/SSE-AD-5301234/?Cr=22
SSE-AD-5563663,Supra - 1995 Toyota Supra SZ Auto,price,price,13800,5.19,https://www.carsales.com.au/private/details/Toyota-Supra-1995/SSE-AD-5563663/?Cr=26
SSE-AD-5563663,Supra - 1995 Toyota Supra SZ Auto,milage,milage,70000,5.19,https://www.carsales.com.au/private/details/Toyota-Supra-1995/SSE-AD-5563663/?Cr=26
SSE-AD-5563663,Supra - 1995 Toyota Supra SZ Auto,age,age,23,5.19,https://www.carsales.com.au/private/details/Toyota-Supra-1995/SSE-AD-5563663/?Cr=26
SSE-AD-5651191,Supra - 1994 Toyota Supra SZ Manual,price,price,14900,5.17,https://www.carsales.com.au/private/details/Toyota-Supra-1994/SSE-AD-5651191/?Cr=16
SSE-AD-5651191,Supra - 1994 Toyota Supra SZ Manual,milage,milage,58725,5.17,https://www.carsales.com.au/private/details/Toyota-Supra-1994/SSE-AD-5651191/?Cr=16
SSE-AD-5651191,Supra - 1994 Toyota Supra SZ Manual,age,age,24,5.17,https://www.carsales.com.au/private/details/Toyota-Supra-1994/SSE-AD-5651191/?Cr=16
SSE-AD-2233248,Supra - 1997 Toyota Supra SZ-R Manual,price,price,30000,3.73,https://www.carsales.com.au/private/details/Toyota-Supra-1997/SSE-AD-2233248/?Cr=11
SSE-AD-2233248,Supra - 1997 Toyota Supra SZ-R Manual,milage,milage,79000,3.73,https://www.carsales.com.au/private/details/Toyota-Supra-1997/SSE-AD-2233248/?Cr=11
SSE-AD-2233248,Supra - 1997 Toyota Supra SZ-R Manual,age,age,21,3.73,https://www.carsales.com.au/private/details/Toyota-Supra-1997/SSE-AD-2233248/?Cr=11
SSE-AD-5233504,Supra - 1993 Toyota Supra RZ Auto,price,price,39000,3.21,https://www.carsales.com.au/private/details/Toyota-Supra-1993/SSE-AD-5233504/?Cr=14
