2018-02-24.19:22:46: Polling: cpi_model.ipynb
2018-02-24.19:22:48: Polling: cpi_model.ipynb
2018-02-24.19:22:48: No Change
2018-02-24.19:22:50: Polling: cpi_model.ipynb
2018-02-24.19:22:50: No Change
2018-02-24.19:22:52: Polling: cpi_model.ipynb
2018-02-24.19:22:52: No Change
2018-02-24.19:22:54: Polling: cpi_model.ipynb
2018-02-24.19:22:54: No Change
2018-02-24.19:22:56: Polling: cpi_model.ipynb
2018-02-24.19:22:56: No Change
2018-02-24.19:22:58: Polling: cpi_model.ipynb
2018-02-24.19:22:58: No Change
2018-02-24.19:23:00: Polling: cpi_model.ipynb
2018-02-24.19:23:00: No Change
2018-02-24.19:23:02: Polling: cpi_model.ipynb
2018-02-24.19:23:02: No Change
2018-02-24.19:23:04: Polling: cpi_model.ipynb
2018-02-24.19:23:04: No Change
2018-02-24.19:23:06: Polling: cpi_model.ipynb
2018-02-24.19:23:06: No Change
2018-02-24.19:23:08: Polling: cpi_model.ipynb
2018-02-24.19:23:08: No Change
2018-02-24.19:23:50: Polling: cpi_model.ipynb
2018-02-24.19:23:52: Polling: cpi_model.ipynb
2018-02-24.19:23:54: Polling: cpi_model.ipynb
2018-02-24.19:23:56: Polling: cpi_model.ipynb
2018-02-24.19:23:58: Polling: cpi_model.ipynb
2018-02-24.19:24:00: Polling: cpi_model.ipynb
2018-02-24 19:24:19: Polling: cpi_model.ipynb
2018-02-24 19:24:21: Polling: cpi_model.ipynb
2018-02-24 19:24:23: Polling: cpi_model.ipynb
2018-02-24 19:24:25: Polling: cpi_model.ipynb
2018-02-24 19:24:27: Polling: cpi_model.ipynb
2018-02-24 19:24:29: Polling: cpi_model.ipynb
2018-02-24 19:24:31: Polling: cpi_model.ipynb
2018-02-24 19:24:33: Polling: cpi_model.ipynb
2018-02-24 19:24:36: Polling: cpi_model.ipynb
2018-02-24 19:24:38: Polling: cpi_model.ipynb
2018-02-24 19:24:40: Polling: cpi_model.ipynb
2018-02-24 19:24:42: Polling: cpi_model.ipynb
2018-02-24 19:24:44: Polling: cpi_model.ipynb
2018-02-24 19:24:46: Polling: cpi_model.ipynb
2018-02-24 19:24:48: Polling: cpi_model.ipynb
2018-02-24 19:24:50: Polling: cpi_model.ipynb
2018-02-24 19:24:52: Polling: cpi_model.ipynb
2018-02-24 19:24:54: Polling: cpi_model.ipynb
2018-02-24 19:24:56: Polling: cpi_model.ipynb
2018-02-24 19:24:58: Polling: cpi_model.ipynb
2018-02-24 19:25:00: Polling: cpi_model.ipynb
2018-02-24 19:25:02: Polling: cpi_model.ipynb
2018-02-24 19:25:04: Polling: cpi_model.ipynb
2018-02-24 19:25:06: Polling: cpi_model.ipynb
2018-02-24 19:25:08: Polling: cpi_model.ipynb
2018-02-24 19:25:11: Polling: cpi_model.ipynb
2018-02-24 19:25:13: Polling: cpi_model.ipynb
2018-02-24 19:25:15: Polling: cpi_model.ipynb
2018-02-24 19:25:17: Polling: cpi_model.ipynb
2018-02-24 19:25:19: Polling: cpi_model.ipynb
2018-02-24 19:25:21: Polling: cpi_model.ipynb
2018-02-24 19:25:23: Polling: cpi_model.ipynb
2018-02-24 19:25:25: Polling: cpi_model.ipynb
2018-02-24 19:25:27: Polling: cpi_model.ipynb
2018-02-24 19:25:29: Polling: cpi_model.ipynb
2018-02-24 19:25:31: Polling: cpi_model.ipynb
2018-02-24 19:25:33: Polling: cpi_model.ipynb
2018-02-24 19:25:35: Polling: cpi_model.ipynb
2018-02-24 19:25:37: Polling: cpi_model.ipynb
2018-02-24 19:25:39: Polling: cpi_model.ipynb
2018-02-24 19:25:41: Polling: cpi_model.ipynb
2018-02-24 19:25:43: Polling: cpi_model.ipynb
2018-02-24 19:25:46: Polling: cpi_model.ipynb
2018-02-24 19:25:48: Polling: cpi_model.ipynb
2018-02-24 19:25:50: Polling: cpi_model.ipynb
2018-02-24 19:25:52: Polling: cpi_model.ipynb
2018-02-24 19:25:54: Polling: cpi_model.ipynb
2018-02-24 19:25:56: Polling: cpi_model.ipynb
2018-02-24 19:25:58: Polling: cpi_model.ipynb
2018-02-24 19:26:00: Polling: cpi_model.ipynb
2018-02-24 19:26:02: Polling: cpi_model.ipynb
2018-02-24 19:26:04: Polling: cpi_model.ipynb
2018-02-24 19:26:06: Polling: cpi_model.ipynb
2018-02-24 19:26:08: Polling: cpi_model.ipynb
2018-02-24 19:26:10: Polling: cpi_model.ipynb
2018-02-24 19:26:12: Polling: cpi_model.ipynb
2018-02-24 19:26:14: Polling: cpi_model.ipynb
2018-02-24 19:26:16: Polling: cpi_model.ipynb
2018-02-24 19:30:55: Polling: cpi_model.ipynb
2018-02-24 19:30:57: Polling: cpi_model.ipynb
2018-02-24 19:30:59: Polling: cpi_model.ipynb
2018-02-24 19:31:01: Polling: cpi_model.ipynb
2018-02-24 19:31:03: Polling: cpi_model.ipynb
2018-02-24 19:31:05: Polling: cpi_model.ipynb
2018-02-24 19:31:07: Polling: cpi_model.ipynb
2018-02-24 19:31:09: Polling: cpi_model.ipynb
2018-02-24 19:31:11: Polling: cpi_model.ipynb
2018-02-24 19:31:13: Polling: cpi_model.ipynb
2018-02-24 19:31:15: Polling: cpi_model.ipynb
2018-02-24 19:31:17: Polling: cpi_model.ipynb
2018-02-24 19:31:19: Polling: cpi_model.ipynb
2018-02-24 19:31:21: Polling: cpi_model.ipynb
2018-02-24 19:31:23: Polling: cpi_model.ipynb
2018-02-24 19:31:25: Polling: cpi_model.ipynb
2018-02-24 19:31:27: Polling: cpi_model.ipynb
2018-02-24 19:31:29: Polling: cpi_model.ipynb
2018-02-24 19:31:31: Polling: cpi_model.ipynb
2018-02-24 19:31:33: Polling: cpi_model.ipynb
2018-02-24 19:31:35: Polling: cpi_model.ipynb
2018-02-24 19:31:37: Polling: cpi_model.ipynb
2018-02-24 19:31:39: Polling: cpi_model.ipynb
2018-02-24 19:31:42: Polling: cpi_model.ipynb
2018-02-24 19:31:44: Polling: cpi_model.ipynb
2018-02-24 19:31:46: Polling: cpi_model.ipynb
2018-02-24 19:31:48: Polling: cpi_model.ipynb
2018-02-24 19:31:50: Polling: cpi_model.ipynb
2018-02-24 19:31:52: Polling: cpi_model.ipynb
2018-02-24 19:31:54: Polling: cpi_model.ipynb
2018-02-24 19:31:56: Polling: cpi_model.ipynb
2018-02-24 19:31:58: Polling: cpi_model.ipynb
2018-02-24 19:32:00: Polling: cpi_model.ipynb
2018-02-24 19:32:02: Polling: cpi_model.ipynb
2018-02-24 19:32:04: Polling: cpi_model.ipynb
2018-02-24 19:32:06: Polling: cpi_model.ipynb
2018-02-24 19:32:08: Polling: cpi_model.ipynb
2018-02-24 19:32:10: Polling: cpi_model.ipynb
2018-02-24 19:32:12: Polling: cpi_model.ipynb
2018-02-24 19:32:14: Polling: cpi_model.ipynb
2018-02-24 19:32:16: Polling: cpi_model.ipynb
2018-02-24 19:32:18: Polling: cpi_model.ipynb
2018-02-24 19:32:20: Polling: cpi_model.ipynb
2018-02-24 19:32:22: Polling: cpi_model.ipynb
2018-02-24 19:32:24: Polling: cpi_model.ipynb
2018-02-24 19:32:26: Polling: cpi_model.ipynb
2018-02-24 19:32:29: Polling: cpi_model.ipynb
2018-02-24 19:32:31: Polling: cpi_model.ipynb
2018-02-24 19:32:33: Polling: cpi_model.ipynb
2018-02-24 19:32:35: Polling: cpi_model.ipynb
2018-02-24 19:32:37: Polling: cpi_model.ipynb
2018-02-24 19:32:39: Polling: cpi_model.ipynb
2018-02-24 19:32:41: Polling: cpi_model.ipynb
2018-02-24 19:32:43: Polling: cpi_model.ipynb
2018-02-24 19:32:45: Polling: cpi_model.ipynb
2018-02-24 19:32:47: Polling: cpi_model.ipynb
2018-02-24 19:32:49: Polling: cpi_model.ipynb
2018-02-24 19:32:51: Polling: cpi_model.ipynb
2018-02-24 19:32:53: Polling: cpi_model.ipynb
2018-02-24 19:32:55: Polling: cpi_model.ipynb
2018-02-24 19:32:57: Polling: cpi_model.ipynb
2018-02-24 19:32:59: Polling: cpi_model.ipynb
2018-02-24 19:33:01: Polling: cpi_model.ipynb
2018-02-24 19:33:03: Polling: cpi_model.ipynb
2018-02-24 19:33:05: Polling: cpi_model.ipynb
2018-02-24 19:33:05: Copying - C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/cpi_model.ipynb	to	C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/notebooks/archive/cpi_model.2018-02-24.193305.ipynb
2018-02-24 19:33:07: Polling: cpi_model.ipynb
2018-02-24 19:33:07: Copying - C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/cpi_model.ipynb	to	C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/notebooks/archive/cpi_model.2018-02-24.193307.ipynb
2018-02-24 19:33:09: Polling: cpi_model.ipynb
2018-02-24 19:33:09: Copying - C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/cpi_model.ipynb	to	C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/notebooks/archive/cpi_model.2018-02-24.193309.ipynb
2018-02-24 19:33:11: Polling: cpi_model.ipynb
2018-02-24 19:33:11: Copying - C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/cpi_model.ipynb	to	C:/Users/wchen/PycharmProjects/willzjc.github.io/python/historical_price/notebooks/archive/cpi_model.2018-02-24.193311.ipynb
