,date,bed,bed_sales,bed_weighting,chairs,chairs_sales,chairs_weighting,wardrobe,wardrobe_sales,wardrobe_weighting,furniture,furniture_sales,furniture_weighting,hand tool,hand tool_sales,hand tool_weighting,light bulb,light bulb_sales,light bulb_weighting,kettle,kettle_sales,kettle_weighting,fan,fan_sales,fan_weighting,fridge,fridge_sales,fridge_weighting
94,2015-11-22,17.71,35.42,2.0,149.76,6589.41,43.9997996795,28.31,452.94,15.9992935359,225.82,2258.2,10.0,13.47,67.37,5.00148478099,6.17,1307.05,211.839546191,43.77,1794.38,40.9956591273,47.88,4596.67,96.003968254,67.57,540.58,8.00029598934
95,2015-11-23,12.82,12.82,1.0,135.26,4463.67,33.0006653852,59.66,1730.03,28.9981562186,298.01,6258.24,21.0001006678,45.82,229.12,5.00043649062,6.27,1341.69,213.985645933,43.42,1389.5,32.0013818517,62.14,5779.46,93.0070807853,252.11,2016.89,8.00003966523
96,2015-11-24,12.75,12.75,1.0,59.29,3498.35,59.0040479002,40.28,926.33,22.9972691162,311.51,4049.67,13.0001284068,28.13,253.19,9.00071098471,6.13,1005.02,163.951060359,50.59,1972.86,38.9970349872,91.37,5573.59,61.0002188902,164.02,1312.15,7.99993903183
97,2015-11-25,30.16,60.31,1.99966843501,109.05,3925.97,36.0015589179,76.31,1755.09,22.9994758223,236.88,4737.55,19.9997889227,31.47,251.76,8.0,6.2,1085.65,175.10483871,57.85,2545.33,43.9987899741,50.85,2695.04,52.9998033432,244.41,1955.25,7.99987725543
98,2015-11-26,10.12,10.12,1.0,124.72,2993.22,23.9995189224,83.51,1837.29,22.000838223,323.8,4857.04,15.000123533,41.9,460.95,11.0011933174,6.32,1258.24,199.088607595,47.0,2537.98,53.9995744681,58.65,4164.0,70.9974424552,79.32,317.28,4.0
99,2015-11-27,12.81,25.62,2.0,74.93,3371.85,45.0,55.15,992.74,18.0007252947,363.5,3998.49,10.9999724897,30.16,180.95,5.99966843501,6.84,1320.05,192.989766082,44.07,2335.6,52.997503971,51.09,7254.15,141.98766882,51.57,412.57,8.00019391119
100,2015-11-28,13.48,53.91,3.99925816024,95.58,2484.98,25.998953756,54.47,1416.33,26.0020194603,236.21,4724.21,20.0000423352,19.74,217.13,10.9994934144,6.86,1454.13,211.972303207,50.55,4499.35,89.0079129575,49.58,6445.14,129.99475595,35.42,318.77,8.99971767363
101,2015-11-29,21.4,42.79,1.99953271028,125.03,6376.78,51.0019995201,95.18,2379.52,25.0002101282,374.53,7865.16,21.0000801004,29.87,149.35,5.0,6.32,1213.02,191.933544304,56.41,2764.0,48.9984045382,81.76,7358.06,89.9958414873,119.42,1552.46,13.0
102,2015-11-30,9.88,59.29,6.00101214575,105.95,4026.21,38.0010382256,49.58,694.12,14.0,454.54,6818.13,15.0000660008,27.83,250.43,8.99856270212,7.16,1332.34,186.081005587,41.35,1653.9,39.9975816203,64.04,4226.89,66.0039038101,91.41,914.06,9.99956241111
103,2015-12-01,15.38,30.76,2.0,85.62,3938.65,46.0015183368,54.0,2429.98,44.9996296296,463.22,10190.81,21.999935236,35.84,179.21,5.00027901786,6.44,979.14,152.040372671,44.78,2059.83,45.9988834301,72.41,5141.29,71.0024858445,184.55,738.21,4.00005418586
104,2015-12-02,12.39,37.18,3.0008071025,115.42,8541.26,74.0015595217,59.51,2023.47,34.0021845068,439.63,5275.53,11.9999317608,9.91,19.81,1.99899091826,6.88,1094.2,159.040697674,51.4,1901.68,36.9976653696,62.0,3657.87,58.9979032258,17.12,102.72,6.0
105,2015-12-03,11.28,11.28,1.0,114.38,3088.18,26.999300577,34.82,1009.89,29.003159104,366.91,8072.05,22.0000817639,40.97,163.89,4.00024408103,6.81,1054.87,154.900146843,40.7,1139.62,28.0004914005,36.36,1781.69,49.0013751375,40.42,121.26,3.0
106,2015-12-04,19.31,38.62,2.0,106.63,2985.67,28.0002813467,31.88,446.3,13.9993726474,385.57,2698.99,7.0,27.83,250.49,9.00071864894,6.84,1018.57,148.91374269,42.78,1625.66,38.0004675082,56.23,3992.58,71.0044460253,100.15,600.92,6.00019970045
107,2015-12-07,13.2,13.2,1.0,102.72,2876.21,28.0004867601,22.09,220.88,9.99909461295,269.37,3501.83,13.0000742473,39.85,278.92,6.99924717691,6.77,1522.13,224.834564254,43.97,1099.26,25.0002274278,36.61,3148.37,85.9975416553,206.56,1445.94,7.00009682417
108,2015-12-08,10.91,10.91,1.0,98.47,3151.02,31.9997968925,53.47,1069.38,19.9996259585,294.95,6193.96,21.0000339041,29.46,353.49,11.9989816701,7.43,1323.0,178.061911171,47.96,1534.63,31.9981234362,44.07,2996.9,68.0031767642,54.42,925.2,17.0011025358
109,2015-12-10,15.06,105.39,6.99800796813,89.22,4550.04,50.9979825151,75.16,1277.76,17.000532198,249.8,3247.37,12.9998799039,47.46,379.68,8.0,6.21,1371.55,220.861513688,48.75,1803.87,37.0024615385,46.76,4067.92,86.99572284,149.58,897.47,5.99993314614
110,2015-12-11,11.85,35.56,3.00084388186,123.52,3335.07,27.0002428756,48.48,1987.49,40.9960808581,415.25,10381.21,24.9999036725,29.16,291.64,10.0013717421,6.43,1201.76,186.898911353,39.63,1189.02,30.0030280091,72.59,6097.49,83.9990356798,83.86,503.17,6.00011924636
111,2015-12-13,11.11,11.11,1.0,97.48,3704.42,38.0018465326,51.75,569.27,11.0003864734,342.73,4455.44,12.9998541126,12.63,50.53,4.00079176564,7.0,1274.62,182.088571429,45.57,1458.13,31.9975861312,45.35,3038.12,66.9927232635,17.15,68.6,4.0
112,2015-12-14,9.36,18.71,1.99893162393,94.17,3389.95,35.9981947542,49.9,648.75,13.001002004,305.43,2748.91,9.0001309629,34.39,378.25,10.9988368712,6.79,1534.6,226.008836524,46.32,1528.6,33.0008635579,28.39,1760.09,61.9968298697,20.27,243.26,12.0009866798
113,2015-12-15,11.16,11.16,1.0,94.96,4273.34,45.001474305,21.38,299.32,14.0,322.33,6124.33,19.0001861446,38.54,231.25,6.00025947068,6.52,1598.52,245.171779141,38.52,1579.21,40.9971443406,49.67,5314.28,106.99174552,178.96,1789.56,9.99977648637
114,2015-12-16,13.52,13.52,1.0,141.8,4253.97,29.9997884344,53.34,1013.4,18.9988751406,231.33,3932.61,17.0,38.69,309.53,8.00025846472,6.81,1681.5,246.916299559,42.85,1713.81,39.9955659277,51.31,6106.23,119.006626389,154.78,2166.86,13.999612353
115,2015-12-17,12.91,12.91,1.0,137.8,4271.91,31.0007982583,38.87,816.36,21.0023154103,497.93,7966.89,16.0000200831,39.07,273.49,7.0,7.33,1707.51,232.948158254,51.6,2993.0,58.003875969,44.99,3014.44,67.0024449878,24.41,219.71,9.00081933634
116,2015-12-21,11.07,11.07,1.0,95.86,4313.8,45.001043188,54.4,1523.09,27.9979779412,414.09,7867.66,18.9998792533,26.88,188.18,7.00074404762,6.0,1254.91,209.151666667,42.66,1834.23,42.9964838256,60.13,5892.39,97.9941792782,214.54,3218.07,14.9998601659
117,2015-12-22,12.9,12.9,1.0,90.16,4417.94,49.0011091393,64.35,1286.93,19.9989121989,246.52,3204.75,12.9999594353,62.24,186.72,3.0,6.84,1326.92,193.994152047,41.3,1569.38,37.9995157385,45.61,3329.67,73.0030695023,502.1,3514.67,6.99994025095
118,2015-12-24,13.05,13.05,1.0,134.01,2546.19,19.0,65.85,1777.92,26.9995444191,331.98,3651.83,11.0001506115,29.15,291.48,9.99931389365,6.37,1069.89,167.957613815,52.42,1572.63,30.0005723006,37.91,3070.94,81.0060670008,80.92,1132.84,13.9995056846
119,2015-12-26,12.27,12.27,1.0,119.63,3708.54,31.0000835911,31.75,793.75,25.0,356.92,3926.17,11.0001400874,39.95,239.71,6.00025031289,6.79,1059.67,156.063328424,42.58,1319.94,30.9990605918,44.45,4444.52,99.9892013498,107.49,1827.4,17.0006512234
120,2015-12-27,12.22,12.22,1.0,78.07,2107.93,27.0005123607,101.73,1831.13,17.9999017006,328.97,2302.82,7.00009119373,16.65,99.9,6.0,6.23,1301.41,208.894060995,53.63,2520.8,47.0035427932,50.89,5292.4,103.996855964,144.33,1299.0,9.00020785699
121,2015-12-28,9.62,28.85,2.99896049896,61.54,3446.05,55.9969125772,49.94,998.75,19.9989987986,357.4,5003.54,13.9998321209,42.89,386.02,9.00023315458,7.44,1829.41,245.88844086,51.34,2156.41,42.0025321387,51.28,4871.22,94.9925897036,151.27,1663.98,11.000066107
122,2015-12-29,12.73,12.73,1.0,127.43,4332.67,34.0003923723,50.55,1112.16,22.0011869436,412.47,11961.56,28.9998302907,31.76,222.29,6.99905541562,6.95,1535.67,220.95971223,36.53,1753.28,47.9956200383,66.95,5824.7,87.000746826,197.89,1781.05,9.0002021325
123,2015-12-30,12.3,12.3,1.0,161.22,4675.48,29.0006202704,30.38,729.15,24.0009874918,419.63,7972.95,18.999952339,23.5,188.01,8.00042553191,6.99,1342.03,191.992846924,47.0,1551.12,33.0025531915,52.2,3340.76,63.9992337165,118.94,1903.09,16.00042038
124,2015-12-31,13.09,13.09,1.0,105.01,3045.38,29.0008570612,91.71,2476.27,27.0010903936,372.96,8951.04,24.0,26.95,269.48,9.99925788497,7.44,1026.99,138.036290323,48.85,3322.02,68.0045035824,113.85,11270.9,98.9978041282,809.99,32399.65,40.0000617292
125,2016-01-01,13.06,13.06,1.0,122.78,2210.04,18.0,52.96,1376.83,25.9975453172,200.19,2602.51,13.0001998102,21.21,254.5,11.9990570486,6.96,1210.68,173.948275862,51.83,3731.92,72.0030870152,83.77,8292.75,98.9942700251,884.55,47765.75,54.0000565259
126,2016-01-02,11.22,11.22,1.0,127.66,1659.64,13.0004699984,75.35,1130.28,15.000398142,320.51,4487.07,13.9997815981,30.7,429.82,14.0006514658,6.57,1472.79,224.168949772,51.41,4523.95,87.9974713091,114.12,10042.49,87.9993866106,923.98,46198.87,49.9998593043
127,2016-01-03,11.61,11.61,1.0,74.48,2755.86,37.0013426423,46.27,694.11,15.0012967365,225.62,4286.84,19.0002659339,22.75,250.25,11.0,6.09,1418.29,232.888341544,49.17,4917.06,100.001220256,64.82,9010.51,139.008176489,671.17,58391.68,86.9998361071
128,2016-01-04,12.59,25.18,2.0,117.31,2698.12,22.9999147558,53.36,800.37,14.9994377811,332.72,10647.02,31.9999398894,38.73,658.37,16.9989672089,5.93,1257.05,211.981450253,53.17,5689.17,106.999623848,125.97,13604.71,107.99960308,840.45,41182.25,49.0002379678
129,2016-01-08,7.02,7.02,1.0,74.32,2898.64,39.0021528525,89.38,2502.65,28.0001118819,372.72,8945.22,23.9998390212,25.97,285.69,11.0007701194,7.3,1445.16,197.967123288,49.51,2326.81,46.9967683296,57.49,5691.55,99.0006957732,27.57,275.72,10.0007254262
130,2016-01-10,2.09,2.09,1.0,71.76,2798.76,39.0016722408,59.33,1127.28,19.0001685488,318.48,5095.72,16.0001255966,24.15,217.34,8.99958592133,7.74,1501.1,193.940568475,48.19,1590.37,33.0020751193,55.2,3588.0,65.0,177.97,1245.8,7.00005618925
131,2016-01-12,10.49,10.49,1.0,83.11,3407.69,41.0021658044,62.62,1064.55,17.0001596934,503.81,8564.72,16.9999007562,32.43,356.72,10.9996916435,7.19,1409.99,196.104311544,43.28,1558.04,35.9990757856,63.1,5741.72,90.993977813,83.93,587.52,7.00011914691
132,2016-01-13,17.1,34.2,2.0,114.48,4579.13,39.9993885395,39.11,547.49,13.9987215546,407.02,6512.28,15.9999017247,23.19,139.16,6.00086244071,6.56,1207.67,184.096036585,48.82,1952.7,39.9979516592,34.46,2860.08,82.9970980847,21.6,259.2,12.0
133,2016-01-14,11.17,11.17,1.0,77.36,2011.38,26.0002585315,57.19,1544.15,27.0003497115,521.47,6779.13,13.0000383531,39.63,317.07,8.00075700227,5.73,1134.68,198.02443281,41.7,1626.44,39.0033573141,42.86,2957.66,69.0074661689,33.38,200.27,5.99970041941
134,2016-01-16,17.18,34.36,2.0,68.61,3087.58,45.0018947675,94.02,752.13,7.99968091895,423.63,6354.5,15.0001180275,33.29,299.6,8.99969960949,5.47,1016.63,185.855575868,41.48,1700.7,41.0004821601,66.01,8712.94,131.994243296,234.47,2579.19,11.0000852988
135,2016-01-17,12.83,12.83,1.0,148.3,2521.11,17.0000674309,38.02,798.42,21.0,341.84,6153.17,18.0001462673,14.03,112.27,8.00213827512,7.11,1230.83,173.112517581,44.45,1911.43,43.001799775,50.82,6250.82,122.999212908,106.47,1064.73,10.0002817695
136,2016-01-19,12.34,12.34,1.0,106.22,3292.84,31.0001882885,52.69,1106.55,21.001138736,357.55,8223.66,23.0000279681,7.36,22.09,3.00135869565,6.23,1259.01,202.088282504,40.99,1803.54,43.9995120761,66.87,6887.26,102.994765964,64.97,454.77,6.99969216561
137,2016-01-20,8.27,33.08,4.0,111.35,4899.19,43.9981140548,47.57,1046.44,21.9978978348,412.65,9903.56,23.9999030656,26.01,130.03,4.99923106498,7.31,1505.06,205.890560876,44.02,1672.72,37.9990913221,50.66,5167.33,102.000197394,136.45,1500.91,10.9997068523
138,2016-01-21,7.7,7.7,1.0,101.28,2835.7,27.9986176935,35.78,536.63,14.9980435998,363.23,9444.1,26.0003303692,17.91,125.35,6.99888330542,6.1,1098.56,180.091803279,41.73,1752.75,42.0021567218,43.85,4209.77,96.0038768529,259.78,2337.98,8.99984602356
139,2016-01-23,11.21,11.21,1.0,85.93,4124.59,47.999418131,24.89,821.44,33.0028123744,386.86,6963.53,18.0001292457,20.15,141.03,6.99900744417,6.82,1078.03,158.068914956,46.77,1543.43,33.0004276245,83.7,7532.92,89.9990442055,100.79,907.15,9.00039686477
140,2016-01-26,11.15,11.15,1.0,68.97,5655.84,82.0043497173,47.12,942.45,20.0010611205,270.21,4863.69,17.9996669257,32.38,356.16,10.9993823348,6.82,1044.05,153.086510264,44.36,2306.56,51.996393147,57.1,4453.43,77.9935201401,52.84,369.85,6.9994322483
141,2016-01-27,13.86,27.72,2.0,66.93,3815.27,57.0038846556,64.28,964.25,15.0007778469,62.85,4650.79,73.9982498011,25.12,200.95,7.99960191083,6.14,1123.33,182.95276873,47.63,1809.88,37.9987402897,50.65,7192.33,142.0005923,33.62,268.94,7.999405116
142,2016-01-29,14.88,14.88,1.0,74.14,1705.31,23.0012139196,60.83,1094.99,18.0008219628,313.5,3134.95,9.99984051037,30.26,151.28,4.99933906147,6.24,1479.87,237.158653846,53.61,2680.36,49.9973885469,42.78,5090.54,118.993454885,143.68,862.07,5.99993040089
143,2016-01-31,15.56,15.56,1.0,92.86,4178.85,45.0016153349,40.21,1286.62,31.9975130565,279.24,7818.75,28.0001074345,22.41,224.05,9.99776885319,6.98,1347.9,193.108882521,57.67,1672.35,28.9986127969,48.83,5957.51,122.005119803,253.85,1776.94,6.99996060666
144,2016-02-01,24.72,24.72,1.0,83.33,3916.4,46.9986799472,42.36,1186.16,28.0018885741,343.82,5157.26,14.9998836601,22.9,137.42,6.00087336245,6.23,1401.59,224.974317817,52.49,2414.42,45.9977138503,38.66,5876.55,152.005949302,163.32,816.6,5.0
145,2016-02-03,8.49,8.49,1.0,135.58,2711.65,20.000368786,53.66,1180.49,21.9994409243,306.35,4288.92,14.0000652848,14.79,118.31,7.99932386748,6.06,1150.69,189.882838284,35.86,1362.7,38.0005577245,52.7,5375.19,101.99601518,115.95,1159.53,10.0002587322
146,2016-02-04,12.76,12.76,1.0,138.16,4144.7,29.9992762015,34.61,657.5,18.9973995955,398.18,9954.43,24.9998242001,8.53,34.1,3.99765533411,6.19,1243.2,200.84006462,44.95,1393.45,31.0,48.21,4290.54,88.9968886123,144.39,1732.7,12.0001385137
147,2016-02-05,11.15,11.15,1.0,148.04,3552.88,23.9994596055,48.59,340.12,6.99979419634,421.19,7581.5,18.000189938,31.48,283.28,8.99872935197,6.29,1295.2,205.914149444,53.31,2878.53,53.9960607766,34.03,3130.35,91.9879518072,15.41,77.04,4.99935107073
148,2016-02-06,24.77,24.77,1.0,110.26,1764.17,16.0000906947,52.63,578.91,10.9996199886,321.48,8036.96,24.9998755755,23.63,165.44,7.00126957258,6.41,1620.63,252.828393136,43.16,1769.41,40.9965245598,42.64,5201.72,121.991557223,73.02,803.19,10.9995891537
149,2016-02-08,9.57,9.57,1.0,128.99,3224.85,25.0007752539,52.1,520.99,9.99980806142,294.68,7072.31,23.9999660649,13.43,53.71,3.99925539836,6.52,1466.23,224.88190184,39.24,1530.41,39.00127421,42.34,4487.57,105.988899386,195.2,1952.03,10.0001536885
150,2016-02-10,102.62,102.62,1.0,104.91,4616.06,44.0001906396,91.27,1004.01,11.0004382601,295.51,13593.31,45.999492403,14.83,74.17,5.00134861767,6.84,1478.26,216.119883041,52.9,2063.27,39.0032136106,67.76,6097.99,89.9939492326,173.7,2258.13,13.0001727116
151,2016-02-11,11.69,46.77,4.00085543199,96.42,3471.17,36.0005185646,63.4,1458.13,22.9988958991,239.17,7175.02,29.9996655099,27.89,223.13,8.00035855145,6.34,1236.99,195.108832808,37.44,1497.73,40.0034722222,52.11,3803.73,72.9942429476,165.38,1653.84,10.0002418672
152,2016-02-12,12.71,12.71,1.0,124.1,2854.28,22.9998388396,72.49,1159.9,16.0008277004,261.27,7315.43,27.9995024304,50.71,253.57,5.00039439953,6.7,1426.29,212.879104478,46.64,2331.76,49.9948542024,51.7,4653.38,90.0073500967,122.63,613.15,5.0
153,2016-02-13,18.41,55.24,3.00054318305,102.76,3391.24,33.0015570261,74.9,2097.3,28.0013351135,330.46,11235.79,34.0004539127,20.65,227.2,11.0024213075,6.37,1146.55,179.992150706,47.5,1852.58,39.0016842105,40.16,2329.23,57.9987549801,43.94,351.52,8.0
154,2016-02-20,10.54,10.54,1.0,98.29,4423.06,45.0001017397,51.36,821.78,16.0003894081,441.54,7506.25,17.000158536,12.07,72.43,6.00082850041,6.46,1317.83,203.998452012,42.8,1925.92,44.9981308411,48.59,3643.99,74.9946491048,127.09,381.27,3.0
155,2016-02-21,16.14,32.28,2.0,98.27,1670.58,16.9998982395,47.09,894.71,19.0,312.49,4687.32,14.9999039969,17.21,103.23,5.99825682743,6.83,1529.51,223.939970717,48.63,2577.18,52.995681678,46.26,4579.34,98.9913532209,16.7,16.7,1.0
156,2016-02-24,11.2,11.2,1.0,108.7,2391.4,22.0,24.17,555.99,23.0033098883,367.88,9564.88,26.0,33.83,135.32,4.0,6.66,1344.69,201.905405405,50.35,2316.09,45.9998013903,56.11,4825.76,86.0053466405,155.84,2649.21,16.9995508214
157,2016-02-25,12.96,12.96,1.0,106.79,4698.81,44.0004682086,40.25,442.71,10.9990062112,340.24,8846.24,26.0,48.07,336.5,7.00020802996,6.3,1750.97,277.931746032,44.19,2121.25,48.002941842,47.89,4357.63,90.992482773,65.43,1046.87,15.9998471649
158,2016-02-26,11.56,11.56,1.0,140.05,5041.68,35.9991431632,41.83,501.92,11.9990437485,388.87,8555.09,21.9998714223,44.21,265.24,5.99954761366,7.28,1362.1,187.101648352,48.81,2489.54,51.0047121491,65.14,5472.1,84.0052195272,72.92,802.17,11.0006856829
159,2016-02-27,12.35,24.7,2.0,115.96,2667.13,23.0004311832,33.01,528.09,15.9978794305,349.05,9773.38,27.9999427016,15.08,30.16,2.0,6.51,1698.27,260.870967742,47.04,2869.46,61.0004251701,65.19,3845.93,58.9957048627,32.61,358.68,10.9990800368
160,2016-02-29,11.49,11.49,1.0,82.51,3712.89,44.9992728154,76.71,1994.53,26.0009125277,407.36,13442.86,32.9999509034,36.78,147.11,3.9997281131,7.43,1299.41,174.886944818,52.12,1980.51,37.9990406754,56.5,2937.93,51.9987610619,35.41,212.44,5.9994351878
161,2016-03-04,9.95,19.89,1.99899497487,78.26,2347.82,30.0002555584,73.6,809.61,11.0001358696,226.98,7490.48,33.0006167944,20.7,186.3,9.0,6.34,1336.74,210.842271293,48.3,2463.19,50.9977225673,65.32,3592.52,54.9987752603,21.19,169.52,8.0
162,2016-03-05,16.3,16.3,1.0,121.13,4118.31,33.9990918848,60.08,1081.45,18.0001664447,339.72,12569.8,37.0004709761,26.91,188.35,6.99925678187,6.16,1744.57,283.209415584,48.42,2420.92,49.9983477902,65.61,4920.85,75.0015241579,51.35,821.66,16.0011684518
163,2016-03-07,10.37,10.37,1.0,91.01,3640.46,40.0006592682,40.34,726.06,17.9985126425,351.76,9497.56,27.0001137139,37.62,263.31,6.99920255183,5.81,1348.83,232.156626506,45.63,1870.81,40.9995616919,45.18,3840.69,85.0086321381,60.28,361.66,5.999668215
164,2016-03-08,33.6,33.6,1.0,113.01,2486.18,21.999646049,103.09,1030.86,9.99961198952,372.41,6703.34,17.9998925915,33.47,133.87,3.99970122498,6.21,1272.88,204.972624799,40.96,1556.54,38.0014648438,55.52,4719.08,84.9978386167,241.9,2902.85,12.000206697
165,2016-03-09,10.42,10.42,1.0,112.91,2145.34,19.0004428306,23.87,95.48,4.0,282.41,5648.18,19.999929181,26.17,183.22,7.00114635078,6.61,1401.01,211.953101362,50.09,2604.86,52.0035935316,42.52,3188.71,74.9931796802,234.27,3514.03,14.9999146284
166,2016-03-17,11.87,11.87,1.0,86.37,2245.63,26.0001157809,85.88,858.76,9.99953423381,347.14,6248.54,18.0000576136,16.72,167.15,9.99700956938,6.05,1209.8,199.966942149,43.38,1995.53,46.0011526049,55.05,2917.74,53.0016348774,28.14,225.09,7.99893390192
167,2016-03-26,33.82,101.46,3.0,104.2,5001.83,48.0022072937,31.49,692.81,22.0009526834,209.33,10048.0,48.0007643434,22.54,135.21,5.99866903283,6.25,1156.01,184.9616,42.24,1478.55,35.0035511364,49.25,3300.06,67.0062944162,31.43,125.73,4.00031816736
168,2016-03-30,17.74,17.74,1.0,90.2,3698.2,41.0,54.88,1207.28,21.9985422741,391.06,8212.29,21.0000767146,33.98,339.76,9.99882283696,6.21,1204.12,193.900161031,33.74,1349.61,40.0002963841,62.05,3661.14,59.0030620467,98.95,989.5,10.0
169,2016-03-31,16.42,32.83,1.9993909866,91.6,3022.87,33.0007641921,56.01,1008.17,17.9998214605,340.1,8502.5,25.0,21.59,107.93,4.99907364521,5.88,1446.07,245.930272109,43.69,1966.25,45.0045777066,41.41,3478.82,84.0091765274,44.37,221.84,4.99977462249
170,2016-04-04,9.17,9.17,1.0,91.6,3663.94,39.9993449782,47.96,911.3,19.0012510425,340.0,7819.97,22.9999117647,30.05,300.46,9.99866888519,7.32,1742.4,238.032786885,49.72,2585.45,52.0002011263,37.84,3443.68,91.0063424947,270.31,1351.53,4.99992601088
171,2016-04-06,14.67,44.02,3.00068166326,92.06,1288.77,13.9992396263,26.19,366.69,14.0011454754,379.63,9490.72,24.9999209757,43.12,215.61,5.00023191095,6.26,1308.07,208.95686901,39.77,2147.75,54.0042745788,56.38,3664.79,65.0015963107,154.27,2776.8,17.9996110715
172,2016-04-07,13.35,13.35,1.0,119.02,2380.47,20.0005881364,57.28,630.08,11.0,214.75,4295.06,20.0002793946,20.11,60.32,2.99950273496,6.8,1578.12,232.076470588,33.68,4108.82,121.99584323,47.39,2653.83,55.999788985,34.93,174.64,4.99971371314
173,2016-04-11,10.6,10.6,1.0,143.47,2582.48,18.000139402,51.16,665.09,13.0001954652,387.58,5426.16,14.0001032045,34.49,137.97,4.00028993911,6.68,1629.09,243.875748503,34.24,2807.95,82.007885514,75.72,4694.92,62.0036978341,23.22,139.29,5.99870801034
174,2016-04-12,17.83,17.83,1.0,79.91,2237.35,27.9983731698,26.44,264.42,10.0007564297,236.72,6154.84,26.000506928,30.57,213.97,6.99934576382,6.49,1025.43,158.001540832,38.19,1374.92,36.0020947892,55.64,2058.76,37.0014378145,31.18,311.8,10.0
175,2016-04-21,16.77,33.54,2.0,109.63,4056.32,37.0000912159,43.34,780.08,17.9990770651,318.34,7321.73,22.9997172834,40.19,401.91,10.0002488181,5.71,1159.55,203.073555166,43.69,1485.52,34.001373312,45.59,2644.34,58.0026321562,133.64,1069.12,8.0
176,2016-04-22,15.54,15.54,1.0,109.3,3279.01,30.0000914913,51.36,924.55,18.0013629283,336.33,8744.65,26.0002081289,24.46,97.84,4.0,6.94,1347.11,194.108069164,44.14,1633.17,36.9997734481,47.27,3970.81,84.0027501587,191.67,1916.73,10.000156519
177,2016-04-28,14.17,14.17,1.0,114.89,4825.35,41.9997388807,99.56,1692.51,16.9998995581,257.13,4885.39,18.9996888733,32.28,322.81,10.0003097893,7.88,1583.46,200.946700508,46.89,1172.35,25.0021326509,55.57,4223.53,76.0037790175,80.68,484.08,6.0
178,2016-04-30,14.27,14.27,1.0,89.34,2858.89,32.0001119319,89.6,716.8,8.0,320.38,6728.01,21.0000936388,37.01,222.07,6.00027019724,6.74,1556.41,230.921364985,47.17,2311.51,49.0038159847,59.02,3776.98,63.9949169773,189.73,2276.77,12.0000527065
179,2016-05-02,13.59,13.59,1.0,102.38,2252.36,22.0,59.95,539.52,8.99949958299,340.2,8164.86,24.0001763668,42.02,336.12,7.99904807235,8.68,1884.5,217.108294931,43.46,1738.37,39.9993097101,54.79,4328.8,79.0071180872,249.31,1246.55,5.0
180,2016-05-05,11.21,11.21,1.0,77.15,3163.3,41.0019442644,52.31,836.88,15.9984706557,338.47,15569.78,46.0004727155,9.49,28.47,3.0,6.36,1437.89,226.083333333,39.14,978.4,24.997445069,59.75,3943.51,66.000167364,192.2,1921.95,9.99973985432
181,2016-05-06,13.73,54.91,3.99927166788,76.67,3296.63,42.997652276,57.63,1037.32,17.9996529585,305.16,10375.43,33.9999672303,9.36,46.8,5.0,7.14,1157.34,162.092436975,49.35,1579.35,32.0030395137,52.74,2426.18,46.0026545317,24.47,122.36,5.00040866367
182,2016-05-08,22.06,22.06,1.0,86.19,3189.02,36.9998839773,97.85,880.63,8.99979560552,335.2,13743.36,41.000477327,9.92,39.69,4.00100806452,7.61,1171.82,153.984231275,40.11,1724.58,42.9962602842,83.53,5847.33,70.0027535017,178.83,1609.45,8.99988816194
183,2016-05-11,13.02,13.02,1.0,77.51,4883.17,63.0005160624,37.5,674.91,17.9976,423.16,13964.4,33.0002835807,35.56,248.91,6.99971878515,6.04,1207.12,199.854304636,46.13,2121.81,45.9963147626,56.77,6017.12,105.991192531,701.03,17525.69,24.9999144117
184,2016-05-17,8.73,8.73,1.0,129.32,3491.7,27.0004639654,94.36,1132.33,12.0001059771,380.17,12165.55,32.0002893442,19.73,197.26,9.99797263051,7.24,1361.99,188.120165746,51.71,5067.85,98.0052214272,85.72,9514.5,110.995100327,556.66,15586.56,28.0001437143
185,2016-05-20,8.6,17.2,2.0,120.82,5316.04,43.999668929,49.3,838.1,17.0,337.44,16197.03,47.9997332859,33.34,200.02,5.99940011998,7.9,1539.75,194.905063291,49.75,8159.73,164.014673367,68.18,5931.95,87.0042534468,682.82,21850.39,32.0002196772
186,2016-05-21,10.83,10.83,1.0,125.64,5276.96,42.0006367399,90.22,1082.64,12.0,386.31,11975.74,31.0003365173,23.24,139.44,6.0,6.6,1432.08,216.981818182,49.73,5022.53,100.995978283,49.37,3456.04,70.0028357302,640.59,16014.66,24.9998595045
187,2016-05-26,10.78,10.78,1.0,108.7,4347.97,39.999724011,73.41,1101.2,15.0006811061,243.58,8038.13,32.9999589457,36.71,330.39,9.0,6.4,1446.12,225.95625,51.69,4031.49,77.9936157864,101.23,6377.36,62.9987157957,771.32,26996.13,34.9999092465
188,2016-05-28,11.77,23.54,2.0,101.74,4069.66,40.0005897385,84.35,1518.35,18.0005927682,326.27,14029.77,43.0004903914,31.97,255.73,7.99906162027,6.54,973.94,148.920489297,52.02,5097.65,97.9940407536,77.49,5191.81,66.9997419022,805.83,23369.09,29.0000248191
189,2016-05-31,13.64,13.64,1.0,78.34,3760.11,47.9973193771,72.76,727.58,9.99972512369,333.05,11989.87,36.0002101787,41.99,419.93,10.0007144558,7.28,1172.19,161.01510989,51.15,5217.11,101.996285435,108.39,6611.58,60.9980625519,75.32,451.91,5.99986723314
