This file was downloaded on February 27 2018 6:09:38 AM UTC-08:00
Keywords,vodka
Date Range,2015-02-25 - 2018-02-24
Buyer Country: ,AU
Category: ,Alcohol & Food
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-25,0,0.00 USD,0.00 USD
2015-02-26,4,45.36 USD,181.43 USD
2015-02-27,1,97.03 USD,97.03 USD
2015-02-28,4,126.96 USD,507.82 USD
2015-03-01,3,61.00 USD,182.99 USD
2015-03-02,6,60.01 USD,360.03 USD
2015-03-03,11,64.36 USD,708.00 USD
2015-03-04,12,95.12 USD,1141.42 USD
2015-03-05,4,70.19 USD,280.75 USD
2015-03-06,4,133.93 USD,535.71 USD
2015-03-07,12,32.87 USD,394.38 USD
2015-03-08,2,99.31 USD,198.62 USD
2015-03-09,2,112.88 USD,225.76 USD
2015-03-10,8,65.00 USD,519.98 USD
2015-03-11,11,63.53 USD,698.79 USD
2015-03-12,7,70.94 USD,496.55 USD
2015-03-13,9,57.60 USD,518.44 USD
2015-03-14,2,48.83 USD,97.66 USD
2015-03-15,6,46.27 USD,277.63 USD
2015-03-16,1,70.95 USD,70.95 USD
2015-03-17,8,69.08 USD,552.63 USD
2015-03-18,8,53.86 USD,430.88 USD
2015-03-19,4,113.65 USD,454.58 USD
2015-03-20,5,80.75 USD,403.74 USD
2015-03-21,14,67.01 USD,938.17 USD
2015-03-22,6,58.06 USD,348.33 USD
2015-03-23,6,117.43 USD,704.57 USD
2015-03-24,5,50.83 USD,254.15 USD
2015-03-25,3,79.71 USD,239.14 USD
2015-03-26,4,47.12 USD,188.48 USD
2015-03-27,9,46.91 USD,422.19 USD
2015-03-28,4,44.38 USD,177.51 USD
2015-03-29,4,64.90 USD,259.58 USD
2015-03-30,16,90.25 USD,1444.04 USD
2015-03-31,4,50.61 USD,202.45 USD
2015-04-01,2,82.50 USD,165.00 USD
2015-04-02,4,83.42 USD,333.69 USD
2015-04-03,3,95.91 USD,287.74 USD
2015-04-04,1,98.49 USD,98.49 USD
2015-04-05,4,45.65 USD,182.58 USD
2015-04-06,5,81.07 USD,405.33 USD
2015-04-07,2,34.48 USD,68.96 USD
2015-04-08,5,53.26 USD,266.29 USD
2015-04-09,3,61.55 USD,184.66 USD
2015-04-10,1,26.94 USD,26.94 USD
2015-04-11,2,42.25 USD,84.49 USD
2015-04-12,3,51.72 USD,155.15 USD
2015-04-13,2,96.02 USD,192.04 USD
2015-04-14,7,49.72 USD,348.06 USD
2015-04-15,6,57.35 USD,344.11 USD
2015-04-16,6,54.42 USD,326.52 USD
2015-04-17,0,0.00 USD,0.00 USD
2015-04-18,6,68.22 USD,409.33 USD
2015-04-19,5,55.93 USD,279.66 USD
2015-04-20,8,66.21 USD,529.64 USD
2015-04-21,8,47.80 USD,382.39 USD
2015-04-22,3,68.32 USD,204.97 USD
2015-04-23,2,89.25 USD,178.49 USD
2015-04-24,2,63.69 USD,127.38 USD
2015-04-25,3,58.63 USD,175.89 USD
2015-04-26,1,27.38 USD,27.38 USD
2015-04-27,2,35.21 USD,70.41 USD
2015-04-28,5,56.78 USD,283.91 USD
2015-04-29,1,44.02 USD,44.02 USD
2015-04-30,6,70.48 USD,422.86 USD
2015-05-01,1,177.47 USD,177.47 USD
2015-05-02,3,36.56 USD,109.67 USD
2015-05-03,4,77.94 USD,311.74 USD
2015-05-04,6,74.30 USD,445.78 USD
2015-05-05,4,45.10 USD,180.38 USD
2015-05-06,5,68.55 USD,342.77 USD
2015-05-07,1,56.12 USD,56.12 USD
2015-05-08,7,71.73 USD,502.14 USD
2015-05-09,2,49.39 USD,98.78 USD
2015-05-10,4,63.42 USD,253.66 USD
2015-05-11,4,72.11 USD,288.44 USD
2015-05-12,14,79.32 USD,1110.41 USD
2015-05-13,3,85.08 USD,255.25 USD
2015-05-14,5,46.12 USD,230.58 USD
2015-05-15,9,53.56 USD,482.01 USD
2015-05-16,5,97.76 USD,488.82 USD
2015-05-17,5,91.00 USD,455.00 USD
2015-05-18,4,40.67 USD,162.66 USD
2015-05-19,6,81.28 USD,487.67 USD
2015-05-20,7,46.89 USD,328.22 USD
2015-05-21,2,124.06 USD,248.12 USD
2015-05-22,0,0.00 USD,0.00 USD
2015-05-23,4,43.04 USD,172.16 USD
2015-05-24,7,48.50 USD,339.50 USD
2015-05-25,10,60.79 USD,607.88 USD
2015-05-26,5,71.65 USD,358.27 USD
2015-05-27,0,0.00 USD,0.00 USD
2015-05-28,4,49.17 USD,196.67 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,7,80.62 USD,564.33 USD
2015-05-31,6,63.66 USD,381.94 USD
2015-06-01,3,59.14 USD,177.43 USD
2015-06-02,4,37.88 USD,151.51 USD
2015-06-03,5,54.23 USD,271.15 USD
2015-06-04,3,56.44 USD,169.31 USD
2015-06-05,0,0.00 USD,0.00 USD
2015-06-06,4,59.10 USD,236.41 USD
2015-06-07,13,66.52 USD,864.79 USD
2015-06-08,4,61.58 USD,246.32 USD
2015-06-09,5,59.53 USD,297.63 USD
2015-06-10,9,59.60 USD,536.42 USD
2015-06-11,5,62.02 USD,310.10 USD
2015-06-12,1,76.42 USD,76.42 USD
2015-06-13,10,64.77 USD,647.71 USD
2015-06-14,10,80.41 USD,804.10 USD
2015-06-15,2,84.74 USD,169.47 USD
2015-06-16,8,40.87 USD,326.94 USD
2015-06-17,3,35.15 USD,105.45 USD
2015-06-18,2,79.73 USD,159.45 USD
2015-06-19,5,79.82 USD,399.09 USD
2015-06-20,5,52.77 USD,263.84 USD
2015-06-21,6,54.24 USD,325.46 USD
2015-06-22,7,48.75 USD,341.25 USD
2015-06-23,4,78.63 USD,314.53 USD
2015-06-24,6,54.07 USD,324.44 USD
2015-06-25,5,58.28 USD,291.40 USD
2015-06-26,3,54.16 USD,162.48 USD
2015-06-27,7,62.10 USD,434.72 USD
2015-06-28,6,51.84 USD,311.02 USD
2015-06-29,4,60.19 USD,240.75 USD
2015-06-30,6,64.63 USD,387.78 USD
2015-07-01,4,48.57 USD,194.27 USD
2015-07-02,2,81.95 USD,163.90 USD
2015-07-03,4,55.29 USD,221.17 USD
2015-07-04,3,26.30 USD,78.90 USD
2015-07-05,6,135.55 USD,813.31 USD
2015-07-06,5,52.77 USD,263.84 USD
2015-07-07,6,64.48 USD,386.90 USD
2015-07-08,5,91.93 USD,459.65 USD
2015-07-09,2,51.69 USD,103.38 USD
2015-07-10,3,50.75 USD,152.26 USD
2015-07-11,1,40.81 USD,40.81 USD
2015-07-12,3,108.77 USD,326.30 USD
2015-07-13,2,106.84 USD,213.68 USD
2015-07-14,7,86.72 USD,607.04 USD
2015-07-15,2,80.06 USD,160.11 USD
2015-07-16,6,100.89 USD,605.34 USD
2015-07-17,5,43.78 USD,218.91 USD
2015-07-18,4,67.18 USD,268.73 USD
2015-07-19,9,68.74 USD,618.63 USD
2015-07-20,8,72.66 USD,581.29 USD
2015-07-21,12,45.47 USD,545.62 USD
2015-07-22,5,45.96 USD,229.78 USD
2015-07-23,5,67.14 USD,335.70 USD
2015-07-24,4,55.09 USD,220.37 USD
2015-07-25,6,47.67 USD,285.99 USD
2015-07-26,6,43.90 USD,263.42 USD
2015-07-27,9,54.58 USD,491.22 USD
2015-07-28,2,58.37 USD,116.74 USD
2015-07-29,3,62.51 USD,187.52 USD
2015-07-30,9,60.24 USD,542.17 USD
2015-07-31,5,45.83 USD,229.14 USD
2015-08-01,2,54.34 USD,108.68 USD
2015-08-02,4,37.63 USD,150.52 USD
2015-08-03,9,51.81 USD,466.29 USD
2015-08-04,6,50.33 USD,301.95 USD
2015-08-05,0,0.00 USD,0.00 USD
2015-08-06,5,40.39 USD,201.94 USD
2015-08-07,4,87.98 USD,351.90 USD
2015-08-08,4,76.73 USD,306.90 USD
2015-08-09,4,102.61 USD,410.45 USD
2015-08-10,4,47.15 USD,188.59 USD
2015-08-11,6,112.75 USD,676.49 USD
2015-08-12,8,72.41 USD,579.25 USD
2015-08-13,6,57.36 USD,344.16 USD
2015-08-14,2,40.46 USD,80.91 USD
2015-08-15,7,64.25 USD,449.76 USD
2015-08-16,1,25.80 USD,25.80 USD
2015-08-17,7,76.15 USD,533.06 USD
2015-08-18,7,104.58 USD,732.04 USD
2015-08-19,8,101.62 USD,812.96 USD
2015-08-20,8,85.87 USD,686.95 USD
2015-08-21,4,43.11 USD,172.44 USD
2015-08-22,3,48.89 USD,146.68 USD
2015-08-23,3,94.10 USD,282.29 USD
2015-08-24,7,73.99 USD,517.90 USD
2015-08-25,6,59.11 USD,354.64 USD
2015-08-26,4,48.95 USD,195.80 USD
2015-08-27,2,56.81 USD,113.62 USD
2015-08-28,4,78.94 USD,315.75 USD
2015-08-29,2,126.95 USD,253.89 USD
2015-08-30,4,44.52 USD,178.07 USD
2015-08-31,6,107.15 USD,642.91 USD
2015-09-01,2,136.47 USD,272.93 USD
2015-09-02,6,62.08 USD,372.45 USD
2015-09-03,4,95.71 USD,382.85 USD
2015-09-04,2,42.86 USD,85.72 USD
2015-09-05,3,41.50 USD,124.50 USD
2015-09-06,1,39.53 USD,39.53 USD
2015-09-07,8,62.59 USD,500.73 USD
2015-09-08,4,41.38 USD,165.53 USD
2015-09-09,1,56.00 USD,56.00 USD
2015-09-10,2,56.24 USD,112.48 USD
2015-09-11,3,62.36 USD,187.08 USD
2015-09-12,2,48.35 USD,96.70 USD
2015-09-13,1,247.08 USD,247.08 USD
2015-09-14,0,0.00 USD,0.00 USD
2015-09-15,0,0.00 USD,0.00 USD
2015-09-16,0,0.00 USD,0.00 USD
2015-09-17,0,0.00 USD,0.00 USD
2015-09-18,0,0.00 USD,0.00 USD
2015-09-19,0,0.00 USD,0.00 USD
2015-09-20,0,0.00 USD,0.00 USD
2015-09-21,0,0.00 USD,0.00 USD
2015-09-22,0,0.00 USD,0.00 USD
2015-09-23,0,0.00 USD,0.00 USD
2015-09-24,0,0.00 USD,0.00 USD
2015-09-25,0,0.00 USD,0.00 USD
2015-09-26,0,0.00 USD,0.00 USD
2015-09-27,0,0.00 USD,0.00 USD
2015-09-28,0,0.00 USD,0.00 USD
2015-09-29,0,0.00 USD,0.00 USD
2015-09-30,0,0.00 USD,0.00 USD
2015-10-01,0,0.00 USD,0.00 USD
2015-10-02,0,0.00 USD,0.00 USD
2015-10-03,0,0.00 USD,0.00 USD
2015-10-04,0,0.00 USD,0.00 USD
2015-10-05,0,0.00 USD,0.00 USD
2015-10-06,0,0.00 USD,0.00 USD
2015-10-07,0,0.00 USD,0.00 USD
2015-10-08,0,0.00 USD,0.00 USD
2015-10-09,6,57.61 USD,345.67 USD
2015-10-10,4,66.77 USD,267.06 USD
2015-10-11,5,49.16 USD,245.79 USD
2015-10-12,6,86.09 USD,516.51 USD
2015-10-13,2,49.39 USD,98.77 USD
2015-10-14,7,47.96 USD,335.72 USD
2015-10-15,5,110.08 USD,550.40 USD
2015-10-16,1,72.45 USD,72.45 USD
2015-10-17,3,56.92 USD,170.75 USD
2015-10-18,5,82.54 USD,412.70 USD
2015-10-19,2,49.05 USD,98.09 USD
2015-10-20,5,103.74 USD,518.69 USD
2015-10-21,2,137.29 USD,274.58 USD
2015-10-22,13,95.89 USD,1246.56 USD
2015-10-23,5,101.10 USD,505.49 USD
2015-10-24,1,115.62 USD,115.62 USD
2015-10-25,8,72.26 USD,578.06 USD
2015-10-26,1,25.29 USD,25.29 USD
2015-10-27,6,88.33 USD,529.96 USD
2015-10-28,5,68.70 USD,343.49 USD
2015-10-29,5,108.98 USD,544.91 USD
2015-10-30,9,67.29 USD,605.64 USD
2015-10-31,12,61.17 USD,734.05 USD
2015-11-01,9,45.73 USD,411.61 USD
2015-11-02,6,75.52 USD,453.13 USD
2015-11-03,9,73.43 USD,660.88 USD
2015-11-04,9,62.75 USD,564.79 USD
2015-11-05,12,65.04 USD,780.53 USD
2015-11-06,4,93.74 USD,374.97 USD
2015-11-07,4,95.17 USD,380.67 USD
2015-11-08,5,52.63 USD,263.14 USD
2015-11-09,7,61.31 USD,429.20 USD
2015-11-10,2,67.14 USD,134.27 USD
2015-11-11,7,83.51 USD,584.60 USD
2015-11-12,8,58.25 USD,465.99 USD
2015-11-13,2,58.25 USD,116.49 USD
2015-11-14,9,70.89 USD,637.99 USD
2015-11-15,3,87.00 USD,261.00 USD
2015-11-16,11,77.09 USD,848.01 USD
2015-11-17,6,56.79 USD,340.71 USD
2015-11-18,6,78.36 USD,470.18 USD
2015-11-19,5,89.59 USD,447.94 USD
2015-11-20,11,64.40 USD,708.36 USD
2015-11-21,3,80.30 USD,240.91 USD
2015-11-22,3,84.79 USD,254.37 USD
2015-11-23,13,62.19 USD,808.51 USD
2015-11-24,9,69.86 USD,628.73 USD
2015-11-25,3,56.36 USD,169.07 USD
2015-11-26,2,74.66 USD,149.32 USD
2015-11-27,2,72.64 USD,145.28 USD
2015-11-28,8,55.72 USD,445.73 USD
2015-11-29,6,66.76 USD,400.57 USD
2015-11-30,5,76.25 USD,381.23 USD
2015-12-01,6,64.01 USD,384.03 USD
2015-12-02,14,67.45 USD,944.27 USD
2015-12-03,6,78.14 USD,468.86 USD
2015-12-04,7,65.00 USD,455.00 USD
2015-12-05,6,64.21 USD,385.27 USD
2015-12-06,7,73.00 USD,510.99 USD
2015-12-07,13,57.81 USD,751.56 USD
2015-12-08,18,64.45 USD,1160.15 USD
2015-12-09,17,54.36 USD,924.13 USD
2015-12-10,13,55.56 USD,722.26 USD
2015-12-11,5,60.28 USD,301.40 USD
2015-12-12,11,55.26 USD,607.82 USD
2015-12-13,10,98.36 USD,983.62 USD
2015-12-14,13,56.50 USD,734.44 USD
2015-12-15,12,51.72 USD,620.64 USD
2015-12-16,9,61.40 USD,552.63 USD
2015-12-17,4,74.92 USD,299.67 USD
2015-12-18,19,73.69 USD,1400.11 USD
2015-12-19,20,111.89 USD,2237.77 USD
2015-12-20,9,82.47 USD,742.25 USD
2015-12-21,6,59.80 USD,358.78 USD
2015-12-22,7,74.93 USD,524.51 USD
2015-12-23,6,39.48 USD,236.85 USD
2015-12-24,8,101.58 USD,812.67 USD
2015-12-25,8,69.42 USD,555.39 USD
2015-12-26,0,0.00 USD,0.00 USD
2015-12-27,6,49.78 USD,298.66 USD
2015-12-28,2,75.75 USD,151.50 USD
2015-12-29,5,62.73 USD,313.64 USD
2015-12-30,7,88.83 USD,621.83 USD
2015-12-31,7,57.51 USD,402.59 USD
2016-01-01,1,90.11 USD,90.11 USD
2016-01-02,4,99.97 USD,399.87 USD
2016-01-03,11,79.81 USD,877.90 USD
2016-01-04,1,86.58 USD,86.58 USD
2016-01-05,4,54.23 USD,216.93 USD
2016-01-06,5,129.08 USD,645.42 USD
2016-01-07,4,70.58 USD,282.31 USD
2016-01-08,1,56.86 USD,56.86 USD
2016-01-09,10,60.94 USD,609.37 USD
2016-01-10,4,29.12 USD,116.48 USD
2016-01-11,6,74.17 USD,445.03 USD
2016-01-12,7,84.00 USD,588.00 USD
2016-01-13,5,45.92 USD,229.60 USD
2016-01-14,3,114.27 USD,342.80 USD
2016-01-15,2,43.50 USD,87.00 USD
2016-01-16,1,48.15 USD,48.15 USD
2016-01-17,3,64.44 USD,193.31 USD
2016-01-18,2,50.56 USD,101.11 USD
2016-01-19,1,44.69 USD,44.69 USD
2016-01-20,1,12.80 USD,12.80 USD
2016-01-21,3,61.58 USD,184.74 USD
2016-01-22,1,70.26 USD,70.26 USD
2016-01-23,2,45.67 USD,91.34 USD
2016-01-24,6,49.06 USD,294.38 USD
2016-01-25,1,83.62 USD,83.62 USD
2016-01-26,2,72.79 USD,145.57 USD
2016-01-27,2,76.65 USD,153.29 USD
2016-01-28,13,77.73 USD,1010.44 USD
2016-01-29,6,68.38 USD,410.28 USD
2016-01-30,7,129.13 USD,903.90 USD
2016-01-31,3,89.35 USD,268.05 USD
2016-02-01,1,49.51 USD,49.51 USD
2016-02-02,1,221.73 USD,221.73 USD
2016-02-03,3,69.04 USD,207.12 USD
2016-02-04,2,53.31 USD,106.62 USD
2016-02-05,2,66.86 USD,133.71 USD
2016-02-06,6,107.82 USD,646.93 USD
2016-02-07,22,66.02 USD,1452.41 USD
2016-02-08,7,73.66 USD,515.61 USD
2016-02-09,9,96.89 USD,871.98 USD
2016-02-10,22,82.52 USD,1815.48 USD
2016-02-11,6,82.44 USD,494.62 USD
2016-02-12,3,69.33 USD,208.00 USD
2016-02-13,3,46.01 USD,138.04 USD
2016-02-14,4,70.82 USD,283.28 USD
2016-02-15,6,57.62 USD,345.70 USD
