This file was downloaded on February 24 2018 1:00:58 AM UTC-08:00
Keywords,merlot
Date Range,2015-02-22 - 2018-02-22
Buyer Country: ,AU
Category: ,Wines (Red)
Product Condition: ,New
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-22,0,0.00 USD,0.00 USD
2015-02-23,1,78.30 USD,78.30 USD
2015-02-24,0,0.00 USD,0.00 USD
2015-02-25,0,0.00 USD,0.00 USD
2015-02-26,1,85.11 USD,85.11 USD
2015-02-27,1,47.60 USD,47.60 USD
2015-02-28,2,62.55 USD,125.10 USD
2015-03-01,2,48.79 USD,97.57 USD
2015-03-02,2,39.48 USD,78.96 USD
2015-03-03,2,72.34 USD,144.68 USD
2015-03-04,0,0.00 USD,0.00 USD
2015-03-05,1,140.68 USD,140.68 USD
2015-03-06,4,76.98 USD,307.92 USD
2015-03-07,1,76.55 USD,76.55 USD
2015-03-08,0,0.00 USD,0.00 USD
2015-03-09,1,50.93 USD,50.93 USD
2015-03-10,1,59.40 USD,59.40 USD
2015-03-11,2,82.44 USD,164.88 USD
2015-03-12,1,53.03 USD,53.03 USD
2015-03-13,0,0.00 USD,0.00 USD
2015-03-14,1,60.96 USD,60.96 USD
2015-03-15,1,75.54 USD,75.54 USD
2015-03-16,2,75.54 USD,151.08 USD
2015-03-17,2,66.95 USD,133.89 USD
2015-03-18,0,0.00 USD,0.00 USD
2015-03-19,0,0.00 USD,0.00 USD
2015-03-20,2,89.13 USD,178.26 USD
2015-03-21,0,0.00 USD,0.00 USD
2015-03-22,0,0.00 USD,0.00 USD
2015-03-23,0,0.00 USD,0.00 USD
2015-03-24,1,35.31 USD,35.31 USD
2015-03-25,1,51.07 USD,51.07 USD
2015-03-26,1,94.28 USD,94.28 USD
2015-03-27,0,0.00 USD,0.00 USD
2015-03-28,2,51.06 USD,102.12 USD
2015-03-29,0,0.00 USD,0.00 USD
2015-03-30,0,0.00 USD,0.00 USD
2015-03-31,0,0.00 USD,0.00 USD
2015-04-01,0,0.00 USD,0.00 USD
2015-04-02,2,43.78 USD,87.55 USD
2015-04-03,0,0.00 USD,0.00 USD
2015-04-04,1,52.28 USD,52.28 USD
2015-04-05,0,0.00 USD,0.00 USD
2015-04-06,2,51.10 USD,102.19 USD
2015-04-07,0,0.00 USD,0.00 USD
2015-04-08,0,0.00 USD,0.00 USD
2015-04-09,2,69.23 USD,138.45 USD
2015-04-10,0,0.00 USD,0.00 USD
2015-04-11,1,50.60 USD,50.60 USD
2015-04-12,0,0.00 USD,0.00 USD
2015-04-13,4,22.28 USD,89.11 USD
2015-04-14,0,0.00 USD,0.00 USD
2015-04-15,1,70.56 USD,70.56 USD
2015-04-16,0,0.00 USD,0.00 USD
2015-04-17,1,53.62 USD,53.62 USD
2015-04-18,1,15.70 USD,15.70 USD
2015-04-19,1,66.74 USD,66.74 USD
2015-04-20,0,0.00 USD,0.00 USD
2015-04-21,0,0.00 USD,0.00 USD
2015-04-22,0,0.00 USD,0.00 USD
2015-04-23,1,53.55 USD,53.55 USD
2015-04-24,0,0.00 USD,0.00 USD
2015-04-25,1,93.89 USD,93.89 USD
2015-04-26,1,53.99 USD,53.99 USD
2015-04-27,5,65.72 USD,328.62 USD
