This file was downloaded on February 26 2018 4:14:51 AM UTC-08:00
Keywords,slippers
Date Range,2015-02-24 - 2018-02-24
Buyer Country: ,AU
Category: ,Slippers
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-24,1,14.85 USD,14.85 USD
2015-02-25,16,27.75 USD,444.04 USD
2015-02-26,7,29.63 USD,207.41 USD
2015-02-27,14,25.52 USD,357.21 USD
2015-02-28,11,28.73 USD,316.04 USD
2015-03-01,12,22.97 USD,275.68 USD
2015-03-02,16,26.36 USD,421.74 USD
2015-03-03,11,27.24 USD,299.65 USD
2015-03-04,13,25.21 USD,327.75 USD
2015-03-05,19,28.97 USD,550.40 USD
2015-03-06,14,20.60 USD,288.34 USD
2015-03-07,15,17.22 USD,258.31 USD
2015-03-08,11,26.39 USD,290.32 USD
2015-03-09,12,26.71 USD,320.46 USD
2015-03-10,14,24.79 USD,347.04 USD
2015-03-11,11,24.07 USD,264.76 USD
2015-03-12,13,30.34 USD,394.40 USD
2015-03-13,18,24.59 USD,442.54 USD
2015-03-14,18,25.44 USD,458.00 USD
2015-03-15,27,17.63 USD,476.11 USD
2015-03-16,13,29.70 USD,386.09 USD
2015-03-17,19,25.37 USD,482.01 USD
2015-03-18,10,24.51 USD,245.14 USD
2015-03-19,12,24.99 USD,299.85 USD
2015-03-20,22,22.62 USD,497.71 USD
2015-03-21,12,20.31 USD,243.74 USD
2015-03-22,24,21.74 USD,521.82 USD
2015-03-23,20,20.69 USD,413.82 USD
2015-03-24,32,19.95 USD,638.38 USD
2015-03-25,33,26.09 USD,861.08 USD
2015-03-26,20,24.38 USD,487.55 USD
2015-03-27,21,22.96 USD,482.09 USD
2015-03-28,14,23.48 USD,328.76 USD
2015-03-29,15,33.75 USD,506.29 USD
2015-03-30,21,24.51 USD,514.74 USD
2015-03-31,13,27.91 USD,362.85 USD
2015-04-01,19,27.72 USD,526.74 USD
2015-04-02,19,17.44 USD,331.29 USD
2015-04-03,14,26.66 USD,373.29 USD
2015-04-04,13,22.77 USD,295.99 USD
2015-04-05,29,25.34 USD,734.97 USD
2015-04-06,36,26.07 USD,938.53 USD
2015-04-07,48,28.42 USD,1364.33 USD
2015-04-08,38,24.86 USD,944.81 USD
2015-04-09,43,27.48 USD,1181.85 USD
2015-04-10,26,25.87 USD,672.70 USD
2015-04-11,23,26.05 USD,599.10 USD
2015-04-12,23,26.74 USD,614.96 USD
2015-04-13,21,26.61 USD,558.75 USD
2015-04-14,41,24.30 USD,996.34 USD
2015-04-15,26,26.83 USD,697.51 USD
2015-04-16,38,28.36 USD,1077.84 USD
2015-04-17,32,26.73 USD,855.40 USD
2015-04-18,29,25.12 USD,728.55 USD
2015-04-19,30,24.71 USD,741.31 USD
2015-04-20,40,26.27 USD,1050.88 USD
2015-04-21,40,26.50 USD,1059.84 USD
2015-04-22,35,24.16 USD,845.73 USD
2015-04-23,40,28.13 USD,1125.04 USD
2015-04-24,37,29.76 USD,1101.21 USD
2015-04-25,40,25.34 USD,1013.60 USD
2015-04-26,42,25.87 USD,1086.62 USD
2015-04-27,46,25.78 USD,1185.91 USD
2015-04-28,51,28.24 USD,1440.42 USD
2015-04-29,61,36.04 USD,2198.39 USD
2015-04-30,56,31.90 USD,1786.14 USD
2015-05-01,46,28.69 USD,1319.82 USD
