This file was downloaded on February 26 2018 4:13:25 AM UTC-08:00
Keywords,shoe laces
Date Range,2015-02-24 - 2018-02-24
Buyer Country: ,AU
Category: ,Shoelaces
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-24,0,0.00 USD,0.00 USD
2015-02-25,42,4.02 USD,168.83 USD
2015-02-26,51,3.22 USD,163.97 USD
2015-02-27,30,3.63 USD,108.95 USD
2015-02-28,42,4.20 USD,176.25 USD
2015-03-01,51,3.85 USD,196.17 USD
2015-03-02,56,3.69 USD,206.55 USD
2015-03-03,47,3.84 USD,180.64 USD
2015-03-04,73,3.70 USD,269.93 USD
2015-03-05,62,4.04 USD,250.41 USD
2015-03-06,37,3.74 USD,138.23 USD
2015-03-07,35,3.80 USD,132.88 USD
2015-03-08,66,4.19 USD,276.52 USD
2015-03-09,47,3.40 USD,159.78 USD
2015-03-10,57,3.30 USD,188.32 USD
2015-03-11,54,3.89 USD,210.05 USD
2015-03-12,44,3.28 USD,144.52 USD
2015-03-13,42,3.90 USD,163.74 USD
2015-03-14,43,4.26 USD,183.25 USD
2015-03-15,55,3.69 USD,202.81 USD
2015-03-16,44,3.71 USD,163.04 USD
2015-03-17,58,3.73 USD,216.42 USD
2015-03-18,50,3.93 USD,196.46 USD
2015-03-19,43,3.76 USD,161.60 USD
2015-03-20,37,4.07 USD,150.67 USD
2015-03-21,36,4.39 USD,157.97 USD
2015-03-22,48,3.65 USD,175.12 USD
2015-03-23,58,3.49 USD,202.23 USD
2015-03-24,50,3.87 USD,193.59 USD
2015-03-25,33,3.84 USD,126.62 USD
2015-03-26,30,4.02 USD,120.68 USD
2015-03-27,49,3.43 USD,168.27 USD
2015-03-28,37,3.74 USD,138.28 USD
2015-03-29,50,4.14 USD,207.13 USD
2015-03-30,30,3.64 USD,109.24 USD
2015-03-31,42,3.87 USD,162.68 USD
2015-04-01,26,3.98 USD,103.53 USD
2015-04-02,37,3.66 USD,135.25 USD
2015-04-03,31,3.86 USD,119.55 USD
2015-04-04,27,4.12 USD,111.12 USD
2015-04-05,24,3.40 USD,81.52 USD
2015-04-06,46,3.50 USD,160.83 USD
2015-04-07,49,3.77 USD,184.51 USD
2015-04-08,59,4.30 USD,253.42 USD
2015-04-09,55,3.69 USD,202.69 USD
2015-04-10,24,4.01 USD,96.21 USD
2015-04-11,50,3.57 USD,178.41 USD
2015-04-12,34,3.47 USD,118.02 USD
2015-04-13,42,3.18 USD,133.58 USD
2015-04-14,48,3.93 USD,188.67 USD
2015-04-15,40,4.19 USD,167.61 USD
2015-04-16,50,3.80 USD,189.96 USD
2015-04-17,29,3.83 USD,111.05 USD
2015-04-18,50,4.13 USD,206.72 USD
2015-04-19,33,3.61 USD,119.17 USD
2015-04-20,42,3.83 USD,161.04 USD
2015-04-21,37,4.36 USD,161.34 USD
2015-04-22,41,3.33 USD,136.73 USD
2015-04-23,43,3.96 USD,170.08 USD
2015-04-24,22,3.36 USD,73.87 USD
2015-04-25,67,4.65 USD,311.70 USD
2015-04-26,54,3.58 USD,193.14 USD
2015-04-27,56,3.77 USD,210.84 USD
2015-04-28,42,4.64 USD,194.94 USD
2015-04-29,45,4.33 USD,194.68 USD
2015-04-30,47,4.48 USD,210.60 USD
2015-05-01,53,4.29 USD,227.29 USD
2015-05-02,41,3.86 USD,158.23 USD
2015-05-03,41,4.06 USD,166.39 USD
2015-05-04,60,4.01 USD,240.89 USD
2015-05-05,45,3.66 USD,164.84 USD
2015-05-06,44,4.06 USD,178.59 USD
2015-05-07,31,4.22 USD,130.67 USD
2015-05-08,31,3.91 USD,121.19 USD
2015-05-09,49,4.16 USD,203.85 USD
2015-05-10,49,4.11 USD,201.18 USD
2015-05-11,51,4.11 USD,209.80 USD
2015-05-12,35,4.63 USD,162.05 USD
2015-05-13,34,4.04 USD,137.21 USD
2015-05-14,41,3.97 USD,162.66 USD
2015-05-15,36,3.82 USD,137.34 USD
2015-05-16,54,4.44 USD,239.94 USD
2015-05-17,71,3.73 USD,264.85 USD
2015-05-18,53,4.41 USD,233.79 USD
2015-05-19,40,3.89 USD,155.46 USD
2015-05-20,78,4.81 USD,375.42 USD
2015-05-21,39,3.64 USD,142.00 USD
2015-05-22,39,4.39 USD,171.08 USD
2015-05-23,39,4.45 USD,173.46 USD
2015-05-24,50,4.36 USD,217.93 USD
2015-05-25,39,3.90 USD,152.23 USD
2015-05-26,60,3.98 USD,239.06 USD
2015-05-27,54,4.10 USD,221.52 USD
2015-05-28,43,4.14 USD,178.05 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,59,3.75 USD,221.21 USD
2015-05-31,42,3.29 USD,138.09 USD
2015-06-01,63,3.45 USD,217.30 USD
2015-06-02,56,3.96 USD,221.71 USD
2015-06-03,47,4.16 USD,195.62 USD
2015-06-04,58,4.25 USD,246.60 USD
2015-06-05,31,3.88 USD,120.37 USD
2015-06-06,43,3.82 USD,164.25 USD
2015-06-07,40,3.68 USD,147.23 USD
2015-06-08,49,4.20 USD,205.90 USD
2015-06-09,52,3.44 USD,178.94 USD
2015-06-10,34,3.51 USD,119.28 USD
2015-06-11,37,4.46 USD,165.13 USD
2015-06-12,40,3.53 USD,141.11 USD
2015-06-13,47,3.84 USD,180.34 USD
2015-06-14,54,3.84 USD,207.10 USD
2015-06-15,43,3.89 USD,167.33 USD
2015-06-16,48,4.04 USD,193.96 USD
2015-06-17,40,4.46 USD,178.20 USD
2015-06-18,57,3.65 USD,208.15 USD
2015-06-19,31,3.99 USD,123.74 USD
2015-06-20,36,5.51 USD,198.46 USD
2015-06-21,69,3.75 USD,258.81 USD
2015-06-22,60,4.10 USD,245.75 USD
2015-06-23,49,4.03 USD,197.63 USD
2015-06-24,49,3.73 USD,182.75 USD
2015-06-25,48,4.56 USD,219.09 USD
2015-06-26,41,4.01 USD,164.59 USD
2015-06-27,35,3.45 USD,120.84 USD
2015-06-28,40,4.55 USD,181.98 USD
2015-06-29,32,4.64 USD,148.37 USD
2015-06-30,51,3.49 USD,178.13 USD
2015-07-01,34,3.76 USD,127.90 USD
2015-07-02,54,4.25 USD,229.57 USD
2015-07-03,40,3.88 USD,155.34 USD
2015-07-04,54,3.82 USD,206.21 USD
2015-07-05,46,3.99 USD,183.53 USD
2015-07-06,67,3.98 USD,266.48 USD
2015-07-07,47,3.41 USD,160.24 USD
2015-07-08,49,3.73 USD,182.81 USD
2015-07-09,50,3.49 USD,174.26 USD
2015-07-10,52,3.83 USD,199.38 USD
2015-07-11,65,3.42 USD,222.10 USD
2015-07-12,71,3.76 USD,266.67 USD
2015-07-13,62,3.59 USD,222.32 USD
2015-07-14,78,3.07 USD,239.62 USD
2015-07-15,60,4.18 USD,251.06 USD
2015-07-16,53,3.60 USD,191.05 USD
2015-07-17,43,3.56 USD,153.14 USD
2015-07-18,45,4.23 USD,190.22 USD
2015-07-19,57,3.46 USD,197.47 USD
2015-07-20,69,3.80 USD,262.29 USD
2015-07-21,58,4.09 USD,237.28 USD
2015-07-22,59,3.80 USD,224.08 USD
2015-07-23,46,3.76 USD,173.18 USD
2015-07-24,54,4.09 USD,220.63 USD
2015-07-25,45,4.08 USD,183.67 USD
2015-07-26,81,3.49 USD,282.55 USD
2015-07-27,51,3.24 USD,165.48 USD
2015-07-28,43,3.38 USD,145.48 USD
2015-07-29,53,3.17 USD,168.26 USD
2015-07-30,50,3.59 USD,179.36 USD
2015-07-31,61,4.14 USD,252.80 USD
2015-08-01,44,3.06 USD,134.81 USD
2015-08-02,67,3.37 USD,225.61 USD
2015-08-03,45,3.21 USD,144.33 USD
2015-08-04,78,3.32 USD,258.74 USD
2015-08-05,72,3.45 USD,248.20 USD
2015-08-06,49,3.58 USD,175.38 USD
2015-08-07,24,5.02 USD,120.50 USD
2015-08-08,62,3.67 USD,227.78 USD
2015-08-09,65,3.47 USD,225.30 USD
2015-08-10,101,3.37 USD,340.00 USD
2015-08-11,70,3.71 USD,259.95 USD
2015-08-12,60,3.45 USD,206.94 USD
2015-08-13,56,3.87 USD,216.57 USD
2015-08-14,64,3.58 USD,228.93 USD
2015-08-15,65,3.69 USD,240.11 USD
2015-08-16,67,3.50 USD,234.79 USD
2015-08-17,76,4.88 USD,370.91 USD
2015-08-18,54,4.16 USD,224.38 USD
2015-08-19,66,3.46 USD,228.40 USD
2015-08-20,69,3.05 USD,210.67 USD
2015-08-21,67,3.71 USD,248.32 USD
2015-08-22,93,3.15 USD,293.03 USD
2015-08-23,81,3.26 USD,263.82 USD
2015-08-24,57,3.30 USD,188.24 USD
2015-08-25,68,3.52 USD,239.52 USD
2015-08-26,61,3.53 USD,215.25 USD
2015-08-27,76,4.04 USD,307.14 USD
2015-08-28,51,3.58 USD,182.74 USD
2015-08-29,40,3.91 USD,156.21 USD
2015-08-30,88,3.46 USD,304.07 USD
2015-08-31,53,3.26 USD,172.76 USD
2015-09-01,85,3.18 USD,270.25 USD
2015-09-02,35,3.47 USD,121.35 USD
2015-09-03,69,4.07 USD,281.12 USD
2015-09-04,46,3.76 USD,172.93 USD
2015-09-05,65,3.88 USD,251.99 USD
2015-09-06,67,3.60 USD,241.09 USD
2015-09-07,55,2.86 USD,157.30 USD
2015-09-08,60,3.03 USD,181.89 USD
2015-09-09,33,3.27 USD,107.93 USD
2015-09-10,31,3.82 USD,118.45 USD
2015-09-11,54,3.59 USD,193.83 USD
2015-09-12,38,3.55 USD,134.74 USD
2015-09-13,68,3.69 USD,250.68 USD
2015-09-14,0,0.00 USD,0.00 USD
2015-09-15,0,0.00 USD,0.00 USD
2015-09-16,0,0.00 USD,0.00 USD
2015-09-17,0,0.00 USD,0.00 USD
2015-09-18,0,0.00 USD,0.00 USD
2015-09-19,0,0.00 USD,0.00 USD
2015-09-20,0,0.00 USD,0.00 USD
2015-09-21,0,0.00 USD,0.00 USD
2015-09-22,0,0.00 USD,0.00 USD
2015-09-23,0,0.00 USD,0.00 USD
2015-09-24,0,0.00 USD,0.00 USD
2015-09-25,0,0.00 USD,0.00 USD
2015-09-26,0,0.00 USD,0.00 USD
2015-09-27,0,0.00 USD,0.00 USD
2015-09-28,0,0.00 USD,0.00 USD
2015-09-29,0,0.00 USD,0.00 USD
2015-09-30,0,0.00 USD,0.00 USD
2015-10-01,0,0.00 USD,0.00 USD
2015-10-02,0,0.00 USD,0.00 USD
2015-10-03,0,0.00 USD,0.00 USD
2015-10-04,0,0.00 USD,0.00 USD
2015-10-05,0,0.00 USD,0.00 USD
2015-10-06,0,0.00 USD,0.00 USD
2015-10-07,0,0.00 USD,0.00 USD
2015-10-08,0,0.00 USD,0.00 USD
2015-10-09,32,2.73 USD,87.41 USD
2015-10-10,52,2.72 USD,141.20 USD
2015-10-11,69,2.92 USD,201.58 USD
2015-10-12,67,3.36 USD,224.91 USD
2015-10-13,58,3.01 USD,174.55 USD
2015-10-14,68,2.48 USD,168.38 USD
2015-10-15,67,3.35 USD,224.22 USD
2015-10-16,45,3.62 USD,162.99 USD
2015-10-17,36,3.38 USD,121.63 USD
2015-10-18,74,3.84 USD,284.38 USD
2015-10-19,65,3.20 USD,207.81 USD
2015-10-20,57,3.76 USD,214.20 USD
2015-10-21,79,3.82 USD,301.61 USD
2015-10-22,69,3.33 USD,229.58 USD
2015-10-23,68,3.02 USD,205.56 USD
2015-10-24,71,3.51 USD,249.27 USD
2015-10-25,74,3.77 USD,278.82 USD
2015-10-26,68,3.75 USD,255.27 USD
2015-10-27,38,3.26 USD,123.94 USD
2015-10-28,85,3.03 USD,257.34 USD
2015-10-29,59,3.12 USD,184.00 USD
2015-10-30,54,3.45 USD,186.22 USD
2015-10-31,45,3.52 USD,158.39 USD
2015-11-01,78,3.19 USD,248.50 USD
2015-11-02,55,3.28 USD,180.57 USD
2015-11-03,111,2.56 USD,284.01 USD
2015-11-04,68,3.08 USD,209.61 USD
2015-11-05,70,3.02 USD,211.25 USD
2015-11-06,55,2.99 USD,164.69 USD
2015-11-07,43,2.59 USD,111.16 USD
2015-11-08,74,2.46 USD,182.09 USD
2015-11-09,65,3.36 USD,218.50 USD
2015-11-10,64,2.99 USD,191.14 USD
2015-11-11,41,3.78 USD,154.92 USD
2015-11-12,44,2.89 USD,127.14 USD
2015-11-13,58,3.34 USD,193.83 USD
2015-11-14,55,3.57 USD,196.38 USD
2015-11-15,72,3.05 USD,219.46 USD
2015-11-16,88,3.57 USD,314.54 USD
2015-11-17,107,3.77 USD,403.66 USD
2015-11-18,69,3.68 USD,253.65 USD
2015-11-19,64,3.68 USD,235.60 USD
2015-11-20,59,2.96 USD,174.87 USD
2015-11-21,67,3.06 USD,205.13 USD
2015-11-22,75,3.51 USD,263.50 USD
2015-11-23,72,2.30 USD,165.35 USD
2015-11-24,75,3.10 USD,232.81 USD
2015-11-25,55,3.83 USD,210.60 USD
2015-11-26,71,3.13 USD,222.02 USD
2015-11-27,63,3.25 USD,204.50 USD
2015-11-28,72,3.81 USD,274.28 USD
2015-11-29,80,3.15 USD,252.21 USD
2015-11-30,82,2.27 USD,186.41 USD
2015-12-01,61,3.13 USD,190.93 USD
2015-12-02,62,3.21 USD,198.86 USD
2015-12-03,43,3.59 USD,154.57 USD
2015-12-04,41,3.06 USD,125.56 USD
2015-12-05,57,2.96 USD,168.52 USD
2015-12-06,62,3.35 USD,207.96 USD
2015-12-07,61,3.77 USD,230.14 USD
2015-12-08,79,3.18 USD,250.95 USD
2015-12-09,60,3.95 USD,236.79 USD
2015-12-10,56,3.31 USD,185.11 USD
2015-12-11,57,3.99 USD,227.43 USD
2015-12-12,38,4.24 USD,161.11 USD
2015-12-13,51,3.42 USD,174.30 USD
2015-12-14,59,3.95 USD,233.25 USD
2015-12-15,53,3.43 USD,181.95 USD
2015-12-16,43,4.73 USD,203.53 USD
2015-12-17,15,3.94 USD,59.06 USD
2015-12-18,25,3.81 USD,95.16 USD
2015-12-19,36,4.17 USD,150.01 USD
2015-12-20,42,3.50 USD,146.94 USD
2015-12-21,60,4.04 USD,242.16 USD
2015-12-22,24,3.82 USD,91.62 USD
2015-12-23,21,3.33 USD,69.83 USD
2015-12-24,26,2.75 USD,71.42 USD
2015-12-25,23,3.37 USD,77.52 USD
2015-12-26,30,3.15 USD,94.41 USD
2015-12-27,56,3.33 USD,186.31 USD
2015-12-28,42,3.62 USD,152.08 USD
2015-12-29,51,3.79 USD,193.06 USD
2015-12-30,31,2.94 USD,91.15 USD
2015-12-31,37,2.81 USD,104.03 USD
2016-01-01,33,3.80 USD,125.27 USD
2016-01-02,43,3.03 USD,130.34 USD
2016-01-03,53,4.03 USD,213.80 USD
2016-01-04,67,3.68 USD,246.49 USD
2016-01-05,53,3.24 USD,171.70 USD
2016-01-06,100,3.24 USD,324.20 USD
2016-01-07,69,3.17 USD,218.67 USD
2016-01-08,80,3.67 USD,293.44 USD
2016-01-09,57,3.34 USD,190.24 USD
2016-01-10,64,3.63 USD,232.43 USD
2016-01-11,75,3.25 USD,243.55 USD
2016-01-12,59,3.96 USD,233.78 USD
2016-01-13,103,3.61 USD,371.94 USD
2016-01-14,64,3.68 USD,235.81 USD
2016-01-15,63,3.32 USD,209.08 USD
2016-01-16,72,3.85 USD,276.84 USD
2016-01-17,126,3.35 USD,421.67 USD
2016-01-18,106,3.38 USD,358.36 USD
2016-01-19,100,3.56 USD,355.89 USD
2016-01-20,86,3.30 USD,284.07 USD
2016-01-21,74,3.85 USD,284.74 USD
2016-01-22,50,4.38 USD,218.90 USD
2016-01-23,69,3.61 USD,249.08 USD
2016-01-24,79,3.68 USD,290.56 USD
2016-01-25,73,3.65 USD,266.14 USD
2016-01-26,82,2.85 USD,233.52 USD
2016-01-27,88,3.94 USD,346.65 USD
2016-01-28,70,3.76 USD,263.31 USD
2016-01-29,65,3.47 USD,225.45 USD
2016-01-30,94,3.27 USD,307.48 USD
2016-01-31,93,3.19 USD,296.93 USD
2016-02-01,88,3.62 USD,318.34 USD
2016-02-02,75,3.43 USD,257.12 USD
2016-02-03,83,3.48 USD,288.80 USD
2016-02-04,67,3.68 USD,246.83 USD
2016-02-05,46,4.24 USD,195.11 USD
2016-02-06,46,3.70 USD,170.09 USD
2016-02-07,73,3.39 USD,247.17 USD
2016-02-08,68,3.89 USD,264.38 USD
2016-02-09,67,3.73 USD,249.86 USD
2016-02-10,127,2.86 USD,363.49 USD
2016-02-11,48,3.42 USD,164.31 USD
2016-02-12,47,2.91 USD,136.63 USD
2016-02-13,46,3.38 USD,155.41 USD
2016-02-14,69,2.94 USD,202.57 USD
2016-02-15,65,3.54 USD,230.42 USD
2016-02-16,90,3.02 USD,271.76 USD
2016-02-17,85,3.45 USD,292.99 USD
2016-02-18,58,4.15 USD,240.66 USD
2016-02-19,79,3.71 USD,292.94 USD
2016-02-20,90,3.29 USD,296.35 USD
2016-02-21,74,3.46 USD,255.92 USD
2016-02-22,62,3.19 USD,197.63 USD
2016-02-23,57,3.18 USD,180.99 USD
2016-02-24,66,3.42 USD,225.92 USD
2016-02-25,87,2.59 USD,225.61 USD
2016-02-26,40,3.39 USD,135.71 USD
2016-02-27,60,3.62 USD,217.00 USD
2016-02-28,70,3.37 USD,236.23 USD
2016-02-29,61,3.63 USD,221.22 USD
2016-03-01,56,3.97 USD,222.55 USD
2016-03-02,74,3.56 USD,263.08 USD
2016-03-03,83,3.33 USD,276.27 USD
