This file was downloaded on February 26 2018 4:21:29 AM UTC-08:00
Keywords,sandals
Date Range,2015-02-24 - 2018-02-24
Buyer Country: ,AU
Category: ,Sandals, Flip-Flops
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-24,1,31.22 USD,31.22 USD
2015-02-25,55,33.62 USD,1849.35 USD
2015-02-26,61,29.66 USD,1809.55 USD
2015-02-27,57,27.55 USD,1570.39 USD
2015-02-28,57,32.78 USD,1868.65 USD
2015-03-01,59,27.18 USD,1603.72 USD
2015-03-02,41,33.73 USD,1382.88 USD
2015-03-03,46,31.70 USD,1458.36 USD
2015-03-04,64,30.96 USD,1981.68 USD
2015-03-05,42,29.49 USD,1238.48 USD
2015-03-06,37,33.82 USD,1251.29 USD
2015-03-07,41,29.21 USD,1197.76 USD
2015-03-08,39,33.02 USD,1287.66 USD
2015-03-09,51,34.11 USD,1739.66 USD
2015-03-10,46,30.01 USD,1380.44 USD
2015-03-11,52,21.69 USD,1127.79 USD
2015-03-12,52,33.19 USD,1725.75 USD
2015-03-13,48,30.20 USD,1449.59 USD
2015-03-14,47,28.72 USD,1349.73 USD
2015-03-15,44,23.29 USD,1024.83 USD
2015-03-16,39,29.10 USD,1135.08 USD
2015-03-17,47,30.35 USD,1426.59 USD
2015-03-18,51,29.43 USD,1500.73 USD
2015-03-19,44,33.31 USD,1465.52 USD
2015-03-20,34,30.08 USD,1022.69 USD
2015-03-21,43,27.84 USD,1197.22 USD
2015-03-22,42,38.20 USD,1604.55 USD
2015-03-23,41,29.67 USD,1216.47 USD
2015-03-24,42,39.27 USD,1649.37 USD
2015-03-25,53,25.16 USD,1333.38 USD
2015-03-26,39,29.33 USD,1143.97 USD
2015-03-27,35,34.69 USD,1214.27 USD
2015-03-28,36,31.51 USD,1134.26 USD
2015-03-29,28,28.20 USD,789.66 USD
2015-03-30,43,37.93 USD,1631.06 USD
2015-03-31,32,31.34 USD,1002.99 USD
2015-04-01,30,27.14 USD,814.25 USD
2015-04-02,26,35.69 USD,927.89 USD
2015-04-03,25,27.65 USD,691.20 USD
2015-04-04,19,24.42 USD,464.04 USD
2015-04-05,36,30.10 USD,1083.69 USD
2015-04-06,26,27.08 USD,703.99 USD
2015-04-07,31,34.43 USD,1067.37 USD
2015-04-08,29,30.97 USD,898.02 USD
2015-04-09,30,29.64 USD,889.29 USD
2015-04-10,22,21.64 USD,476.16 USD
