This file was downloaded on February 25 2018 5:19:00 AM UTC-08:00
Keywords,jacket
Date Range,2015-02-23 - 2018-02-23
Buyer Country: ,AU
Category: ,Coats, Jackets
Product Condition: ,New
Listing Format: ,StoresFixedPrice,FixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-23,0,0.00 USD,0.00 USD
2015-02-24,25,50.65 USD,1266.30 USD
2015-02-25,21,64.90 USD,1362.96 USD
2015-02-26,29,55.94 USD,1622.21 USD
2015-02-27,26,63.00 USD,1637.91 USD
2015-02-28,34,52.31 USD,1778.46 USD
2015-03-01,29,62.85 USD,1822.55 USD
2015-03-02,36,65.93 USD,2373.62 USD
2015-03-03,28,60.75 USD,1700.96 USD
2015-03-04,28,55.63 USD,1557.67 USD
2015-03-05,42,56.27 USD,2363.54 USD
2015-03-06,24,55.80 USD,1339.31 USD
2015-03-07,32,52.13 USD,1668.15 USD
2015-03-08,32,49.85 USD,1595.05 USD
2015-03-09,26,45.86 USD,1192.45 USD
2015-03-10,31,57.88 USD,1794.23 USD
2015-03-11,38,49.62 USD,1885.63 USD
2015-03-12,30,53.29 USD,1598.75 USD
2015-03-13,34,85.95 USD,2922.34 USD
2015-03-14,34,59.86 USD,2035.16 USD
2015-03-15,43,50.52 USD,2172.17 USD
2015-03-16,38,64.63 USD,2455.80 USD
2015-03-17,47,42.16 USD,1981.37 USD
2015-03-18,33,52.19 USD,1722.22 USD
2015-03-19,43,70.37 USD,3025.93 USD
2015-03-20,30,56.27 USD,1688.13 USD
2015-03-21,50,57.52 USD,2876.08 USD
2015-03-22,38,49.85 USD,1894.20 USD
2015-03-23,57,61.21 USD,3489.16 USD
2015-03-24,52,50.55 USD,2628.78 USD
2015-03-25,48,64.41 USD,3091.91 USD
2015-03-26,61,58.37 USD,3560.60 USD
2015-03-27,56,64.94 USD,3636.64 USD
2015-03-28,45,57.12 USD,2570.33 USD
2015-03-29,53,44.32 USD,2348.81 USD
2015-03-30,62,55.20 USD,3422.63 USD
2015-03-31,74,43.01 USD,3182.47 USD
2015-04-01,54,47.64 USD,2572.30 USD
2015-04-02,46,56.15 USD,2582.98 USD
2015-04-03,43,52.97 USD,2277.55 USD
2015-04-04,49,52.37 USD,2566.12 USD
2015-04-05,75,48.79 USD,3659.52 USD
2015-04-06,75,54.88 USD,4116.03 USD
2015-04-07,106,55.70 USD,5904.03 USD
2015-04-08,81,45.67 USD,3699.66 USD
2015-04-09,95,49.69 USD,4720.67 USD
2015-04-10,75,51.33 USD,3849.40 USD
2015-04-11,62,57.88 USD,3588.28 USD
2015-04-12,76,46.72 USD,3550.44 USD
2015-04-13,64,44.03 USD,2817.67 USD
2015-04-14,66,51.73 USD,3413.94 USD
2015-04-15,63,49.54 USD,3120.89 USD
2015-04-16,55,53.04 USD,2917.04 USD
2015-04-17,55,50.28 USD,2765.48 USD
2015-04-18,69,43.93 USD,3030.94 USD
2015-04-19,119,46.96 USD,5588.27 USD
2015-04-20,152,50.33 USD,7649.96 USD
2015-04-21,127,46.52 USD,5908.16 USD
2015-04-22,119,43.94 USD,5228.64 USD
2015-04-23,107,50.10 USD,5360.33 USD
2015-04-24,108,54.71 USD,5909.05 USD
2015-04-25,89,56.21 USD,5002.45 USD
2015-04-26,115,43.49 USD,5001.40 USD
2015-04-27,109,55.52 USD,6051.64 USD
2015-04-28,78,43.54 USD,3396.07 USD
2015-04-29,116,51.08 USD,5925.49 USD
2015-04-30,125,51.29 USD,6411.62 USD
2015-05-01,88,67.69 USD,5956.31 USD
2015-05-02,65,49.00 USD,3185.16 USD
2015-05-03,94,50.77 USD,4772.30 USD
2015-05-04,106,49.66 USD,5264.17 USD
2015-05-05,98,53.26 USD,5219.67 USD
2015-05-06,75,55.30 USD,4147.56 USD
2015-05-07,92,55.77 USD,5130.89 USD
2015-05-08,97,45.08 USD,4372.29 USD
2015-05-09,102,54.11 USD,5519.53 USD
2015-05-10,100,56.51 USD,5650.81 USD
2015-05-11,99,49.62 USD,4912.18 USD
2015-05-12,132,50.81 USD,6707.57 USD
2015-05-13,97,52.34 USD,5076.83 USD
2015-05-14,111,50.02 USD,5552.04 USD
2015-05-15,127,49.66 USD,6307.25 USD
2015-05-16,90,51.48 USD,4633.13 USD
2015-05-17,121,48.15 USD,5826.38 USD
2015-05-18,106,55.55 USD,5888.71 USD
2015-05-19,104,50.19 USD,5220.12 USD
2015-05-20,75,48.75 USD,3655.99 USD
2015-05-21,82,55.79 USD,4575.09 USD
2015-05-22,65,49.15 USD,3194.74 USD
2015-05-23,90,57.49 USD,5174.25 USD
2015-05-24,104,56.11 USD,5835.21 USD
2015-05-25,85,47.91 USD,4072.53 USD
2015-05-26,100,56.28 USD,5627.80 USD
2015-05-27,75,55.33 USD,4149.46 USD
2015-05-28,110,40.85 USD,4493.40 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,96,49.85 USD,4785.22 USD
2015-05-31,114,55.19 USD,6291.21 USD
2015-06-01,127,55.48 USD,7046.44 USD
2015-06-02,112,51.34 USD,5749.55 USD
2015-06-03,121,60.27 USD,7292.46 USD
2015-06-04,113,54.66 USD,6176.17 USD
2015-06-05,88,50.45 USD,4439.81 USD
2015-06-06,86,55.59 USD,4780.55 USD
2015-06-07,67,59.86 USD,4010.36 USD
2015-06-08,119,49.61 USD,5903.04 USD
2015-06-09,90,54.84 USD,4935.57 USD
