This file was downloaded on February 26 2018 4:14:18 AM UTC-08:00
Keywords,thongs
Date Range,2015-02-24 - 2018-02-24
Buyer Country: ,AU
Category: ,Panties
Listing Format: ,FixedPrice,StoresFixedPrice
Seller Country: ,AU
Site: ,ebay.com.au

Date,Items Sold,Average Selling Price,Total Sales
2015-02-24,0,0.00 USD,0.00 USD
2015-02-25,16,6.77 USD,108.35 USD
2015-02-26,21,8.55 USD,179.54 USD
2015-02-27,20,6.01 USD,120.11 USD
2015-02-28,37,4.78 USD,176.95 USD
2015-03-01,22,7.27 USD,159.94 USD
2015-03-02,35,5.54 USD,194.05 USD
2015-03-03,26,9.30 USD,241.76 USD
2015-03-04,13,6.80 USD,88.36 USD
2015-03-05,19,5.94 USD,112.83 USD
2015-03-06,14,6.97 USD,97.56 USD
2015-03-07,21,6.99 USD,146.87 USD
2015-03-08,30,5.11 USD,153.16 USD
2015-03-09,26,7.61 USD,197.96 USD
2015-03-10,32,5.54 USD,177.19 USD
2015-03-11,19,9.11 USD,173.00 USD
2015-03-12,23,8.94 USD,205.55 USD
2015-03-13,35,5.86 USD,205.27 USD
2015-03-14,24,9.30 USD,223.11 USD
2015-03-15,27,5.47 USD,147.59 USD
2015-03-16,28,8.21 USD,229.88 USD
2015-03-17,30,8.58 USD,257.53 USD
2015-03-18,14,7.56 USD,105.87 USD
2015-03-19,19,6.64 USD,126.18 USD
2015-03-20,24,7.64 USD,183.28 USD
2015-03-21,23,9.73 USD,223.78 USD
2015-03-22,28,8.47 USD,237.06 USD
2015-03-23,36,6.71 USD,241.69 USD
2015-03-24,19,5.26 USD,99.93 USD
2015-03-25,29,9.25 USD,268.23 USD
2015-03-26,25,5.91 USD,147.63 USD
2015-03-27,19,7.83 USD,148.84 USD
2015-03-28,15,6.77 USD,101.61 USD
2015-03-29,25,7.67 USD,191.68 USD
2015-03-30,19,9.36 USD,177.76 USD
2015-03-31,41,7.57 USD,310.25 USD
2015-04-01,16,5.22 USD,83.59 USD
2015-04-02,23,5.61 USD,129.12 USD
2015-04-03,18,4.40 USD,79.22 USD
2015-04-04,14,7.27 USD,101.83 USD
2015-04-05,14,5.86 USD,82.07 USD
2015-04-06,18,6.68 USD,120.19 USD
2015-04-07,15,11.30 USD,169.44 USD
2015-04-08,40,5.32 USD,212.91 USD
2015-04-09,30,6.96 USD,208.78 USD
2015-04-10,23,7.41 USD,170.52 USD
2015-04-11,12,6.09 USD,73.05 USD
2015-04-12,32,5.31 USD,170.00 USD
2015-04-13,25,7.27 USD,181.78 USD
2015-04-14,20,5.77 USD,115.34 USD
2015-04-15,30,8.94 USD,268.16 USD
2015-04-16,27,6.34 USD,171.15 USD
2015-04-17,28,5.52 USD,154.63 USD
2015-04-18,27,6.12 USD,165.21 USD
2015-04-19,26,7.79 USD,202.44 USD
2015-04-20,22,6.73 USD,148.02 USD
2015-04-21,42,6.78 USD,284.80 USD
2015-04-22,25,9.08 USD,227.06 USD
2015-04-23,23,7.18 USD,165.17 USD
2015-04-24,19,6.95 USD,132.10 USD
2015-04-25,22,5.99 USD,131.86 USD
2015-04-26,24,6.46 USD,154.99 USD
2015-04-27,40,7.49 USD,299.78 USD
2015-04-28,36,6.50 USD,233.98 USD
2015-04-29,27,5.26 USD,141.98 USD
2015-04-30,23,6.55 USD,150.72 USD
2015-05-01,19,7.38 USD,140.17 USD
2015-05-02,25,7.23 USD,180.82 USD
2015-05-03,16,6.12 USD,97.91 USD
2015-05-04,20,5.69 USD,113.75 USD
2015-05-05,15,6.30 USD,94.47 USD
2015-05-06,29,5.66 USD,164.22 USD
2015-05-07,28,8.57 USD,239.87 USD
2015-05-08,22,7.15 USD,157.33 USD
2015-05-09,23,7.78 USD,178.97 USD
2015-05-10,23,8.31 USD,191.11 USD
2015-05-11,27,6.80 USD,183.71 USD
2015-05-12,24,6.90 USD,165.66 USD
2015-05-13,18,10.75 USD,193.58 USD
2015-05-14,28,6.80 USD,190.30 USD
2015-05-15,19,6.62 USD,125.87 USD
2015-05-16,20,7.55 USD,151.09 USD
2015-05-17,18,6.39 USD,115.10 USD
2015-05-18,33,4.77 USD,157.38 USD
2015-05-19,31,5.56 USD,172.27 USD
2015-05-20,11,7.61 USD,83.73 USD
2015-05-21,16,6.83 USD,109.22 USD
2015-05-22,17,7.05 USD,119.86 USD
2015-05-23,18,8.36 USD,150.50 USD
2015-05-24,22,5.92 USD,130.29 USD
2015-05-25,32,5.00 USD,160.08 USD
2015-05-26,40,7.33 USD,293.36 USD
2015-05-27,19,5.47 USD,104.02 USD
2015-05-28,22,10.03 USD,220.69 USD
2015-05-29,0,0.00 USD,0.00 USD
2015-05-30,20,6.30 USD,125.93 USD
2015-05-31,20,5.14 USD,102.71 USD
2015-06-01,27,11.92 USD,321.90 USD
2015-06-02,25,7.48 USD,186.99 USD
2015-06-03,18,4.94 USD,88.98 USD
2015-06-04,22,7.99 USD,175.70 USD
2015-06-05,29,8.06 USD,233.85 USD
2015-06-06,18,9.13 USD,164.36 USD
2015-06-07,21,6.81 USD,143.04 USD
2015-06-08,28,7.18 USD,201.11 USD
2015-06-09,22,5.27 USD,116.01 USD
2015-06-10,34,5.34 USD,181.67 USD
2015-06-11,24,5.36 USD,128.66 USD
2015-06-12,22,10.04 USD,220.94 USD
2015-06-13,13,5.74 USD,74.64 USD
2015-06-14,29,8.72 USD,253.01 USD
2015-06-15,32,5.31 USD,170.07 USD
2015-06-16,39,5.53 USD,215.63 USD
2015-06-17,40,8.43 USD,337.22 USD
2015-06-18,22,6.45 USD,141.91 USD
2015-06-19,26,5.86 USD,152.27 USD
2015-06-20,16,7.10 USD,113.52 USD
2015-06-21,18,9.73 USD,175.09 USD
2015-06-22,20,5.10 USD,102.09 USD
2015-06-23,32,4.95 USD,158.29 USD
2015-06-24,20,5.17 USD,103.39 USD
2015-06-25,22,4.98 USD,109.54 USD
2015-06-26,28,5.54 USD,155.03 USD
2015-06-27,15,8.40 USD,126.07 USD
2015-06-28,17,7.09 USD,120.46 USD
2015-06-29,34,7.03 USD,239.04 USD
2015-06-30,14,8.48 USD,118.69 USD
2015-07-01,23,5.13 USD,117.98 USD
2015-07-02,16,8.11 USD,129.76 USD
2015-07-03,17,10.00 USD,169.93 USD
2015-07-04,21,4.46 USD,93.67 USD
2015-07-05,12,6.53 USD,78.30 USD
2015-07-06,26,6.07 USD,157.70 USD
2015-07-07,17,6.76 USD,114.85 USD
2015-07-08,37,6.97 USD,257.99 USD
2015-07-09,15,5.17 USD,77.51 USD
2015-07-10,25,6.33 USD,158.27 USD
2015-07-11,31,6.10 USD,189.22 USD
2015-07-12,39,6.41 USD,249.99 USD
2015-07-13,31,5.42 USD,167.99 USD
2015-07-14,40,5.42 USD,216.88 USD
2015-07-15,17,5.80 USD,98.67 USD
2015-07-16,57,4.21 USD,239.75 USD
2015-07-17,35,7.01 USD,245.23 USD
2015-07-18,17,7.64 USD,129.84 USD
2015-07-19,23,5.74 USD,131.96 USD
2015-07-20,11,5.18 USD,56.99 USD
2015-07-21,16,6.59 USD,105.48 USD
2015-07-22,28,5.72 USD,160.12 USD
2015-07-23,23,6.36 USD,146.22 USD
2015-07-24,29,7.26 USD,210.66 USD
2015-07-25,42,7.26 USD,304.77 USD
2015-07-26,21,7.20 USD,151.22 USD
2015-07-27,38,6.11 USD,232.26 USD
2015-07-28,23,6.35 USD,146.16 USD
2015-07-29,16,6.71 USD,107.41 USD
2015-07-30,14,6.81 USD,95.34 USD
2015-07-31,20,6.62 USD,132.31 USD
2015-08-01,22,4.71 USD,103.62 USD
2015-08-02,45,6.08 USD,273.58 USD
2015-08-03,23,4.03 USD,92.69 USD
2015-08-04,50,4.53 USD,226.43 USD
2015-08-05,22,6.49 USD,142.81 USD
2015-08-06,32,7.39 USD,236.60 USD
2015-08-07,22,5.55 USD,122.16 USD
2015-08-08,14,10.54 USD,147.50 USD
2015-08-09,22,5.19 USD,114.15 USD
2015-08-10,43,7.31 USD,314.41 USD
2015-08-11,27,8.06 USD,217.50 USD
2015-08-12,19,5.01 USD,95.25 USD
2015-08-13,32,5.81 USD,185.84 USD
2015-08-14,28,4.74 USD,132.84 USD
2015-08-15,14,8.50 USD,119.05 USD
2015-08-16,22,8.13 USD,178.79 USD
2015-08-17,23,5.57 USD,128.19 USD
2015-08-18,27,7.77 USD,209.85 USD
2015-08-19,27,7.49 USD,202.32 USD
2015-08-20,26,6.84 USD,177.79 USD
2015-08-21,15,5.61 USD,84.13 USD
2015-08-22,17,5.88 USD,99.90 USD
2015-08-23,28,8.84 USD,247.58 USD
2015-08-24,31,6.32 USD,195.97 USD
2015-08-25,19,5.90 USD,112.05 USD
2015-08-26,42,7.49 USD,314.69 USD
2015-08-27,15,8.28 USD,124.24 USD
2015-08-28,11,4.58 USD,50.43 USD
2015-08-29,18,6.03 USD,108.50 USD
2015-08-30,15,4.83 USD,72.42 USD
2015-08-31,29,7.32 USD,212.24 USD
2015-09-01,18,5.69 USD,102.45 USD
2015-09-02,18,4.72 USD,84.94 USD
2015-09-03,20,6.49 USD,129.88 USD
2015-09-04,28,7.90 USD,221.27 USD
2015-09-05,22,6.64 USD,145.97 USD
2015-09-06,19,5.69 USD,108.04 USD
2015-09-07,24,4.32 USD,103.57 USD
2015-09-08,57,6.49 USD,369.96 USD
2015-09-09,13,11.40 USD,148.24 USD
2015-09-10,27,7.24 USD,195.57 USD
2015-09-11,30,6.52 USD,195.45 USD
2015-09-12,16,8.59 USD,137.40 USD
2015-09-13,38,6.72 USD,255.46 USD
2015-09-14,0,0.00 USD,0.00 USD
2015-09-15,0,0.00 USD,0.00 USD
2015-09-16,0,0.00 USD,0.00 USD
2015-09-17,0,0.00 USD,0.00 USD
2015-09-18,0,0.00 USD,0.00 USD
2015-09-19,0,0.00 USD,0.00 USD
2015-09-20,0,0.00 USD,0.00 USD
2015-09-21,0,0.00 USD,0.00 USD
2015-09-22,0,0.00 USD,0.00 USD
2015-09-23,0,0.00 USD,0.00 USD
2015-09-24,0,0.00 USD,0.00 USD
2015-09-25,0,0.00 USD,0.00 USD
2015-09-26,0,0.00 USD,0.00 USD
2015-09-27,0,0.00 USD,0.00 USD
2015-09-28,0,0.00 USD,0.00 USD
2015-09-29,0,0.00 USD,0.00 USD
2015-09-30,0,0.00 USD,0.00 USD
2015-10-01,0,0.00 USD,0.00 USD
2015-10-02,0,0.00 USD,0.00 USD
2015-10-03,0,0.00 USD,0.00 USD
2015-10-04,0,0.00 USD,0.00 USD
2015-10-05,0,0.00 USD,0.00 USD
2015-10-06,0,0.00 USD,0.00 USD
2015-10-07,0,0.00 USD,0.00 USD
2015-10-08,0,0.00 USD,0.00 USD
2015-10-09,20,4.66 USD,93.12 USD
2015-10-10,18,8.90 USD,160.23 USD
2015-10-11,12,14.21 USD,170.56 USD
2015-10-12,11,4.46 USD,49.04 USD
2015-10-13,20,5.61 USD,112.22 USD
2015-10-14,26,6.94 USD,180.44 USD
2015-10-15,18,5.38 USD,96.78 USD
2015-10-16,17,6.83 USD,116.15 USD
2015-10-17,16,6.10 USD,97.66 USD
2015-10-18,25,5.76 USD,143.93 USD
2015-10-19,17,6.20 USD,105.45 USD
2015-10-20,17,7.76 USD,131.94 USD
2015-10-21,19,9.68 USD,183.90 USD
2015-10-22,10,5.77 USD,57.67 USD
2015-10-23,19,6.75 USD,128.20 USD
2015-10-24,20,5.91 USD,118.14 USD
2015-10-25,22,6.92 USD,152.23 USD
2015-10-26,20,6.01 USD,120.15 USD
2015-10-27,22,5.40 USD,118.69 USD
2015-10-28,28,7.00 USD,196.13 USD
2015-10-29,16,6.92 USD,110.76 USD
2015-10-30,17,5.73 USD,97.43 USD
2015-10-31,26,6.04 USD,157.16 USD
2015-11-01,23,6.00 USD,137.99 USD
2015-11-02,24,5.10 USD,122.29 USD
2015-11-03,25,7.56 USD,188.89 USD
2015-11-04,24,6.73 USD,161.41 USD
2015-11-05,27,5.31 USD,143.43 USD
2015-11-06,10,5.02 USD,50.21 USD
2015-11-07,25,7.72 USD,192.90 USD
2015-11-08,32,5.00 USD,159.92 USD
2015-11-09,25,6.30 USD,157.60 USD
2015-11-10,12,10.56 USD,126.75 USD
2015-11-11,27,6.94 USD,187.46 USD
2015-11-12,17,5.75 USD,97.75 USD
2015-11-13,16,7.62 USD,121.88 USD
2015-11-14,21,9.22 USD,193.64 USD
2015-11-15,18,5.97 USD,107.54 USD
2015-11-16,21,8.98 USD,188.48 USD
2015-11-17,27,8.47 USD,228.69 USD
2015-11-18,26,7.55 USD,196.24 USD
2015-11-19,27,6.93 USD,187.11 USD
2015-11-20,26,5.27 USD,136.93 USD
2015-11-21,20,6.22 USD,124.40 USD
2015-11-22,26,4.92 USD,127.94 USD
2015-11-23,26,4.74 USD,123.29 USD
2015-11-24,13,5.66 USD,73.54 USD
2015-11-25,23,5.85 USD,134.62 USD
2015-11-26,25,6.52 USD,163.06 USD
2015-11-27,16,7.19 USD,115.00 USD
2015-11-28,26,4.99 USD,129.78 USD
2015-11-29,23,5.48 USD,126.15 USD
2015-11-30,20,7.39 USD,147.70 USD
2015-12-01,42,5.63 USD,236.33 USD
2015-12-02,15,7.16 USD,107.39 USD
2015-12-03,17,5.93 USD,100.88 USD
2015-12-04,22,5.35 USD,117.62 USD
2015-12-05,34,6.58 USD,223.72 USD
2015-12-06,31,7.36 USD,228.08 USD
2015-12-07,7,5.65 USD,39.57 USD
2015-12-08,19,6.11 USD,116.00 USD
2015-12-09,30,5.75 USD,172.37 USD
2015-12-10,47,5.24 USD,246.28 USD
2015-12-11,28,7.23 USD,202.44 USD
2015-12-12,33,5.99 USD,197.82 USD
2015-12-13,50,5.53 USD,276.73 USD
2015-12-14,25,7.45 USD,186.15 USD
2015-12-15,21,6.37 USD,133.78 USD
2015-12-16,30,5.54 USD,166.31 USD
2015-12-17,26,6.38 USD,165.77 USD
2015-12-18,24,6.73 USD,161.46 USD
2015-12-19,16,6.89 USD,110.30 USD
2015-12-20,25,6.15 USD,153.68 USD
2015-12-21,14,6.20 USD,86.75 USD
2015-12-22,13,5.99 USD,77.82 USD
2015-12-23,7,8.73 USD,61.13 USD
2015-12-24,11,5.21 USD,57.31 USD
2015-12-25,9,4.98 USD,44.86 USD
2015-12-26,26,5.63 USD,146.49 USD
2015-12-27,27,6.15 USD,166.16 USD
2015-12-28,19,6.02 USD,114.43 USD
2015-12-29,17,7.45 USD,126.67 USD
2015-12-30,15,14.10 USD,211.47 USD
2015-12-31,20,6.75 USD,134.92 USD
2016-01-01,11,9.61 USD,105.67 USD
2016-01-02,21,4.40 USD,92.40 USD
2016-01-03,27,4.79 USD,129.42 USD
2016-01-04,25,6.51 USD,162.66 USD
2016-01-05,23,6.36 USD,146.31 USD
2016-01-06,26,4.86 USD,126.48 USD
2016-01-07,11,6.39 USD,70.31 USD
2016-01-08,18,9.44 USD,169.90 USD
2016-01-09,14,3.53 USD,49.47 USD
2016-01-10,27,7.67 USD,207.14 USD
2016-01-11,19,5.83 USD,110.76 USD
2016-01-12,17,6.81 USD,115.78 USD
2016-01-13,18,6.28 USD,113.01 USD
2016-01-14,12,4.18 USD,50.10 USD
2016-01-15,11,4.51 USD,49.60 USD
2016-01-16,13,4.81 USD,62.54 USD
2016-01-17,17,4.76 USD,80.85 USD
2016-01-18,16,5.07 USD,81.14 USD
2016-01-19,33,6.23 USD,205.68 USD
2016-01-20,20,6.23 USD,124.55 USD
2016-01-21,14,5.91 USD,82.71 USD
2016-01-22,34,6.30 USD,214.12 USD
2016-01-23,19,7.10 USD,134.81 USD
2016-01-24,30,6.97 USD,209.09 USD
2016-01-25,17,7.77 USD,132.04 USD
2016-01-26,33,6.81 USD,224.87 USD
2016-01-27,25,5.16 USD,128.88 USD
2016-01-28,16,5.55 USD,88.87 USD
2016-01-29,25,6.08 USD,152.11 USD
2016-01-30,23,6.96 USD,159.99 USD
2016-01-31,28,5.88 USD,164.52 USD
2016-02-01,51,5.96 USD,303.75 USD
2016-02-02,34,6.30 USD,214.04 USD
2016-02-03,26,9.28 USD,241.32 USD
2016-02-04,28,5.72 USD,160.24 USD
2016-02-05,34,5.33 USD,181.37 USD
2016-02-06,31,6.39 USD,197.97 USD
2016-02-07,33,6.49 USD,214.30 USD
2016-02-08,27,7.74 USD,208.90 USD
2016-02-09,27,6.62 USD,178.62 USD
2016-02-10,28,6.70 USD,187.55 USD
2016-02-11,23,6.42 USD,147.57 USD
2016-02-12,23,5.10 USD,117.31 USD
2016-02-13,20,6.91 USD,138.28 USD
2016-02-14,17,4.52 USD,76.81 USD
2016-02-15,37,7.34 USD,271.66 USD
2016-02-16,17,7.54 USD,128.22 USD
2016-02-17,28,5.61 USD,157.15 USD
2016-02-18,12,9.47 USD,113.60 USD
