date,furniture Auction,furniture,furniture Auction_weighting,furniture_weighting
2015-03-31,0.4646712598787834,0.5115024415218096,10.0,119.0038377761643
2015-04-01,0.46392106832907476,0.5071179837021768,3.999868282402529,175.00174947515745
2015-04-02,0.46319932122001434,0.5028423008337214,4.99984017899952,156.9917103704957
2015-04-03,0.4625066519901391,0.4986763640907949,13.000836353498746,154.9963737201365
2015-04-04,0.4618436940779865,0.49462114464774937,8.0,172.9937304075235
2015-04-05,0.46121108092209356,0.49067761367893636,8.000144355692425,204.99773609314357
2015-04-06,0.4606094459609973,0.48684674235870756,8.00006561464519,241.002543493743
2015-04-07,0.460039422633235,0.4831295018614147,10.00022879804759,201.99414983959238
2015-04-08,0.45950164437734364,0.47952686336140926,11.00021510002151,195.99742792841067
2015-04-09,0.4589967446318605,0.47603979803304325,8.0,143.99740881004584
2015-04-10,0.4585253568353226,0.47266927705066825,4.000034629636042,149.9982344286415
2015-04-11,0.45808811442626735,0.46941627158863597,9.000164789892887,173.99987846378218
2015-04-12,0.4576856508432316,0.46628175282129813,12.000171379605828,220.9877528553736
2015-04-13,0.45731859952475246,0.4632666919230064,8.999687630154103,242.01507727101392
2015-04-14,0.4569875939093674,0.4603720600681126,8.00009932459277,160.99545360611697
2015-04-15,0.45669326743561317,0.4575988284309683,7.000385257480415,173.99513629679902
2015-04-16,0.45643625354202716,0.45494796818592514,4.999722222222222,160.9914883555976
2015-04-17,0.4562171856671465,0.45242045050733504,1.9998485995457989,138.99724020804587
2015-04-18,0.4560366972495082,0.4500172465695495,7.999900842835895,263.980067001675
2015-04-19,0.4558954217276494,0.4477393275469204,15.999793587450116,205.00713315217394
2015-04-20,0.45579399254010755,0.44558766461379945,5.999983405519324,205.9911326554741
2015-04-21,0.45573304312541923,0.443563228944538,6.000072521575169,143.000680735194
2015-04-22,0.4557132069221221,0.4416669917134883,8.000118595825429,190.99788745918954
2015-04-23,0.455735117368753,0.43989992409500156,12.000176397953783,145.0053300916402
2015-04-24,0.4557994079038492,0.4382629972634299,2.0,169.99744702578505
2015-04-25,0.4559067119659478,0.4367571823931247,7.999733262203255,155.00577012563983
2015-04-26,0.456057662993586,0.43538345065843786,15.000124916722184,207.01112933458296
2015-04-27,0.45625289442530087,0.43414277323372097,6.0,189.0079832352061
2015-04-28,0.4564930396996294,0.4330361212933258,6.0000702790076605,198.9889516635279
2015-04-29,0.45677873225510907,0.432064466011604,6.000271849938835,180.0104081393989
2015-04-30,0.45711060553027666,0.4312287785629073,9.000273541680913,163.00012934937266
2015-05-01,0.4574892929636697,0.4305300301215874,4.0,143.00294715447154
2015-05-02,0.4579154279938249,0.42996919186199606,7.999860636889416,135.00614016514928
2015-05-03,0.45838964405927984,0.429547234958485,8.999916761466107,202.00741854636593
2015-05-04,0.45891257459857127,0.42926513058540583,3.0000784929356357,216.99046630168021
2015-05-05,0.45948485305023645,0.42912384991711017,4.0,167.00245078016502
2015-05-06,0.46010711285281264,0.42912436412794996,10.999913640485339,220.9929570379314
2015-05-07,0.4607799874448369,0.42926764439227677,5.0,165.0107118644068
2015-05-08,0.46150411026484633,0.4295546618844423,7.000139169160113,147.99942621069545
2015-05-09,0.4622801147513781,0.4299863877787982,7.0,202.00861484851416
2015-05-10,0.4631086343429694,0.43056379324969635,15.999666428401241,184.9940623453736
2015-05-11,0.4639903024781574,0.4312878494714884,8.999877435960288,209.00180054016204
2015-05-12,0.4649257525954791,0.43215952761852594,4.000069242487191,173.9893205179549
2015-05-13,0.46591561813347165,0.43317979886516084,11.999678818050425,130.00028797696186
2015-05-14,0.46696053253067216,0.43434963438574453,7.999714828897338,161.99100432703258
2015-05-15,0.46806112922561816,0.4356700053546291,7.999805664869066,161.0059674319814
2015-05-16,0.4692180416568461,0.4371418829461658,9.0,145.00080580177277
2015-05-17,0.47043190326289375,0.4387662383347068,8.000079732100144,228.00827178729693
2015-05-18,0.4717033474822979,0.4405440426946035,3.000049902689755,196.9973506424692
2015-05-19,0.47303300775359586,0.4424762672002077,10.999843038769423,161.0074717285945
2015-05-20,0.4744215175153247,0.44456388302587113,5.999778483349331,150.001046682018
2015-05-21,0.4758695102060215,0.4468078613459453,7.999697580645162,142.99698916097952
2015-05-22,0.4773776192642234,0.4492091733347823,1.9999712775735292,172.99728070856963
2015-05-23,0.4789464781284677,0.45176879016673344,8.999620781190748,207.9947267497603
2015-05-24,0.4805767202372914,0.4544876830161507,5.0,196.9953815702661
2015-05-25,0.48226897902923177,0.4573668230573857,10.99991608626332,264.99518499746574
2015-05-26,0.4840238879428256,0.46040718146479,5.0,228.01410177805028
2015-05-27,0.48584208041661037,0.4636097294127155,10.999861661901686,200.9989854582347
2015-05-28,0.48772418988912336,0.46697543807551384,13.999815475458236,146.99442866506445
2015-05-29,0.4896708497989013,0.47050527862753677,,
2015-05-30,0.49168269358448136,0.47420022224313574,10.000111148160498,201.9861091014325
2015-05-31,0.49376035468440105,0.47806124009666284,10.000128874283137,195.9993958434026
2015-06-01,0.49590309034732083,0.48208642995161927,13.000129623228483,119.99841811672634
2015-06-02,0.49810465306239604,0.48626239592810555,5.0,136.00000000000003
2015-06-03,0.5003574191289054,0.4905728687353719,10.999669749009247,119.99873453318334
2015-06-04,0.5026537648461279,0.4950015790826687,13.000470057346995,129.9991630923737
2015-06-05,0.5049860665133422,0.49953225767924603,7.000118380554022,87.00032285837278
2015-06-06,0.5073467004298274,0.5041486352343542,10.00025075225677,149.00225952227245
2015-06-07,0.5097280428948622,0.5088344424572432,15.999525504151839,175.0079915878023
2015-06-08,0.5121224702077255,0.5135734100571635,13.000066511473229,129.99723665303415
2015-06-09,0.514522358667696,0.5183492687433653,3.9998891843971633,130.99968260685569
2015-06-10,0.5169200845740526,0.5231457492250988,11.00028499772002,149.00262713454683
2015-06-11,0.5193080242260742,0.5279465822116142,13.00016456571109,138.0029351335486
2015-06-12,0.52167855392304,0.5327354984121618,4.999928977272727,72.99838383838383
2015-06-13,0.5240240499642281,0.5374962285359917,3.9999429060805025,142.99686759227905
2015-06-14,0.5263368886489179,0.5422125032923543,5.0,208.0041160949868
2015-06-15,0.528609446276388,0.5468680533904995,7.999971201474484,174.99323575072077
2015-06-16,0.5308340991459173,0.551446609539678,3.0002566735112937,198.009400561592
2015-06-17,0.5330032235567848,0.5559319024491397,16.0,175.99680686068788
2015-06-18,0.5351091958082691,0.5603076628281348,14.999780010266187,138.00168634064082
2015-06-19,0.5371443921996493,0.5645576213859138,3.999879438181928,118.99463531560325
2015-06-20,0.5391011890302039,0.5686655088317267,3.000060827250608,152.99881159879575
2015-06-21,0.5409719625992121,0.5726150558748239,8.000053567602315,191.00789724072314
2015-06-22,0.5427490892059524,0.5763899932244553,6.0,128.99721011333915
2015-06-23,0.5444249451497041,0.5799740515898716,3.0000616827041697,203.9965794990621
2015-06-24,0.5459919067297456,0.5833509616803225,7.999815088757397,137.9999063933352
2015-06-25,0.5474423502453559,0.5865044542050586,12.000078253384459,123.99523110785033
2015-06-26,0.5487686519958141,0.5894182598733302,1.0,132.99617387607609
2015-06-27,0.5499631882803986,0.5920761093943873,7.999921654653714,144.99308935176174
2015-06-28,0.5510183353983885,0.59446173347748,11.999850768542007,221.99639104129074
2015-06-29,0.5519264696490627,0.5965588628318589,5.999953240437669,213.9964147425785
2015-06-30,0.5526799673316999,0.5983512281667739,1.0,144.99870371870693
2015-07-01,0.5532737787879851,0.5998278492499752,6.999933128259998,168.00608044901776
2015-07-02,0.5537131505292276,0.6009989020832115,9.000056721497447,112.0037808584773
2015-07-03,0.5540059031091432,0.6018798517267314,3.9999438927228863,156.00332296007173
2015-07-04,0.554159857081447,0.6024861632407835,15.0,203.99796650717704
2015-07-05,0.5541828329998547,0.6028333016856162,8.00004746760336,172.0016463044797
2015-07-06,0.5540826514180817,0.6029367321214785,9.999780424877862,158.00292352669643
2015-07-07,0.5538671328898435,0.6028119196086186,10.00004795933049,165.99837530463037
2015-07-08,0.5535440979688556,0.6024743292072853,9.000270507878541,166.00743801652894
2015-07-09,0.5531213672088336,0.6019394259777271,5.0,214.00687247736442
