,offset,clothes,food,furniture,alcohol,total
0,-150,-0.45739710947477796,0.1945978164780985,0.27546619401382166,-0.49678229862651946,-0.4841153976093773
1,-149,-0.052804981353011655,0.0028676722466327983,-0.574141028688248,0.22702460335194338,-0.39705373444268344
2,-148,0.010161455794005195,0.48991584248578124,-0.8896310172728624,0.7064103410592998,0.3168566220662238
3,-147,0.24422864345227419,0.053040211760195764,-0.6557140611939131,-0.0501258584422965,-0.40857106442373964
4,-146,0.4535724385861401,-0.39984978194815657,-0.3344336453764718,-0.04945775782123328,-0.33016874655972156
5,-145,0.06370774103437266,-0.6672260457500422,-0.13105700996551403,0.20144975841487478,-0.5331255562663089
6,-144,0.19937271415204555,-0.035601037435635155,-0.15815059339644671,-0.06088808725457779,-0.055267003934614096
7,-143,-0.20288560193199298,0.05960852218960347,0.0992097453856376,0.38356717021312153,0.3394998358563696
8,-142,0.17815678388915582,-0.25726102900054026,0.07382055253292381,-0.025988698521485675,-0.03127239109994631
9,-141,0.22987999429060646,-0.13514013809991537,0.14962064228229008,0.1429718968838603,0.3873323953568415
10,-140,-0.09607543225083101,-0.7362566832051552,0.036016535113731575,-0.16258117036108663,-0.9588967507033413
11,-139,0.1306275323350381,-0.6147447662108978,-0.33965564399352727,0.09618408873355959,-0.7275887891358274
12,-138,-0.015737615043415934,-0.31335636273045375,0.7725687610020496,-0.27670828857520147,0.1667664946529785
13,-137,-0.2862333981203422,-0.7325080785872441,-0.5212428095952607,0.47915553920412607,-1.0608287470987208
14,-136,-0.5254193480754761,-0.1550730201887156,-0.9912531842692309,-0.039428270335026626,-1.7111738228684492
15,-135,0.2854652399973123,0.01670616139803136,0.13554187233615342,-0.37200847683810545,0.0657047968933917
16,-134,0.08483993099507224,0.36009610454651964,-0.031510578725575944,-0.10162761158276054,0.3117978452332554
17,-133,0.26933416502829577,-0.3105576719650962,0.4312653156138367,0.729854274725595,1.1198960834026312
18,-132,-0.15045963631407722,0.034815679406558504,0.2867971174432046,0.3515509511868935,0.5227041117225794
19,-131,-0.1361632932999506,-0.27470333668600594,-0.3080544894462478,0.42988388825864055,-0.28903723117356384
20,-130,0.10932037862297772,-0.3967255986764949,-0.06541794608381576,0.13142027741217263,-0.22140288872516026
21,-129,0.49797055493753856,0.37012235542294863,-0.9471947412418018,-0.05688701951438102,-0.13598885039569564
22,-128,0.31443050609347706,-0.6370415832355706,0.26484112639874025,0.250734885750835,0.19296493500748174
23,-127,0.13454664904564775,0.14987500111753696,-0.7936007071105438,0.08718436897922686,-0.4219946879681322
24,-126,0.7828294132947115,-0.31359455631985106,-0.6313324571444692,0.4565389484187633,0.2944413482491545
25,-125,0.17852353229486764,-0.1617723235652202,-0.20484773045126298,0.4021226030445287,0.21402608132291315
26,-124,0.5558601438925207,0.08420383577668608,0.12088236306620383,0.6000703588412037,1.3610167015766144
27,-123,-0.2982268877071748,0.07658604937774878,-0.556867128850436,0.4680950160099318,-0.31041295116993023
28,-122,-0.1955947706321852,-0.3101302326274541,0.7322051664001623,0.3730473689233289,0.5995275320638519
29,-121,-0.3526661213660128,0.6926732015445675,-0.07312920815576873,0.5011049362265892,0.7679828082493751
30,-120,-0.8411420755202654,0.26371543142541587,-0.9909863571525601,0.11998468634937748,-1.4484283148980324
31,-119,0.164607739751283,0.10835506798520417,-0.10990353218018359,-0.6277707917699196,-0.46471151621361595
32,-118,-0.5575183081887927,0.38692864946576927,0.0736239364269412,0.04293877747331411,-0.05402694482276808
33,-117,-0.2492753487496668,-0.10260374059341464,0.5829328751358005,0.3076812627005192,0.5387350484932383
34,-116,-0.12574496379766265,-0.18658372377252874,0.637482865563233,0.4585015312329548,0.7836557092259964
35,-115,-0.7908661858474869,0.5899265580628924,0.803460013309653,0.18395492188476828,0.7864753074098267
36,-114,-0.03361827397552861,0.06332975050882664,-0.12580305641896153,-0.07453154113508136,-0.17062312102074484
37,-113,-0.6514040733879221,-0.22235136698293684,-0.9081626789401531,0.8792328584670753,-0.9026852608439367
38,-112,-0.3780173219474808,0.3829225266228051,-0.02580255667481848,-0.19473483887637602,-0.21563219087587016
39,-111,-0.5593813973227839,0.5172945651141526,0.8063836006231593,0.44250718451381804,1.206803952928346
40,-110,-0.5407056261382092,0.18168383499046584,0.3770174148948657,0.4196494333387976,0.43764505708591994
41,-109,-0.39067081619664135,0.5757865751141785,-0.970209442489704,-0.14353448753513,-0.9286281711072968
42,-108,-0.3454870768105123,0.7930612108284741,-0.5641798029113774,-0.13036379938068107,-0.24696946827409658
43,-107,-0.7038541171261878,-0.8179670704547417,-0.47313343938740926,0.3629281739621106,-1.6320264530062283
44,-106,-0.32739821004738684,0.5937387747086383,0.8669193915244318,0.6219406131303455,1.7552005693160289
45,-105,0.2607221053787425,0.06142077281070483,-0.5910746895688818,0.33882877104816167,0.06989695966872728
46,-104,0.2533846536130064,0.4014992957829558,-0.24099651376161202,0.3019082997251383,0.7157957353594884
47,-103,-0.17162872837855236,-0.45247023557190624,0.3247273535915867,0.4187201244223144,0.11934851406344249
48,-102,0.17300027071886645,0.052872743512517584,-0.24094332699124088,0.39858968086253027,0.3835193681026734
49,-101,0.40727038677663735,-0.35036022501506203,0.6903064269938578,0.18290931799944532,0.9301259067548785
50,-100,0.041757692240313254,0.10325045624917656,0.6173740391491297,0.5932635070574048,1.3556456946960243
