,date,beer,beer_sales,beer_weighting,scotch,scotch_sales,scotch_weighting,vodka,vodka_sales,vodka_weighting,whiskey,whiskey_sales,whiskey_weighting,wine,wine_sales,wine_weighting
161,2015-11-01,46.37,46.37,1.0,126.4,505.6,4.0,115.62,115.62,1.0,2.73,5.46,2.0,49.91,1796.76,36.0
162,2015-11-03,85.49,19662.88,230.00210550941634,162.83,162.83,1.0,72.26,578.06,7.999723221699417,108.72,217.43,1.999908020603385,58.88,3002.87,50.99983016304348
163,2015-11-04,82.92,6218.74,74.99686444766039,81.14,324.56,4.0,25.29,25.29,1.0,126.66,253.31,1.9999210484762358,27.18,2147.54,79.01177336276675
164,2015-11-05,83.03,5397.14,65.00228832951946,72.05,216.16,3.0001387925052048,88.33,529.96,5.999773576361373,128.42,256.83,1.9999221305092665,45.75,2287.43,49.99846994535519
165,2015-11-06,85.68,2313.42,27.000700280112042,318.38,1273.5,3.999937181983793,68.7,343.49,4.999854439592431,45.82,45.82,1.0,35.84,1576.96,44.0
166,2015-11-07,79.16,1266.53,15.999621020717534,85.72,19801.5,231.00209986000934,108.98,544.91,5.0000917599559545,104.41,522.06,5.000095776266641,43.18,1986.14,45.9967577582214
167,2015-11-08,80.57,1611.4,20.000000000000004,87.07,6443.15,73.99965544963823,67.29,605.64,9.000445831475702,117.37,117.37,1.0,34.27,1918.93,55.99445579223811
168,2015-11-09,82.58,6028.39,73.00060547348026,87.04,5483.79,63.00310202205882,61.17,734.05,12.00016347882949,63.31,63.31,1.0,35.17,4079.95,116.00653966448677
169,2015-11-10,83.9,5873.31,70.003694874851,101.24,3037.11,29.99911102331095,45.73,411.61,9.00087469932211,32.0,128.0,4.0,50.33,1761.44,34.997814424796346
170,2015-11-12,12.63,12.63,1.0,81.75,1798.47,21.999633027522936,75.52,453.13,6.000132415254238,70.13,70.13,1.0,32.31,1324.63,40.99752398638193
171,2015-11-13,49.76,49.76,1.0,103.12,2268.64,21.999999999999996,73.43,660.88,9.000136184120931,64.43,128.85,1.9998447927983856,56.45,2144.95,37.997342781222315
172,2015-11-14,30.83,92.48,2.9996756406097957,83.06,6644.76,79.99951842041898,62.75,564.79,9.000637450199203,113.22,113.22,1.0,36.41,1237.8,33.99615490249931
173,2015-11-15,10.86,76.04,7.001841620626152,81.37,6346.7,77.99803367334398,65.04,780.53,12.000768757687576,333.43,1333.7,3.9999400173949553,74.32,2452.47,32.9987890204521
174,2015-11-17,38.96,38.96,1.0,69.01,345.03,4.99971018692943,93.74,374.97,4.0001066780456584,119.4,119.4,1.0,30.78,2031.5,66.00064977257959
175,2015-11-18,35.56,106.68,3.0,76.28,991.68,13.000524383848976,95.17,380.67,3.999894924871283,183.98,1471.84,8.0,29.27,2634.23,89.99760847283909
176,2015-11-19,41.95,83.9,2.0,99.27,297.81,3.0,52.63,263.14,4.999809994299828,86.75,433.76,5.000115273775216,58.37,2334.82,40.000342641768036
177,2015-11-20,18.0,18.0,1.0,104.53,418.11,3.99990433368411,61.31,429.2,7.0004893165878315,258.83,1294.17,5.0000772707955035,34.03,2382.39,70.00852189244783
178,2015-11-21,7.24,7.24,1.0,76.22,533.51,6.999606402519023,67.14,134.27,1.9998510574918082,106.59,213.18,2.0,30.34,2063.35,68.00758075148319
179,2015-11-22,20.97,104.85,5.0,65.26,261.04,4.0,83.51,584.6,7.0003592384145605,227.77,455.53,1.9999560960618166,43.15,2071.22,48.000463499420626
180,2015-11-23,31.11,93.32,2.9996785599485696,85.01,170.01,1.9998823667803785,58.25,465.99,7.999828326180258,11.2,22.4,2.0,31.0,1642.75,52.99193548387097
181,2015-11-24,16.0,112.02,7.00125,80.68,242.04,2.9999999999999996,58.25,116.49,1.9998283261802574,61.12,61.12,1.0,47.14,2828.27,59.99724225710649
182,2015-11-25,21.85,87.41,4.00045766590389,77.95,623.57,7.999615137908917,70.89,637.99,8.999717872760614,179.43,358.86,2.0,51.96,3949.22,76.0050038491147
183,2015-11-26,26.2,104.81,4.000381679389313,194.08,388.16,2.0,87.0,261.0,3.0,122.23,244.46,2.0,34.25,2260.75,66.00729927007299
184,2015-11-27,14.46,57.82,3.9986168741355463,130.08,260.15,1.9999231242312419,77.09,848.01,11.000259437021663,47.78,238.88,4.999581414817915,35.6,2029.12,56.99775280898876
185,2015-11-28,35.71,107.12,2.9997199663959675,81.33,487.97,5.9998770441411535,56.79,340.71,5.999471737982039,321.92,965.77,3.00003106361829,73.61,2797.04,37.99809808449939
186,2015-11-29,55.4,110.79,1.9998194945848378,113.77,1137.7,10.0,78.36,470.18,6.000255232261358,185.86,929.31,5.000053803938448,36.89,1696.92,45.999457847655194
187,2015-11-30,10.41,52.07,5.0019212295869355,58.06,232.22,3.999655528763348,89.59,447.94,4.999888380399598,374.75,749.5,2.0,40.19,2129.97,52.99751181886041
188,2015-12-01,42.55,170.19,3.9997649823736783,78.12,390.59,4.999871991807475,64.4,708.36,10.999378881987576,362.6,4351.15,11.999862107004962,35.77,2575.38,71.99832261671791
189,2015-12-02,19.65,235.83,12.001526717557253,98.5,394.0,4.0,80.3,240.91,3.0001245330012454,27.63,82.9,3.000361925443359,37.2,1748.4,47.0
190,2015-12-03,36.04,252.28,7.0,93.44,280.31,2.999892979452055,84.79,254.37,3.0,109.61,548.05,5.0,46.75,1870.04,40.00085561497326
191,2015-12-04,54.33,217.31,3.9998159396281983,61.12,61.12,1.0,62.19,808.51,13.000643190223508,149.13,596.52,4.0,30.05,1833.26,61.006988352745424
192,2015-12-05,14.24,156.62,10.998595505617978,110.15,330.46,3.000090785292782,69.86,628.73,8.999856856570284,174.54,1047.26,6.000114586914175,31.12,2116.27,68.00353470437018
193,2015-12-06,11.06,132.66,11.994575045207956,54.18,325.05,5.999446290143965,56.36,169.07,2.9998225691980127,269.69,809.07,3.0,33.93,1967.94,58.0
194,2015-12-07,16.47,82.33,4.998785670916819,59.76,358.55,5.999832663989291,74.66,149.32,2.0,80.1,160.2,2.0,31.6,3159.9,99.99683544303797
195,2015-12-08,32.42,226.95,7.000308451573102,87.97,1143.58,12.999658974650448,72.64,145.28,2.0,113.3,793.09,6.9999117387466905,26.62,1597.23,60.00112697220135
196,2015-12-09,37.74,301.88,7.998940116587175,113.14,1583.99,14.000265158211066,55.72,445.73,7.9994615936827,103.41,413.65,4.000096702446572,20.05,1223.18,61.00648379052369
197,2015-12-10,32.29,226.02,6.99969030659647,155.97,623.86,3.9998717702122204,66.76,400.57,6.000149790293588,86.88,1129.39,12.99942449355433,29.01,2204.66,75.99655291278869
198,2015-12-11,15.87,142.84,9.000630119722748,50.74,405.95,8.000591249507291,76.25,381.23,4.999737704918033,63.7,509.62,8.000313971742543,28.41,2783.92,97.99084829285464
199,2015-12-12,30.5,274.46,8.998688524590163,56.2,280.99,4.999822064056939,64.01,384.03,5.999531323230745,75.99,303.96,4.0,26.5,2703.0,102.0
200,2015-12-13,17.05,102.27,5.998240469208211,64.91,259.65,4.000154059466954,67.45,944.27,13.9995552260934,93.03,465.14,4.999892507793184,26.37,1766.87,67.00303375047402
201,2015-12-14,49.67,248.37,5.000402657539762,46.11,507.26,11.001084363478638,78.14,468.86,6.000255950857436,42.72,85.43,1.9997659176029965,27.0,2078.85,76.99444444444444
202,2015-12-15,14.47,115.78,8.001382170006911,75.55,377.74,4.9998676373262745,65.0,455.0,7.0,159.01,636.03,3.99993711087353,25.0,2274.78,90.9912
203,2015-12-16,12.61,126.11,10.000793021411578,81.23,893.48,10.99938446386803,64.21,385.27,6.0001557389814675,46.09,230.44,4.9997830331959205,25.3,2479.38,97.99920948616601
204,2015-12-17,13.06,52.25,4.0007656967840735,86.34,2417.38,27.998378503590455,73.0,510.99,6.99986301369863,25.15,25.15,1.0,60.02,14164.12,235.99000333222259
205,2015-12-18,23.22,69.65,2.9995693367786394,83.82,6035.31,72.00322118826057,57.81,751.56,13.000518941359624,41.36,206.78,4.999516441005802,55.85,15470.77,277.0057296329454
206,2015-12-19,29.44,147.22,5.000679347826087,68.64,3363.51,49.00218531468532,64.45,1160.15,18.00077579519007,134.41,268.82,2.0,35.94,6360.77,176.98302726766835
207,2015-12-20,40.53,81.06,2.0,125.62,628.08,4.999840789683172,54.36,924.13,17.00018395879323,91.81,367.22,3.9997821588062306,35.24,4651.97,132.0082292849035
208,2015-12-21,21.53,21.53,1.0,85.67,1884.8,22.000700361853625,55.56,722.26,12.999640028797696,105.44,105.44,1.0,28.26,3277.72,115.98443029016276
209,2015-12-23,21.69,21.69,1.0,102.58,1743.9,17.00038993955937,60.28,301.4,4.999999999999999,54.29,162.87,3.0,33.49,3784.5,113.00388175574798
210,2015-12-26,3.64,7.28,2.0,139.43,1115.4,7.999713117693466,55.26,607.82,10.999276149113284,46.84,281.04,6.0,34.6,4809.06,138.99017341040462
211,2015-12-27,14.51,14.51,1.0,90.95,363.78,3.9997800989554695,98.36,983.62,10.000203334688898,118.13,826.91,7.0,25.64,3256.28,127.0
212,2015-12-28,9.09,18.18,2.0,87.58,350.33,4.000114181319936,56.5,734.44,12.998938053097346,51.04,51.04,1.0,24.06,2549.99,105.98462177888611
213,2015-12-29,10.89,10.89,1.0,52.99,317.92,5.999622570296283,51.72,620.64,12.0,421.25,842.49,1.9999762611275964,24.47,2569.07,104.98855741724562
214,2015-12-31,10.91,10.91,1.0,106.25,106.25,1.0,61.4,552.63,9.000488599348534,38.92,77.84,2.0,30.64,1807.68,58.99738903394256
215,2016-01-01,28.97,86.9,2.9996548153262,107.36,536.8,5.0,74.92,299.67,3.999866524292579,167.34,167.34,1.0,31.62,3224.84,101.98734977862112
216,2016-01-04,21.82,21.82,1.0,43.35,43.35,1.0,73.69,1400.11,19.0,38.52,154.06,3.999480789200415,32.98,3264.67,98.98938750758036
217,2016-01-05,7.15,14.3,2.0,129.35,646.74,4.999922690374952,111.89,2237.77,19.999731879524532,36.04,288.34,8.000554938956714,35.25,4159.87,118.0104964539007
218,2016-01-06,6.78,13.55,1.9985250737463127,151.71,1061.99,7.00013183046602,82.47,742.25,9.000242512428763,114.66,343.98,3.0000000000000004,35.55,3164.18,89.00646976090015
219,2016-01-07,29.98,29.98,1.0,94.53,94.53,1.0,59.8,358.78,5.999665551839465,38.26,114.77,2.9997386304234186,36.32,3377.67,92.99752202643172
220,2016-01-09,32.54,97.61,2.9996926859250155,118.89,237.78,2.0,74.93,524.51,6.999999999999999,50.22,50.22,1.0,49.65,7049.62,141.9863041289023
221,2016-01-12,10.68,32.05,3.000936329588015,211.73,3176.02,15.00033060973882,39.48,236.85,5.999240121580548,50.22,150.66,3.0,46.83,3653.04,78.00640614990391
222,2016-01-15,58.47,58.47,1.0,285.49,6851.75,23.999964972503413,101.58,812.67,8.000295333727111,43.59,261.56,6.000458820830465,38.6,2239.02,58.005699481865285
223,2016-01-16,10.97,10.97,1.0,70.93,496.52,7.000140984068799,69.42,555.39,8.000432152117545,199.61,1197.64,5.999899804619007,39.4,1339.62,34.0005076142132
224,2016-01-18,10.99,21.98,2.0,95.16,380.64,4.0,49.78,298.66,5.999598232221776,78.42,313.69,4.000127518490181,37.36,1868.22,50.0058886509636
225,2016-01-19,6.88,6.88,1.0,72.21,144.41,1.9998615150256198,75.75,151.5,2.0,24.48,73.44,3.0,52.11,1875.84,35.99769717904433
226,2016-01-20,31.1,31.1,1.0,212.31,5095.42,23.999905798125383,62.73,313.64,4.99984058664116,113.48,340.45,3.0000881212548465,72.83,3131.79,43.00137306055197
227,2016-01-22,10.55,21.1,2.0,76.39,152.77,1.9998690928131955,88.83,621.83,7.00022514916132,110.6,995.41,9.000090415913201,31.34,1535.54,48.99617102744097
228,2016-01-27,8.03,16.06,2.0,122.61,1103.48,8.999918440583965,57.51,402.59,7.000347765605981,73.72,442.3,5.999728703201303,30.66,1257.14,41.00260926288324
229,2016-01-31,3.54,7.08,2.0,211.7,635.09,2.9999527633443557,90.11,90.11,1.0,37.38,112.13,2.999732477260567,34.78,1008.48,28.99597469810236
230,2016-02-01,12.96,38.89,3.0007716049382713,111.5,780.47,6.999730941704036,99.97,399.87,3.9998999699909974,36.78,73.56,2.0,38.08,1713.59,44.99973739495798
231,2016-02-02,9.18,9.18,1.0,88.67,354.68,4.0,79.81,877.9,10.999874702418243,87.87,527.2,5.999772391032207,50.92,1934.93,37.99941084053417
232,2016-02-05,7.23,7.23,1.0,70.2,140.4,2.0,86.58,86.58,1.0,25.5,51.0,2.0,50.33,2013.39,40.00377508444268
233,2016-02-06,7.09,7.09,1.0,81.06,405.29,4.9998766345916605,54.23,216.93,4.00018439977872,68.76,275.05,4.0001454333915065,36.17,1229.66,33.99668233342549
234,2016-02-09,61.87,61.87,1.0,155.34,932.03,5.999935625080468,129.08,645.42,5.000154942671211,52.34,209.35,3.9998089415361098,49.09,1276.24,25.997962925239353
235,2016-02-10,9.9,9.9,1.0,46.84,421.59,9.000640478223739,70.58,282.31,3.999858316803627,37.59,75.17,1.9997339718010108,37.78,1700.26,45.00423504499735
236,2016-02-12,11.65,23.29,1.9991416309012875,129.58,388.74,3.0,56.86,56.86,1.0,30.21,302.12,10.000662032439589,30.43,2190.7,71.99145580019717
237,2016-02-14,12.5,37.49,2.9992,59.2,177.61,3.000168918918919,60.94,609.37,9.999507712504103,36.92,147.66,3.999458288190682,47.58,2759.55,57.99810844892813
238,2016-02-15,7.08,7.08,1.0,113.18,1018.64,9.000176709666018,29.12,116.48,4.0,24.65,24.65,1.0,57.35,3383.41,58.99581517000871
239,2016-02-18,7.17,7.17,1.0,135.66,949.6,6.999852572607991,74.17,445.03,6.000134825401105,126.02,630.09,4.999920647516268,35.42,1239.77,35.00197628458498
240,2016-02-19,11.4,11.4,1.0,61.31,490.44,7.99934757788289,84.0,588.0,7.0,95.84,383.37,4.000104340567613,39.47,1499.95,38.00228021281986
241,2016-02-20,9.92,29.76,3.0,157.88,1578.8,10.0,45.92,229.6,5.0,50.21,150.64,3.000199163513244,63.86,2937.58,46.00031318509239
242,2016-02-23,10.12,10.12,1.0,171.29,513.88,3.000058380524257,114.27,342.8,2.9999124879670958,15.57,31.13,1.9993577392421322,35.44,744.33,21.002539503386007
243,2016-02-25,15.78,15.78,1.0,143.82,2444.98,17.000278125434573,43.5,87.0,2.0,50.74,101.48,2.0,41.6,1372.69,32.99735576923077
244,2016-02-26,10.8,32.4,2.9999999999999996,60.29,422.03,7.0,48.15,48.15,1.0,126.04,378.13,3.0000793398920975,68.75,2681.08,38.99752727272727
245,2016-02-27,21.48,21.48,1.0,104.7,523.52,5.000191021967526,64.44,193.31,2.999844816883923,52.03,260.15,4.999999999999999,28.87,952.74,33.00103914097679
246,2016-02-29,2.15,2.15,1.0,117.22,1523.91,13.000426548370585,50.56,101.11,1.9998022151898733,51.01,255.05,5.0,41.24,1484.59,35.998787584869056
247,2016-03-02,7.26,14.52,2.0,68.01,340.05,5.0,44.69,44.69,1.0,141.71,141.71,1.0,33.35,1067.16,31.99880059970015
248,2016-03-03,7.78,62.25,8.001285347043702,135.81,950.65,6.999852735439216,12.8,12.8,1.0,93.66,936.55,9.999466154174675,61.66,1973.12,32.0
249,2016-03-04,7.7,15.4,2.0,68.75,618.71,8.999418181818182,61.58,184.74,3.0000000000000004,56.61,113.22,2.0,31.83,859.29,26.996229971724787
250,2016-03-06,57.4,114.8,2.0,93.92,375.69,4.000106473594548,70.26,70.26,1.0,24.81,24.81,1.0,36.37,1563.71,42.99450096233159
251,2016-03-08,21.64,21.64,1.0,7.96,15.92,2.0,45.67,91.34,2.0,55.63,166.88,2.999820240877224,54.0,6480.32,120.00592592592592
252,2016-03-09,16.74,33.48,2.0,79.66,557.65,7.000376600552348,49.06,294.38,6.000407664084793,83.78,251.34,3.0,58.35,12370.14,211.998971722365
253,2016-03-10,12.36,24.72,2.0,46.06,46.06,1.0,83.62,83.62,1.0,51.69,51.69,1.0,50.83,3862.7,75.99252409994098
254,2016-03-12,26.67,80.01,3.0,38.87,77.73,1.999742732184204,72.79,145.57,1.9998626184915507,54.48,326.85,5.999449339207049,47.84,2057.25,43.002717391304344
255,2016-03-13,35.48,35.48,1.0,77.3,541.08,6.99974126778784,76.65,153.29,1.999869536855838,8.47,8.47,1.0,42.97,2793.22,65.00395624854549
256,2016-03-17,14.43,331.85,22.997227997228,39.72,595.8,15.0,77.73,1010.44,12.999356747716455,25.09,50.18,2.0,43.51,1958.11,45.00367731555964
257,2016-03-18,32.93,2305.34,70.00728818706347,89.86,898.63,10.000333852659693,68.38,410.28,6.0,52.17,156.51,2.9999999999999996,34.48,1861.8,53.99651972157773
258,2016-03-19,31.02,3102.35,100.01128304319793,80.35,80.35,1.0,129.13,903.9,6.9999225586618135,769.96,3079.82,3.999974024624656,25.56,1431.54,56.00704225352113
259,2016-03-20,29.71,1604.33,53.999663412992255,93.29,746.29,7.999678422124557,89.35,268.05,3.0000000000000004,24.81,24.81,1.0,32.01,1696.58,53.00156201187129
260,2016-03-21,33.64,2152.98,64.00059453032105,59.38,178.15,3.0001684068710004,49.51,49.51,1.0,64.34,128.67,1.9998445756916379,48.24,1736.51,35.997305140961856
261,2016-03-22,39.9,718.25,18.00125313283208,86.86,173.72,2.0,221.73,221.73,1.0,62.19,248.76,4.0,31.82,1018.11,31.995914519170334
262,2016-03-23,26.36,606.37,23.00341426403642,41.24,329.93,8.000242483026188,69.04,207.12,3.0,187.1,1683.93,9.000160342063069,39.89,1595.67,40.001754825770874
263,2016-03-24,26.64,186.51,7.001126126126126,99.06,495.28,4.999798102160306,53.31,106.62,2.0,571.03,2855.16,5.00001751221477,36.46,1349.08,37.0016456390565
264,2016-03-25,22.04,132.24,6.000000000000001,185.69,1114.12,5.999892293607625,66.86,133.71,1.9998504337421479,276.94,1107.77,4.000036108904456,25.02,1200.78,47.992805755395686
265,2016-03-26,6.08,36.48,5.999999999999999,83.2,582.4,6.999999999999999,107.82,646.93,6.0000927471712115,56.09,168.28,3.000178284899269,55.96,1958.62,35.000357398141524
266,2016-03-27,27.04,54.07,1.9996301775147929,132.17,925.22,7.000226980404026,66.02,1452.41,21.999545592244775,117.07,234.14,2.0,25.62,1511.29,58.98868071818891
267,2016-03-28,44.32,88.63,1.9997743682310467,102.44,1843.85,17.99931667317454,73.66,515.61,6.999864241107793,24.99,24.99,1.0,37.92,1819.93,47.99393459915612
268,2016-03-29,17.82,89.1,5.0,87.79,175.58,2.0,96.89,871.98,8.999690370523274,221.08,221.08,1.0,36.81,1913.94,51.99511002444988
269,2016-03-30,7.19,7.19,1.0,21.85,152.97,7.0009153318077795,82.52,1815.48,22.00048473097431,81.49,81.49,1.0,62.61,2942.88,47.00335409678965
270,2016-03-31,10.77,10.77,1.0,67.99,271.97,4.000147080453009,82.44,494.62,5.9997573993207185,38.52,38.52,1.0,29.19,759.0,26.002055498458375
271,2016-04-02,7.45,14.9,2.0,89.32,535.89,5.999664128974474,69.33,208.0,3.000144237703736,100.79,100.79,1.0,30.07,1894.39,62.999334885267714
272,2016-04-03,12.32,86.23,6.999188311688312,97.38,779.06,8.00020538098172,46.01,138.04,3.00021734405564,38.69,77.38,2.0,26.0,1195.99,45.99961538461538
273,2016-04-04,10.69,42.76,4.0,503.17,2012.67,3.9999801260011525,70.82,283.28,4.0,41.52,124.56,3.0,66.47,2193.5,32.99984955619076
274,2016-04-05,71.52,14376.22,201.00978747203578,136.5,682.52,5.00014652014652,57.62,345.7,5.9996528982992015,55.85,55.85,1.0,40.28,1369.41,33.99726911618669
275,2016-04-06,68.76,4331.95,63.00101803374054,15.55,31.1,2.0,61.65,184.95,3.0,174.94,524.83,3.0000571624556995,33.49,1272.66,38.00119438638399
276,2016-04-07,65.79,1184.21,17.999848001215987,169.47,1186.31,7.000118014987903,69.39,416.34,6.0,57.66,403.59,6.999479708636836,31.57,1641.68,52.00126702565727
277,2016-04-08,68.37,1093.84,15.998829896153282,81.39,651.08,7.999508539132572,61.3,245.18,3.9996737357259384,101.95,101.95,1.0,53.42,2136.75,39.99906402096593
278,2016-04-09,56.13,392.89,6.999643684304293,188.74,1509.92,8.0,55.02,220.08,4.0,187.85,187.85,1.0,51.26,2921.88,57.00117050331643
279,2016-04-10,71.92,431.52,6.0,236.89,710.66,2.999957786314323,74.7,597.59,7.999866131191433,138.37,415.1,2.9999277299992775,26.06,1146.65,44.000383729854185
280,2016-04-11,63.64,890.89,13.99890006285355,172.65,517.94,2.999942079351289,77.19,694.74,9.000388651379712,72.86,364.32,5.000274499039254,41.21,1442.39,35.000970638194616
281,2016-04-12,37.56,187.82,5.000532481363152,125.25,1002.0,8.0,66.08,660.84,10.000605326876514,48.07,817.14,16.99895985021843,46.34,1251.15,26.999352611135087
282,2016-04-13,23.65,23.65,1.0,101.18,607.1,6.000197667523226,78.49,470.91,5.999617785705186,51.0,662.94,12.998823529411766,42.16,1686.52,40.00284629981025
283,2016-04-14,24.23,96.92,4.0,82.11,246.32,2.9998782121544267,46.15,138.45,3.0,79.34,1983.41,24.99886564154273,27.79,833.64,29.99784094998201
284,2016-04-15,34.28,34.28,1.0,99.05,1188.58,11.99979808177688,48.73,146.18,2.999794787605172,47.72,429.48,9.0,34.29,1062.97,30.999416739574222
285,2016-04-17,33.09,33.09,1.0,173.31,519.93,2.9999999999999996,50.13,100.26,2.0,54.41,163.23,3.0,38.54,1888.39,48.99818370524131
286,2016-04-18,17.38,86.91,5.000575373993096,133.99,803.91,5.999776102694231,48.55,242.74,4.999794026776519,60.95,609.45,9.999179655455292,37.49,1237.19,33.00053347559349
287,2016-04-19,7.32,21.95,2.9986338797814205,98.75,197.49,1.9998987341772152,46.72,186.87,3.9997859589041096,51.05,153.14,2.9998041136141036,31.0,1178.04,38.001290322580644
288,2016-04-20,16.41,49.22,2.999390615478367,189.34,1704.03,8.999841554874829,42.85,128.54,2.999766627771295,57.11,114.22,2.0,32.72,1079.64,32.99633251833741
289,2016-04-21,7.81,7.81,1.0,132.58,397.74,3.0,60.13,300.67,5.000332612672543,102.97,205.93,1.9999028843352433,45.22,1492.33,33.0015479876161
290,2016-04-22,26.41,52.82,2.0,79.51,477.07,6.000125770343352,45.01,45.01,1.0,55.61,55.61,1.0,26.88,779.45,28.997395833333336
291,2016-04-23,46.35,46.35,1.0,145.18,580.73,4.000068880011021,31.78,254.23,7.999685336689741,54.1,108.2,2.0,25.83,1033.19,39.999612853271394
292,2016-04-24,21.78,108.88,4.999081726354453,111.59,557.95,5.0,67.11,335.57,5.000298018179109,104.95,314.86,3.000095283468318,31.29,1314.08,41.996804090763824
293,2016-04-25,107.9,323.7,2.9999999999999996,96.23,769.82,7.9997921646056325,53.76,430.04,7.999255952380953,67.43,67.43,1.0,46.26,1341.4,28.996973627323825
294,2016-04-26,9.97,9.97,1.0,67.34,269.36,4.0,88.3,441.49,4.999886749716874,73.87,295.48,4.0,30.35,1153.39,38.00296540362439
295,2016-04-27,26.11,156.64,5.9992340099578705,165.58,1159.05,6.999939606232636,49.24,147.72,3.0,130.26,260.52,2.0,55.39,1440.01,25.997653005957755
296,2016-04-28,93.58,280.75,3.000106860440265,193.68,774.72,4.0,94.05,470.25,5.0,91.67,91.67,1.0,29.7,1455.06,48.991919191919195
297,2016-04-29,30.49,91.46,2.9996720236142997,145.72,728.61,5.000068624759813,51.59,412.75,8.000581508044194,54.67,382.71,7.000365831351746,49.58,1437.93,29.002218636546996
298,2016-04-30,22.28,89.13,4.000448833034111,108.95,1307.36,11.999632859109681,42.82,256.9,5.999532928538065,245.54,491.07,1.9999592734381364,51.58,1547.44,30.000775494377667
299,2016-05-01,14.84,148.43,10.002021563342318,120.54,1325.97,11.00024888003982,48.33,193.3,3.9995861783571285,37.68,37.68,1.0,30.72,1290.05,41.993815104166664
300,2016-05-02,19.27,115.61,5.999481058640374,118.65,830.56,7.00008428150021,66.62,599.55,8.999549684779344,39.97,159.89,4.00025018764073,79.47,2622.56,33.000629168239584
301,2016-05-03,23.05,92.2,4.0,66.62,1199.18,18.000300210147103,54.18,487.65,9.000553709856035,67.65,67.65,1.0,49.23,1427.68,29.00020312817388
302,2016-05-04,19.58,117.49,6.000510725229827,67.31,673.12,10.000297132669736,46.64,792.88,17.0,97.65,195.29,1.9998975934459804,50.27,1206.5,24.000397851601353
303,2016-05-05,25.75,154.52,6.000776699029126,86.92,695.33,7.999654855039116,128.26,641.3,5.0,66.86,200.58,3.0,48.75,1511.29,31.00082051282051
304,2016-05-06,11.65,58.24,4.9991416309012875,102.06,1734.97,16.999510092102685,52.74,1054.81,20.000189609404625,81.75,326.99,3.999877675840979,60.76,2187.36,36.0
305,2016-05-07,43.86,131.58,3.0000000000000004,81.85,409.26,5.000122174709835,48.95,587.35,11.998978549540347,62.74,125.48,2.0,37.95,796.86,20.997628458498024
306,2016-05-08,34.18,68.36,2.0,87.28,349.11,3.9998854262144823,38.72,271.07,7.0007747933884295,87.1,87.1,1.0,42.15,1433.12,34.00047449584816
307,2016-05-09,37.29,149.14,3.999463663180477,392.78,1178.35,3.0000254595447835,59.9,239.6,4.0,34.66,103.99,3.0002885170225047,32.58,1205.38,36.997544505831804
308,2016-05-10,50.88,101.75,1.9998034591194969,208.02,2080.19,9.999951927699259,26.68,26.68,1.0,137.64,412.91,2.999927346701541,33.88,914.89,27.00383707201889
309,2016-05-11,29.01,145.06,5.000344708721131,73.07,292.29,4.0001368550704814,45.18,316.28,7.000442673749446,62.39,62.39,1.0,40.28,1611.12,39.99801390268123
310,2016-05-13,7.97,71.76,9.003764115432874,111.61,223.21,1.9999104022937013,57.58,460.67,8.000521014241057,32.32,32.32,1.0,38.63,1313.37,33.998705669169034
311,2016-05-14,2.94,76.44,26.0,63.87,63.87,1.0,69.14,138.27,1.999855365924212,57.77,57.77,1.0,18.92,2099.7,110.97780126849892
312,2016-05-15,20.03,140.24,7.001497753369945,183.29,1466.35,8.000163675050466,59.09,177.28,3.000169233372821,147.05,441.15,2.9999999999999996,14.3,9436.91,659.9237762237761
313,2016-05-16,7.27,7.27,1.0,87.47,437.36,5.000114324911398,61.16,244.64,4.0,16.75,67.0,4.0,19.58,7028.11,358.9433094994893
314,2016-05-17,24.82,74.47,3.0004029008863817,88.69,620.83,7.000000000000001,79.8,1037.39,12.999874686716794,48.49,242.47,5.000412456176531,16.86,6135.75,363.923487544484
315,2016-05-18,34.3,137.2,4.0,142.24,995.66,6.999859392575927,45.72,548.6,11.99912510936133,4.94,4.94,1.0,15.8,4801.68,303.9037974683544
316,2016-05-19,6.77,54.16,8.0,120.32,481.28,4.0,40.32,282.25,7.000248015873016,27.04,27.04,1.0,20.02,3103.75,155.03246753246754
317,2016-05-20,2.81,11.24,4.0,154.32,2006.16,13.000000000000002,50.42,201.68,4.0,52.25,104.49,1.9998086124401913,14.25,2450.79,171.98526315789474
318,2016-05-21,15.91,127.31,8.001885606536769,5638.24,56382.37,9.99999467919067,68.18,272.72,4.0,111.39,445.57,4.0000897746655895,26.31,2130.75,80.98631698973774
319,2016-05-22,10.78,75.46,7.0,103.45,931.01,8.99961333977767,37.43,149.72,4.0,126.21,252.41,1.9999207669756756,36.21,2317.52,64.00220933443799
320,2016-05-23,66.42,66.42,1.0,180.8,1446.38,7.999889380530973,43.01,172.03,3.999767495931179,117.01,351.04,3.000085462780959,31.21,1810.42,58.00768984299904
321,2016-05-24,10.91,65.43,5.997250229147571,164.47,986.8,5.999878397276099,68.48,547.83,7.999853971962617,41.97,83.94,2.0,29.97,2307.64,76.99833166499833
322,2016-05-25,33.77,67.53,1.9997038791827064,181.99,909.97,5.00010989614814,100.41,502.07,5.000199183348272,183.01,366.02,2.0,42.83,1670.5,39.00303525566192
323,2016-05-28,8.34,83.38,9.997601918465227,119.2,2741.66,23.000503355704698,56.76,113.51,1.9998238195912617,107.29,321.86,2.999906794668655,42.98,1719.02,39.99581200558399
