,date,beer,beer_sales,beer_weighting,scotch,scotch_sales,scotch_weighting,vodka,vodka_sales,vodka_weighting,whiskey,whiskey_sales,whiskey_weighting,wine,wine_sales,wine_weighting
324,2016-05-29,17.25,51.74,2.9994202898550726,214.94,429.88,2.0,96.03,672.19,6.999791731750495,59.93,239.71,3.999833138661772,33.2,1195.07,35.996084337349394
325,2016-05-30,17.93,125.52,7.000557724484104,133.96,535.82,3.999850701702001,35.19,70.38,2.0,71.94,1222.99,17.00013900472616,36.97,1922.41,51.99918853124155
326,2016-05-31,9.66,19.32,2.0,149.75,1647.28,11.000200333889817,149.47,298.94,2.0,38.23,76.46,2.0,12.26,1519.74,123.95921696574226
327,2016-06-01,32.33,96.99,3.0,152.92,1376.26,8.999869212660215,34.22,102.66,3.0,60.75,182.25,3.0,20.96,859.16,40.99045801526717
328,2016-06-02,40.03,160.13,4.0002498126405195,296.65,2966.52,10.00006741951795,41.45,124.36,3.000241254523522,58.23,291.13,4.9996565344324235,26.51,1113.47,42.001886080724255
329,2016-06-03,42.34,211.71,5.000236183278224,180.8,542.41,3.000055309734513,53.48,53.48,1.0,233.81,935.24,4.0,31.23,1436.48,45.99679795068844
330,2016-06-04,15.71,31.42,2.0,110.33,1434.27,12.999818725641259,76.29,76.29,1.0,123.71,247.41,1.9999191657909627,63.58,16593.2,260.9814407046241
331,2016-06-05,11.61,92.85,7.997416020671834,300.46,2103.22,7.0,65.48,130.96,2.0,10.74,107.36,9.996275605214153,54.74,3284.21,59.996529046401164
332,2016-06-06,11.04,44.16,4.0,52.36,157.08,3.0000000000000004,47.76,47.76,1.0,83.13,249.39,3.0,43.99,2111.42,47.99772675608093
333,2016-06-07,23.22,232.15,9.997846683893195,130.2,1432.2,11.000000000000002,53.54,321.22,5.999626447515877,174.78,699.12,4.0,35.56,2169.18,61.00056242969628
334,2016-06-08,9.61,9.61,1.0,408.31,408.31,1.0,80.49,321.94,3.9997515219281903,7.27,7.27,1.0,36.69,1614.54,44.00490596892887
335,2016-06-09,23.82,23.82,1.0,261.58,1046.32,4.0,60.47,241.89,4.0001653712584755,4.37,17.48,4.0,56.61,3623.17,64.00229641406112
336,2016-06-10,23.78,47.56,2.0,331.78,663.55,1.999969859545482,58.1,522.86,8.999311531841652,293.59,293.59,1.0,62.96,14417.5,228.9945997458704
337,2016-06-11,38.88,77.75,1.9997427983539093,33.43,133.73,4.000299132515704,110.24,440.95,3.9999092888243832,216.85,1517.97,7.000092229651833,30.44,1065.24,34.99474375821288
338,2016-06-12,12.57,25.13,1.9992044550517103,152.7,458.1,3.0000000000000004,45.05,135.16,3.000221975582686,54.2,325.19,5.999815498154981,34.1,886.49,25.996774193548386
339,2016-06-13,16.28,48.85,3.0006142506142504,40.37,282.61,7.000495417389151,65.67,65.67,1.0,108.3,108.3,1.0,26.12,1697.62,64.99310872894333
340,2016-06-14,9.22,18.44,2.0,162.75,488.25,3.0,71.55,500.82,6.99958071278826,87.93,439.64,4.999886273171841,23.9,1625.19,67.99958158995817
341,2016-06-15,21.45,85.8,4.0,132.09,528.36,4.0,60.15,421.03,6.999667497921862,128.24,256.47,1.9999220212102309,15.59,1231.28,78.97883258499037
342,2016-06-16,10.38,20.76,2.0,88.15,264.46,3.000113442994895,86.38,86.38,1.0,100.58,301.74,3.0,20.57,719.8,34.992707826932424
343,2016-06-18,47.26,141.78,3.0,42.73,854.61,20.00023402761526,63.3,126.59,1.9998420221169038,54.33,271.65,5.0,25.82,1265.18,49.0
344,2016-06-19,22.15,44.3,2.0,64.1,128.2,2.0,76.31,381.54,4.99986895557594,74.07,592.55,7.999864992574592,34.57,2039.52,58.99681805033266
345,2016-06-22,21.01,42.02,2.0,69.7,209.09,2.9998565279770446,52.78,316.68,6.0,107.85,107.85,1.0,31.5,1291.47,40.99904761904762
346,2016-06-23,40.01,200.06,5.000249937515622,22.89,22.89,1.0,61.05,305.23,4.9996723996724,62.2,373.17,5.99951768488746,29.76,1309.49,44.00168010752688
347,2016-06-24,19.55,117.3,6.0,92.25,184.49,1.9998915989159893,40.16,120.47,2.9997509960159365,4.6,36.8,8.0,47.5,1709.97,35.99936842105263
348,2016-06-25,29.45,88.36,3.000339558573854,67.19,134.37,1.9998511683286204,53.52,321.09,5.999439461883407,179.56,179.56,1.0,39.95,1278.47,32.001752190237795
349,2016-06-27,20.16,40.32,2.0,85.51,598.57,7.0,77.19,231.57,3.0,34.04,136.16,4.0,42.48,1486.85,35.00117702448211
350,2016-06-28,34.09,238.63,6.999999999999999,44.78,89.56,2.0,27.82,361.71,13.001797268152407,196.51,786.02,3.9998982240089562,32.23,1611.69,50.00589512876203
351,2016-06-29,39.99,319.9,7.999499874968741,192.53,1155.18,6.0,42.39,127.17,3.0,4.33,12.99,3.0,34.65,1767.37,51.006349206349206
352,2016-06-30,25.75,334.8,13.001941747572817,77.05,385.25,5.0,52.99,317.96,6.000377429703717,184.22,1657.96,8.999891434154815,24.81,2009.33,80.98871422813382
353,2016-07-01,17.1,85.49,4.999415204678362,74.73,224.18,2.9998661849324235,82.97,248.91,3.0,197.71,395.42,2.0,29.6,1894.45,64.0016891891892
354,2016-07-02,20.16,40.32,2.0,87.11,1306.72,15.000803581678339,81.98,327.93,4.0001219809709685,97.93,195.86,2.0,31.62,727.28,23.000632511068943
355,2016-07-03,33.14,99.41,2.999698249849125,138.25,691.25,5.0,91.02,364.08,4.0,112.99,338.98,3.0000885034073814,41.11,2302.08,55.9980540014595
356,2016-07-04,19.81,99.06,5.0005047955577995,37.87,151.48,4.0,27.53,110.13,4.000363240101707,173.81,695.22,3.9998849318221046,33.32,1599.47,48.00330132052821
357,2016-07-05,31.68,63.35,1.9996843434343434,73.32,439.92,6.000000000000001,44.7,89.4,2.0,208.25,208.25,1.0,19.62,1275.34,65.00203873598369
358,2016-07-06,38.43,76.85,1.9997397866250324,179.13,537.38,2.999944174621783,73.2,219.6,3.0,98.1,392.41,4.000101936799185,33.35,2735.07,82.01109445277362
359,2016-07-07,25.3,126.51,5.000395256916996,109.78,329.35,3.000091091273456,80.47,482.84,6.000248539828507,162.9,162.9,1.0,25.47,1528.25,60.00196309383589
360,2016-07-08,14.34,114.69,7.997907949790795,53.8,161.4,3.0000000000000004,5.83,5.83,1.0,167.81,503.43,3.0,27.84,1252.88,45.002873563218394
361,2016-07-09,21.97,197.71,8.999089667728722,43.74,43.74,1.0,57.49,344.94,6.0,114.37,343.1,2.9999125644836933,51.34,2823.45,54.995130502532135
362,2016-07-10,33.33,3333.4,100.01200120012003,41.27,288.9,7.000242306760358,53.33,159.99,3.0000000000000004,57.23,457.87,8.000524200594095,39.1,1798.54,45.99846547314578
363,2016-07-11,32.37,7832.84,241.97837503861604,106.43,319.3,3.000093958470356,44.63,89.25,1.9997759354694151,99.36,397.45,4.000100644122383,42.4,2162.29,50.99740566037736
364,2016-07-12,31.32,5073.9,162.00191570881225,61.41,307.05,5.000000000000001,57.65,403.58,7.000520381613183,82.62,495.7,5.999757927862502,35.87,2725.9,75.99386674100921
365,2016-07-13,34.58,4772.33,138.0083863504916,686.19,2058.56,2.9999854267768398,75.39,527.73,7.0,75.69,151.38,2.0,19.79,1444.7,73.00151591712986
366,2016-07-14,34.92,4399.75,125.9951317296678,30.77,246.17,8.000324991875203,63.23,442.59,6.999683694448837,28.65,57.3,2.0,44.63,2365.23,52.99641496751064
367,2016-07-15,32.65,6006.68,183.97182235834612,110.93,332.8,3.0000901469395114,73.99,443.95,6.000135153399108,12.72,152.61,11.997641509433963,46.16,1523.38,33.002166377816295
368,2016-07-16,31.13,5385.05,172.98586572438163,123.04,1230.36,9.99967490247074,84.03,168.06,2.0,156.6,313.2,2.0,51.2,1689.66,33.001171875
369,2016-07-17,35.26,9132.06,258.99205899035735,21.55,21.55,1.0,54.13,54.13,1.0,50.21,50.21,1.0,46.17,2216.38,48.00476499891705
370,2016-07-18,34.8,417.6,12.000000000000002,66.4,66.4,1.0,40.42,161.69,4.0002474022761,98.23,294.68,2.999898198106485,21.64,1514.92,70.00554528650648
371,2016-07-19,26.44,555.23,20.99962178517398,49.58,49.58,1.0,71.89,71.89,1.0,146.11,292.22,2.0,25.86,1137.83,43.99961330239752
372,2016-07-21,27.7,221.59,7.999638989169675,12615.54,50462.15,3.9999992073268364,95.62,573.72,6.0,34.44,344.4,10.0,30.97,1269.62,40.995156603164354
373,2016-07-22,52.73,158.18,2.9998103546368293,64.71,129.42,2.0,63.65,190.96,3.000157109190888,44.9,359.2,8.0,39.25,1491.66,38.00407643312102
374,2016-07-23,17.37,52.12,3.0005757052389175,87.08,261.25,3.0001148369315573,78.96,394.78,4.999746707193515,33.66,235.64,7.000594177064766,40.6,1989.53,49.00320197044335
375,2016-07-24,22.86,91.42,3.99912510936133,130.32,1172.84,8.999693063228975,103.98,207.96,2.0,43.51,609.2,14.001378993334868,21.72,1238.0,56.998158379373855
376,2016-07-25,27.9,55.8,2.0,77.76,233.29,3.0001286008230448,28.9,28.9,1.0,85.03,425.16,5.000117605550982,26.77,1632.75,60.99178184534927
377,2016-07-26,19.94,79.74,3.9989969909729184,122.14,488.55,3.9999181267398067,50.79,152.38,3.000196889151408,79.01,395.03,4.999746867485128,24.57,1154.88,47.00366300366301
378,2016-07-27,24.29,72.88,3.0004116920543433,99.17,297.51,3.0,41.03,123.08,2.999756275895686,179.57,538.7,2.999944311410592,27.56,1267.91,46.005442670537015
379,2016-07-28,13.07,248.27,18.995409334353482,62.26,373.55,5.99983938323161,35.17,70.33,1.9997156667614442,57.62,864.35,15.000867754251997,31.63,1771.17,55.996522288966176
380,2016-07-29,10.51,10.51,1.0,88.89,800.01,9.0,126.79,380.37,3.0,94.46,377.82,3.999788270167267,32.13,1381.59,42.99999999999999
381,2016-07-30,12.73,50.92,4.0,83.7,585.89,6.999880525686977,50.47,201.89,4.00019813750743,47.06,94.11,1.999787505312367,26.21,1100.64,41.993132392216715
382,2016-07-31,30.3,454.53,15.0009900990099,68.35,273.41,4.000146305779079,42.75,171.0,4.0,25.47,127.36,5.000392618767178,37.89,1326.09,34.99841646872525
383,2016-08-01,30.51,1921.97,62.99475581776466,67.56,405.37,6.000148016577857,52.06,52.06,1.0,38.98,77.96,2.0,39.94,1517.67,37.99874812218328
384,2016-08-02,31.92,1819.63,57.00595238095238,41.48,373.33,9.000241080038574,81.17,649.36,8.0,83.81,335.22,3.9997613649922448,33.65,1043.24,31.002674591381872
385,2016-08-03,34.78,1113.03,32.00201265094882,149.6,2543.12,16.99946524064171,65.55,852.2,13.000762776506486,26.16,2302.07,87.99961773700306,25.41,1931.43,76.01062573789847
386,2016-08-04,35.55,1208.57,33.99634317862166,29.61,29.61,1.0,37.76,75.52,2.0,32.35,5661.78,175.0163833075734,15.44,1111.36,71.97927461139896
387,2016-08-05,32.7,882.89,26.999694189602444,70.31,210.94,3.000142227279192,59.22,177.67,3.000168861870989,40.71,6310.79,155.01817735200197,36.66,1979.8,54.00436442989635
388,2016-08-06,53.65,1663.2,31.00093196644921,153.56,614.25,4.000065121125293,50.63,303.77,5.9998024886430965,55.22,3479.17,63.00561390800435,18.58,1115.03,60.012378902045214
389,2016-08-07,26.84,724.75,27.002608047690014,69.91,629.23,9.00057216421113,34.11,341.08,9.99941366168279,44.81,3540.16,79.00379379602767,33.05,3966.13,120.00393343419063
390,2016-08-08,33.16,1094.12,32.99517490952955,165.37,496.12,3.00006047046018,62.29,249.15,3.9998394605875744,39.58,1900.07,48.00581101566448,23.04,2764.46,119.98524305555556
391,2016-08-09,33.04,2114.73,64.00514527845037,106.33,212.66,2.0,10.06,20.12,2.0,41.57,4322.76,103.98749097907145,50.0,3049.82,60.9964
392,2016-08-10,32.78,1114.35,33.99481391092129,85.66,513.93,5.999649778192855,78.76,236.28,3.0,41.04,6319.61,153.9865984405458,25.88,7634.18,294.983771251932
393,2016-08-11,34.52,724.86,20.998261877172652,327.13,654.25,1.9999694311130132,88.61,88.61,1.0,117.2,234.4,2.0,28.65,3380.2,117.9825479930192
394,2016-08-12,22.33,558.37,25.00537393640842,117.41,1408.9,11.999829656758369,53.0,106.0,2.0,104.23,833.86,8.000191883334931,37.84,3254.65,86.01083509513741
395,2016-08-13,35.9,610.3,17.0,91.56,1007.19,11.00032765399738,40.26,161.04,4.0,113.84,683.06,6.000175685172171,71.76,3157.46,44.000278706800444
396,2016-08-14,40.43,687.29,16.999505317833293,187.84,1502.7,7.999893526405452,52.95,317.72,6.000377714825307,35.54,71.07,1.9997186268992684,34.19,2256.55,66.00029248318222
397,2016-08-15,40.93,1350.57,32.99706816516003,300.9,1805.4,6.000000000000001,48.31,241.55,5.0,92.74,278.21,2.999892171662713,15.02,886.29,59.00732356857523
398,2016-08-16,38.83,737.71,18.998454802987382,235.26,705.77,2.9999574938366065,74.77,373.87,5.000267486960011,38.61,154.45,4.000259000259,44.14,2560.29,58.00385138196647
399,2016-08-17,27.42,740.31,26.998905908096276,45.44,727.0,15.99911971830986,35.02,175.08,4.9994288977727015,67.71,203.14,3.000147688672279,41.25,3836.09,92.99612121212121
400,2016-08-18,30.4,1064.17,35.00559210526316,162.89,814.43,4.999877217754313,52.45,104.89,1.9998093422306957,99.55,696.85,7.0,27.91,2791.47,100.01683984235041
401,2016-08-19,38.78,736.91,19.00232078390923,73.69,884.3,12.000271407246574,65.36,326.8,5.0,37.66,112.99,3.000265533722783,21.51,1527.36,71.00697350069734
402,2016-08-20,29.47,766.13,25.996946046827283,70.1,771.05,10.99928673323823,69.65,1184.12,17.001005025125625,32.66,195.96,6.000000000000001,17.59,1372.17,78.00852757248437
403,2016-08-21,28.58,571.56,19.998600419874037,59.94,659.38,11.000667334000667,57.82,751.64,12.999654098927707,93.84,281.52,2.9999999999999996,22.94,1284.82,56.007846556233645
404,2016-08-22,34.1,545.55,15.998533724340174,71.11,142.21,1.9998593728027,34.98,139.93,4.000285877644369,198.09,990.44,4.999949517895906,40.73,11771.63,289.01620427203534
405,2016-08-23,27.97,1006.79,35.99535216303182,101.0,101.0,1.0,42.83,171.33,4.000233481204764,39.54,1186.18,29.999494183105718,40.9,2821.91,68.99535452322738
406,2016-08-24,43.22,821.27,19.002082369273484,71.25,285.01,4.000140350877193,95.62,478.08,4.999790838736666,38.21,1146.17,29.996597749280294,38.94,4400.01,112.99460708782743
407,2016-08-25,26.13,653.18,24.997321086873324,127.12,127.12,1.0,63.55,254.21,4.0001573564122745,74.67,2389.32,31.998392928887103,34.64,3603.05,104.0141454965358
408,2016-08-26,32.0,416.05,13.0015625,401.62,803.23,1.9999751008415916,27.15,27.15,1.0,63.65,1718.49,26.999057344854673,45.47,4138.03,91.00571805586101
409,2016-08-27,36.58,219.47,5.999726626571897,107.1,749.69,6.999906629318395,60.17,421.16,6.999501412664118,42.32,1523.67,36.00354442344045,28.99,2173.96,74.98999655053467
410,2016-08-28,32.62,782.76,23.996321275291233,96.68,1546.89,16.0001034340091,106.97,427.87,3.9999065158455642,45.71,1005.52,21.997812294902648,34.55,2245.48,64.99218523878437
411,2016-08-29,32.9,1151.48,34.99939209726444,145.25,1162.0,8.0,105.91,741.39,7.000188839580776,177.94,1423.48,7.9997752051253235,22.86,1645.77,71.99343832020998
412,2016-08-30,32.48,1136.89,35.0027709359606,47.37,189.46,3.999577791851383,72.48,144.96,2.0,37.29,559.3,14.998659157951192,38.24,2829.93,74.00444560669455
413,2016-08-31,40.43,646.89,16.000247341083355,44.16,8345.72,188.98822463768116,27.34,1038.89,37.998902706656914,167.11,2673.79,16.000179522470226,22.82,2419.42,106.0219106047327
414,2016-09-01,23.97,287.63,11.999582811848144,39.88,10846.5,271.97843530591774,30.54,2840.04,92.99410609037328,112.73,4283.66,37.99929033974984,34.38,5053.71,146.99563699825478
415,2016-09-02,30.1,210.71,7.000332225913621,43.93,9401.99,214.02208058274528,37.48,1686.73,45.00346851654216,67.0,804.05,12.000746268656716,31.7,3075.38,97.01514195583597
416,2016-09-03,28.03,196.18,6.998929718159115,41.19,7703.08,187.0133527555232,29.49,1651.44,56.00000000000001,161.13,1127.93,7.000124123378639,51.49,3243.63,62.99533890075743
417,2016-09-04,48.66,389.27,7.9997944923962185,42.0,7938.32,189.00761904761904,42.78,2524.08,59.001402524544176,52.97,476.69,8.99924485557863,17.36,1145.99,66.01324884792626
418,2016-09-05,13.63,95.4,6.999266324284666,41.32,15618.61,377.99152952565345,37.19,1822.35,49.00107555794568,46.19,508.08,10.99978350292271,24.93,1246.49,49.999598876855195
419,2016-09-06,28.43,227.45,8.000351741118536,44.97,6161.52,137.01400933955972,31.96,3451.14,107.9831038798498,65.05,1170.97,18.0010760953113,24.5,2351.75,95.98979591836735
420,2016-09-07,31.45,125.79,3.999682034976153,42.02,18280.48,435.0423607805806,36.05,4939.3,137.01248266296813,84.12,2523.57,29.999643366619114,23.68,2201.96,92.98817567567568
421,2016-09-08,26.43,290.71,10.999243284146802,49.81,597.77,12.00100381449508,53.1,106.2,2.0,92.94,1579.98,17.0,27.46,1537.87,56.00400582665695
422,2016-09-09,72.21,216.64,3.0001384849743804,74.67,1120.11,15.000803535556447,77.34,232.02,3.0,56.51,734.63,13.0,34.4,2545.8,74.00581395348838
423,2016-09-10,34.59,138.36,4.0,317.25,4441.48,13.99993695823483,207.29,2694.77,13.0,53.95,863.23,16.00055607043559,49.16,3244.66,66.00203417412531
424,2016-09-11,12.29,196.71,16.005695687550855,223.33,3796.66,17.000223883938563,198.94,3183.03,15.999949733588018,147.98,2959.68,20.00054061359643,39.75,2226.23,56.00578616352201
425,2016-09-12,11.17,55.84,4.999104744852283,159.39,637.54,3.999874521613652,206.07,1030.35,5.0,53.33,693.31,13.000375023438965,19.75,2390.2,121.02278481012657
426,2016-09-13,152.72,916.34,6.000130958617078,176.14,2289.77,12.999716134892699,157.82,631.28,4.0,80.79,1939.04,24.000990221562073,26.67,16885.15,633.113985751781
427,2016-09-14,40.44,121.33,3.0002472799208704,147.52,1032.64,7.0,60.28,120.56,2.0,54.64,546.36,9.999267935578331,24.27,8543.34,352.0123609394314
428,2016-09-15,30.95,123.8,4.0,55.83,111.65,1.9998208848289452,78.18,234.54,2.9999999999999996,50.52,404.16,8.0,22.37,13217.94,590.8779615556549
429,2016-09-16,7.06,98.88,14.005665722379604,46.77,327.41,7.000427624545649,51.01,255.03,4.999607920015683,49.44,445.0,9.000809061488674,22.72,11153.78,490.9234154929578
430,2016-09-17,23.68,142.08,6.000000000000001,60.86,243.45,4.00016431153467,51.35,462.12,8.999415774099319,53.02,954.44,18.001508864579403,23.12,12670.03,548.011678200692
431,2016-09-18,23.7,308.14,13.00168776371308,115.0,689.99,5.999913043478261,72.25,289.0,4.0,35.93,143.71,3.9997216810464797,20.94,13780.08,658.0744985673352
432,2016-09-19,30.42,912.63,30.000986193293883,64.1,192.29,2.9998439937597507,37.55,37.55,1.0,50.9,814.41,16.000196463654223,24.29,1773.14,72.99876492383697
433,2016-09-20,33.91,1186.99,35.00412857564141,109.35,984.12,8.999725651577505,73.72,147.44,2.0,52.99,1059.83,20.000566144555574,21.1,12890.67,610.9322274881516
434,2016-09-21,30.29,1120.7,36.999009574116876,49.27,1872.24,37.9995940734727,45.33,725.35,16.00154423119347,44.43,666.44,14.999774926851227,20.87,2233.2,107.00527072352658
435,2016-09-22,24.97,99.88,4.0,62.62,3444.09,54.99984030661131,35.26,846.28,24.00113442994895,70.84,1558.38,21.998588368153587,44.93,2965.14,65.9946583574449
436,2016-09-23,27.45,82.35,3.0,53.35,3254.16,60.99643861293345,35.88,1183.91,32.9963768115942,44.92,1347.58,29.999554764024932,23.52,3763.4,160.00850340136054
437,2016-09-24,23.29,209.63,9.000858737655646,51.78,2278.48,44.003089996137504,33.14,563.41,17.000905250452625,77.63,465.8,6.0002576323586245,28.16,1970.86,69.98792613636363
438,2016-09-25,24.48,416.24,17.00326797385621,49.39,2173.14,43.999595059728684,40.8,652.84,16.000980392156865,26.4,52.79,1.9996212121212122,33.71,3674.79,109.01186591515871
439,2016-09-26,15.42,61.69,4.00064850843061,43.05,1506.91,35.00371660859466,82.15,1232.26,15.000121728545343,18.32,54.95,2.999454148471616,34.46,2170.79,62.99448636099826
440,2016-09-27,26.54,212.3,7.9992464204973635,53.68,1073.65,20.00093144560358,53.59,214.37,4.000186601977981,59.31,415.2,7.000505816894284,19.99,1978.73,98.98599299649825
441,2016-09-28,27.53,302.87,11.001452960406828,86.26,2156.53,25.00034778576397,79.83,478.97,5.999874733809345,88.26,617.81,6.9998866983911165,34.34,2540.86,73.99126383226557
442,2016-09-29,27.19,870.03,31.998161088635527,83.48,3506.27,42.00131768088165,55.0,330.0,6.0,146.67,733.34,4.99993181973137,29.3,1201.43,41.00443686006826
443,2016-09-30,26.62,106.48,4.0,66.46,1727.98,26.000300932891967,52.28,993.4,19.001530221882174,92.39,923.9,10.0,30.34,2032.72,66.99802241265655
444,2016-10-01,24.46,146.73,5.998773507767783,65.81,1776.91,27.000607810363167,52.69,843.05,16.000189789333838,122.5,612.5,5.0,21.6,5831.05,269.95601851851853
445,2016-10-02,26.33,184.33,7.000759589821497,87.43,2185.8,25.000571886080294,85.35,768.16,9.000117164616286,53.59,214.37,4.000186601977981,14.93,403.06,26.996651038178165
446,2016-10-03,42.85,214.25,5.0,78.36,1097.05,14.000127616130678,35.91,323.15,8.998886104149262,98.03,980.33,10.000306028766705,43.61,2093.41,48.002980967667966
447,2016-10-04,49.51,297.07,6.000201979398102,77.85,1323.44,16.99987154784843,46.97,328.78,6.9997870981477535,107.99,1403.83,12.999629595332902,28.34,7680.4,271.0091743119266
448,2016-10-05,20.86,146.04,7.000958772770853,82.51,2557.81,30.999999999999996,103.17,928.51,8.999806145197248,75.22,376.11,5.000132943366126,20.27,5270.58,260.01874691662556
449,2016-10-06,29.84,387.94,13.000670241286864,141.01,9870.97,70.0019147578186,78.13,2500.3,32.00179188531934,45.1,45.1,1.0,21.57,7162.03,332.0366249420491
450,2016-10-07,29.82,536.82,18.00201207243461,114.64,3553.78,30.999476622470343,85.46,1880.22,22.001170138076294,189.41,378.82,2.0,18.76,5683.35,302.9504264392324
451,2016-10-08,17.71,70.85,4.000564652738565,133.23,5195.94,38.99977482548975,92.53,2960.89,31.999243488598292,58.58,292.89,4.999829293274155,22.74,4388.45,192.98372911169744
452,2016-10-09,17.86,89.3,5.0,119.16,5123.84,42.99966431688486,53.32,746.44,13.999249812453114,70.89,283.57,4.000141063619693,19.24,4828.24,250.94802494802497
453,2016-10-10,55.2,275.99,4.99981884057971,123.67,4575.97,37.00145548637503,64.98,779.73,11.999538319482918,77.31,231.92,2.999870650627344,22.43,3880.88,173.0218457423094
454,2016-10-11,20.72,103.6,5.0,126.76,3168.93,24.999447775323443,99.23,3870.05,39.00080620780006,127.9,1406.88,10.999843627834245,18.98,3586.63,188.96891464699684
455,2016-10-12,44.14,176.54,3.9995468962392384,177.99,9433.37,52.999438170683746,84.45,2449.01,28.99952634695086,155.11,1706.25,11.000257881503448,36.28,7981.42,219.99503858875414
456,2016-10-13,26.98,80.93,2.9996293550778357,78.04,2809.6,36.002050230650944,89.15,891.51,10.000112170499158,82.47,3051.21,36.997817388141144,30.88,6699.97,216.96794041450778
457,2016-10-14,38.25,114.75,3.0,52.6,1840.92,34.99847908745247,155.59,2333.87,15.000128542965486,236.26,2362.63,10.000126978752222,17.46,4434.77,253.99599083619702
458,2016-10-15,34.89,174.44,4.999713384924047,77.62,4501.94,57.99974233444988,74.96,899.49,11.99959978655283,59.82,179.46,3.0,19.89,3162.25,158.98692810457516
459,2016-10-16,43.56,261.35,5.999770431588614,95.0,4559.97,47.99968421052632,37.2,334.8,9.0,126.7,760.2,6.0,22.05,3528.28,160.01269841269843
460,2016-10-17,54.62,600.81,10.999816916880263,95.76,3926.05,40.99885129490393,111.63,669.78,6.0,60.64,121.27,1.9998350923482848,31.08,3449.75,110.99581724581725
461,2016-10-18,33.61,336.14,10.001190121987504,68.31,3005.61,43.999560825647784,147.59,885.55,6.000067755267971,78.15,937.79,11.999872040946896,21.95,4586.73,208.9626423690205
462,2016-10-19,29.34,557.45,18.999659168370826,94.01,2162.16,22.999255398361875,49.4,642.18,12.999595141700404,100.78,302.34,2.9999999999999996,25.67,5314.1,207.01597195169458
463,2016-10-20,39.59,158.37,4.000252589037635,56.61,2830.37,49.99770358593888,44.9,538.84,12.000890868596883,108.65,869.19,7.999907961343764,21.3,4729.33,222.03427230046947
464,2016-10-21,33.48,602.69,18.001493428912788,56.72,1588.24,28.001410437235545,44.74,626.38,14.000447027268663,287.86,575.72,2.0,36.47,20461.21,561.042226487524
465,2016-10-22,17.19,275.04,16.0,68.95,1999.65,29.001450326323422,33.65,572.06,17.000297176820208,195.85,391.7,2.0,28.45,5434.66,191.0249560632689
466,2016-10-23,22.73,113.67,5.0008798944126704,76.42,840.62,11.0,117.73,1765.98,15.000254820351651,125.85,503.41,4.0000794596742155,22.98,2275.0,98.99912967798085
467,2016-10-24,24.0,791.94,32.9975,102.14,1225.62,11.999412570981006,53.57,267.87,5.000373343289154,17.22,17.22,1.0,23.16,3613.73,156.0332469775475
468,2016-10-25,27.73,110.91,3.9996393797331407,98.41,787.24,7.99959353724215,61.51,615.07,9.999512274426923,37.39,373.88,9.999465097619684,21.68,4011.05,185.01153136531366
469,2016-10-26,27.22,490.04,18.00293901542983,70.93,141.85,1.9998590159311995,63.71,445.95,6.999686077538848,184.93,554.79,2.9999999999999996,24.38,3754.52,154.0
470,2016-10-27,25.26,328.43,13.001979414093428,120.9,1329.87,10.999751861042181,99.63,697.42,7.000100371374084,70.32,351.59,4.99985779294653,23.91,3682.36,154.00920117105815
471,2016-10-28,29.53,324.82,10.999661361327464,215.9,2590.82,12.000092635479389,114.19,1256.14,11.000437866713373,80.34,482.01,5.999626587005228,44.04,12770.55,289.9761580381471
472,2016-10-29,8.04,16.08,2.0,239.25,2871.01,12.000041797283178,67.7,812.4,12.0,46.08,645.11,13.999782986111112,37.2,7104.58,190.98333333333332
473,2016-10-30,34.37,274.92,7.998836194355544,136.14,1769.88,13.00044072278537,31.2,187.22,6.000641025641026,119.15,1429.76,11.999664288711708,28.47,3359.8,118.01194239550405
474,2016-10-31,34.09,272.74,8.000586682311528,263.93,527.85,1.9999621111658394,119.85,479.39,3.999916562369629,97.3,583.8,6.0,27.81,3198.34,115.00683207479325
475,2016-11-01,26.13,365.77,13.998086490623804,85.17,1703.31,19.998943289890807,77.07,308.29,4.00012975217335,141.36,706.78,4.999858517260893,23.82,3382.71,142.01133501259446
476,2016-11-02,24.89,224.0,8.999598232221775,146.07,1314.6,8.999794619018278,25.73,128.64,4.999611348620287,50.4,151.2,3.0,25.55,4931.39,193.00939334637965
477,2016-11-03,35.79,608.41,16.99944118468846,98.76,395.04,4.0,83.71,502.23,5.999641619878151,53.03,954.51,17.999434282481612,25.17,3120.66,123.98331346841476
478,2016-11-04,23.22,162.57,7.001291989664082,76.67,843.41,11.00052171644711,107.11,1071.12,10.000186723928671,83.62,1087.04,12.999760822769671,32.92,5432.41,165.0185297691373
479,2016-11-05,17.0,85.01,5.000588235294118,139.17,1670.07,12.000215563699074,131.27,1575.22,11.999847642264035,146.89,293.78,2.0,51.71,4033.33,77.99903306903887
480,2016-11-06,18.77,150.15,7.999467234949388,133.75,668.73,4.99985046728972,89.45,805.06,9.00011179429849,69.53,695.32,10.000287645620595,40.76,1956.5,48.00049067713445
481,2016-11-07,43.35,303.47,7.000461361014994,125.57,879.02,7.000238910567811,153.03,1071.21,7.0,61.11,366.67,6.000163639338897,22.06,2228.27,101.00951949229375
482,2016-11-08,42.25,464.79,11.00094674556213,190.81,1144.84,5.999895183690581,70.98,567.83,7.999859115243731,111.49,557.45,5.000000000000001,38.3,2795.93,73.00078328981724
