,offset,clothes,food,furniture,total
0,-150,-0.45739710947477796,0.1945978164780985,0.27546619401382166,0.012666901017142185
1,-149,-0.052804981353011655,0.0028676722466327983,-0.574141028688248,-0.6240783377946268
2,-148,0.010161455794005195,0.48991584248578124,-0.8896310172728624,-0.389553718993076
3,-147,0.24422864345227419,0.053040211760195764,-0.6557140611939131,-0.35844520598144314
4,-146,0.4535724385861401,-0.39984978194815657,-0.3344336453764718,-0.28071098873848827
5,-145,0.06370774103437266,-0.6672260457500422,-0.13105700996551403,-0.7345753146811836
6,-144,0.19937271415204555,-0.035601037435635155,-0.15815059339644671,0.005621083319963693
7,-143,-0.20288560193199298,0.05960852218960347,0.0992097453856376,-0.04406733435675192
8,-142,0.17815678388915582,-0.25726102900054026,0.07382055253292381,-0.005283692578460633
9,-141,0.22987999429060646,-0.13514013809991537,0.14962064228229008,0.24436049847298116
10,-140,-0.09607543225083101,-0.7362566832051552,0.036016535113731575,-0.7963155803422547
11,-139,0.1306275323350381,-0.6147447662108978,-0.33965564399352727,-0.8237728778693869
12,-138,-0.015737615043415934,-0.31335636273045375,0.7725687610020496,0.44347478322817996
13,-137,-0.2862333981203422,-0.7325080785872441,-0.5212428095952607,-1.5399842863028468
14,-136,-0.5254193480754761,-0.1550730201887156,-0.9912531842692309,-1.6717455525334226
15,-135,0.2854652399973123,0.01670616139803136,0.13554187233615342,0.43771327373149715
16,-134,0.08483993099507224,0.36009610454651964,-0.031510578725575944,0.41342545681601595
17,-133,0.26933416502829577,-0.3105576719650962,0.4312653156138367,0.39004180867703625
18,-132,-0.15045963631407722,0.034815679406558504,0.2867971174432046,0.17115316053568586
19,-131,-0.1361632932999506,-0.27470333668600594,-0.3080544894462478,-0.7189211194322044
20,-130,0.10932037862297772,-0.3967255986764949,-0.06541794608381576,-0.3528231661373329
21,-129,0.49797055493753856,0.37012235542294863,-0.9471947412418018,-0.07910183088131462
22,-128,0.31443050609347706,-0.6370415832355706,0.26484112639874025,-0.05776995074335328
23,-127,0.13454664904564775,0.14987500111753696,-0.7936007071105438,-0.5091790569473591
24,-126,0.7828294132947115,-0.31359455631985106,-0.6313324571444692,-0.16209760016960878
25,-125,0.17852353229486764,-0.1617723235652202,-0.20484773045126298,-0.18809652172161553
26,-124,0.5558601438925207,0.08420383577668608,0.12088236306620383,0.7609463427354106
27,-123,-0.2982268877071748,0.07658604937774878,-0.556867128850436,-0.778507967179862
28,-122,-0.1955947706321852,-0.3101302326274541,0.7322051664001623,0.226480163140523
29,-121,-0.3526661213660128,0.6926732015445675,-0.07312920815576873,0.26687787202278596
30,-120,-0.8411420755202654,0.26371543142541587,-0.9909863571525601,-1.5684130012474098
31,-119,0.164607739751283,0.10835506798520417,-0.10990353218018359,0.1630592755563036
32,-118,-0.5575183081887927,0.38692864946576927,0.0736239364269412,-0.09696572229608219
33,-117,-0.2492753487496668,-0.10260374059341464,0.5829328751358005,0.23105378579271907
34,-116,-0.12574496379766265,-0.18658372377252874,0.637482865563233,0.3251541779930416
35,-115,-0.7908661858474869,0.5899265580628924,0.803460013309653,0.6025203855250585
36,-114,-0.03361827397552861,0.06332975050882664,-0.12580305641896153,-0.0960915798856635
37,-113,-0.6514040733879221,-0.22235136698293684,-0.9081626789401531,-1.781918119311012
38,-112,-0.3780173219474808,0.3829225266228051,-0.02580255667481848,-0.02089735199949413
39,-111,-0.5593813973227839,0.5172945651141526,0.8063836006231593,0.764296768414528
40,-110,-0.5407056261382092,0.18168383499046584,0.3770174148948657,0.017995623747122325
