,offset,clothes,food,furniture,total
0,-150,-0.457397109475,0.194597816478,0.275466194014,0.0253338020343
1,-149,-0.052804981353,0.00286767224663,-0.574141028688,-1.24815667559
2,-148,0.010161455794,0.489915842486,-0.889631017273,-0.779107437986
3,-147,0.244228643452,0.0530402117602,-0.655714061194,-0.716890411963
4,-146,0.453572438586,-0.399849781948,-0.334433645376,-0.561421977477
5,-145,0.0637077410344,-0.66722604575,-0.131057009966,-1.46915062936
6,-144,0.199372714152,-0.0356010374356,-0.158150593396,0.0112421666399
7,-143,-0.202885601932,0.0596085221896,0.0992097453856,-0.0881346687135
8,-142,0.178156783889,-0.257261029001,0.0738205525329,-0.0105673851569
9,-141,0.229879994291,-0.1351401381,0.149620642282,0.488720996946
10,-140,-0.0960754322508,-0.736256683205,0.0360165351137,-1.59263116068
11,-139,0.130627532335,-0.614744766211,-0.339655643994,-1.64754575574
12,-138,-0.0157376150434,-0.31335636273,0.772568761002,0.886949566456
13,-137,-0.28623339812,-0.732508078587,-0.521242809595,-3.07996857261
14,-136,-0.525419348075,-0.155073020189,-0.991253184269,-3.34349110507
15,-135,0.285465239997,0.016706161398,0.135541872336,0.875426547463
16,-134,0.0848399309951,0.360096104547,-0.0315105787256,0.826850913632
17,-133,0.269334165028,-0.310557671965,0.431265315614,0.780083617354
18,-132,-0.150459636314,0.0348156794066,0.286797117443,0.342306321071
19,-131,-0.1361632933,-0.274703336686,-0.308054489446,-1.43784223886
20,-130,0.109320378623,-0.396725598676,-0.0654179460838,-0.705646332275
21,-129,0.497970554938,0.370122355423,-0.947194741242,-0.158203661763
22,-128,0.314430506093,-0.637041583236,0.264841126399,-0.115539901487
23,-127,0.134546649046,0.149875001118,-0.793600707111,-1.01835811389
24,-126,0.782829413295,-0.31359455632,-0.631332457144,-0.324195200339
25,-125,0.178523532295,-0.161772323565,-0.204847730451,-0.376193043443
26,-124,0.555860143893,0.0842038357767,0.120882363066,1.52189268547
27,-123,-0.298226887707,0.0765860493777,-0.55686712885,-1.55701593436
28,-122,-0.195594770632,-0.310130232627,0.7322051664,0.452960326281
29,-121,-0.352666121366,0.692673201545,-0.0731292081558,0.533755744046
30,-120,-0.84114207552,0.263715431425,-0.990986357153,-3.13682600249
31,-119,0.164607739751,0.108355067985,-0.10990353218,0.326118551113
32,-118,-0.557518308189,0.386928649466,0.0736239364269,-0.193931444592
33,-117,-0.24927534875,-0.102603740593,0.582932875136,0.462107571585
34,-116,-0.125744963798,-0.186583723773,0.637482865563,0.650308355986
35,-115,-0.790866185847,0.589926558063,0.80346001331,1.20504077105
36,-114,-0.0336182739755,0.0633297505088,-0.125803056419,-0.192183159771
37,-113,-0.651404073388,-0.222351366983,-0.90816267894,-3.56383623862
38,-112,-0.378017321947,0.382922526623,-0.0258025566748,-0.041794703999
39,-111,-0.559381397323,0.517294565114,0.806383600623,1.52859353683
40,-110,-0.540705626138,0.18168383499,0.377017414895,0.0359912474942
41,-109,-0.390670816197,0.575786575114,-0.97020944249,-1.57018736714
42,-108,-0.345487076811,0.793061210828,-0.564179802911,-0.233211337787
43,-107,-0.703854117126,-0.817967070455,-0.473133439387,-3.98990925394
44,-106,-0.327398210047,0.593738774709,0.866919391524,2.26651991237
45,-105,0.260722105379,0.0614207728107,-0.591074689569,-0.537863622759
46,-104,0.253384653613,0.401499295783,-0.240996513762,0.827774871269
47,-103,-0.171628728379,-0.452470235572,0.324727353592,-0.598743220718
48,-102,0.173000270719,0.0528727435125,-0.240943326991,-0.0301406255197
49,-101,0.407270386777,-0.350360225015,0.690306426994,1.49443317751
50,-100,0.0417576922403,0.103250456249,0.617374039149,1.52476437528
51,-99,0.162536678127,0.00493960773792,-0.684332226263,-1.0337118808
52,-98,0.246807982941,-0.230597994773,-0.557040251217,-1.0816605261
53,-97,0.479899146208,0.35173008204,0.104351010051,1.8719604766
54,-96,0.178138465476,0.316904628825,-0.1971372704,0.595811647803
55,-95,0.741453436768,0.356271506359,0.430191900175,3.0558336866
56,-94,0.103800903253,0.18051445523,0.51397417173,1.59657906043
57,-93,0.369897983152,0.239935281332,0.40834324501,2.03635301899
58,-92,0.327018644155,-0.0289523324235,0.503019668337,1.60217196014
59,-91,0.754213472845,0.86182733956,0.245709134217,3.72349989325
60,-90,0.098653571184,-0.101281298912,0.580408402622,1.15556134979
61,-89,0.108926556913,0.103675427428,0.701318083804,1.82784013629
62,-88,0.4050657903,0.216133540227,-0.0787036852434,1.08499129057
63,-87,0.128663232446,0.260122199939,0.29951645344,1.37660377165
64,-86,0.501288188742,-0.295791446262,-0.257112031623,-0.103230578286
65,-85,0.714666211591,-0.182548455764,-0.253345839558,0.557543832539
66,-84,0.431715803771,-0.0125353619899,-0.602357896328,-0.366354909093
67,-83,0.435230388762,0.407848282012,0.138177445702,1.96251223295
68,-82,-0.182546863711,0.459082010964,-0.493575686767,-0.434081079029
69,-81,-0.110349813849,0.651029730324,-0.770369966733,-0.459380100516
70,-80,0.116337720773,0.319855177134,-0.617261793914,-0.362137792014
71,-79,-0.129542905464,0.436708253924,0.954208445009,2.52274758694
72,-78,0.501390033161,0.472037437535,-0.39992376774,1.14700740591
73,-77,0.277043591804,0.525067324384,-0.278259805335,1.04770222171
74,-76,0.312778327593,0.278918702842,0.519415595794,2.22222525246
75,-75,0.0498154220998,-0.474522216582,0.104043637115,-0.641326314733
76,-74,0.0108654944983,0.39789777404,-0.738884881907,-0.660243226737
77,-73,0.662461916047,-0.0475416897237,0.633880174965,2.49760080258
78,-72,-0.167658451573,-0.29818123167,0.810088177766,0.688496989044
79,-71,-0.237666458984,0.112868178157,0.413762197724,0.577927833793
80,-70,-0.73893115204,-0.048778672178,-0.409539474474,-2.39449859738
81,-69,0.229250869968,-0.0775653558778,0.203305265878,0.709981559935
82,-68,0.447236027948,0.611098826838,0.606719300572,3.33010831072
83,-67,0.268673841537,0.553552847483,-0.57523686199,0.493979654059
84,-66,0.365308104533,-0.485957898741,-0.0849439682042,-0.411187524825
85,-65,0.319131284525,0.271204666101,-0.0813700877633,1.01793172573
86,-64,-0.199516903183,-0.678585445664,-0.797849952851,-3.3519046034
87,-63,0.244427418859,0.0027527850364,-0.699640497559,-0.904920587327
88,-62,0.12190758175,-0.248848588384,-0.0742004887259,-0.40228299072
89,-61,-0.0449772818827,-0.558004607666,0.072846090631,-1.06027159783
90,-60,0.361489718481,0.198615395666,-0.270396567719,0.579417092856
91,-59,0.129231275928,0.00856124716898,0.222075313149,0.719735672492
92,-58,0.155909596156,0.323488832835,-0.277037347967,0.404722162048
93,-57,0.380273555093,0.157270722548,-0.535766114247,0.00355632678783
94,-56,-0.175188545328,-0.138415485159,-0.726902099206,-2.08101225939
95,-55,-0.250735153615,-0.365158962966,-0.344236541534,-1.92026131623
96,-54,-0.118594858489,-0.205856485807,-0.695737398232,-2.04037748506
97,-53,0.142932724959,0.121493600966,-0.141367853563,0.246116944723
98,-52,0.365725349636,-0.00400094881828,-0.610778608554,-0.498108415473
99,-51,0.152301331771,-0.512658018077,0.0785330240984,-0.563647324416
100,-50,0.117466023915,-0.639586506955,0.58120108563,0.118161205179
101,-49,-0.10499150249,-0.645186243593,0.0138171758102,-1.47272114054
102,-48,-0.317338488539,0.143141761903,-0.565850979254,-1.48009541178
103,-47,-0.51314919408,-0.44516799595,0.432931548999,-1.05077128206
104,-46,-0.0169270324651,0.460905242032,-0.705183903919,-0.522411388703
105,-45,-0.308233317287,-0.222972069891,-0.191093821373,-1.4445984171
106,-44,-0.323829569361,-0.607333048308,-0.537635398912,-2.93759603316
107,-43,-0.0967313114201,-0.371226886731,-0.862664153938,-2.66124470418
108,-42,0.0218821691256,-0.0449761289227,-0.162543736528,-0.371275392649
109,-41,0.825503535409,-0.424461887418,0.671286270259,2.1446558365
110,-40,0.150316717316,-0.213654462779,0.690558236999,1.25444098307
111,-39,0.38061724699,-0.283925975551,-0.457264407019,-0.72114627116
112,-38,0.296592657739,-0.722928431201,0.173892350666,-0.504886845593
113,-37,0.407121981681,0.255583842578,-0.548107910485,0.229195827548
114,-36,-0.111470241229,-0.341957526871,0.363315433268,-0.180224669665
115,-35,-0.51268517991,0.0529383074235,-0.533361699222,-1.98621714342
116,-34,0.611517820504,-0.519829879452,-0.115941699049,-0.0485075159945
