Date,Items Sold,Average Selling Price,Total Sales
2017-02-13,19,48.03 USD,912.51 USD
2017-02-14,39,47.73 USD,1861.46 USD
2017-02-15,16,50.60 USD,809.54 USD
2017-02-16,19,41.72 USD,792.77 USD
2017-02-17,14,38.17 USD,534.32 USD
2017-02-18,27,36.64 USD,989.41 USD
2017-02-19,15,41.49 USD,622.29 USD
2017-02-20,22,42.33 USD,931.32 USD
2017-02-21,32,38.83 USD,1242.43 USD
2017-02-22,22,34.72 USD,763.78 USD
2017-02-23,12,43.09 USD,517.10 USD
2017-02-24,11,56.90 USD,625.90 USD
2017-02-25,22,38.07 USD,837.43 USD
2017-02-26,18,42.64 USD,767.52 USD
2017-02-27,24,35.93 USD,862.26 USD
2017-02-28,14,36.05 USD,504.67 USD
2017-03-01,15,50.79 USD,761.85 USD
2017-03-02,6,45.83 USD,274.97 USD
2017-03-03,10,35.54 USD,355.39 USD
2017-03-04,9,36.23 USD,326.06 USD
2017-03-05,11,21.81 USD,239.92 USD
2017-03-06,24,44.11 USD,1058.58 USD
2017-03-07,15,38.53 USD,577.93 USD
2017-03-08,15,33.72 USD,505.80 USD
2017-03-09,16,26.18 USD,418.87 USD
2017-03-10,15,28.69 USD,430.37 USD
2017-03-11,7,33.48 USD,234.34 USD
2017-03-12,22,27.81 USD,611.88 USD
2017-03-13,17,32.96 USD,560.40 USD
2017-03-14,12,31.08 USD,372.95 USD
2017-03-15,13,47.10 USD,612.33 USD
2017-03-16,12,25.02 USD,300.25 USD
2017-03-17,6,22.55 USD,135.29 USD
2017-03-18,15,32.74 USD,491.16 USD
2017-03-19,10,30.89 USD,308.87 USD
2017-03-20,10,56.96 USD,569.64 USD
2017-03-21,13,45.80 USD,595.41 USD
2017-03-22,22,43.20 USD,950.37 USD
2017-03-23,23,26.14 USD,601.11 USD
2017-03-24,9,33.73 USD,303.58 USD
2017-03-25,12,37.89 USD,454.71 USD
2017-03-26,19,36.47 USD,692.92 USD
2017-03-27,22,34.91 USD,767.98 USD
2017-03-28,17,30.77 USD,523.07 USD
