model,description,metric,metric_code,value,rating,link
SSE-AD-5246203,Corolla - 1994 Toyota Corolla CSi Limited Auto,price,price,3000,4.41,https://www.carsales.com.au/private/details/Toyota-Corolla-1994/SSE-AD-5246203/?Cr=1138
SSE-AD-5246203,Corolla - 1994 Toyota Corolla CSi Limited Auto,milage,milage,131,4.41,https://www.carsales.com.au/private/details/Toyota-Corolla-1994/SSE-AD-5246203/?Cr=1138
SSE-AD-5246203,Corolla - 1994 Toyota Corolla CSi Limited Auto,age,age,24,4.41,https://www.carsales.com.au/private/details/Toyota-Corolla-1994/SSE-AD-5246203/?Cr=1138
SSE-AD-5223405,Corolla - 2006 Toyota Corolla Levin Manual,price,price,5000,3.27,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5223405/?Cr=1015
SSE-AD-5223405,Corolla - 2006 Toyota Corolla Levin Manual,milage,milage,82100,3.27,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5223405/?Cr=1015
SSE-AD-5223405,Corolla - 2006 Toyota Corolla Levin Manual,age,age,12,3.27,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5223405/?Cr=1015
SSE-AD-5162613,Corolla - 2005 Toyota Corolla Ascent Auto,price,price,5999,2.98,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5162613/?Cr=753
SSE-AD-5162613,Corolla - 2005 Toyota Corolla Ascent Auto,milage,milage,70000,2.98,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5162613/?Cr=753
SSE-AD-5162613,Corolla - 2005 Toyota Corolla Ascent Auto,age,age,13,2.98,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5162613/?Cr=753
OAG-AD-15613091,Corolla - 2003 Toyota Corolla Ascent Auto,price,price,8600,2.84,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2003/OAG-AD-15613091/?Cr=376
OAG-AD-15613091,Corolla - 2003 Toyota Corolla Ascent Auto,milage,milage,20584,2.84,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2003/OAG-AD-15613091/?Cr=376
OAG-AD-15613091,Corolla - 2003 Toyota Corolla Ascent Auto,age,age,15,2.84,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2003/OAG-AD-15613091/?Cr=376
SSE-AD-5226331,Corolla - 2005 Toyota Corolla Conquest Manual,price,price,8100,2.73,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5226331/?Cr=677
SSE-AD-5226331,Corolla - 2005 Toyota Corolla Conquest Manual,milage,milage,44895,2.73,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5226331/?Cr=677
SSE-AD-5226331,Corolla - 2005 Toyota Corolla Conquest Manual,age,age,13,2.73,https://www.carsales.com.au/private/details/Toyota-Corolla-2005/SSE-AD-5226331/?Cr=677
OAG-AD-15571269,Corolla - 2004 Toyota Corolla Conquest Auto,price,price,7490,2.61,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2004/OAG-AD-15571269/?Cr=247
OAG-AD-15571269,Corolla - 2004 Toyota Corolla Conquest Auto,milage,milage,52448,2.61,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2004/OAG-AD-15571269/?Cr=247
OAG-AD-15571269,Corolla - 2004 Toyota Corolla Conquest Auto,age,age,14,2.61,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2004/OAG-AD-15571269/?Cr=247
SSE-AD-5221514,Corolla - 2000 Toyota Corolla Ascent Seca Manual,price,price,3000,2.60,https://www.carsales.com.au/private/details/Toyota-Corolla-2000/SSE-AD-5221514/?Cr=1244
SSE-AD-5221514,Corolla - 2000 Toyota Corolla Ascent Seca Manual,milage,milage,100000,2.60,https://www.carsales.com.au/private/details/Toyota-Corolla-2000/SSE-AD-5221514/?Cr=1244
SSE-AD-5221514,Corolla - 2000 Toyota Corolla Ascent Seca Manual,age,age,18,2.60,https://www.carsales.com.au/private/details/Toyota-Corolla-2000/SSE-AD-5221514/?Cr=1244
SSE-AD-5244041,Corolla - 2009 Toyota Corolla Ascent Auto,price,price,10500,2.57,https://www.carsales.com.au/private/details/Toyota-Corolla-2009/SSE-AD-5244041/?Cr=907
SSE-AD-5244041,Corolla - 2009 Toyota Corolla Ascent Auto,milage,milage,37030,2.57,https://www.carsales.com.au/private/details/Toyota-Corolla-2009/SSE-AD-5244041/?Cr=907
SSE-AD-5244041,Corolla - 2009 Toyota Corolla Ascent Auto,age,age,9,2.57,https://www.carsales.com.au/private/details/Toyota-Corolla-2009/SSE-AD-5244041/?Cr=907
OAG-AD-15647822,Corolla - 2011 Toyota Corolla Ascent Sport Auto,price,price,9990,2.51,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2011/OAG-AD-15647822/?Cr=1167
OAG-AD-15647822,Corolla - 2011 Toyota Corolla Ascent Sport Auto,milage,milage,59393,2.51,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2011/OAG-AD-15647822/?Cr=1167
OAG-AD-15647822,Corolla - 2011 Toyota Corolla Ascent Sport Auto,age,age,7,2.51,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2011/OAG-AD-15647822/?Cr=1167
OAG-AD-15632286,Corolla - 2010 Toyota Corolla Ascent Manual,price,price,10990,2.49,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2010/OAG-AD-15632286/?Cr=1198
OAG-AD-15632286,Corolla - 2010 Toyota Corolla Ascent Manual,milage,milage,38012,2.49,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2010/OAG-AD-15632286/?Cr=1198
OAG-AD-15632286,Corolla - 2010 Toyota Corolla Ascent Manual,age,age,8,2.49,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2010/OAG-AD-15632286/?Cr=1198
SSE-AD-5195019,Corolla - 2006 Toyota Corolla Ascent Auto,price,price,6990,2.38,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5195019/?Cr=913
SSE-AD-5195019,Corolla - 2006 Toyota Corolla Ascent Auto,milage,milage,81000,2.38,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5195019/?Cr=913
SSE-AD-5195019,Corolla - 2006 Toyota Corolla Ascent Auto,age,age,12,2.38,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5195019/?Cr=913
OAG-AD-15433656,Corolla - 2007 Toyota Corolla Ascent Sport Manual,price,price,7888,2.35,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2007/OAG-AD-15433656/?Cr=176
OAG-AD-15433656,Corolla - 2007 Toyota Corolla Ascent Sport Manual,milage,milage,73861,2.35,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2007/OAG-AD-15433656/?Cr=176
OAG-AD-15433656,Corolla - 2007 Toyota Corolla Ascent Sport Manual,age,age,11,2.35,https://www.carsales.com.au/dealer/details/Toyota-Corolla-2007/OAG-AD-15433656/?Cr=176
SSE-AD-5190104,Corolla - 2012 Toyota Corolla Ascent Sport Manual,price,price,11500,2.33,https://www.carsales.com.au/private/details/Toyota-Corolla-2012/SSE-AD-5190104/?Cr=282
SSE-AD-5190104,Corolla - 2012 Toyota Corolla Ascent Sport Manual,milage,milage,48000,2.33,https://www.carsales.com.au/private/details/Toyota-Corolla-2012/SSE-AD-5190104/?Cr=282
SSE-AD-5190104,Corolla - 2012 Toyota Corolla Ascent Sport Manual,age,age,6,2.33,https://www.carsales.com.au/private/details/Toyota-Corolla-2012/SSE-AD-5190104/?Cr=282
SSE-AD-5254061,Corolla - 2006 Toyota Corolla Ascent Auto,price,price,5000,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5254061/?Cr=925
SSE-AD-5254061,Corolla - 2006 Toyota Corolla Ascent Auto,milage,milage,116000,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5254061/?Cr=925
SSE-AD-5254061,Corolla - 2006 Toyota Corolla Ascent Auto,age,age,12,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2006/SSE-AD-5254061/?Cr=925
SSE-AD-4757723,Corolla - 2008 Toyota Corolla Ascent Auto,price,price,6000,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2008/SSE-AD-4757723/?Cr=918
SSE-AD-4757723,Corolla - 2008 Toyota Corolla Ascent Auto,milage,milage,112438,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2008/SSE-AD-4757723/?Cr=918
SSE-AD-4757723,Corolla - 2008 Toyota Corolla Ascent Auto,age,age,10,2.29,https://www.carsales.com.au/private/details/Toyota-Corolla-2008/SSE-AD-4757723/?Cr=918
SSE-AD-5246485,Corolla - 2003 Toyota Corolla Ascent Manual,price,price,7500,2.28,https://www.carsales.com.au/private/details/Toyota-Corolla-2003/SSE-AD-5246485/?Cr=1089
